CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,6.01, None, None,2017-07-16 00:00:00, None, None,17.12,20.49,258.2, None, None, None, None, None, None, None,29
None,6.124, None, None,2017-07-16 01:00:00, None, None,17.63,21.2,259.1, None, None, None, None, None, None, None,29
None,5.7, None, None,2017-07-16 02:00:00, None, None,23.43,12.03,255.4, None, None, None, None, None, None, None,29
None,5.501, None, None,2017-07-16 03:00:00, None, None,24.11,10.24,257.3, None, None, None, None, None, None, None,29
None,5.419, None, None,2017-07-16 04:00:00, None, None,19.78,12.96,256.8, None, None, None, None, None, None, None,29
None,5.593, None, None,2017-07-16 05:00:00, None, None,24.05,13.05,253.0, None, None, None, None, None, None, None,29
None,5.613, None, None,2017-07-16 06:00:00, None, None,24.62,12.73,246.4, None, None, None, None, None, None, None,29
None,5.499, None, None,2017-07-16 07:00:00, None, None,29.57,8.33,242.7, None, None, None, None, None, None, None,29
None,6.583, None, None,2017-07-16 08:00:00, None, None,27.54,11.17,243.3, None, None, None, None, None, None, None,29
None,6.592, None, None,2017-07-16 09:00:00, None, None,27.33,10.07,239.0, None, None, None, None, None, None, None,29
None,7.29, None, None,2017-07-16 10:00:00, None, None,40.19,6.315,253.1, None, None, None, None, None, None, None,29
None,8.08, None, None,2017-07-16 11:00:00, None, None,34.07,9.6,245.7, None, None, None, None, None, None, None,29
None,10.38, None, None,2017-07-16 12:00:00, None, None,31.28,14.58,245.2, None, None, None, None, None, None, None,29
None,10.85, None, None,2017-07-16 13:00:00, None, None,30.75,16.49,242.6, None, None, None, None, None, None, None,29
None,11.0, None, None,2017-07-16 14:00:00, None, None,32.24,15.45,243.9, None, None, None, None, None, None, None,29
None,11.55, None, None,2017-07-16 15:00:00, None, None,24.1,21.45,246.8, None, None, None, None, None, None, None,29
None,11.09, None, None,2017-07-16 16:00:00, None, None,29.18,18.46,242.4, None, None, None, None, None, None, None,29
None,10.43, None, None,2017-07-16 17:00:00, None, None,26.35,21.2,245.3, None, None, None, None, None, None, None,29
None,10.17, None, None,2017-07-16 18:00:00, None, None,25.16,22.54,248.9, None, None, None, None, None, None, None,29
None,9.83, None, None,2017-07-16 19:00:00, None, None,27.71,20.26,249.1, None, None, None, None, None, None, None,29
None,8.04, None, None,2017-07-16 20:00:00, None, None,33.21,14.66,248.2, None, None, None, None, None, None, None,29
None,7.61, None, None,2017-07-16 21:00:00, None, None,22.01,23.25,252.8, None, None, None, None, None, None, None,29
None,6.997, None, None,2017-07-16 22:00:00, None, None,20.61,23.46,256.7, None, None, None, None, None, None, None,29
None,6.565, None, None,2017-07-16 23:00:00, None, None,20.35,22.13,261.6, None, None, None, None, None, None, None,29
None,6.419, None, None,2017-07-17 00:00:00, None, None,19.31,20.35,264.6, None, None, None, None, None, None, None,29
None,6.365, None, None,2017-07-17 01:00:00, None, None,19.42,20.63,262.6, None, None, None, None, None, None, None,29
None,5.93, None, None,2017-07-17 02:00:00, None, None,21.27,18.06,267.9, None, None, None, None, None, None, None,29
None,6.031, None, None,2017-07-17 03:00:00, None, None,20.85,17.81,265.8, None, None, None, None, None, None, None,29
None,5.612, None, None,2017-07-17 04:00:00, None, None,19.69,17.74,265.5, None, None, None, None, None, None, None,29
None,5.058, None, None,2017-07-17 05:00:00, None, None,21.52,14.8,265.1, None, None, None, None, None, None, None,29
None,4.99, None, None,2017-07-17 06:00:00, None, None,21.15,15.5,266.1, None, None, None, None, None, None, None,29
None,5.154, None, None,2017-07-17 07:00:00, None, None,24.04,13.9,267.5, None, None, None, None, None, None, None,29
None,5.337, None, None,2017-07-17 08:00:00, None, None,25.68,13.34,262.4, None, None, None, None, None, None, None,29
None,5.737, None, None,2017-07-17 09:00:00, None, None,22.42,14.36,263.9, None, None, None, None, None, None, None,29
None,7.02, None, None,2017-07-17 10:00:00, None, None,20.92,13.61,256.9, None, None, None, None, None, None, None,29
None,9.23, None, None,2017-07-17 11:00:00, None, None,22.94,11.55,262.2, None, None, None, None, None, None, None,29
None,9.39, None, None,2017-07-17 12:00:00, None, None,23.96,12.34,258.5, None, None, None, None, None, None, None,29
None,10.0, None, None,2017-07-17 13:00:00, None, None,20.66,16.76,257.8, None, None, None, None, None, None, None,29
None,10.98, None, None,2017-07-17 14:00:00, None, None,22.22,16.06,255.1, None, None, None, None, None, None, None,29
None,10.0, None, None,2017-07-17 15:00:00, None, None,21.26,16.64,261.3, None, None, None, None, None, None, None,29
None,9.49, None, None,2017-07-17 16:00:00, None, None,18.68,17.6,264.5, None, None, None, None, None, None, None,29
None,8.91, None, None,2017-07-17 17:00:00, None, None,19.22,15.55,272.4, None, None, None, None, None, None, None,29
None,9.98, None, None,2017-07-17 18:00:00, None, None,20.3,15.95,269.8, None, None, None, None, None, None, None,29
None,9.4, None, None,2017-07-17 20:00:00, None, None,18.79,16.59,266.2, None, None, None, None, None, None, None,29
None,8.44, None, None,2017-07-17 21:00:00, None, None,19.28,17.06,272.1, None, None, None, None, None, None, None,29
None,8.13, None, None,2017-07-17 22:00:00, None, None,19.67,16.13,276.2, None, None, None, None, None, None, None,29
None,7.98, None, None,2017-07-17 23:00:00, None, None,15.88,17.12,274.0, None, None, None, None, None, None, None,29
