time,tasmin,tasmax,pcp,week_of_year
2019-02-05,-22.2,-8.8,0.0,6
2019-02-06,-18.0,0.8,0.0,6
2019-02-07,-7.8,-1.8,0.7,6
2019-02-08,-24.4,-8.4,2.0,6
2019-02-09,-27.3,-14.1,2.7,6
2019-02-10,-20.4,-12.4,9.9,6
2019-02-11,-17.5,-14.7,1.3,6
