time,tasmin,tasmax,pcp,week_of_year
2019-02-05,-17.4,-7.2,0.0,6
2019-02-06,-12.8,-1.6,0.3,6
2019-02-07,-5.5,2.2,1.5,6
2019-02-08,-15.7,-6.9,0.1,6
2019-02-09,-16.0,-11.0,0.1,6
2019-02-10,-15.8,-8.4,1.3,6
2019-02-11,-12.7,-10.6,0.2,6
