WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
185.1, None, None,81.5,2022-11-26 00:00:00, None,48
196.9, None, None,80.0,2022-11-26 01:00:00, None,48
191.8, None, None,79.3,2022-11-26 02:00:00, None,48
187.9, None, None,77.2,2022-11-26 03:00:00, None,48
192.4, None, None,74.4,2022-11-26 04:00:00, None,48
193.7, None, None,70.5,2022-11-26 05:00:00, None,48
193.3, None, None,69.1,2022-11-26 06:00:00, None,48
188.9, None, None,67.9,2022-11-26 07:00:00, None,48
190.2, None, None,68.6,2022-11-26 08:00:00, None,48
187.8, None, None,69.7,2022-11-26 09:00:00, None,48
184.1, None, None,68.6,2022-11-26 10:00:00, None,48
184.4, None, None,67.7,2022-11-26 11:00:00, None,48
182.1, None, None,65.8,2022-11-26 12:00:00, None,48
180.7, None, None,59.8,2022-11-26 13:00:00, None,48
178.5, None, None,61.0,2022-11-26 14:00:00, None,48
184.2, None, None,59.4,2022-11-26 15:00:00, None,48
178.9, None, None,60.0,2022-11-26 16:00:00, None,48
181.3, None, None,61.3,2022-11-26 17:00:00, None,48
212.3, None, None,68.5,2022-11-26 18:00:00, None,48
257.3, None, None,88.5,2022-11-26 19:00:00, None,48
280.9, None, None,82.2,2022-11-26 20:00:00, None,48
267.7, None, None,78.2,2022-11-26 21:00:00, None,48
268.5, None, None,77.9,2022-11-26 22:00:00, None,48
254.4, None, None,77.1,2022-11-26 23:00:00, None,48
255.1, None, None,74.9,2022-11-27 00:00:00, None,48
261.0, None, None,74.4,2022-11-27 01:00:00, None,48
255.6, None, None,74.7,2022-11-27 02:00:00, None,48
255.7, None, None,74.8,2022-11-27 03:00:00, None,48
258.9, None, None,73.3,2022-11-27 04:00:00, None,48
249.0, None, None,74.9,2022-11-27 05:00:00, None,48
262.5, None, None,74.3,2022-11-27 06:00:00, None,48
271.3, None, None,77.1,2022-11-27 07:00:00, None,48
