TempC,time,RH,week_of_year
-1.47,2022-03-26 00:00:00,90.3,13
-2.566,2022-03-26 01:00:00,92.3,13
-2.566,2022-03-26 02:00:00,93.6,13
-1.756,2022-03-26 03:00:00,94.8,13
-1.958,2022-03-26 04:00:00,95.4,13
-2.363,2022-03-26 05:00:00,95.6,13
-2.566,2022-03-26 06:00:00,95.8,13
-0.902,2022-03-26 07:00:00,95.8,13
0.495,2022-03-26 08:00:00,93.1,13
1.805,2022-03-26 09:00:00,86.7,13
2.343,2022-03-26 10:00:00,82.1,13
2.128,2022-03-26 11:00:00,82.1,13
2.236,2022-03-26 12:00:00,89.1,13
1.994,2022-03-26 13:00:00,92.2,13
2.074,2022-03-26 14:00:00,93.6,13
2.316,2022-03-26 15:00:00,93.9,13
2.289,2022-03-26 16:00:00,94.5,13
2.316,2022-03-26 17:00:00,95.5,13
1.507,2022-03-26 18:00:00,96.3,13
0.934,2022-03-26 19:00:00,96.9,13
0.77,2022-03-26 20:00:00,97.2,13
0.742,2022-03-26 21:00:00,97.5,13
0.522,2022-03-26 22:00:00,97.6,13
0.19,2022-03-26 23:00:00,97.8,13
0.246,2022-03-27 00:00:00,97.9,13
0.246,2022-03-27 01:00:00,98.1,13
0.079,2022-03-27 02:00:00,98.2,13
-0.283,2022-03-27 03:00:00,98.2,13
-0.088,2022-03-27 04:00:00,98.3,13
-0.032,2022-03-27 05:00:00,98.3,13
0.079,2022-03-27 06:00:00,98.4,13
0.687,2022-03-27 07:00:00,98.5,13
1.235,2022-03-27 08:00:00,98.5,13
2.021,2022-03-27 09:00:00,98.0,13
2.664,2022-03-27 10:00:00,95.7,13
3.354,2022-03-27 11:00:00,93.5,13
3.354,2022-03-27 12:00:00,92.9,13
3.406,2022-03-27 13:00:00,93.5,13
3.985,2022-03-27 14:00:00,94.6,13
4.298,2022-03-27 15:00:00,94.4,13
4.22,2022-03-27 16:00:00,94.1,13
3.274,2022-03-27 17:00:00,95.5,13
2.477,2022-03-27 18:00:00,97.0,13
1.615,2022-03-27 19:00:00,97.6,13
1.18,2022-03-27 20:00:00,98.0,13
1.071,2022-03-27 21:00:00,98.2,13
0.825,2022-03-27 22:00:00,98.4,13
0.439,2022-03-27 23:00:00,98.5,13
0.329,2022-03-28 00:00:00,98.6,13
0.079,2022-03-28 01:00:00,98.6,13
-0.004,2022-03-28 02:00:00,98.7,13
-0.283,2022-03-28 03:00:00,98.7,13
-0.563,2022-03-28 04:00:00,98.8,13
-0.704,2022-03-28 05:00:00,98.8,13
-1.015,2022-03-28 06:00:00,98.8,13
-1.043,2022-03-28 07:00:00,98.8,13
0.66,2022-03-28 08:00:00,98.9,13
3.089,2022-03-28 09:00:00,95.6,13
5.719,2022-03-28 10:00:00,84.2,13
6.026,2022-03-28 11:00:00,67.9,13
7.77,2022-03-28 12:00:00,52.4,13
8.618,2022-03-28 13:00:00,42.7,13
8.469,2022-03-28 14:00:00,35.3,13
8.295,2022-03-28 15:00:00,32.9,13
7.569,2022-03-28 16:00:00,31.3,13
6.0,2022-03-28 17:00:00,33.5,13
1.724,2022-03-28 18:00:00,55.8,13
-1.327,2022-03-28 19:00:00,65.0,13
-2.479,2022-03-28 20:00:00,75.6,13
-2.976,2022-03-28 21:00:00,80.7,13
-2.218,2022-03-28 22:00:00,82.4,13
-1.157,2022-03-28 23:00:00,78.0,13
-0.676,2022-03-29 00:00:00,74.1,13
-0.902,2022-03-29 01:00:00,75.5,13
-1.1,2022-03-29 02:00:00,77.2,13
-1.242,2022-03-29 03:00:00,79.2,13
-1.27,2022-03-29 04:00:00,79.6,13
-1.384,2022-03-29 05:00:00,80.7,13
-1.1,2022-03-29 06:00:00,81.2,13
0.412,2022-03-29 07:00:00,77.6,13
2.289,2022-03-29 08:00:00,70.4,13
4.506,2022-03-29 09:00:00,63.4,13
7.142,2022-03-29 10:00:00,53.6,13
11.029,2022-03-29 11:00:00,44.9,13
10.858,2022-03-29 12:00:00,39.9,13
11.2,2022-03-29 13:00:00,37.7,13
11.516,2022-03-29 14:00:00,36.6,13
11.516,2022-03-29 15:00:00,35.3,13
10.858,2022-03-29 16:00:00,36.2,13
9.731,2022-03-29 17:00:00,37.6,13
5.231,2022-03-29 18:00:00,49.2,13
2.584,2022-03-29 19:00:00,59.4,13
1.044,2022-03-29 20:00:00,63.2,13
