AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
7.6, 0.0,0.0,5.1, 0.0,2016-09-09 00:00:00,241.0,94.0,37
7.6, None,0.0,6.8, None,2016-09-09 00:15:00,255.0,92.0,37
7.6, None,0.0,6.1, None,2016-09-09 00:30:00,244.0,93.0,37
7.3, None,0.0,5.6, None,2016-09-09 00:45:00,238.0,95.0,37
7.2, 0.0,0.0,5.9, 0.0,2016-09-09 01:00:00,231.0,96.0,37
7.4, None,0.0,5.4, None,2016-09-09 01:15:00,236.0,94.0,37
7.2, None,0.0,5.3, None,2016-09-09 01:30:00,235.0,94.0,37
7.2, None,0.0,6.3, None,2016-09-09 01:45:00,236.0,94.0,37
7.4, 0.0,0.0,5.4, 0.0,2016-09-09 02:00:00,236.0,94.0,37
7.1, None,0.0,5.1, None,2016-09-09 02:15:00,229.0,94.0,37
7.2, None,0.0,5.9, None,2016-09-09 02:30:00,238.0,93.0,37
7.6, None,0.0,6.0, None,2016-09-09 02:45:00,242.0,91.0,37
7.2, 0.0,0.0,5.1, 0.0,2016-09-09 03:00:00,240.0,94.0,37
6.9, None,0.0,6.6, None,2016-09-09 03:15:00,231.0,94.0,37
6.9, None,0.0,5.5, None,2016-09-09 03:30:00,233.0,94.0,37
7.1, None,0.0,6.5, None,2016-09-09 03:45:00,240.0,93.0,37
7.1, 0.0,0.0,6.0, 0.0,2016-09-09 04:00:00,236.0,92.0,37
6.8, None,0.0,5.9, None,2016-09-09 04:15:00,237.0,94.0,37
6.5, None,0.0,5.5, None,2016-09-09 04:30:00,238.0,95.0,37
6.4, None,0.0,5.9, None,2016-09-09 04:45:00,232.0,95.0,37
6.4, 0.0,0.0,6.4, 0.0,2016-09-09 05:00:00,249.0,95.0,37
7.0, None,0.0,5.3, None,2016-09-09 05:15:00,232.0,93.0,37
6.8, None,0.0,5.9, None,2016-09-09 05:30:00,245.0,94.0,37
6.7, None,0.0,6.0, None,2016-09-09 05:45:00,238.0,94.0,37
6.7, 0.0,0.0,6.1, 0.0,2016-09-09 06:00:00,244.0,92.0,37
6.5, None,0.0,6.4, None,2016-09-09 06:15:00,244.0,94.0,37
7.2, None,0.0,6.1, None,2016-09-09 06:30:00,234.0,91.0,37
7.9, None,0.0,6.1, None,2016-09-09 06:45:00,234.0,88.0,37
9.0, 0.0,0.0,4.7, 0.0,2016-09-09 07:00:00,234.0,85.0,37
10.3, None,0.0,5.8, None,2016-09-09 07:15:00,232.0,85.0,37
11.9, None,0.0,5.6, None,2016-09-09 07:30:00,266.0,75.0,37
12.9, None,0.0,4.9, None,2016-09-09 07:45:00,268.0,73.0,37
13.0, 0.0,0.0,3.1, 0.0,2016-09-09 08:00:00,253.0,77.0,37
13.9, None,0.0,0.9, None,2016-09-09 08:15:00,249.0,75.0,37
15.1, None,0.0,0.4, None,2016-09-09 08:30:00,236.0,69.0,37
15.6, None,0.0,5.6, None,2016-09-09 08:45:00,139.0,64.0,37
16.2, -1.0,0.0,4.7, 0.0,2016-09-09 09:00:00,125.0,58.0,37
16.6, None,0.0,7.2, None,2016-09-09 09:15:00,120.0,58.0,37
17.1, None,0.0,6.0, None,2016-09-09 09:30:00,143.0,56.0,37
17.4, None,0.0,5.8, None,2016-09-09 09:45:00,137.0,54.0,37
18.1, 0.0,0.0,6.0, 0.0,2016-09-09 10:00:00,110.0,49.0,37
17.7, None,0.0,7.4, None,2016-09-09 10:15:00,108.0,54.0,37
17.6, None,0.0,5.3, None,2016-09-09 10:30:00,98.0,53.0,37
18.3, None,0.0,7.2, None,2016-09-09 10:45:00,72.0,52.0,37
18.4, 0.0,0.0,6.3, 0.0,2016-09-09 11:00:00,143.0,49.0,37
17.7, None,0.0,9.2, None,2016-09-09 11:15:00,148.0,54.0,37
18.6, None,0.0,8.3, None,2016-09-09 11:30:00,150.0,53.0,37
18.6, None,0.0,8.6, None,2016-09-09 11:45:00,143.0,54.0,37
18.8, 0.0,0.0,10.5, 0.0,2016-09-09 12:00:00,160.0,53.0,37
19.3, None,0.0,9.1, None,2016-09-09 12:15:00,146.0,53.0,37
18.7, None,0.0,10.6, None,2016-09-09 12:30:00,155.0,52.0,37
19.6, None,0.0,9.9, None,2016-09-09 12:45:00,129.0,50.0,37
19.6, -1.0,0.0,9.5, 0.006,2016-09-09 13:00:00,153.0,52.0,37
19.8, None,0.0,9.4, None,2016-09-09 13:15:00,141.0,48.0,37
20.0, None,0.0,7.6, None,2016-09-09 13:30:00,149.0,48.0,37
20.2, None,0.0,8.7, None,2016-09-09 13:45:00,165.0,47.0,37
19.9, 1.0,0.0,9.4, 0.0,2016-09-09 14:00:00,138.0,48.0,37
20.4, None,0.0,10.3, None,2016-09-09 14:15:00,136.0,47.0,37
20.3, None,0.0,8.8, None,2016-09-09 14:30:00,134.0,46.0,37
20.8, None,0.0,7.1, None,2016-09-09 14:45:00,152.0,43.0,37
20.6, -1.0,0.0,9.2, 0.0,2016-09-09 15:00:00,147.0,45.0,37
20.5, None,0.0,8.9, None,2016-09-09 15:15:00,151.0,45.0,37
20.6, None,0.0,8.2, None,2016-09-09 15:30:00,158.0,44.0,37
20.7, None,0.0,7.4, None,2016-09-09 15:45:00,128.0,46.0,37
20.5, 0.0,0.0,7.4, 0.0,2016-09-09 16:00:00,113.0,47.0,37
20.3, None,0.0,7.0, None,2016-09-09 16:15:00,119.0,47.0,37
19.8, None,0.0,8.1, None,2016-09-09 16:30:00,129.0,47.0,37
19.2, None,0.0,8.8, None,2016-09-09 16:45:00,129.0,49.0,37
19.1, 0.0,0.0,8.6, 0.0,2016-09-09 17:00:00,123.0,49.0,37
18.6, None,0.0,8.3, None,2016-09-09 17:15:00,126.0,49.0,37
17.9, None,0.0,6.8, None,2016-09-09 17:30:00,101.0,53.0,37
17.8, None,0.0,5.5, None,2016-09-09 17:45:00,71.0,53.0,37
17.8, 0.0,0.0,3.0, 0.0,2016-09-09 18:00:00,66.0,56.0,37
17.3, None,0.0,2.7, None,2016-09-09 18:15:00,78.0,63.0,37
15.5, None,0.0,3.0, None,2016-09-09 18:30:00,72.0,66.0,37
14.5, None,0.0,4.7, None,2016-09-09 18:45:00,252.0,71.0,37
13.7, 1.0,0.0,4.8, 0.0,2016-09-09 19:00:00,260.0,75.0,37
