pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
0.0, 2.0, 2.036, 59.11, 0.0, 0.0, 4.0, 59.0, 1.6,2022-02-19 00:00:00, None, -5.0,8
0.0, 1.6, 1.643, 60.94, 0.0, 0.0, 4.0, 61.0, 1.5,2022-02-19 01:00:00, None, -5.0,8
0.0, 1.5, 1.497, 59.18, 0.0, 0.0, 4.0, 59.0, 1.5,2022-02-19 02:00:00, None, -5.0,8
0.0, 1.5, 1.456, 62.38, 0.0, 0.0, 4.0, 62.0, 1.3,2022-02-19 03:00:00, None, -5.0,8
0.0, 1.4, 1.368, 61.86, 0.0, 0.0, 4.0, 62.0, 1.3,2022-02-19 04:00:00, None, -5.0,8
0.0, 1.7, 1.675, 57.9, 0.0, 0.0, 4.0, 58.0, 1.3,2022-02-19 05:00:00, None, -6.0,8
0.0, 0.9, 0.923, 62.49, 0.0, 0.0, 4.0, 62.0, 0.9,2022-02-19 06:00:00, None, -5.0,8
0.0, 0.7, 0.67, 66.23, 0.0, 0.0, 1.0, 66.0, 0.5,2022-02-19 07:00:00, None, -5.0,8
0.0, 0.5, 0.532, 67.4, 0.0, 0.0, 1.0, 67.0, 0.3,2022-02-19 08:00:00, None, -5.0,8
0.0, 0.9, 0.911, 67.0, 0.0, 0.0, 1.0, 67.0, 0.3,2022-02-19 09:00:00, None, -4.0,8
0.0, 1.5, 1.468, 64.16, 0.0, 0.0, 1.7, 64.0, 0.3,2022-02-19 10:00:00, None, -5.0,8
0.0, 1.1, 1.106, 65.52, 0.0, 0.0, 1.8, 66.0, 0.3,2022-02-19 11:00:00, None, -5.0,8
0.0, 1.7, 1.687, 64.08, 0.0, 0.0, 1.8, 64.0, 0.3,2022-02-19 12:00:00, None, -4.0,8
0.0, 2.4, 2.39, 60.4, 0.0, 0.0, 3.9, 60.0, 0.3,2022-02-19 13:00:00, None, -4.0,8
0.0, 0.5, 0.501, 70.62, 0.1, 0.0, 3.9, 71.0, 0.2,2022-02-19 14:00:00, None, -4.0,8
0.0, 2.5, 2.456, 56.21, 0.0, 0.0, 3.9, 56.0, 0.2,2022-02-19 15:00:00, None, -5.0,8
0.0, 1.2, 1.216, 57.6, 0.0, 0.0, 3.9, 58.0, 0.2,2022-02-19 16:00:00, None, -6.0,8
0.0, 0.8, 0.765, 62.38, 0.0, 0.0, 3.9, 62.0, 0.2,2022-02-19 17:00:00, None, -6.0,8
0.0, 0.4, 0.445, 64.5, 0.0, 0.0, 3.9, 65.0, 0.2,2022-02-19 18:00:00, None, -5.0,8
0.0, 0.0, -0.018, 64.23, 0.0, 0.0, 0.5, 64.0, -0.2,2022-02-19 19:00:00, None, -6.0,8
0.0, -0.5, -0.471, 66.8, 0.0, 0.0, 0.5, 67.0, -0.5,2022-02-19 20:00:00, None, -5.0,8
0.0, -1.4, -1.418, 81.9, 0.0, 0.0, 0.5, 82.0, -1.7,2022-02-19 21:00:00, None, -4.0,8
0.0, -1.3, -1.31, 80.9, 0.0, 0.0, 0.5, 81.0, -1.8,2022-02-19 22:00:00, None, -4.0,8
0.0, -1.8, -1.783, 82.4, 0.0, 0.0, 0.5, 82.0, -1.8,2022-02-19 23:00:00, None, -4.0,8
0.0, -1.7, -1.748, 81.1, 0.0, 0.0, 0.5, 81.0, -1.8,2022-02-20 00:00:00, None, -4.0,8
0.9, -3.2, -3.227, 90.4, 0.9, 1.0, 0.5, 90.0, -3.5,2022-02-20 01:00:00, None, -4.0,8
1.1, -2.9, -2.925, 79.76, 0.2, 0.0, 0.5, 80.0, -3.5,2022-02-20 02:00:00, None, -6.0,8
1.1, -3.1, -3.056, 80.0, 0.1, 0.0, 0.5, 80.0, -3.5,2022-02-20 03:00:00, None, -6.0,8
1.1, -3.2, -3.211, 77.43, 0.0, 0.0, 0.5, 77.0, -3.5,2022-02-20 04:00:00, None, -6.0,8
1.1, -3.2, -3.211, 79.07, 0.0, 0.0, 0.5, 79.0, -3.5,2022-02-20 05:00:00, None, -6.0,8
1.1, -3.5, -3.486, 75.95, 0.0, 0.0, 0.5, 76.0, -3.5,2022-02-20 06:00:00, None, -7.0,8
1.1, -3.8, -3.796, 75.64, 0.0, 0.0, -3.4, 76.0, -3.8,2022-02-20 07:00:00, None, -7.0,8
1.1, -3.8, -3.84, 75.96, 0.0, 0.0, -3.4, 76.0, -4.0,2022-02-20 08:00:00, None, -7.0,8
1.1, -3.4, -3.442, 70.23, 0.0, 0.0, -3.4, 70.0, -4.0,2022-02-20 09:00:00, None, -8.0,8
1.1, -3.4, -3.35, 70.8, 0.0, 0.0, -3.2, 71.0, -4.0,2022-02-20 10:00:00, None, -7.0,8
1.1, -1.9, -1.852, 59.42, 0.0, 0.0, -1.6, 59.0, -4.0,2022-02-20 11:00:00, None, -8.0,8
1.1, -0.8, -0.791, 51.97, 0.0, 0.0, -0.7, 52.0, -4.0,2022-02-20 12:00:00, None, -8.0,8
1.1, -1.0, -1.0, 52.4, 0.0, 0.0, -0.1, 52.0, -4.0,2022-02-20 13:00:00, None, -9.0,8
1.1, -1.9, -1.854, 59.43, 0.0, 0.0, -0.1, 59.0, -4.0,2022-02-20 14:00:00, None, -8.0,8
1.3, -1.9, -1.927, 58.86, 0.2, 0.0, -0.1, 59.0, -4.0,2022-02-20 15:00:00, None, -8.0,8
1.3, -2.5, -2.513, 62.99, 0.0, 0.0, -0.1, 63.0, -4.0,2022-02-20 16:00:00, None, -8.0,8
1.3, -3.0, -2.957, 68.06, 0.0, 0.0, -0.1, 68.0, -4.0,2022-02-20 17:00:00, None, -8.0,8
