WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 2.395,55.55,2016-05-06 00:00:00,13.2,19
None, None, 2.457,57.0,2016-05-06 01:00:00,12.45,19
None, None, 1.723,57.7,2016-05-06 02:00:00,12.1,19
None, None, 2.05,57.51,2016-05-06 03:00:00,11.41,19
None, None, 2.073,61.47,2016-05-06 04:00:00,10.76,19
None, None, 2.097,61.44,2016-05-06 05:00:00,10.39,19
None, None, 1.511,55.78,2016-05-06 06:00:00,11.78,19
None, None, 1.093,59.11,2016-05-06 07:00:00,13.52,19
None, None, 0.824998,57.4,2016-05-06 08:00:00,15.33,19
None, None, 1.645,59.45,2016-05-06 09:00:00,15.87,19
None, None, 6.06,63.4,2016-05-06 10:00:00,16.23,19
None, None, 5.576,60.04,2016-05-06 11:00:00,16.73,19
None, None, 2.122,56.54,2016-05-06 12:00:00,17.27,19
None, None, 0.795,53.84,2016-05-06 13:00:00,17.9,19
None, None, 1.821,54.95,2016-05-06 14:00:00,18.68,19
None, None, 1.885,51.29,2016-05-06 15:00:00,19.22,19
None, None, 2.199,51.93,2016-05-06 16:00:00,19.3,19
None, None, 0.474999,48.01,2016-05-06 17:00:00,19.77,19
None, None, 0.391999,47.23,2016-05-06 18:00:00,20.36,19
None, None, 1.013,54.11,2016-05-06 19:00:00,19.66,19
None, None, 2.1,53.31,2016-05-06 20:00:00,17.84,19
None, None, 1.46,49.39,2016-05-06 21:00:00,16.78,19
None, None, 2.295,47.03,2016-05-06 22:00:00,15.76,19
None, None, 1.872,47.59,2016-05-06 23:00:00,15.13,19
None, None, 1.856,49.05,2016-05-07 00:00:00,14.4,19
None, None, 1.469,51.39,2016-05-07 01:00:00,13.55,19
None, None, 1.647,53.24,2016-05-07 02:00:00,13.37,19
None, None, 1.453,57.2,2016-05-07 03:00:00,12.62,19
None, None, 1.782,59.88,2016-05-07 04:00:00,12.18,19
None, None, 1.467,62.83,2016-05-07 05:00:00,11.59,19
None, None, 1.484,60.56,2016-05-07 06:00:00,12.4,19
None, None, 0.672999,61.28,2016-05-07 07:00:00,15.67,19
None, None, 0.688,62.93,2016-05-07 08:00:00,15.72,19
None, None, 1.747,61.49,2016-05-07 09:00:00,16.07,19
None, None, 4.943,60.0,2016-05-07 10:00:00,16.43,19
None, None, 1.954,51.99,2016-05-07 11:00:00,17.41,19
None, None, 2.036,53.62,2016-05-07 12:00:00,17.85,19
None, None, 4.074,51.44,2016-05-07 13:00:00,18.45,19
None, None, 5.72,56.62,2016-05-07 14:00:00,17.7,19
None, None, 6.586,62.86,2016-05-07 15:00:00,17.21,19
None, None, 5.058,56.03,2016-05-07 16:00:00,18.62,19
None, None, 2.328,52.83,2016-05-07 17:00:00,19.05,19
None, None, 0.894999,54.73,2016-05-07 18:00:00,18.81,19
None, None, 1.564,59.78,2016-05-07 19:00:00,18.1,19
None, None, 1.51,62.37,2016-05-07 20:00:00,17.71,19
None, None, 1.311,66.85,2016-05-07 21:00:00,16.43,19
None, None, 1.398,71.0,2016-05-07 22:00:00,15.39,19
None, None, 1.361,75.3,2016-05-07 23:00:00,14.61,19
None, None, 2.433,71.5,2016-05-08 00:00:00,13.95,19
None, None, 1.477,75.4,2016-05-08 01:00:00,12.97,19
None, None, 2.14,68.98,2016-05-08 02:00:00,12.73,19
None, None, 2.346,62.9,2016-05-08 03:00:00,12.47,19
None, None, 2.288,72.6,2016-05-08 04:00:00,11.18,19
None, None, 1.087,75.5,2016-05-08 05:00:00,10.96,19
None, None, 1.237,77.8,2016-05-08 06:00:00,10.76,19
None, None, 1.602,73.3,2016-05-08 07:00:00,11.47,19
None, None, 2.288,72.9,2016-05-08 08:00:00,11.39,19
None, None, 1.03,68.63,2016-05-08 09:00:00,12.07,19
None, None, 2.32,63.11,2016-05-08 10:00:00,12.65,19
None, None, 3.144,59.54,2016-05-08 11:00:00,13.04,19
None, None, 7.2,65.42,2016-05-08 12:00:00,12.18,19
None, None, 5.619,58.97,2016-05-08 13:00:00,12.69,19
None, None, 6.029,57.0,2016-05-08 14:00:00,13.37,19
None, None, 6.616,56.56,2016-05-08 15:00:00,13.58,19
None, None, 9.62,57.82,2016-05-08 16:00:00,13.66,19
None, None, 8.09,55.84,2016-05-08 17:00:00,13.87,19
None, None, 6.44,64.3,2016-05-08 18:00:00,13.4,19
None, None, 3.927,69.25,2016-05-08 19:00:00,12.98,19
None, None, 2.065,73.0,2016-05-08 20:00:00,12.21,19
None, None, 2.324,69.81,2016-05-08 21:00:00,11.89,19
None, None, 1.433,69.18,2016-05-08 22:00:00,11.11,19
None, None, 2.126,72.8,2016-05-08 23:00:00,10.24,19
None, None, 2.272,71.7,2016-05-09 00:00:00,9.66,19
None, None, 2.237,74.9,2016-05-09 01:00:00,8.99,19
None, None, 1.228,78.8,2016-05-09 02:00:00,8.5,19
None, None, 2.456,78.9,2016-05-09 03:00:00,8.71,19
None, None, 2.61,78.8,2016-05-09 04:00:00,8.54,19
None, None, 1.699,81.0,2016-05-09 05:00:00,7.73,19
None, None, 1.33,76.6,2016-05-09 06:00:00,8.75,19
None, None, 0.968999,73.2,2016-05-09 07:00:00,11.24,19
None, None, 1.557,72.8,2016-05-09 08:00:00,11.86,19
None, None, 3.136,70.9,2016-05-09 09:00:00,11.53,19
None, None, 2.238,70.2,2016-05-09 10:00:00,12.8,19
None, None, 4.416,68.06,2016-05-09 11:00:00,13.28,19
None, None, 4.534,65.54,2016-05-09 12:00:00,14.03,19
None, None, 4.464,64.18,2016-05-09 13:00:00,14.54,19
None, None, 3.023,48.08,2016-05-09 14:00:00,16.68,19
None, None, 2.968,43.96,2016-05-09 15:00:00,17.86,19
None, None, 2.112,39.23,2016-05-09 16:00:00,18.71,19
None, None, 2.958,30.42,2016-05-09 17:00:00,20.11,19
None, None, 2.614,27.13,2016-05-09 18:00:00,20.61,19
None, None, 1.618,34.97,2016-05-09 19:00:00,19.06,19
None, None, 1.448,43.29,2016-05-09 20:00:00,16.44,19
None, None, 1.516,47.16,2016-05-09 21:00:00,14.83,19
None, None, 0.750998,52.83,2016-05-09 22:00:00,13.04,19
None, None, 1.558,55.97,2016-05-09 23:00:00,12.66,19
None, None, 1.647,56.03,2016-05-10 00:00:00,12.14,19
None, None, 2.241,57.0,2016-05-10 01:00:00,12.1,19
None, None, 2.137,59.54,2016-05-10 02:00:00,11.46,19
None, None, 1.35,60.71,2016-05-10 03:00:00,11.15,19
None, None, 1.955,62.2,2016-05-10 04:00:00,10.41,19
None, None, 1.556,64.17,2016-05-10 05:00:00,9.79,19
None, None, 0.962998,63.01,2016-05-10 06:00:00,11.27,19
None, None, 0.165,64.12,2016-05-10 07:00:00,13.25,19
None, None, 1.378,64.79,2016-05-10 08:00:00,12.9,19
None, None, 2.697,63.9,2016-05-10 09:00:00,13.77,19
None, None, 4.967,64.15,2016-05-10 10:00:00,14.27,19
None, None, 4.741,64.03,2016-05-10 11:00:00,14.49,19
