AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
4.5, 0.0,0.0, 4.6,2020-03-04 00:00:00, 279.0, 75.0,10
4.6, None,0.0, 5.7,2020-03-04 00:15:00, 306.0, 73.0,10
4.6, None,0.0, 4.1,2020-03-04 00:30:00, 228.0, 82.0,10
4.2, None,0.25, 5.8,2020-03-04 00:45:00, 314.0, 81.0,10
3.9, 0.0,0.0, 3.0,2020-03-04 01:00:00, 309.0, 81.0,10
4.0, None,0.0, 11.6,2020-03-04 01:15:00, 312.0, 83.0,10
3.5, None,0.25, 0.0,2020-03-04 01:30:00, 3.0, 86.0,10
3.0, None,0.0, 2.0,2020-03-04 01:45:00, 229.0, 89.0,10
3.0, 1.0,0.0, 1.7,2020-03-04 02:00:00, 183.0, 88.0,10
3.3, None,0.0, 5.9,2020-03-04 02:15:00, 298.0, 87.0,10
3.2, None,0.0, 5.4,2020-03-04 02:30:00, 259.0, 86.0,10
3.4, None,0.0, 2.0,2020-03-04 02:45:00, 237.0, 80.0,10
3.6, 0.0,0.0, 3.7,2020-03-04 03:00:00, 308.0, 84.0,10
3.0, None,0.0, 2.9,2020-03-04 03:15:00, 261.0, 84.0,10
3.3, None,0.0, 5.6,2020-03-04 03:30:00, 247.0, 79.0,10
3.9, None,0.0, 10.0,2020-03-04 03:45:00, 309.0, 72.0,10
4.0, 0.0,0.0, 10.0,2020-03-04 04:00:00, 297.0, 76.0,10
3.7, None,0.0, 10.2,2020-03-04 04:15:00, 294.0, 82.0,10
3.1, None,0.25, 3.4,2020-03-04 04:30:00, 314.0, 87.0,10
2.6, None,0.0, 0.2,2020-03-04 04:45:00, 177.0, 90.0,10
2.2, 0.0,0.0, 2.5,2020-03-04 05:00:00, 326.0, 91.0,10
2.4, None,0.0, 2.7,2020-03-04 05:15:00, 266.0, 88.0,10
2.0, None,0.0, 0.5,2020-03-04 05:30:00, 147.0, 91.0,10
1.8, None,0.0, 0.0,2020-03-04 05:45:00, 283.0, 90.0,10
1.3, 0.0,0.0, 0.0,2020-03-04 06:00:00, 256.0, 93.0,10
