pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 8.07, None, None, None, None, None, None, None, None, None, 8.1, 8.1, 0.0, None, None, None, 9.1, None, None, None, None,2021-08-27 00:00:00, None, None, None, None,35
None, 7.84, None, None, None, None, None, None, None, None, None, 7.8, 7.8, 0.1, None, None, None, 9.1, None, None, None, None,2021-08-27 01:00:00, None, None, None, None,35
None, 8.35, None, None, None, None, None, None, None, None, None, 8.4, 7.8, 0.3, None, None, None, 9.1, None, None, None, None,2021-08-27 02:00:00, None, None, None, None,35
27.5, 8.14, None, None, None, None, None, None, None, None, None, 8.1, 7.8, 0.5, None, None, None, 9.1, None, None, None, None,2021-08-27 03:00:00, None, None, None, None,35
27.5, 7.92, None, None, None, None, None, None, None, None, None, 7.9, 7.8, 0.1, None, None, None, 9.1, None, None, None, None,2021-08-27 04:00:00, None, None, None, None,35
27.5, 7.88, None, None, None, None, None, None, None, None, None, 7.9, 7.7, 0.0, None, None, None, 9.1, None, None, None, None,2021-08-27 05:00:00, None, None, None, None,35
28.0, 8.31, None, None, None, None, None, None, None, None, None, 8.3, 7.7, 0.5, None, None, None, 9.1, None, None, None, None,2021-08-27 06:00:00, None, None, None, None,35
28.3, 8.35, None, None, None, None, None, None, None, None, None, 8.4, 8.2, 0.3, None, None, None, 8.4, None, None, None, None,2021-08-27 07:00:00, None, None, None, None,35
28.1, 8.13, None, None, None, None, None, None, None, None, None, 8.1, 8.1, 0.2, None, None, None, 8.4, None, None, None, None,2021-08-27 08:00:00, None, None, None, None,35
None, 8.15, None, None, None, None, None, None, None, None, None, 8.2, 8.1, -0.2, None, None, None, 8.4, None, None, None, None,2021-08-27 09:00:00, None, None, None, None,35
None, 8.6, None, None, None, None, None, None, None, None, None, 8.6, 8.1, 0.2, None, None, None, 8.6, None, None, None, None,2021-08-27 10:00:00, None, None, None, None,35
None, 9.33, None, None, None, None, None, None, None, None, None, 9.3, 8.1, -0.3, None, None, None, 9.4, None, None, None, None,2021-08-27 11:00:00, None, None, None, None,35
None, 9.7, None, None, None, None, None, None, None, None, None, 9.7, 8.1, 0.0, None, None, None, 10.1, None, None, None, None,2021-08-27 12:00:00, None, None, None, None,35
None, 10.98, None, None, None, None, None, None, None, None, None, 11.0, 8.1, -0.3, None, None, None, 11.0, None, None, None, None,2021-08-27 13:00:00, None, None, None, None,35
