pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, 15.5, 15.46, 15.5, 1.2, None, 22.0, None, None,2021-08-27 00:00:00, None, None,35
None, 14.9, 14.92, 14.9, 0.0, None, 22.0, None, None,2021-08-27 01:00:00, None, None,35
None, 14.6, 14.59, 14.6, 0.0, None, 22.0, None, None,2021-08-27 02:00:00, None, None,35
None, 14.3, 14.28, 14.3, 0.0, None, 22.0, None, None,2021-08-27 03:00:00, None, None,35
None, 14.1, 14.06, 14.1, 0.0, None, 22.0, None, None,2021-08-27 04:00:00, None, None,35
None, 14.0, 13.97, 14.0, 0.0, None, 22.0, None, None,2021-08-27 05:00:00, None, None,35
None, 14.1, 14.06, 14.0, 0.0, None, 22.0, None, None,2021-08-27 06:00:00, None, None,35
None, 14.2, 14.18, 14.1, 0.0, None, 14.2, None, None,2021-08-27 07:00:00, None, None,35
None, 15.0, 15.03, 14.1, 0.0, None, 15.0, None, None,2021-08-27 08:00:00, None, None,35
None, 16.4, 16.37, 14.1, 0.0, None, 16.4, None, None,2021-08-27 09:00:00, None, None,35
None, 18.3, 18.33, 14.1, 0.0, None, 18.3, None, None,2021-08-27 10:00:00, None, None,35
None, 20.6, 20.6, 14.1, 0.0, None, 20.6, None, None,2021-08-27 11:00:00, None, None,35
None, 22.2, 22.17, 14.1, -0.3, None, 22.1, None, None,2021-08-27 12:00:00, None, None,35
None, 23.9, 23.87, 14.1, 0.2, None, 23.8, None, None,2021-08-27 13:00:00, None, None,35
None, 26.6, 26.56, 14.1, -0.4, None, 26.5, None, None,2021-08-27 14:00:00, None, None,35
None, 27.2, 27.17, 14.1, -0.1, None, 27.5, None, None,2021-08-27 15:00:00, None, None,35
None, 25.4, 25.36, 14.1, 0.5, None, 27.5, None, None,2021-08-27 16:00:00, None, None,35
None, 23.4, 23.44, 14.1, 0.0, None, 27.5, None, None,2021-08-27 17:00:00, None, None,35
None, 23.1, 23.07, 14.1, -0.3, None, 27.5, None, None,2021-08-27 18:00:00, None, None,35
None, 20.9, 20.87, 20.9, -0.5, None, 23.1, None, None,2021-08-27 19:00:00, None, None,35
None, 19.2, 19.21, 19.2, 0.0, None, 23.1, None, None,2021-08-27 20:00:00, None, None,35
None, 17.7, 17.65, 17.7, 0.0, None, 23.1, None, None,2021-08-27 21:00:00, None, None,35
None, 16.2, 16.21, 16.2, 0.8, None, 23.1, None, None,2021-08-27 22:00:00, None, None,35
None, 14.5, 14.46, 14.5, 0.0, None, 23.1, None, None,2021-08-27 23:00:00, None, None,35
