max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
11.3, None, None, None, None,8.7, None, 0.0, None,-7.0,2021-08-27 00:00:00,5.0, None,35
11.3, None, None, None, None,8.7, None, 0.0, None,1.0,2021-08-27 01:00:00,6.0, None,35
11.3, None, None, None, None,8.5, None, 0.0, None,6.0,2021-08-27 02:00:00,12.0, None,35
11.3, None, None, None, None,8.5, None, 0.0, None,-1.0,2021-08-27 03:00:00,12.0, None,35
11.3, None, None, None, None,8.4, None, 0.0, None,0.0,2021-08-27 04:00:00,12.0, None,35
11.3, None, None, None, None,8.5, None, 0.0, None,1.0,2021-08-27 05:00:00,12.0, None,35
11.3, None, None, None, None,8.3, None, 0.0, None,-1.0,2021-08-27 06:00:00,12.0, None,35
8.4, None, None, None, None,8.2, 8.1, 0.0, None,-1.0,2021-08-27 07:00:00,11.0, None,35
8.4, None, None, None, None,8.3, 8.1, 0.0, None,0.0,2021-08-27 08:00:00,10.0, None,35
8.4, None, None, None, None,8.2, 8.1, 0.0, None,1.0,2021-08-27 09:00:00,11.0, None,35
8.8, None, None, None, None,8.6, 8.1, 0.0, None,4.0,2021-08-27 10:00:00,15.0, None,35
9.2, None, None, None, None,9.2, 8.1, 0.0, None,2.0,2021-08-27 11:00:00,17.0, None,35
9.3, None, None, None, None,9.0, 8.1, 0.0, None,1.0,2021-08-27 12:00:00,18.0, None,35
9.6, None, None, None, None,9.5, None, 0.0, None,0.0,2021-08-27 13:00:00,18.0, None,35
10.3, None, None, None, None,10.1, None, 0.0, None,-2.0,2021-08-27 14:00:00,17.0, None,35
10.9, None, None, None, None,10.1, None, 0.0, None,0.0,2021-08-27 15:00:00,16.0, None,35
11.1, None, None, None, None,11.1, None, 0.0, None,-1.0,2021-08-27 16:00:00,15.0, None,35
11.4, None, None, None, None,10.6, None, 0.0, None,2.0,2021-08-27 17:00:00,17.0, None,35
11.4, None, None, None, None,10.0, None, 0.0, None,2.0,2021-08-27 18:00:00,18.0, None,35
10.3, None, None, None, None,9.5, 9.5, 0.0, None,1.0,2021-08-27 19:00:00,19.0, None,35
10.3, None, None, None, None,8.9, 8.9, 0.0, None,1.0,2021-08-27 20:00:00,20.0, None,35
10.3, None, None, None, None,8.4, None, 0.0, None,0.0,2021-08-27 21:00:00,20.0, None,35
10.3, None, None, None, None,8.0, None, 0.0, None,1.0,2021-08-27 22:00:00,22.0, None,35
10.3, None, None, None, None,7.5, None, 0.0, None,-10.0,2021-08-27 23:00:00,12.0, None,35
10.3, None, None, None, None,7.3, None, 0.0, None,7.0,2021-08-28 00:00:00,19.0, None,35
10.3, None, None, None, None,7.3, None, 0.0, None,-6.0,2021-08-28 01:00:00,12.0, None,35
10.3, None, None, None, None,7.3, None, 0.0, None,1.0,2021-08-28 02:00:00,13.0, None,35
10.3, None, None, None, None,7.3, None, 0.0, None,-2.0,2021-08-28 03:00:00,12.0, None,35
10.3, None, None, None, None,7.2, None, 0.0, None,-5.0,2021-08-28 04:00:00,6.0, None,35
10.3, None, None, None, None,7.5, None, 0.0, None,2.0,2021-08-28 05:00:00,9.0, None,35
10.3, None, None, None, None,7.6, None, 0.0, None,2.0,2021-08-28 06:00:00,11.0, None,35
7.9, None, None, None, None,7.8, 7.6, 0.0, None,-6.0,2021-08-28 07:00:00,5.0, None,35
8.0, None, None, None, None,7.8, 7.6, 0.0, None,6.0,2021-08-28 08:00:00,11.0, None,35
8.0, None, None, None, None,8.0, 7.6, 0.0, None,-4.0,2021-08-28 09:00:00,8.0, None,35
