RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 1.861, 267.8, None, 12.0, None, 971.0, None, None, None, 38.0, None, None, None, None, 13.12, None, 15.4, None, None, 36.65, None, 13.1, 1014.8, 0.0, -12.0,2021-08-27 00:00:00, 971.0,35
None, None, None, None, 2.074, 274.5, None, 12.0, None, 971.0, None, None, None, 42.0, None, None, None, None, 13.13, None, 15.4, None, None, 31.94, None, 13.1, 1014.8, 0.0, 4.0,2021-08-27 01:00:00, 971.0,35
None, None, None, None, 0.539, 204.0, None, 12.0, None, 972.0, None, None, None, 35.0, None, None, None, None, 12.94, None, 15.4, None, None, 66.08, None, 12.9, 1015.9, 0.0, -8.0,2021-08-27 02:00:00, 972.0,35
None, None, None, None, 0.706, 163.8, None, 12.0, None, 972.0, None, None, None, 35.0, None, None, None, None, 12.93, None, 15.4, None, None, 63.03, None, 12.9, 1015.9, 0.0, 0.0,2021-08-27 03:00:00, 972.0,35
None, None, None, None, 0.597, 175.0, None, 12.0, None, 972.0, None, None, None, 33.0, None, None, None, None, 12.52, None, 15.4, None, None, 59.36, None, 12.5, 1015.9, 0.0, -1.0,2021-08-27 04:00:00, 972.0,35
None, None, None, None, 0.531, 93.7, None, 11.8, None, 972.0, None, None, None, 34.0, None, None, None, None, 11.82, None, 15.4, None, None, 62.79, None, 11.8, 1015.9, 0.0, 0.0,2021-08-27 05:00:00, 972.0,35
None, None, None, None, 0.307, 43.47, None, 11.7, None, 972.0, None, None, None, 53.0, None, None, None, None, 11.72, None, 15.4, None, None, 47.9, None, 11.7, 1016.0, 0.0, 20.0,2021-08-27 06:00:00, 972.0,35
None, None, None, None, 0.313, 133.6, None, 11.7, None, 973.0, None, None, None, 54.0, None, None, None, None, 11.74, None, 11.9, None, None, 48.38, None, 11.7, 1017.0, 0.0, 1.0,2021-08-27 07:00:00, 973.0,35
None, None, None, None, 0.156, 116.2, None, 11.7, None, 973.0, None, None, None, 54.0, None, None, None, None, 12.4, None, 12.4, None, None, 55.88, None, 12.4, 1017.1, 0.0, 0.0,2021-08-27 08:00:00, 973.0,35
None, None, None, None, 0.068, 106.6, None, 11.7, None, 973.0, None, None, None, 54.0, None, None, None, None, 13.15, None, 13.4, None, None, 58.52, None, 13.2, 1017.1, 0.0, 0.0,2021-08-27 09:00:00, 973.0,35
None, None, None, None, 0.15, 242.6, None, 11.7, None, 973.0, None, None, None, 52.0, None, None, None, None, 15.32, None, 15.4, None, None, 74.3, None, 15.3, 1017.0, 0.2, -2.0,2021-08-27 10:00:00, 973.0,35
None, None, None, None, 0.825, 247.1, None, 11.7, None, 975.0, None, None, None, 55.0, None, None, None, None, 14.69, None, 16.0, None, None, 36.17, None, 14.7, 1019.1, 0.2, 3.0,2021-08-27 11:00:00, 975.0,35
None, None, None, None, 1.092, 257.9, None, 11.7, None, 975.0, None, None, None, 55.0, None, None, None, None, 14.62, None, 16.0, None, None, 30.26, None, 14.6, 1019.1, 0.0, 0.0,2021-08-27 12:00:00, 975.0,35
None, None, None, None, 0.863, 258.5, None, 11.7, None, 975.0, None, None, None, 13.0, None, None, None, None, 14.92, None, 16.0, None, None, 26.34, None, 14.9, 1019.1, 0.1, -42.0,2021-08-27 13:00:00, 975.0,35
None, None, None, None, 0.954, 250.6, None, 11.7, None, 975.0, None, None, None, 10.0, None, None, None, None, 15.93, None, 16.0, None, None, 25.7, None, 15.9, 1019.0, 0.0, -3.0,2021-08-27 14:00:00, 975.0,35
None, None, None, None, 1.75, 275.8, None, 11.7, None, 973.0, None, None, None, 3.0, None, None, None, None, 15.81, None, 16.1, None, None, 28.31, None, 15.8, 1016.9, 0.1, -7.0,2021-08-27 15:00:00, 973.0,35
None, None, None, None, 1.836, 275.3, None, 11.7, None, 973.0, None, None, None, 6.0, None, None, None, None, 16.68, None, 16.7, None, None, 32.03, None, 16.7, 1016.9, 0.0, 3.0,2021-08-27 16:00:00, 973.0,35
None, None, None, None, 1.48, 271.5, None, 11.7, None, 973.0, None, None, None, 8.0, None, None, None, None, 15.8, None, 16.7, None, None, 31.22, None, 15.8, 1017.0, 0.0, 3.0,2021-08-27 17:00:00, 973.0,35
