CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
7.01, None, None, None, 15.35, None, 320.1, None, None, 7.0, 6.8, 0.0, None, 8.2, None, None, None, None,2021-08-27 00:00:00, None, None, None, None,35
6.884, None, None, None, 14.93, None, 323.5, None, None, 6.9, 6.8, 0.0, None, 8.2, None, None, None, None,2021-08-27 01:00:00, None, None, None, None,35
6.287, None, None, None, 12.77, None, 313.3, None, None, 6.3, 6.3, 0.0, None, 8.2, None, None, None, None,2021-08-27 02:00:00, None, None, None, None,35
6.191, None, None, None, 15.03, None, 308.6, None, None, 6.2, 6.2, 0.0, None, 8.2, None, None, None, None,2021-08-27 03:00:00, None, None, None, None,35
6.23, None, None, None, 11.88, None, 306.8, None, None, 6.2, 6.2, 0.0, None, 8.2, None, None, None, None,2021-08-27 04:00:00, None, None, None, None,35
6.373, None, None, None, 12.12, None, 305.1, None, None, 6.4, 6.2, 0.0, None, 8.2, None, None, None, None,2021-08-27 05:00:00, None, None, None, None,35
6.288, None, None, None, 11.4, None, 304.2, None, None, 6.3, 6.2, 0.0, None, 8.2, None, None, None, None,2021-08-27 06:00:00, None, None, None, None,35
6.326, None, None, None, 14.28, None, 310.7, None, None, 6.3, 6.3, 0.0, None, 6.4, None, None, None, None,2021-08-27 07:00:00, None, None, None, None,35
6.406, None, None, None, 17.49, None, 306.5, None, None, 6.4, 6.3, 0.0, None, 6.5, None, None, None, None,2021-08-27 08:00:00, None, None, None, None,35
6.546, None, None, None, 12.13, None, 309.0, None, None, 6.5, 6.3, 0.0, None, 6.6, None, None, None, None,2021-08-27 09:00:00, None, None, None, None,35
6.807, None, None, None, 21.02, None, 303.2, None, None, 6.8, 6.3, 0.0, None, 7.0, None, None, None, None,2021-08-27 10:00:00, None, None, None, None,35
8.11, None, None, None, 20.65, None, 302.6, None, None, 8.1, 6.3, 0.0, None, 8.1, None, None, None, None,2021-08-27 11:00:00, None, None, None, None,35
8.63, None, None, None, 28.37, None, 291.4, None, None, 8.6, 6.3, 0.0, None, 8.6, None, None, None, None,2021-08-27 12:00:00, None, None, None, None,35
8.53, None, None, None, 21.86, None, 301.8, None, None, 8.5, 6.3, 0.0, None, 9.8, None, None, None, None,2021-08-27 13:00:00, None, None, None, None,35
8.5, None, None, None, 30.39, None, 264.5, None, None, 8.5, 6.3, 0.0, None, 9.8, None, None, None, None,2021-08-27 14:00:00, None, None, None, None,35
8.76, None, None, None, 34.32, None, 256.9, None, None, 8.8, 6.3, 0.0, None, 9.8, None, None, None, None,2021-08-27 15:00:00, None, None, None, None,35
8.3, None, None, None, 40.68, None, 270.4, None, None, 8.3, 6.3, 0.0, None, 9.8, None, None, None, None,2021-08-27 16:00:00, None, None, None, None,35
9.63, None, None, None, 21.7, None, 306.5, None, None, 9.6, 6.3, 0.0, None, 9.8, None, None, None, None,2021-08-27 17:00:00, None, None, None, None,35
8.42, None, None, None, 23.15, None, 312.2, None, None, 8.4, 6.3, 0.0, None, 9.8, None, None, None, None,2021-08-27 18:00:00, None, None, None, None,35
7.35, None, None, None, 15.59, None, 322.4, None, None, 7.4, 7.2, 0.0, None, 8.4, None, None, None, None,2021-08-27 19:00:00, None, None, None, None,35
6.606, None, None, None, 18.31, None, 314.1, None, None, 6.6, 6.6, 0.0, None, 8.4, None, None, None, None,2021-08-27 20:00:00, None, None, None, None,35
6.018, None, None, None, 11.19, None, 309.9, None, None, 6.0, 6.0, 0.0, None, 8.4, None, None, None, None,2021-08-27 21:00:00, None, None, None, None,35
5.549, None, None, None, 13.83, None, 308.6, None, None, 5.5, 5.5, 0.0, None, 8.4, None, None, None, None,2021-08-27 22:00:00, None, None, None, None,35
5.667, None, None, None, 25.01, None, 287.7, None, None, 5.7, 5.5, 0.0, None, 8.4, None, None, None, None,2021-08-27 23:00:00, None, None, None, None,35
5.32, None, None, None, 36.56, None, 296.3, None, None, 5.3, 5.3, 0.0, None, 8.4, None, None, None, None,2021-08-28 00:00:00, None, None, None, None,35
5.273, None, None, None, 42.62, None, 311.0, None, None, 5.3, 5.2, 0.0, None, 8.4, None, None, None, None,2021-08-28 01:00:00, None, None, None, None,35
5.206, None, None, None, 44.51, None, 331.1, None, None, 5.2, 5.2, 0.0, None, 8.4, None, None, None, None,2021-08-28 02:00:00, None, None, None, None,35
5.169, None, None, None, 45.65, None, 326.2, None, None, 5.2, 5.1, 0.0, None, 8.4, None, None, None, None,2021-08-28 03:00:00, None, None, None, None,35
5.293, None, None, None, 46.7, None, 293.9, None, None, 5.3, 5.1, 0.0, None, 8.4, None, None, None, None,2021-08-28 04:00:00, None, None, None, None,35
5.474, None, None, None, 44.76, None, 314.5, None, None, 5.5, 5.1, 0.0, None, 8.4, None, None, None, None,2021-08-28 05:00:00, None, None, None, None,35
5.513, None, None, None, 46.53, None, 330.0, None, None, 5.5, 5.1, 0.0, None, 8.4, None, None, None, None,2021-08-28 06:00:00, None, None, None, None,35
5.867, None, None, None, 46.79, None, 332.9, None, None, 5.9, 5.5, 0.0, None, 5.9, None, None, None, None,2021-08-28 07:00:00, None, None, None, None,35
5.963, None, None, None, 51.02, None, 302.9, None, None, 6.0, 5.5, 0.0, None, 6.0, None, None, None, None,2021-08-28 08:00:00, None, None, None, None,35
5.99, None, None, None, 35.95, None, 267.0, None, None, 6.0, 5.5, 0.0, None, 6.0, None, None, None, None,2021-08-28 09:00:00, None, None, None, None,35
6.078, None, None, None, 46.27, None, 304.9, None, None, 6.1, 5.5, 0.0, None, 6.1, None, None, None, None,2021-08-28 10:00:00, None, None, None, None,35
6.181, None, None, None, 50.25, None, 303.9, None, None, 6.2, 5.5, 0.0, None, 6.2, None, None, None, None,2021-08-28 11:00:00, None, None, None, None,35
6.288, None, None, None, 46.99, None, 318.0, None, None, 6.3, 5.5, 0.0, None, 6.3, None, None, None, None,2021-08-28 12:00:00, None, None, None, None,35
6.778, None, None, None, 43.92, None, 348.6, None, None, 6.8, 5.5, 0.0, None, 7.0, None, None, None, None,2021-08-28 13:00:00, None, None, None, None,35
6.586, None, None, None, 39.47, None, 345.0, None, None, 6.6, 5.5, 0.0, None, 7.0, None, None, None, None,2021-08-28 14:00:00, None, None, None, None,35
6.086, None, None, None, 37.85, None, 322.8, None, None, 6.1, 5.5, 0.0, None, 7.0, None, None, None, None,2021-08-28 15:00:00, None, None, None, None,35
5.022, None, None, None, 26.42, None, 306.3, None, None, 5.0, 5.0, 0.0, None, 7.0, None, None, None, None,2021-08-28 16:00:00, None, None, None, None,35
3.114, None, None, None, 16.96, None, 309.4, None, None, 3.1, 3.0, 0.0, None, 7.0, None, None, None, None,2021-08-28 17:00:00, None, None, None, None,35
2.956, None, None, None, 18.44, None, 308.7, None, None, 3.0, 2.7, 0.0, None, 7.0, None, None, None, None,2021-08-28 18:00:00, None, None, None, None,35
2.643, None, None, None, 18.95, None, 304.8, None, None, 2.6, 2.5, 0.0, None, 3.0, None, None, None, None,2021-08-28 19:00:00, None, None, None, None,35
2.623, None, None, None, 15.95, None, 314.3, None, None, 2.6, 2.5, 0.0, None, 3.0, None, None, None, None,2021-08-28 20:00:00, None, None, None, None,35
1.938, None, None, None, 15.41, None, 315.2, None, None, 1.9, 1.9, 0.0, None, 3.0, None, None, None, None,2021-08-28 21:00:00, None, None, None, None,35
1.596, None, None, None, 19.63, None, 302.7, None, None, 1.6, 1.5, 0.0, None, 3.0, None, None, None, None,2021-08-28 22:00:00, None, None, None, None,35
1.672, None, None, None, 16.28, None, 301.4, None, None, 1.7, 1.5, 0.0, None, 3.0, None, None, None, None,2021-08-28 23:00:00, None, None, None, None,35
1.236, None, None, None, 17.85, None, 309.8, None, None, 1.2, 1.2, 0.0, None, 3.0, None, None, None, None,2021-08-29 00:00:00, None, None, None, None,35
1.055, None, None, None, 18.39, None, 286.9, None, None, 1.1, 1.1, 0.0, None, 3.0, None, None, None, None,2021-08-29 01:00:00, None, None, None, None,35
0.989, None, None, None, 16.01, None, 288.8, None, None, 1.0, 0.9, 0.0, None, 3.0, None, None, None, None,2021-08-29 02:00:00, None, None, None, None,35
0.913, None, None, None, 16.86, None, 307.6, None, None, 0.9, 0.8, 0.0, None, 3.0, None, None, None, None,2021-08-29 03:00:00, None, None, None, None,35
1.008, None, None, None, 15.97, None, 318.6, None, None, 1.0, 0.8, 0.0, None, 3.0, None, None, None, None,2021-08-29 04:00:00, None, None, None, None,35
0.761, None, None, None, 16.98, None, 314.4, None, None, 0.8, 0.8, 0.0, None, 3.0, None, None, None, None,2021-08-29 05:00:00, None, None, None, None,35
0.799, None, None, None, 15.57, None, 314.0, None, None, 0.8, 0.5, 0.0, None, 3.0, None, None, None, None,2021-08-29 06:00:00, None, None, None, None,35
0.856, None, None, None, 14.7, None, 318.3, None, None, 0.9, 0.8, 0.0, None, 1.1, None, None, None, None,2021-08-29 07:00:00, None, None, None, None,35
0.562, None, None, None, 15.59, None, 314.9, None, None, 0.6, 0.6, 0.0, None, 1.3, None, None, None, None,2021-08-29 08:00:00, None, None, None, None,35
1.264, None, None, None, 13.75, None, 324.5, None, None, 1.3, 0.6, 0.0, None, 1.3, None, None, None, None,2021-08-29 09:00:00, None, None, None, None,35
1.416, None, None, None, 16.54, None, 321.6, None, None, 1.4, 0.6, 0.0, None, 1.5, None, None, None, None,2021-08-29 10:00:00, None, None, None, None,35
1.834, None, None, None, 21.09, None, 309.4, None, None, 1.8, 0.6, 0.0, None, 1.9, None, None, None, None,2021-08-29 11:00:00, None, None, None, None,35
1.636, None, None, None, 21.27, None, 309.1, None, None, 1.6, 0.6, 0.0, None, 2.4, None, None, None, None,2021-08-29 12:00:00, None, None, None, None,35
1.807, None, None, None, 13.67, None, 307.4, None, None, 1.8, 0.6, 0.0, None, 2.4, None, None, None, None,2021-08-29 13:00:00, None, None, None, None,35
2.642, None, None, None, 17.86, None, 310.7, None, None, 2.6, 0.6, 0.0, None, 2.6, None, None, None, None,2021-08-29 14:00:00, None, None, None, None,35
2.462, None, None, None, 18.55, None, 313.8, None, None, 2.5, 0.6, 0.0, None, 2.8, None, None, None, None,2021-08-29 15:00:00, None, None, None, None,35
3.089, None, None, None, 15.26, None, 311.9, None, None, 3.1, 0.6, 0.0, None, 3.1, None, None, None, None,2021-08-29 16:00:00, None, None, None, None,35
2.747, None, None, None, 17.15, None, 310.7, None, None, 2.7, 0.6, 0.0, None, 3.2, None, None, None, None,2021-08-29 17:00:00, None, None, None, None,35
2.984, None, None, None, 16.89, None, 319.3, None, None, 3.0, 0.6, 0.0, None, 3.2, None, None, None, None,2021-08-29 18:00:00, None, None, None, None,35
2.851, None, None, None, 17.31, None, 328.5, None, None, 2.9, 2.4, 0.0, None, 3.0, None, None, None, None,2021-08-29 19:00:00, None, None, None, None,35
2.252, None, None, None, 31.27, None, 320.6, None, None, 2.3, 2.1, 0.0, None, 3.0, None, None, None, None,2021-08-29 20:00:00, None, None, None, None,35
1.967, None, None, None, 35.86, None, 171.6, None, None, 2.0, 2.0, 0.0, None, 3.0, None, None, None, None,2021-08-29 21:00:00, None, None, None, None,35
1.986, None, None, None, 63.11, None, 276.4, None, None, 2.0, 1.9, 0.0, None, 3.0, None, None, None, None,2021-08-29 22:00:00, None, None, None, None,35
1.577, None, None, None, 14.28, None, 297.2, None, None, 1.6, 1.6, 0.0, None, 3.0, None, None, None, None,2021-08-29 23:00:00, None, None, None, None,35
1.34, None, None, None, 16.19, None, 140.5, None, None, 1.3, 1.3, 0.0, None, 3.0, None, None, None, None,2021-08-30 00:00:00, None, None, None, None,35
1.51, None, None, None, 44.08, None, 171.2, None, None, 1.5, 1.3, 0.0, None, 3.0, None, None, None, None,2021-08-30 01:00:00, None, None, None, None,35
1.586, None, None, None, 58.96, None, 270.6, None, None, 1.6, 1.3, 0.0, None, 3.0, None, None, None, None,2021-08-30 02:00:00, None, None, None, None,35
1.681, None, None, None, 18.39, None, 221.5, None, None, 1.7, 1.3, 0.0, None, 3.0, None, None, None, None,2021-08-30 03:00:00, None, None, None, None,35
1.843, None, None, None, 49.58, None, 283.2, None, None, 1.8, 1.3, 0.0, None, 3.0, None, None, None, None,2021-08-30 04:00:00, None, None, None, None,35
1.539, None, None, None, 42.0, None, 305.4, None, None, 1.5, 1.3, 0.0, None, 3.0, None, None, None, None,2021-08-30 05:00:00, None, None, None, None,35
1.672, None, None, None, 21.21, None, 134.1, None, None, 1.7, 1.3, 0.0, None, 3.0, None, None, None, None,2021-08-30 06:00:00, None, None, None, None,35
1.757, None, None, None, 0.0, None, 192.6, None, None, 1.8, 1.6, 0.0, None, 1.8, None, None, None, None,2021-08-30 07:00:00, None, None, None, None,35
1.72, None, None, None, 14.31, None, 111.0, None, None, 1.7, 1.6, 0.0, None, 2.0, None, None, None, None,2021-08-30 08:00:00, None, None, None, None,35
3.717, None, None, None, 46.96, None, 247.0, None, None, 3.7, 1.6, 0.0, None, 3.7, None, None, None, None,2021-08-30 09:00:00, None, None, None, None,35
2.715, None, None, None, 17.47, None, 68.93, None, None, 2.7, 1.6, 0.0, None, 3.7, None, None, None, None,2021-08-30 10:00:00, None, None, None, None,35
3.667, None, None, None, 16.45, None, 58.17, None, None, 3.7, 1.6, 0.0, None, 3.7, None, None, None, None,2021-08-30 11:00:00, None, None, None, None,35
4.608, None, None, None, 10.94, None, 46.81, None, None, 4.6, 1.6, 0.0, None, 4.7, None, None, None, None,2021-08-30 12:00:00, None, None, None, None,35
6.556, None, None, None, 17.83, None, 47.23, None, None, 6.6, 1.6, 0.0, None, 6.6, None, None, None, None,2021-08-30 13:00:00, None, None, None, None,35
7.39, None, None, None, 17.07, None, 39.84, None, None, 7.4, 1.6, 0.0, None, 7.5, None, None, None, None,2021-08-30 14:00:00, None, None, None, None,35
7.47, None, None, None, 16.4, None, 35.96, None, None, 7.5, 1.6, 0.0, None, 7.8, None, None, None, None,2021-08-30 15:00:00, None, None, None, None,35
9.03, None, None, None, 30.81, None, 36.39, None, None, 9.0, 1.6, 0.0, None, 9.2, None, None, None, None,2021-08-30 16:00:00, None, None, None, None,35
9.81, None, None, None, 29.15, None, 25.43, None, None, 9.8, 1.6, 0.0, None, 9.8, None, None, None, None,2021-08-30 17:00:00, None, None, None, None,35
8.71, None, None, None, 20.03, None, 31.67, None, None, 8.7, 1.6, 0.0, None, 10.0, None, None, None, None,2021-08-30 18:00:00, None, None, None, None,35
8.25, None, None, None, 19.09, None, 41.54, None, None, 8.3, 8.0, 0.0, None, 9.0, None, None, None, None,2021-08-30 19:00:00, None, None, None, None,35
7.61, None, None, None, 11.91, None, 45.29, None, None, 7.6, 7.6, 0.0, None, 9.0, None, None, None, None,2021-08-30 20:00:00, None, None, None, None,35
7.54, None, None, None, 11.6, None, 42.93, None, None, 7.5, 7.3, 0.0, None, 9.0, None, None, None, None,2021-08-30 21:00:00, None, None, None, None,35
7.69, None, None, None, 14.64, None, 56.53, None, None, 7.7, 7.3, 0.0, None, 9.0, None, None, None, None,2021-08-30 22:00:00, None, None, None, None,35
7.32, None, None, None, 12.26, None, 69.3, None, None, 7.3, 7.2, 0.0, None, 9.0, None, None, None, None,2021-08-30 23:00:00, None, None, None, None,35
6.268, None, None, None, 19.16, None, 94.0, None, None, 6.3, 6.0, 0.0, None, 9.0, None, None, None, None,2021-08-31 00:00:00, None, None, None, None,35
5.984, None, None, None, 31.14, None, 262.6, None, None, 6.0, 5.6, 0.0, None, 9.0, None, None, None, None,2021-08-31 01:00:00, None, None, None, None,35
6.253, None, None, None, 39.07, None, 309.5, None, None, 6.3, 5.6, 0.0, None, 9.0, None, None, None, None,2021-08-31 02:00:00, None, None, None, None,35
6.58, None, None, None, 17.52, None, 83.4, None, None, 6.6, 5.6, 0.0, None, 9.0, None, None, None, None,2021-08-31 03:00:00, None, None, None, None,35
6.83, None, None, None, 17.74, None, 52.79, None, None, 6.8, 5.6, 0.0, None, 9.0, None, None, None, None,2021-08-31 04:00:00, None, None, None, None,35
6.821, None, None, None, 7.1, None, 55.39, None, None, 6.8, 5.6, 0.0, None, 9.0, None, None, None, None,2021-08-31 05:00:00, None, None, None, None,35
6.407, None, None, None, 12.02, None, 51.78, None, None, 6.4, 5.6, 0.0, None, 9.0, None, None, None, None,2021-08-31 06:00:00, None, None, None, None,35
6.628, None, None, None, 8.82, None, 44.49, None, None, 6.6, 6.3, 0.0, None, 6.6, None, None, None, None,2021-08-31 07:00:00, None, None, None, None,35
7.25, None, None, None, 24.24, None, 74.9, None, None, 7.3, 6.3, 0.0, None, 7.5, None, None, None, None,2021-08-31 08:00:00, None, None, None, None,35
8.78, None, None, None, 20.47, None, 224.7, None, None, 8.8, 6.3, 0.0, None, 9.0, None, None, None, None,2021-08-31 09:00:00, None, None, None, None,35
