CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
None, None, 4.6, 84.0, None, None, None, None, None, 3.4, 2.9, None, None, 1.0,2021-08-27 00:00:00,35
None, None, 4.6, 89.0, None, None, None, None, None, 3.1, 2.9, None, None, 2.0,2021-08-27 01:00:00,35
None, None, 4.6, 99.0, None, None, None, None, None, 2.4, 2.4, None, None, 2.0,2021-08-27 02:00:00,35
None, None, 4.6, 100.0, None, None, None, None, None, 2.1, 2.0, None, None, 2.0,2021-08-27 03:00:00,35
None, None, 4.6, 100.0, None, None, None, None, None, 2.1, 2.0, None, None, 2.0,2021-08-27 04:00:00,35
None, None, 4.6, 100.0, None, None, None, None, None, 2.0, 1.8, None, None, 2.0,2021-08-27 05:00:00,35
None, None, 4.6, 100.0, None, None, None, None, None, 1.7, 1.7, None, None, 2.0,2021-08-27 06:00:00,35
None, None, 1.8, 100.0, None, None, None, None, None, 1.7, 1.5, None, None, 2.0,2021-08-27 07:00:00,35
None, None, 1.8, 100.0, None, None, None, None, None, 1.5, 1.3, None, None, 1.0,2021-08-27 08:00:00,35
None, None, 1.8, 100.0, None, None, None, None, None, 1.8, 1.3, None, None, 2.0,2021-08-27 09:00:00,35
None, None, 2.0, 100.0, None, None, None, None, None, 1.8, 1.3, None, None, 1.0,2021-08-27 10:00:00,35
None, None, 2.1, 100.0, None, None, None, None, None, 1.7, 1.3, None, None, 2.0,2021-08-27 11:00:00,35
None, None, 2.2, 100.0, None, None, None, None, None, 1.3, 1.3, None, None, 1.0,2021-08-27 12:00:00,35
None, None, 2.4, 100.0, None, None, None, None, None, 2.0, 1.2, None, None, 2.0,2021-08-27 13:00:00,35
None, None, 2.6, 100.0, None, None, None, None, None, 2.2, 1.2, None, None, 2.0,2021-08-27 14:00:00,35
None, None, 2.7, 100.0, None, None, None, None, None, 2.4, 1.2, None, None, 2.0,2021-08-27 15:00:00,35
None, None, 4.8, 74.0, None, None, None, None, None, 3.9, 1.2, None, None, 0.0,2021-08-27 17:00:00,35
None, None, 4.8, 76.0, None, None, None, None, None, 4.0, 1.2, None, None, 0.0,2021-08-27 18:00:00,35
None, None, 4.1, 84.0, None, None, None, None, None, 3.1, 3.1, None, None, 1.0,2021-08-27 19:00:00,35
None, None, 4.1, 84.0, None, None, None, None, None, 2.8, 2.1, None, None, 0.0,2021-08-27 20:00:00,35
None, None, 4.1, 88.0, None, None, None, None, None, 2.3, 2.1, None, None, 1.0,2021-08-27 21:00:00,35
None, None, 4.1, 91.0, None, None, None, None, None, 2.3, 2.1, None, None, 1.0,2021-08-27 22:00:00,35
None, None, 4.1, 84.0, None, None, None, None, None, 2.3, 2.0, None, None, 0.0,2021-08-27 23:00:00,35
None, None, 4.1, 86.0, None, None, None, None, None, 2.2, 1.8, None, None, 0.0,2021-08-28 00:00:00,35
None, None, 4.1, 95.0, None, None, None, None, None, 1.8, 1.6, None, None, 1.0,2021-08-28 01:00:00,35
None, None, 4.1, 88.0, None, None, None, None, None, 1.9, 1.5, None, None, 0.0,2021-08-28 02:00:00,35
None, None, 4.1, 92.0, None, None, None, None, None, 1.6, 1.5, None, None, 0.0,2021-08-28 03:00:00,35
None, None, 4.1, 92.0, None, None, None, None, None, 1.6, 1.3, None, None, 0.0,2021-08-28 04:00:00,35
None, None, 4.1, 90.0, None, None, None, None, None, 1.4, 1.2, None, None, 0.0,2021-08-28 05:00:00,35
None, None, 4.1, 88.0, None, None, None, None, None, 1.2, 1.1, None, None, -1.0,2021-08-28 06:00:00,35
None, None, 3.2, 78.0, None, None, None, None, None, 2.8, 1.1, None, None, 0.0,2021-08-28 07:00:00,35
None, None, 3.8, 84.0, None, None, None, None, None, 2.2, 1.1, None, None, 0.0,2021-08-28 08:00:00,35
None, None, 3.8, 100.0, None, None, None, None, None, 2.4, 1.1, None, None, 2.0,2021-08-28 09:00:00,35
None, None, 4.5, 85.0, None, None, None, None, None, 2.9, 1.1, None, None, 0.0,2021-08-28 10:00:00,35
None, None, 4.5, 82.0, None, None, None, None, None, 4.2, 1.1, None, None, 1.0,2021-08-28 11:00:00,35
None, None, 4.8, 78.0, None, None, None, None, None, 4.5, 1.1, None, None, 1.0,2021-08-28 12:00:00,35
None, None, 6.5, 70.0, None, None, None, None, None, 5.3, 1.1, None, None, 0.0,2021-08-28 13:00:00,35
None, None, 6.8, 66.0, None, None, None, None, None, 6.5, 1.1, None, None, 1.0,2021-08-28 14:00:00,35
None, None, 8.1, 64.0, None, None, None, None, None, 7.3, 1.1, None, None, 1.0,2021-08-28 15:00:00,35
None, None, 9.1, 61.0, None, None, None, None, None, 7.9, 1.1, None, None, 1.0,2021-08-28 16:00:00,35
None, None, 9.3, 62.0, None, None, None, None, None, 7.2, 1.1, None, None, 1.0,2021-08-28 17:00:00,35
None, None, 9.3, 62.0, None, None, None, None, None, 7.3, 1.1, None, None, 1.0,2021-08-28 18:00:00,35
None, None, 8.1, 67.0, None, None, None, None, None, 6.8, 6.8, None, None, 1.0,2021-08-28 19:00:00,35
None, None, 8.1, 69.0, None, None, None, None, None, 6.3, 6.4, None, None, 1.0,2021-08-28 20:00:00,35
None, None, 8.1, 71.0, None, None, None, None, None, 6.1, 6.0, None, None, 1.0,2021-08-28 21:00:00,35
None, None, 8.1, 73.0, None, None, None, None, None, 5.8, 5.7, None, None, 1.0,2021-08-28 22:00:00,35
None, None, 8.1, 72.0, None, None, None, None, None, 5.9, 5.6, None, None, 1.0,2021-08-28 23:00:00,35
None, None, 8.1, 70.0, None, None, None, None, None, 6.1, 5.6, None, None, 1.0,2021-08-29 00:00:00,35
None, None, 8.1, 70.0, None, None, None, None, None, 5.9, 5.6, None, None, 0.0,2021-08-29 01:00:00,35
None, None, 8.1, 72.0, None, None, None, None, None, 5.7, 5.6, None, None, 1.0,2021-08-29 02:00:00,35
None, None, 8.1, 72.0, None, None, None, None, None, 5.5, 5.3, None, None, 1.0,2021-08-29 03:00:00,35
None, None, 8.1, 74.0, None, None, None, None, None, 5.2, 5.2, None, None, 1.0,2021-08-29 04:00:00,35
None, None, 8.1, 75.0, None, None, None, None, None, 5.0, 4.9, None, None, 1.0,2021-08-29 05:00:00,35
None, None, 8.1, 74.0, None, None, None, None, None, 5.0, 4.9, None, None, 1.0,2021-08-29 06:00:00,35
None, None, 5.2, 73.0, None, None, None, None, None, 5.2, 4.7, None, None, 1.0,2021-08-29 07:00:00,35
None, None, 5.6, 72.0, None, None, None, None, None, 5.6, 4.7, None, None, 1.0,2021-08-29 08:00:00,35
None, None, 6.1, 71.0, None, None, None, None, None, 5.9, 4.7, None, None, 1.0,2021-08-29 09:00:00,35
None, None, 6.6, 69.0, None, None, None, None, None, 6.1, 4.7, None, None, 1.0,2021-08-29 10:00:00,35
None, None, 8.8, 69.0, None, None, None, None, None, 7.9, 4.7, None, None, 3.0,2021-08-29 11:00:00,35
None, None, 9.3, 69.0, None, None, None, None, None, 8.3, 4.7, None, None, 3.0,2021-08-29 12:00:00,35
None, None, 9.3, 60.0, None, None, None, None, None, 9.3, 4.7, None, None, 2.0,2021-08-29 13:00:00,35
None, None, 10.7, 57.0, None, None, None, None, None, 10.6, 4.7, None, None, 2.0,2021-08-29 14:00:00,35
None, None, 11.6, 56.0, None, None, None, None, None, 10.2, 4.7, None, None, 2.0,2021-08-29 15:00:00,35
None, None, 12.5, 47.0, None, None, None, None, None, 12.0, 4.7, None, None, 2.0,2021-08-29 16:00:00,35
None, None, 13.0, 48.0, None, None, None, None, None, 11.0, 4.7, None, None, 1.0,2021-08-29 17:00:00,35
None, None, 13.0, 47.0, None, None, None, None, None, 12.0, 4.7, None, None, 1.0,2021-08-29 18:00:00,35
None, None, 12.5, 53.0, None, None, None, None, None, 10.1, 9.9, None, None, 1.0,2021-08-29 19:00:00,35
None, None, 12.5, 60.0, None, None, None, None, None, 8.7, 8.6, None, None, 1.0,2021-08-29 20:00:00,35
None, None, 12.5, 58.0, None, None, None, None, None, 8.5, 8.3, None, None, 0.0,2021-08-29 21:00:00,35
None, None, 12.5, 58.0, None, None, None, None, None, 8.3, 8.2, None, None, 0.0,2021-08-29 22:00:00,35
None, None, 12.5, 59.0, None, None, None, None, None, 8.0, 7.9, None, None, 1.0,2021-08-29 23:00:00,35
None, None, 12.5, 59.0, None, None, None, None, None, 7.7, 7.6, None, None, 0.0,2021-08-30 00:00:00,35
None, None, 12.5, 61.0, None, None, None, None, None, 7.4, 7.3, None, None, 1.0,2021-08-30 01:00:00,35
None, None, 12.5, 61.0, None, None, None, None, None, 7.3, 7.2, None, None, 0.0,2021-08-30 02:00:00,35
None, None, 12.5, 62.0, None, None, None, None, None, 7.2, 7.0, None, None, 0.0,2021-08-30 03:00:00,35
None, None, 12.5, 62.0, None, None, None, None, None, 6.8, 6.9, None, None, 0.0,2021-08-30 04:00:00,35
None, None, 12.5, 61.0, None, None, None, None, None, 6.7, 6.5, None, None, 0.0,2021-08-30 06:00:00,35
