WDIR_VECT,time,HUMIDITY,week_of_year
252.1,2020-12-16 00:00:00,96.7,51
235.4,2020-12-16 01:00:00,96.2,51
261.1,2020-12-16 02:00:00,96.9,51
247.0,2020-12-16 03:00:00,96.5,51
246.2,2020-12-16 04:00:00,97.0,51
247.6,2020-12-16 05:00:00,96.6,51
251.0,2020-12-16 06:00:00,96.7,51
254.9,2020-12-16 07:00:00,96.5,51
249.3,2020-12-16 08:00:00,96.7,51
249.1,2020-12-16 09:00:00,96.7,51
242.4,2020-12-16 10:00:00,93.6,51
251.0,2020-12-16 11:00:00,92.1,51
249.0,2020-12-16 12:00:00,92.3,51
256.2,2020-12-16 13:00:00,93.0,51
273.4,2020-12-16 14:00:00,94.9,51
108.5,2020-12-16 15:00:00,95.6,51
247.9,2020-12-16 16:00:00,96.8,51
91.1,2020-12-16 17:00:00,97.4,51
88.0,2020-12-16 18:00:00,96.5,51
87.3,2020-12-16 19:00:00,96.3,51
78.9,2020-12-16 20:00:00,97.7,51
89.8,2020-12-16 21:00:00,97.3,51
87.5,2020-12-16 22:00:00,96.6,51
86.6,2020-12-16 23:00:00,96.4,51
84.8,2020-12-17 00:00:00,97.4,51
115.9,2020-12-17 01:00:00,98.2,51
181.1,2020-12-17 02:00:00,98.5,51
80.7,2020-12-17 03:00:00,98.5,51
235.0,2020-12-17 04:00:00,98.6,51
282.0,2020-12-17 05:00:00,98.7,51
250.0,2020-12-17 06:00:00,98.5,51
245.1,2020-12-17 07:00:00,98.2,51
266.0,2020-12-17 08:00:00,97.4,51
246.9,2020-12-17 09:00:00,97.0,51
252.2,2020-12-17 10:00:00,96.9,51
253.6,2020-12-17 11:00:00,95.3,51
246.4,2020-12-17 12:00:00,93.2,51
229.7,2020-12-17 13:00:00,87.1,51
241.9,2020-12-17 14:00:00,87.1,51
231.3,2020-12-17 15:00:00,85.3,51
228.8,2020-12-17 16:00:00,83.6,51
245.7,2020-12-17 17:00:00,86.8,51
252.8,2020-12-17 18:00:00,91.0,51
255.3,2020-12-17 19:00:00,91.7,51
249.3,2020-12-17 20:00:00,92.2,51
250.0,2020-12-17 21:00:00,92.5,51
248.8,2020-12-17 22:00:00,92.7,51
251.0,2020-12-17 23:00:00,93.1,51
246.8,2020-12-18 00:00:00,92.7,51
247.3,2020-12-18 01:00:00,92.2,51
244.5,2020-12-18 02:00:00,93.2,51
244.7,2020-12-18 03:00:00,92.7,51
249.3,2020-12-18 04:00:00,95.2,51
247.1,2020-12-18 05:00:00,94.9,51
242.1,2020-12-18 06:00:00,94.1,51
252.3,2020-12-18 07:00:00,94.3,51
252.8,2020-12-18 08:00:00,94.2,51
249.5,2020-12-18 09:00:00,93.0,51
