station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 0.38, 97.6, None, None, 18.79, 4.564, 146.2, None, None, None, None, None, None, 0.0, 893.0, None, None, None, 2020-01-01 00:00:00, None, 57.72, None
None, 0.475, 97.8, None, None, 17.71, 4.313, 150.7, None, None, None, None, None, None, 0.0, 893.0, None, None, None, 2020-01-01 01:00:00, None, 58.14, None
None, 0.456, 97.6, None, None, 24.81, 3.834, 160.9, None, None, None, None, None, None, 0.0, 893.0, None, None, None, 2020-01-01 02:00:00, None, 54.84, None
None, 0.457, 98.1, None, None, 24.77, 2.531, 164.1, None, None, None, None, None, None, 0.0, 894.0, None, None, None, 2020-01-01 03:00:00, None, 57.93, None
None, 0.449, 98.3, None, None, 25.78, 1.057, 172.6, None, None, None, None, None, None, 0.0, 894.0, None, None, None, 2020-01-01 04:00:00, None, 57.95, None
None, 0.519, 98.3, None, None, 26.2, 3.211, 156.1, None, None, None, None, None, None, 1.0, 894.0, None, None, None, 2020-01-01 05:00:00, None, 57.86, None
None, 0.368, 98.3, None, None, 27.21, 1.51, 176.2, None, None, None, None, None, None, 0.0, 895.0, None, None, None, 2020-01-01 06:00:00, None, 56.98, None
None, 0.256, 98.4, None, None, 24.93, 3.785, 163.0, None, None, None, None, None, None, 0.0, 895.0, None, None, None, 2020-01-01 07:00:00, None, 58.82, None
None, 0.284, 98.5, None, None, 30.01, 0.116, 204.6, None, None, None, None, None, None, 0.0, 896.0, None, None, None, 2020-01-01 08:00:00, None, 58.41, None
None, 0.209, 98.5, None, None, 28.83, 0.0, 205.2, None, None, None, None, None, None, 0.0, 897.0, None, None, None, 2020-01-01 09:00:00, None, 58.93, None
