station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, stn_pres
None, None, -5.411, 100.5, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2020-01-01 00:00:00, None, None, None, None
None, None, -5.228, 101.2, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2020-01-01 01:00:00, None, None, None, None
None, None, -5.132, 101.6, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2020-01-01 02:00:00, None, None, None, None
None, None, -5.007, 101.7, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2020-01-01 03:00:00, None, None, None, None
None, None, -4.988, 101.4, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2020-01-01 04:00:00, None, None, None, None
None, None, -4.873, 101.7, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2020-01-01 05:00:00, None, None, None, None
None, None, -4.882, 101.5, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2020-01-01 06:00:00, None, None, None, None
None, None, -4.882, 100.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2020-01-01 07:00:00, None, None, None, None
None, None, -4.882, 101.1, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2020-01-01 08:00:00, None, None, None, None
None, None, -4.518, 102.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2020-01-01 09:00:00, None, None, None, None
None, None, -4.164, 101.4, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 2020-01-01 10:00:00, None, None, None, None
None, None, -3.448, 101.5, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 2020-01-01 11:00:00, None, None, None, None
None, None, -2.765, 101.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 2020-01-01 12:00:00, None, None, None, None
None, None, -1.969, 101.8, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None, None, 2020-01-01 13:00:00, None, None, None, None
None, None, -1.828, 100.2, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None, None, 2020-01-01 14:00:00, None, None, None, None
None, None, -1.857, 102.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None, None, 2020-01-01 15:00:00, None, None, None, None
