station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, MEASURED_WIND_DIRECTION1, MEASURED_WIND_SPEED1, air_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, dwpt_temp, time
-7.125, 82.4, None, None, None, 23.0, None, 239.1, 7.586, None, None, -9.0, None, None, 2020-01-01 00:00:00
-6.916, 82.6, None, None, None, 19.72, None, 235.0, 8.33, None, None, -9.0, None, None, 2020-01-01 01:00:00
-5.891, 82.9, None, None, None, 22.69, None, 229.2, 10.95, None, None, -8.0, None, None, 2020-01-01 02:00:00
-5.107, 83.0, None, None, None, 27.15, None, 223.5, 13.14, None, None, -7.0, None, None, 2020-01-01 03:00:00
-5.029, 82.9, None, None, None, 32.95, None, 224.8, 11.69, None, None, -7.0, None, None, 2020-01-01 04:00:00
-5.175, 82.9, None, None, None, 30.92, None, 231.9, 10.39, None, None, -7.0, None, None, 2020-01-01 05:00:00
-5.072, 83.0, None, None, None, 31.0, None, 232.8, 9.9, None, None, -7.0, None, None, 2020-01-01 06:00:00
-5.3, 82.9, None, None, None, 25.68, None, 232.4, 10.27, None, None, -7.0, None, None, 2020-01-01 07:00:00
-5.293, 83.0, None, None, None, 22.89, None, 240.9, 10.85, None, None, -8.0, None, None, 2020-01-01 08:00:00
-5.052, 82.9, None, None, None, 24.16, None, 239.4, 11.16, None, None, -7.0, None, None, 2020-01-01 09:00:00
-4.86, 83.0, None, None, None, 22.65, None, 247.3, 12.34, None, None, -7.0, None, None, 2020-01-01 10:00:00
-4.93, 83.0, None, None, None, 15.76, None, 255.4, 17.28, None, None, -7.0, None, None, 2020-01-01 11:00:00
-5.027, 83.1, None, None, None, 17.07, None, 269.1, 17.8, None, None, -7.0, None, None, 2020-01-01 12:00:00
-5.001, 83.1, None, None, None, 14.36, None, 274.1, 17.39, None, None, -7.0, None, None, 2020-01-01 13:00:00
-5.095, 83.1, None, None, None, 14.85, None, 274.5, 16.42, None, None, -7.0, None, None, 2020-01-01 14:00:00
-5.424, 83.0, None, None, None, 15.4, None, 275.0, 13.91, None, None, -7.0, None, None, 2020-01-01 15:00:00
-5.433, 82.9, None, None, None, 14.82, None, 273.8, 12.23, None, None, -8.0, None, None, 2020-01-01 16:00:00
-7.02, 82.6, None, None, None, 27.94, None, 270.6, 5.575, None, None, -9.0, None, None, 2020-01-01 22:00:00
-7.212, 82.5, None, None, None, 42.89, None, 238.7, 1.84, None, None, -9.0, None, None, 2020-01-01 23:00:00
-7.291, 82.5, None, None, None, 41.59, None, 239.6, 1.97, None, None, -9.0, None, None, 2020-01-02 00:00:00
-7.668, 82.4, None, None, None, 41.4, None, 230.4, 3.685, None, None, -10.0, None, None, 2020-01-02 01:00:00
-7.984, 82.3, None, None, None, 42.68, None, 240.8, 1.583, None, None, -10.0, None, None, 2020-01-02 02:00:00
-12.76, 80.7, None, None, None, 38.37, None, 299.0, 2.775, None, None, -15.0, None, None, 2020-01-02 07:00:00
-13.68, 80.8, None, None, None, 61.39, None, 335.0, 0.23, None, None, -16.0, None, None, 2020-01-02 08:00:00
-13.35, 81.1, None, None, None, 34.83, None, 293.3, 0.257, None, None, -15.0, None, None, 2020-01-02 09:00:00
