station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
None, -4.443, 96.4, None, None, 54.25, 1.895, 104.1, None, None, None, None, None, None, -5.0, 930.0, None, None, None, 2020-01-01 00:00:00, None, None
None, -4.234, 98.5, None, None, 72.18, 1.507, 55.21, None, None, None, None, None, None, -4.0, 930.0, None, None, None, 2020-01-01 01:00:00, None, None
None, -5.039, 97.6, None, None, 38.47, 1.792, 33.03, None, None, None, None, None, None, -5.0, 931.0, None, None, None, 2020-01-01 02:00:00, None, None
None, -5.765, 95.7, None, None, 15.5, 1.419, 63.32, None, None, None, None, None, None, -6.0, 931.0, None, None, None, 2020-01-01 03:00:00, None, None
None, -6.69, 94.9, None, None, 44.8, 0.356, 53.92, None, None, None, None, None, None, -7.0, 931.0, None, None, None, 2020-01-01 04:00:00, None, None
None, -7.262, 93.8, None, None, 31.78, 0.636, 16.02, None, None, None, None, None, None, -8.0, 931.0, None, None, None, 2020-01-01 05:00:00, None, None
None, -6.727, 95.7, None, None, 43.26, 2.391, 34.09, None, None, None, None, None, None, -7.0, 932.0, None, None, None, 2020-01-01 06:00:00, None, None
None, -7.463, 94.3, None, None, 70.28, 0.637, 78.52, None, None, None, None, None, None, -8.0, 932.0, None, None, None, 2020-01-01 07:00:00, None, None
None, -8.19, 93.9, None, None, 29.51, 1.76, 24.24, None, None, None, None, None, None, -9.0, 932.0, None, None, None, 2020-01-01 08:00:00, None, None
None, -7.89, 96.3, None, None, 25.02, 0.375, 290.3, None, None, None, None, None, None, -8.0, 933.0, None, None, None, 2020-01-01 09:00:00, None, None
None, -7.794, 94.1, None, None, 22.84, 1.21, 331.6, None, None, None, None, None, None, -8.0, 933.0, None, None, None, 2020-01-01 10:00:00, None, None
None, -6.7, 94.9, None, None, 32.84, 1.527, 341.8, None, None, None, None, None, None, -7.0, 933.0, None, None, None, 2020-01-01 11:00:00, None, None
None, -5.371, 93.5, None, None, 44.1, 0.988, 3.82, None, None, None, None, None, None, -6.0, 932.0, None, None, None, 2020-01-01 12:00:00, None, None
None, -4.405, 94.3, None, None, 29.83, 1.408, 36.11, None, None, None, None, None, None, -5.0, 931.0, None, None, None, 2020-01-01 13:00:00, None, None
None, -4.347, 94.0, None, None, 51.12, 0.791, 305.1, None, None, None, None, None, None, -5.0, 931.0, None, None, None, 2020-01-01 14:00:00, None, None
None, -4.928, 94.1, None, None, 34.46, 1.938, 20.19, None, None, None, None, None, None, -6.0, 930.0, None, None, None, 2020-01-01 15:00:00, None, None
None, -5.008, 94.1, None, None, 32.05, 0.955, 320.9, None, None, None, None, None, None, -6.0, 930.0, None, None, None, 2020-01-01 16:00:00, None, None
None, -4.788, 94.0, None, None, 70.88, 1.007, 292.6, None, None, None, None, None, None, -6.0, 930.0, None, None, None, 2020-01-01 17:00:00, None, None
None, -4.994, 94.3, None, None, 31.76, 1.611, 359.2, None, None, None, None, None, None, -6.0, 929.0, None, None, None, 2020-01-01 18:00:00, None, None
None, -4.805, 94.0, None, None, 54.43, 1.37, 283.1, None, None, None, None, None, None, -6.0, 930.0, None, None, None, 2020-01-01 19:00:00, None, None
None, -3.932, 95.8, None, None, 67.01, 1.785, 220.0, None, None, None, None, None, None, -5.0, 930.0, None, None, None, 2020-01-01 20:00:00, None, None
None, 2.829, 54.84, None, None, 24.28, 9.57, 211.2, None, None, None, None, None, None, -6.0, 931.0, None, None, None, 2020-01-01 21:00:00, None, None
None, 2.872, 40.42, None, None, 24.28, 16.88, 223.0, None, None, None, None, None, None, -9.0, 932.0, None, None, None, 2020-01-01 22:00:00, None, None
None, 2.376, 39.53, None, None, 24.21, 15.47, 221.5, None, None, None, None, None, None, -10.0, 933.0, None, None, None, 2020-01-01 23:00:00, None, None
None, 1.749, 39.16, None, None, 22.33, 16.22, 217.2, None, None, None, None, None, None, -10.0, 934.0, None, None, None, 2020-01-02 00:00:00, None, None
None, 1.016, 39.2, None, None, 17.48, 16.03, 207.3, None, None, None, None, None, None, -11.0, 935.0, None, None, None, 2020-01-02 01:00:00, None, None
None, 0.432, 38.45, None, None, 17.4, 15.65, 209.8, None, None, None, None, None, None, -12.0, 936.0, None, None, None, 2020-01-02 02:00:00, None, None
None, -0.109, 35.58, None, None, 22.06, 9.75, 228.0, None, None, None, None, None, None, -13.0, 941.0, None, None, None, 2020-01-02 07:00:00, None, None
None, -0.444, 36.2, None, None, 21.71, 8.36, 229.4, None, None, None, None, None, None, -12.0, 942.0, None, None, None, 2020-01-02 08:00:00, None, None
None, -0.665, 36.24, None, None, 21.59, 10.0, 233.8, None, None, None, None, None, None, -12.0, 944.0, None, None, None, 2020-01-02 09:00:00, None, None
None, -0.658, 35.42, None, None, 21.87, 9.87, 227.1, None, None, None, None, None, None, -13.0, 945.0, None, None, None, 2020-01-02 10:00:00, None, None
None, -0.886, 33.54, None, None, 20.85, 10.55, 221.3, None, None, None, None, None, None, -13.0, 946.0, None, None, None, 2020-01-02 11:00:00, None, None
None, -0.274, 32.45, None, None, 23.43, 11.96, 224.5, None, None, None, None, None, None, -13.0, 946.0, None, None, None, 2020-01-02 12:00:00, None, None
None, 0.002, 30.65, None, None, 24.14, 10.24, 235.2, None, None, None, None, None, None, -15.0, 947.0, None, None, None, 2020-01-02 13:00:00, None, None
None, -0.344, 30.13, None, None, 25.38, 10.11, 238.0, None, None, None, None, None, None, -14.0, 948.0, None, None, None, 2020-01-02 14:00:00, None, None
None, -0.951, 32.88, None, None, 22.81, 10.63, 232.3, None, None, None, None, None, None, -14.0, 949.0, None, None, None, 2020-01-02 15:00:00, None, None
None, -2.324, 41.61, None, None, 19.86, 8.29, 219.4, None, None, None, None, None, None, -12.0, 949.0, None, None, None, 2020-01-02 16:00:00, None, None
None, -3.03, 41.18, None, None, 14.98, 6.058, 211.5, None, None, None, None, None, None, -13.0, 949.0, None, None, None, 2020-01-02 17:00:00, None, None
None, -3.584, 41.27, None, None, 30.15, 3.692, 201.4, None, None, None, None, None, None, -14.0, 949.0, None, None, None, 2020-01-02 18:00:00, None, None
None, -4.037, 46.24, None, None, 24.59, 3.357, 158.5, None, None, None, None, None, None, -13.0, 949.0, None, None, None, 2020-01-02 19:00:00, None, None
None, -4.538, 43.76, None, None, 26.84, 3.92, 182.7, None, None, None, None, None, None, -14.0, 949.0, None, None, None, 2020-01-02 20:00:00, None, None
None, -5.712, 47.53, None, None, 24.14, 4.639, 192.1, None, None, None, None, None, None, -14.0, 948.0, None, None, None, 2020-01-02 21:00:00, None, None
None, -5.979, 51.88, None, None, 18.56, 4.9, 184.2, None, None, None, None, None, None, -14.0, 948.0, None, None, None, 2020-01-02 22:00:00, None, None
None, -6.538, 60.85, None, None, 22.49, 4.947, 190.0, None, None, None, None, None, None, -12.0, 948.0, None, None, None, 2020-01-02 23:00:00, None, None
None, -5.991, 59.13, None, None, 23.51, 4.416, 167.6, None, None, None, None, None, None, -12.0, 948.0, None, None, None, 2020-01-03 00:00:00, None, None
None, -8.66, 75.19, None, None, 60.55, 3.085, 108.9, None, None, None, None, None, None, -12.0, 947.0, None, None, None, 2020-01-03 01:00:00, None, None
None, -9.26, 81.7, None, None, 19.78, 3.254, 10.39, None, None, None, None, None, None, -11.0, 946.0, None, None, None, 2020-01-03 02:00:00, None, None
None, -9.36, 74.17, None, None, 22.72, 5.487, 22.18, None, None, None, None, None, None, -13.0, 946.0, None, None, None, 2020-01-03 03:00:00, None, None
None, -9.67, 70.49, None, None, 12.18, 5.795, 23.84, None, None, None, None, None, None, -13.0, 946.0, None, None, None, 2020-01-03 04:00:00, None, None
None, -9.9, 70.75, None, None, 13.11, 3.288, 18.85, None, None, None, None, None, None, -14.0, 946.0, None, None, None, 2020-01-03 05:00:00, None, None
None, -10.12, 71.87, None, None, 23.15, 4.33, 27.29, None, None, None, None, None, None, -14.0, 946.0, None, None, None, 2020-01-03 06:00:00, None, None
