station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -5.711, None, None, None, None, None, None, None, None, None, None, 2020-01-03 09:00:00, None, None, None
None, -4.827, None, None, None, None, None, None, None, None, None, None, 2020-01-03 10:00:00, None, 35.96, None
None, -4.752, None, None, None, None, None, None, None, None, None, None, 2020-01-03 11:00:00, None, None, None
None, -3.829, None, None, None, None, None, None, None, None, None, None, 2020-01-03 12:00:00, None, None, None
None, -3.903, None, None, None, None, None, None, None, None, None, None, 2020-01-03 13:00:00, None, None, None
None, -3.476, None, None, None, None, None, None, None, None, None, None, 2020-01-03 14:00:00, None, None, None
None, -3.175, None, None, None, None, None, None, None, None, None, None, 2020-01-03 15:00:00, None, 38.61, None
None, -2.825, None, None, None, None, None, None, None, None, None, None, 2020-01-03 16:00:00, None, 39.48, None
None, -2.343, None, None, None, None, None, None, None, None, None, None, 2020-01-03 17:00:00, None, 39.16, None
None, -1.743, None, None, None, None, None, None, None, None, None, None, 2020-01-03 18:00:00, None, 38.65, None
None, -1.406, None, None, None, None, None, None, None, None, None, None, 2020-01-03 19:00:00, None, None, None
None, -1.481, None, None, None, None, None, None, None, None, None, None, 2020-01-03 20:00:00, None, 36.45, None
None, -0.389, None, None, None, None, None, None, None, None, None, None, 2020-01-03 21:00:00, None, 34.53, None
None, 1.211, None, None, None, None, None, None, None, None, None, None, 2020-01-03 22:00:00, None, 38.26, None
None, 2.057, None, None, None, None, None, None, None, None, None, None, 2020-01-03 23:00:00, None, 38.38, None
None, 2.565, None, None, None, None, None, None, None, None, None, None, 2020-01-04 00:00:00, None, 37.69, None
None, 0.499, None, None, None, None, None, None, None, None, None, None, 2020-01-04 01:00:00, None, 37.2, None
None, 1.926, None, None, None, None, None, None, None, None, None, None, 2020-01-04 02:00:00, None, 36.69, None
None, 0.574, None, None, None, None, None, None, None, None, None, None, 2020-01-04 03:00:00, None, 36.78, None
None, 0.799, None, None, None, None, None, None, None, None, None, None, 2020-01-04 04:00:00, None, 36.34, None
None, -0.262, None, None, None, None, None, None, None, None, None, None, 2020-01-04 05:00:00, None, 36.41, None
None, -0.337, None, None, None, None, None, None, None, None, None, None, 2020-01-04 06:00:00, None, 36.11, None
None, -0.403, None, None, None, None, None, None, None, None, None, None, 2020-01-04 07:00:00, None, 35.98, None
None, -0.563, None, None, None, None, None, None, None, None, None, None, 2020-01-04 08:00:00, None, 35.11, None
None, -0.403, None, None, None, None, None, None, None, None, None, None, 2020-01-04 09:00:00, None, 34.73, None
None, -0.741, None, None, None, None, None, None, None, None, None, None, 2020-01-04 10:00:00, None, 34.87, None
None, -0.863, None, None, None, None, None, None, None, None, None, None, 2020-01-04 11:00:00, None, 36.82, None
None, -1.455, None, None, None, None, None, None, None, None, None, None, 2020-01-04 12:00:00, None, 33.58, None
None, -2.045, None, None, None, None, None, None, None, None, None, None, 2020-01-04 13:00:00, None, 36.51, None
None, -2.705, None, None, None, None, None, None, None, None, None, None, 2020-01-04 14:00:00, None, 36.83, None
None, -2.846, None, None, None, None, None, None, None, None, None, None, 2020-01-04 15:00:00, None, 35.87, None
None, -3.904, None, None, None, None, None, None, None, None, None, None, 2020-01-04 16:00:00, None, 35.27, None
None, -3.628, None, None, None, None, None, None, None, None, None, None, 2020-01-04 17:00:00, None, 35.09, None
None, -3.553, None, None, None, None, None, None, None, None, None, None, 2020-01-04 18:00:00, None, 35.31, None
None, -4.17, None, None, None, None, None, None, None, None, None, None, 2020-01-04 19:00:00, None, 35.94, None
None, -4.389, None, None, None, None, None, None, None, None, None, None, 2020-01-04 20:00:00, None, 37.24, None
None, -5.431, None, None, None, None, None, None, None, None, None, None, 2020-01-04 21:00:00, None, 37.62, None
None, -5.249, None, None, None, None, None, None, None, None, None, None, 2020-01-04 22:00:00, None, 37.22, None
None, -5.316, None, None, None, None, None, None, None, None, None, None, 2020-01-04 23:00:00, None, 37.28, None
None, -5.038, None, None, None, None, None, None, None, None, None, None, 2020-01-05 00:00:00, None, 37.17, None
None, -5.354, None, None, None, None, None, None, None, None, None, None, 2020-01-05 01:00:00, None, 37.06, None
None, -5.393, None, None, None, None, None, None, None, None, None, None, 2020-01-05 02:00:00, None, 36.97, None
None, -5.192, None, None, None, None, None, None, None, None, None, None, 2020-01-05 03:00:00, None, 36.98, None
None, -5.977, None, None, None, None, None, None, None, None, None, None, 2020-01-05 04:00:00, None, 36.86, None
None, -6.114, None, None, None, None, None, None, None, None, None, None, 2020-01-05 05:00:00, None, 36.77, None
None, -4.954, None, None, None, None, None, None, None, None, None, None, 2020-01-05 06:00:00, None, 36.81, None
None, -4.953, None, None, None, None, None, None, None, None, None, None, 2020-01-05 07:00:00, None, 36.74, None
None, -5.115, None, None, None, None, None, None, None, None, None, None, 2020-01-05 08:00:00, None, 36.8, None
None, -5.469, None, None, None, None, None, None, None, None, None, None, 2020-01-05 09:00:00, None, 36.65, None
None, -4.847, None, None, None, None, None, None, None, None, None, None, 2020-01-05 10:00:00, None, 36.55, None
None, -2.222, None, None, None, None, None, None, None, None, None, None, 2020-01-05 11:00:00, None, 36.4, None
None, -3.071, None, None, None, None, None, None, None, None, None, None, 2020-01-05 12:00:00, None, 36.3, None
None, -1.384, None, None, None, None, None, None, None, None, None, None, 2020-01-05 13:00:00, None, 36.17, None
None, -1.19, None, None, None, None, None, None, None, None, None, None, 2020-01-05 14:00:00, None, 35.93, None
None, -1.075, None, None, None, None, None, None, None, None, None, None, 2020-01-05 15:00:00, None, 35.62, None
None, -1.452, None, None, None, None, None, None, None, None, None, None, 2020-01-05 16:00:00, None, 35.51, None
None, -2.119, None, None, None, None, None, None, None, None, None, None, 2020-01-05 17:00:00, None, 35.26, None
None, -2.092, None, None, None, None, None, None, None, None, None, None, 2020-01-05 18:00:00, None, 35.27, None
None, -1.808, None, None, None, None, None, None, None, None, None, None, 2020-01-05 19:00:00, None, 34.86, None
None, -1.678, None, None, None, None, None, None, None, None, None, None, 2020-01-05 20:00:00, None, 33.96, None
None, -2.619, None, None, None, None, None, None, None, None, None, None, 2020-01-05 21:00:00, None, 33.84, None
None, -2.363, None, None, None, None, None, None, None, None, None, None, 2020-01-05 22:00:00, None, 33.74, None
None, -3.072, None, None, None, None, None, None, None, None, None, None, 2020-01-05 23:00:00, None, 34.69, None
None, -3.572, None, None, None, None, None, None, None, None, None, None, 2020-01-06 00:00:00, None, None, None
None, -3.96, None, None, None, None, None, None, None, None, None, None, 2020-01-06 01:00:00, None, None, None
None, -4.637, None, None, None, None, None, None, None, None, None, None, 2020-01-06 02:00:00, None, None, None
None, -5.047, None, None, None, None, None, None, None, None, None, None, 2020-01-06 03:00:00, None, None, None
None, -5.431, None, None, None, None, None, None, None, None, None, None, 2020-01-06 04:00:00, None, None, None
None, -5.585, None, None, None, None, None, None, None, None, None, None, 2020-01-06 05:00:00, None, 37.57, None
None, -5.854, None, None, None, None, None, None, None, None, None, None, 2020-01-06 06:00:00, None, 37.44, None
None, -6.434, None, None, None, None, None, None, None, None, None, None, 2020-01-06 07:00:00, None, 37.55, None
None, -6.473, None, None, None, None, None, None, None, None, None, None, 2020-01-06 08:00:00, None, 37.25, None
None, -6.02, None, None, None, None, None, None, None, None, None, None, 2020-01-06 09:00:00, None, 36.94, None
None, -4.706, None, None, None, None, None, None, None, None, None, None, 2020-01-06 10:00:00, None, 36.96, None
None, -4.752, None, None, None, None, None, None, None, None, None, None, 2020-01-06 11:00:00, None, 36.93, None
None, -4.923, None, None, None, None, None, None, None, None, None, None, 2020-01-06 12:00:00, None, 36.86, None
None, -4.209, None, None, None, None, None, None, None, None, None, None, 2020-01-06 13:00:00, None, 36.65, None
None, -4.599, None, None, None, None, None, None, None, None, None, None, 2020-01-06 14:00:00, None, 36.67, None
None, -4.77, None, None, None, None, None, None, None, None, None, None, 2020-01-06 15:00:00, None, 36.82, None
None, -5.114, None, None, None, None, None, None, None, None, None, None, 2020-01-06 16:00:00, None, 36.46, None
None, -5.229, None, None, None, None, None, None, None, None, None, None, 2020-01-06 17:00:00, None, 36.59, None
None, -5.402, None, None, None, None, None, None, None, None, None, None, 2020-01-06 18:00:00, None, 36.64, None
None, -5.537, None, None, None, None, None, None, None, None, None, None, 2020-01-06 19:00:00, None, 36.57, None
None, -5.739, None, None, None, None, None, None, None, None, None, None, 2020-01-06 20:00:00, None, 36.56, None
None, -5.758, None, None, None, None, None, None, None, None, None, None, 2020-01-06 21:00:00, None, 36.47, None
None, -5.816, None, None, None, None, None, None, None, None, None, None, 2020-01-06 22:00:00, None, 36.21, None
None, -5.98, None, None, None, None, None, None, None, None, None, None, 2020-01-06 23:00:00, None, 35.93, None
None, -6.241, None, None, None, None, None, None, None, None, None, None, 2020-01-07 00:00:00, None, 35.94, None
None, -6.134, None, None, None, None, None, None, None, None, None, None, 2020-01-07 01:00:00, None, 35.93, None
None, -6.434, None, None, None, None, None, None, None, None, None, None, 2020-01-07 02:00:00, None, 35.9, None
None, -6.648, None, None, None, None, None, None, None, None, None, None, 2020-01-07 03:00:00, None, 35.83, None
None, -7.04, None, None, None, None, None, None, None, None, None, None, 2020-01-07 04:00:00, None, 35.61, None
None, -6.803, None, None, None, None, None, None, None, None, None, None, 2020-01-07 05:00:00, None, 35.61, None
None, -6.347, None, None, None, None, None, None, None, None, None, None, 2020-01-07 06:00:00, None, 35.79, None
None, -6.91, None, None, None, None, None, None, None, None, None, None, 2020-01-07 07:00:00, None, 35.8, None
None, -6.754, None, None, None, None, None, None, None, None, None, None, 2020-01-07 08:00:00, None, 35.37, None
None, -6.714, None, None, None, None, None, None, None, None, None, None, 2020-01-07 09:00:00, None, 35.36, None
None, -6.521, None, None, None, None, None, None, None, None, None, None, 2020-01-07 10:00:00, None, 36.04, None
None, -6.376, None, None, None, None, None, None, None, None, None, None, 2020-01-07 11:00:00, None, 36.09, None
None, -6.018, None, None, None, None, None, None, None, None, None, None, 2020-01-07 12:00:00, None, 35.03, None
None, -5.777, None, None, None, None, None, None, None, None, None, None, 2020-01-07 13:00:00, None, 37.48, None
None, -5.364, None, None, None, None, None, None, None, None, None, None, 2020-01-07 14:00:00, None, 37.96, None
None, -5.239, None, None, None, None, None, None, None, None, None, None, 2020-01-07 15:00:00, None, 38.04, None
None, -5.038, None, None, None, None, None, None, None, None, None, None, 2020-01-07 16:00:00, None, 38.1, None
None, -4.713, None, None, None, None, None, None, None, None, None, None, 2020-01-07 17:00:00, None, 38.84, None
None, -4.57, None, None, None, None, None, None, None, None, None, None, 2020-01-07 18:00:00, None, 37.45, None
None, -4.389, None, None, None, None, None, None, None, None, None, None, 2020-01-07 19:00:00, None, None, None
None, -4.149, None, None, None, None, None, None, None, None, None, None, 2020-01-07 20:00:00, None, 39.72, None
None, -3.79, None, None, None, None, None, None, None, None, None, None, 2020-01-07 21:00:00, None, 40.61, None
None, -3.42, None, None, None, None, None, None, None, None, None, None, 2020-01-07 22:00:00, None, 40.46, None
None, -2.938, None, None, None, None, None, None, None, None, None, None, 2020-01-07 23:00:00, None, None, None
None, -2.693, None, None, None, None, None, None, None, None, None, None, 2020-01-08 00:00:00, None, 40.45, None
None, -1.396, None, None, None, None, None, None, None, None, None, None, 2020-01-08 01:00:00, None, 40.69, None
None, -0.833, None, None, None, None, None, None, None, None, None, None, 2020-01-08 02:00:00, None, 40.55, None
None, 0.244, None, None, None, None, None, None, None, None, None, None, 2020-01-08 03:00:00, None, 40.45, None
None, -0.563, None, None, None, None, None, None, None, None, None, None, 2020-01-08 04:00:00, None, 40.39, None
None, -0.694, None, None, None, None, None, None, None, None, None, None, 2020-01-08 05:00:00, None, 40.88, None
None, -1.051, None, None, None, None, None, None, None, None, None, None, 2020-01-08 06:00:00, None, 40.99, None
None, -1.005, None, None, None, None, None, None, None, None, None, None, 2020-01-08 07:00:00, None, 40.47, None
None, -1.67, None, None, None, None, None, None, None, None, None, None, 2020-01-08 08:00:00, None, 40.32, None
None, -1.407, None, None, None, None, None, None, None, None, None, None, 2020-01-08 09:00:00, None, None, None
None, -1.237, -0.2, -6999.0, -6999.0, -6999.0, -6999.0, -1.2, -2.9, None, -6999.0, -2.0, 2020-01-08 11:00:00, 39.0, 39.26, -6999.0
None, -1.304, -0.2, -6999.0, -6999.0, -6999.0, -6999.0, -1.3, -2.9, 0.0, -6999.0, 0.0, 2020-01-08 12:00:00, 39.0, 39.0, -6999.0
None, -0.477, -0.2, -6999.0, -6999.0, -6999.0, -6999.0, -0.5, -2.9, 0.0, -6999.0, 0.0, 2020-01-08 13:00:00, 39.0, 39.22, -6999.0
None, -2.217, -0.2, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.9, 0.0, -6999.0, 0.0, 2020-01-08 14:00:00, 40.0, 39.64, -6999.0
None, -3.074, -0.2, -6999.0, -6999.0, -6999.0, -6999.0, -3.1, -3.1, 0.0, -6999.0, 0.0, 2020-01-08 15:00:00, 40.0, 40.03, -6999.0
None, -4.609, -0.2, -6999.0, -6999.0, -6999.0, -6999.0, -4.6, -4.6, 0.2, -6999.0, 0.0, 2020-01-08 16:00:00, 40.0, 40.22, -6999.0
None, -5.746, -0.2, -6999.0, -6999.0, -6999.0, -6999.0, -5.7, -5.7, 0.0, -6999.0, 0.0, 2020-01-08 17:00:00, 40.0, 40.47, -6999.0
None, -6.482, -0.2, -6999.0, -6999.0, -6999.0, -6999.0, -6.5, -6.5, 0.0, -6999.0, 0.0, 2020-01-08 18:00:00, 41.0, 40.78, -6999.0
None, -6.657, -6.5, -6999.0, -6999.0, -6999.0, -6999.0, -6.7, -6.9, 0.0, -6999.0, 0.0, 2020-01-08 19:00:00, 41.0, 40.89, -6999.0
None, -7.23, -6.5, -6999.0, -6999.0, -6999.0, -6999.0, -7.2, -7.2, 0.0, -6999.0, 0.0, 2020-01-08 20:00:00, 41.0, 40.97, -6999.0
None, -7.29, -6.5, -6999.0, -6999.0, -6999.0, -6999.0, -7.3, -7.4, 0.0, -6999.0, 0.0, 2020-01-08 21:00:00, 41.0, 41.12, -6999.0
None, -8.25, -6.5, -6999.0, -6999.0, -6999.0, -6999.0, -8.3, -8.3, 0.0, -6999.0, 0.0, 2020-01-08 22:00:00, 41.0, 41.1, -6999.0
None, -9.05, -6.5, -6999.0, -6999.0, -6999.0, -6999.0, -9.1, -9.1, -0.1, -6999.0, 0.0, 2020-01-08 23:00:00, 41.0, 41.11, -6999.0
None, -9.56, -6.5, -6999.0, -6999.0, -6999.0, -6999.0, -9.6, -9.6, 0.0, -6999.0, 0.0, 2020-01-09 00:00:00, 41.0, 41.11, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, None, 0.0, 0.0, 2020-01-14 20:00:00, 0.0, None, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-14 21:00:00, 0.0, None, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-14 22:00:00, 0.0, None, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-14 23:00:00, 0.0, None, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-15 00:00:00, 0.0, None, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-15 01:00:00, 0.0, None, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-15 02:00:00, 0.0, None, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-15 03:00:00, 0.0, None, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-15 04:00:00, 0.0, None, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-15 05:00:00, 0.0, None, -6999.0
None, -24.16, -22.8, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-15 06:00:00, 0.0, None, -6999.0
None, -24.16, -24.2, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-15 07:00:00, 0.0, None, -6999.0
None, -24.16, -24.2, -6999.0, 0.0, 0.0, -66.0, -24.2, -24.2, 0.0, 0.0, 0.0, 2020-01-15 08:00:00, 0.0, None, -6999.0
None, -23.71, -23.7, -6999.0, 0.0, 0.0, -6999.0, -23.7, -24.2, 0.0, 0.0, 0.0, 2020-01-15 09:00:00, 0.0, None, -6999.0
None, -23.29, -23.2, -6999.0, 0.0, 0.0, -6999.0, -23.3, -24.2, 0.0, 0.0, 0.0, 2020-01-15 10:00:00, 0.0, None, -6999.0
None, -21.81, -21.8, -6999.0, 0.0, 0.0, -6999.0, -21.8, -24.2, 0.0, 0.0, 0.0, 2020-01-15 11:00:00, 0.0, None, -6999.0
None, -21.71, -21.3, -6999.0, 0.0, 0.0, -6999.0, -21.7, -24.2, 0.0, 0.0, 0.0, 2020-01-15 12:00:00, 0.0, None, -6999.0
None, -20.44, -20.4, -6999.0, -6999.0, -6999.0, -6999.0, -20.4, -20.7, 0.0, -6999.0, 0.0, 2020-01-15 13:00:00, 0.0, None, -6999.0
None, -20.54, -20.3, -6999.0, -6999.0, -6999.0, -6999.0, -20.5, -21.1, 0.0, -6999.0, 0.0, 2020-01-15 14:00:00, 0.0, None, -6999.0
None, -20.71, -20.6, -6999.0, -6999.0, -6999.0, -6999.0, -20.7, -20.7, 7172.0, -6999.0, -6999.0, 2020-01-15 15:00:00, 0.0, None, -6999.0
None, -22.0, -20.6, -6999.0, -6999.0, -6999.0, -6999.0, -22.0, -22.0, 0.1, -6999.0, 47.0, 2020-01-15 16:00:00, 47.0, 47.02, -6999.0
None, -21.81, -20.6, -6999.0, -6999.0, -6999.0, -6999.0, -21.8, -22.2, 0.1, -6999.0, 0.0, 2020-01-15 17:00:00, 47.0, 47.32, -6999.0
None, -21.84, -20.6, -6999.0, -6999.0, -6999.0, -6999.0, -21.8, -22.2, 0.0, -6999.0, 1.0, 2020-01-15 18:00:00, 48.0, 47.83, -6999.0
None, -21.92, -21.6, -6999.0, -6999.0, -6999.0, -6999.0, -21.9, -22.3, 0.0, -6999.0, -1.0, 2020-01-15 19:00:00, 47.0, 47.21, -6999.0
None, -21.23, -21.0, -6999.0, -6999.0, -6999.0, -6999.0, -21.2, -22.3, 0.0, -6999.0, 0.0, 2020-01-15 20:00:00, 47.0, 46.94, -6999.0
None, -19.82, -19.8, -6999.0, -6999.0, -6999.0, -6999.0, -19.8, -22.3, 0.1, -6999.0, 0.0, 2020-01-15 21:00:00, 47.0, None, -6999.0
None, -20.68, -19.5, -6999.0, -6999.0, -6999.0, -6999.0, -20.7, -22.3, 0.7, -6999.0, 0.0, 2020-01-15 22:00:00, 47.0, None, -6999.0
None, -19.41, -19.4, -6999.0, -6999.0, -6999.0, -6999.0, -19.4, -22.3, 0.3, -6999.0, 0.0, 2020-01-15 23:00:00, 47.0, None, -6999.0
None, -20.12, -18.7, -6999.0, -6999.0, -6999.0, -6999.0, -20.1, -22.3, 0.4, -6999.0, 0.0, 2020-01-16 00:00:00, 47.0, None, -6999.0
None, -18.17, -18.2, -6999.0, -6999.0, -6999.0, -6999.0, -18.2, -22.3, -0.4, -6999.0, 0.0, 2020-01-16 01:00:00, 47.0, None, -6999.0
None, -18.91, -18.2, -6999.0, -6999.0, -6999.0, -6999.0, -18.9, -22.3, 0.7, -6999.0, 0.0, 2020-01-16 02:00:00, 47.0, None, -6999.0
None, -18.32, -18.2, -6999.0, -6999.0, -6999.0, -6999.0, -18.3, -22.3, 0.0, -6999.0, 0.0, 2020-01-16 03:00:00, 47.0, None, -6999.0
None, -18.79, -18.2, -6999.0, -6999.0, -6999.0, -6999.0, -18.8, -22.3, 0.5, -6999.0, 0.0, 2020-01-16 04:00:00, 47.0, None, -6999.0
None, -18.67, -18.0, -6999.0, -6999.0, -6999.0, -6999.0, -18.7, -22.3, 0.3, -6999.0, -2.0, 2020-01-16 05:00:00, 45.0, None, -6999.0
None, -18.89, -18.0, -6999.0, -6999.0, -6999.0, -6999.0, -18.9, -22.3, 0.5, -6999.0, -1.0, 2020-01-16 06:00:00, 45.0, None, -6999.0
None, -17.85, -17.8, -6999.0, -6999.0, -6999.0, -6999.0, -17.9, -19.7, 0.2, -6999.0, 0.0, 2020-01-16 07:00:00, 45.0, None, -6999.0
None, -17.56, -17.6, -6999.0, -6999.0, -6999.0, -6999.0, -17.6, -19.7, 0.2, -6999.0, -1.0, 2020-01-16 08:00:00, 44.0, None, -6999.0
None, -17.64, -17.4, -6999.0, -6999.0, -6999.0, -6999.0, -17.6, -19.7, 0.2, -6999.0, 0.0, 2020-01-16 09:00:00, 44.0, 43.65, -6999.0
None, -17.49, -17.4, -6999.0, -6999.0, -6999.0, -6999.0, -17.5, -19.7, 0.0, -6999.0, 0.0, 2020-01-16 10:00:00, 44.0, None, -6999.0
None, -16.88, -16.8, -6999.0, -6999.0, -6999.0, -6999.0, -16.9, -19.7, 0.3, -6999.0, 0.0, 2020-01-16 11:00:00, 44.0, None, -6999.0
None, -16.19, -16.1, -6999.0, -6999.0, -6999.0, -6999.0, -16.2, -19.7, 0.2, -6999.0, 0.0, 2020-01-16 12:00:00, 44.0, None, -6999.0
