station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, rel_hum, time, stn_pres
-6.168, 90.9, None, None, 9.48, 0.0, 224.5, None, None, None, None, None, None, -7.0, 928.0, None, None, 2020-01-01 00:00:00, None
-6.458, 90.9, None, None, 13.52, 0.0, 209.2, None, None, None, None, None, None, -8.0, 930.0, None, None, 2020-01-01 01:00:00, None
-6.262, 90.8, None, None, 13.38, 0.0, 218.1, None, None, None, None, None, None, -7.0, 928.0, None, None, 2020-01-01 02:00:00, None
-6.165, 90.8, None, None, 13.85, 0.0, 269.9, None, None, None, None, None, None, -7.0, 928.0, None, None, 2020-01-01 03:00:00, None
-6.021, 90.9, None, None, 6.463, 0.0, 255.4, None, None, None, None, None, None, -7.0, 929.0, None, None, 2020-01-01 04:00:00, None
-5.901, 91.0, None, None, 12.09, 0.002, 269.3, None, None, None, None, None, None, -7.0, 926.0, None, None, 2020-01-01 05:00:00, None
-5.849, 90.9, None, None, 11.1, 0.0, 265.9, None, None, None, None, None, None, -7.0, 930.0, None, None, 2020-01-01 06:00:00, None
-5.83, 91.1, None, None, 16.89, 0.0, 248.1, None, None, None, None, None, None, -7.0, 929.0, None, None, 2020-01-01 07:00:00, None
-5.686, 91.1, None, None, 13.04, 0.0, 241.3, None, None, None, None, None, None, -7.0, 927.0, None, None, 2020-01-01 08:00:00, None
-5.388, 91.1, None, None, 15.85, 0.0, 258.0, None, None, None, None, None, None, -6.0, 928.0, None, None, 2020-01-01 09:00:00, None
-4.862, 91.3, None, None, 23.3, 0.0, 242.5, None, None, None, None, None, None, -6.0, 929.0, None, None, 2020-01-01 10:00:00, None
-3.791, 90.9, None, None, 33.38, 0.0, 247.0, None, None, None, None, None, None, -5.0, 931.0, None, None, 2020-01-01 11:00:00, None
-3.481, 89.9, None, None, 10.77, 0.0, 216.0, None, None, None, None, None, None, -5.0, 928.0, None, None, 2020-01-01 12:00:00, None
-3.587, 89.4, None, None, 11.65, 0.0, 211.0, None, None, None, None, None, None, -5.0, 929.0, None, None, 2020-01-01 13:00:00, None
-3.244, 89.5, None, None, 7.348, 0.0, 221.4, None, None, None, None, None, None, -5.0, 930.0, None, None, 2020-01-01 14:00:00, None
-3.463, 88.7, None, None, 17.51, 0.0, 236.0, None, None, None, None, None, None, -5.0, 927.0, None, None, 2020-01-01 15:00:00, None
-4.066, 89.9, None, None, 22.94, 0.0, 236.9, None, None, None, None, None, None, -5.0, 928.0, None, None, 2020-01-01 16:00:00, None
-4.886, 90.6, None, None, 29.64, 0.0, 261.9, None, None, None, None, None, None, -6.0, 927.0, None, None, 2020-01-01 17:00:00, None
-5.407, 90.8, None, None, 44.31, 0.0, 257.1, None, None, None, None, None, None, -7.0, 928.0, None, None, 2020-01-01 18:00:00, None
-5.738, 91.0, None, None, 40.32, 0.0, 273.6, None, None, None, None, None, None, -7.0, 929.0, None, None, 2020-01-01 19:00:00, None
-5.541, 91.3, None, None, 39.97, 0.0, 256.5, None, None, None, None, None, None, -7.0, 929.0, None, None, 2020-01-01 20:00:00, None
-5.397, 91.4, None, None, 27.38, 0.0, 268.8, None, None, None, None, None, None, -6.0, 927.0, None, None, 2020-01-01 21:00:00, None
-4.792, 91.5, None, None, 28.44, 0.0, 245.0, None, None, None, None, None, None, -6.0, 930.0, None, None, 2020-01-01 22:00:00, None
-4.816, 91.5, None, None, 22.42, 0.0, 247.3, None, None, None, None, None, None, -6.0, 930.0, None, None, 2020-01-01 23:00:00, None
-4.743, 91.6, None, None, 23.55, 0.0, 251.8, None, None, None, None, None, None, -6.0, 928.0, None, None, 2020-01-02 00:00:00, None
-3.582, 91.1, None, None, 52.84, 0.772, 208.3, None, None, None, None, None, None, -5.0, 929.0, None, None, 2020-01-02 01:00:00, None
-4.428, 92.9, None, None, 57.07, 2.378, 265.5, None, None, None, None, None, None, -5.0, 929.0, None, None, 2020-01-02 02:00:00, None
-5.08, 77.28, None, None, 62.08, 0.882, 316.1, None, None, None, None, None, None, -8.0, 933.0, None, None, 2020-01-02 07:00:00, None
-5.517, 79.71, None, None, 73.55, 1.377, 321.9, None, None, None, None, None, None, -8.0, 933.0, None, None, 2020-01-02 08:00:00, None
-4.987, 75.08, None, None, 68.58, 1.78, 157.0, None, None, None, None, None, None, -8.0, 936.0, None, None, 2020-01-02 09:00:00, None
-4.372, 72.58, None, None, 63.19, 2.724, 144.3, None, None, None, None, None, None, -8.0, 937.0, None, None, 2020-01-02 10:00:00, None
-3.544, 63.74, None, None, 54.11, 1.4, 171.7, None, None, None, None, None, None, -9.0, 937.0, None, None, 2020-01-02 11:00:00, None
-3.701, 57.77, None, None, 60.81, 3.726, 135.0, None, None, None, None, None, None, -10.0, 935.0, None, None, 2020-01-02 12:00:00, None
-4.509, 68.54, None, None, 73.18, 2.238, 138.5, None, None, None, None, None, None, -9.0, 934.0, None, None, 2020-01-02 13:00:00, None
-4.709, 77.67, None, None, 59.96, 1.343, 323.4, None, None, None, None, None, None, -8.0, 934.0, None, None, 2020-01-02 14:00:00, None
-5.226, 80.3, None, None, 67.55, 0.851, 323.6, None, None, None, None, None, None, -8.0, 934.0, None, None, 2020-01-02 15:00:00, None
-5.837, 83.6, None, None, 58.48, 0.304, 293.4, None, None, None, None, None, None, -8.0, 935.0, None, None, 2020-01-02 16:00:00, None
-6.54, 85.6, None, None, 47.39, 0.281, 297.7, None, None, None, None, None, None, -8.0, 933.0, None, None, 2020-01-02 17:00:00, None
-6.649, 84.6, None, None, 40.46, 0.231, 292.2, None, None, None, None, None, None, -9.0, 934.0, None, None, 2020-01-02 18:00:00, None
-6.96, 86.5, None, None, 23.33, 0.146, 318.1, None, None, None, None, None, None, -9.0, 936.0, None, None, 2020-01-02 19:00:00, None
-6.573, 87.0, None, None, 35.75, 0.045, 288.1, None, None, None, None, None, None, -8.0, 935.0, None, None, 2020-01-02 20:00:00, None
-6.736, 87.9, None, None, 33.85, 0.0, 261.5, None, None, None, None, None, None, -8.0, 935.0, None, None, 2020-01-02 21:00:00, None
-6.665, 88.6, None, None, 30.24, 0.0, 242.9, None, None, None, None, None, None, -8.0, 936.0, None, None, 2020-01-02 22:00:00, None
-6.838, 88.5, None, None, 14.91, 0.0, 239.9, None, None, None, None, None, None, -8.0, 934.0, None, None, 2020-01-02 23:00:00, None
-6.989, 89.0, None, None, 16.31, 0.0, 241.0, None, None, None, None, None, None, -8.0, 935.0, None, None, 2020-01-03 00:00:00, None
-7.176, 89.6, None, None, 10.33, 0.0, 216.8, None, None, None, None, None, None, -8.0, 936.0, None, None, 2020-01-03 01:00:00, None
-7.148, 89.7, None, None, 8.22, 0.0, 232.0, None, None, None, None, None, None, -8.0, 937.0, None, None, 2020-01-03 02:00:00, None
-7.036, 89.8, None, None, 6.702, 0.0, 245.8, None, None, None, None, None, None, -8.0, 935.0, None, None, 2020-01-03 03:00:00, None
-7.019, 89.8, None, None, 10.53, 0.0, 245.9, None, None, None, None, None, None, -8.0, 934.0, None, None, 2020-01-03 04:00:00, None
-7.027, 89.8, None, None, 8.28, 0.0, 249.1, None, None, None, None, None, None, -8.0, 934.0, None, None, 2020-01-03 05:00:00, None
-6.906, 89.9, None, None, 6.838, 0.0, 254.5, None, None, None, None, None, None, -8.0, 933.0, None, None, 2020-01-03 06:00:00, None
-6.881, 90.0, None, None, 7.158, 0.0, 258.9, None, None, None, None, None, None, -8.0, 935.0, None, None, 2020-01-03 07:00:00, None
-6.787, 90.2, None, None, 10.23, 0.0, 257.2, None, None, None, None, None, None, -8.0, 935.0, None, None, 2020-01-03 08:00:00, None
-6.499, 90.2, None, None, 14.56, 0.0, 252.6, None, None, None, None, None, None, -8.0, 934.0, None, None, 2020-01-03 09:00:00, None
-5.777, 90.5, None, None, 22.27, 0.0, 313.0, None, None, None, None, None, None, -7.0, 935.0, None, None, 2020-01-03 11:00:00, None
-5.109, 90.0, None, None, 53.98, 0.0, 287.7, None, None, None, None, None, None, -6.0, 934.0, None, None, 2020-01-03 12:00:00, None
-4.854, 90.4, None, None, 47.81, 0.0, 254.5, None, None, None, None, None, None, -6.0, 934.0, None, None, 2020-01-03 13:00:00, None
-4.506, 90.3, None, None, 49.95, 0.002, 217.5, None, None, None, None, None, None, -6.0, 933.0, None, None, 2020-01-03 14:00:00, None
-4.588, 90.7, None, None, 68.5, 0.038, 259.5, None, None, None, None, None, None, -6.0, 933.0, None, None, 2020-01-03 15:00:00, None
-4.753, 91.0, None, None, 51.82, 0.052, 124.2, None, None, None, None, None, None, -6.0, 933.0, None, None, 2020-01-03 16:00:00, None
-4.914, 91.0, None, None, 64.47, 0.033, 40.19, None, None, None, None, None, None, -6.0, 932.0, None, None, 2020-01-03 17:00:00, None
-5.01, 91.3, None, None, 41.38, 0.0, 1.836, None, None, None, None, None, None, -6.0, 934.0, None, None, 2020-01-03 18:00:00, None
-4.865, 91.7, None, None, 43.43, 0.019, 355.1, None, None, None, None, None, None, -6.0, 933.0, None, None, 2020-01-03 19:00:00, None
-4.768, 91.6, None, None, 32.16, 0.0, 6.667, None, None, None, None, None, None, -6.0, 933.0, None, None, 2020-01-03 20:00:00, None
-4.248, 92.5, None, None, 36.47, 0.003, 9.22, None, None, None, None, None, None, -5.0, 932.0, None, None, 2020-01-03 21:00:00, None
-4.376, 92.1, None, None, 34.68, 0.0, 359.2, None, None, None, None, None, None, -5.0, 931.0, None, None, 2020-01-03 22:00:00, None
-3.498, 92.3, None, None, 25.9, 0.022, 2.873, None, None, None, None, None, None, -4.0, 929.0, None, None, 2020-01-03 23:00:00, None
-3.683, 92.2, None, None, 29.49, 0.024, 7.82, None, None, None, None, None, None, -5.0, 929.0, None, None, 2020-01-04 00:00:00, None
-3.396, 92.6, None, None, 36.81, 0.151, 4.146, None, None, None, None, None, None, -4.0, 930.0, None, None, 2020-01-04 01:00:00, None
-3.081, 92.7, None, None, 50.06, 0.283, 10.55, None, None, None, None, None, None, -4.0, 928.0, None, None, 2020-01-04 02:00:00, None
-2.842, 92.5, None, None, 17.73, 0.0, 359.8, None, None, None, None, None, None, -4.0, 927.0, None, None, 2020-01-04 03:00:00, None
-2.455, 92.8, None, None, 10.09, 0.0, 359.8, None, None, None, None, None, None, -3.0, 926.0, None, None, 2020-01-04 04:00:00, None
-2.316, 92.8, None, None, 11.28, 0.0, 5.4, None, None, None, None, None, None, -3.0, 926.0, None, None, 2020-01-04 05:00:00, None
-2.031, 93.2, None, None, 32.4, 0.0, 13.18, None, None, None, None, None, None, -3.0, 926.0, None, None, 2020-01-04 06:00:00, None
-2.008, 93.0, None, None, 22.99, 0.0, 349.8, None, None, None, None, None, None, -3.0, 926.0, None, None, 2020-01-04 07:00:00, None
-0.399, 93.6, None, None, 47.72, 0.002, 30.93, None, None, None, None, None, None, -1.0, 927.0, None, None, 2020-01-04 08:00:00, None
-0.39, 93.3, None, None, 72.69, 0.0, 73.21, None, None, None, None, None, None, -1.0, 927.0, None, None, 2020-01-04 09:00:00, None
-0.395, 93.6, None, None, 65.13, 0.0, 141.9, None, None, None, None, None, None, -1.0, 929.0, None, None, 2020-01-04 10:00:00, None
-2.444, 94.4, None, None, 31.75, 7.425, 144.5, None, None, None, None, None, None, -3.0, 929.0, None, None, 2020-01-04 11:00:00, None
-2.079, 94.3, None, None, 63.36, 3.562, 82.0, None, None, None, None, None, None, -3.0, 931.0, None, None, 2020-01-04 12:00:00, None
-2.581, 92.6, None, None, 54.69, 4.364, 87.0, None, None, None, None, None, None, -4.0, 931.0, None, None, 2020-01-04 13:00:00, None
-2.844, 92.1, None, None, 63.55, 2.733, 119.0, None, None, None, None, None, None, -4.0, 930.0, None, None, 2020-01-04 14:00:00, None
-2.839, 91.8, None, None, 53.65, 2.633, 84.4, None, None, None, None, None, None, -4.0, 931.0, None, None, 2020-01-04 15:00:00, None
-3.484, 91.5, None, None, 68.32, 1.449, 170.8, None, None, None, None, None, None, -5.0, 932.0, None, None, 2020-01-04 16:00:00, None
-4.273, 91.5, None, None, 75.76, 2.996, 156.5, None, None, None, None, None, None, -5.0, 932.0, None, None, 2020-01-04 17:00:00, None
-4.684, 91.8, None, None, 63.23, 3.012, 356.8, None, None, None, None, None, None, -6.0, 932.0, None, None, 2020-01-04 18:00:00, None
-5.305, 92.1, None, None, 58.64, 1.065, 358.3, None, None, None, None, None, None, -6.0, 932.0, None, None, 2020-01-04 19:00:00, None
-5.447, 92.2, None, None, 42.54, 1.879, 10.85, None, None, None, None, None, None, -6.0, 932.0, None, None, 2020-01-04 20:00:00, None
-5.402, 92.3, None, None, 32.74, 1.988, 359.9, None, None, None, None, None, None, -6.0, 933.0, None, None, 2020-01-04 21:00:00, None
-5.205, 92.6, None, None, 44.12, 0.338, 336.9, None, None, None, None, None, None, -6.0, 933.0, None, None, 2020-01-04 22:00:00, None
-5.165, 92.7, None, None, 51.42, 0.0, 334.1, None, None, None, None, None, None, -6.0, 934.0, None, None, 2020-01-04 23:00:00, None
-5.509, 92.8, None, None, 64.59, 0.0, 56.94, None, None, None, None, None, None, -6.0, 933.0, None, None, 2020-01-05 00:00:00, None
-5.543, 92.6, None, None, 44.96, 0.222, 357.0, None, None, None, None, None, None, -6.0, 934.0, None, None, 2020-01-05 01:00:00, None
-6.075, 92.5, None, None, 59.79, 0.921, 359.8, None, None, None, None, None, None, -7.0, 934.0, None, None, 2020-01-05 02:00:00, None
-6.334, 92.5, None, None, 48.14, 1.081, 348.6, None, None, None, None, None, None, -7.0, 934.0, None, None, 2020-01-05 03:00:00, None
-5.8, 92.7, None, None, 24.96, 0.488, 344.0, None, None, None, None, None, None, -7.0, 934.0, None, None, 2020-01-05 04:00:00, None
-5.87, 92.5, None, None, 55.25, 0.177, 335.3, None, None, None, None, None, None, -7.0, 933.0, None, None, 2020-01-05 05:00:00, None
-5.97, 92.4, None, None, 14.06, 0.0, 338.9, None, None, None, None, None, None, -7.0, 933.0, None, None, 2020-01-05 06:00:00, None
-5.869, 92.5, None, None, 22.01, 0.0, 348.3, None, None, None, None, None, None, -7.0, 934.0, None, None, 2020-01-05 07:00:00, None
-5.778, 92.4, None, None, 74.63, 0.0, 10.08, None, None, None, None, None, None, -7.0, 934.0, None, None, 2020-01-05 08:00:00, None
-5.708, 92.3, None, None, 39.73, 0.509, 359.6, None, None, None, None, None, None, -7.0, 934.0, None, None, 2020-01-05 09:00:00, None
