station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, time, max_air_temp_snc_last_reset, MINIMUM_AIR_TEMPERATURE, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, snw_dpth, HEIGHT_OF_SNOW
None, None, -0.512, None, 2020-01-01 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.77
None, None, -0.303, None, 2020-01-01 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.69
None, None, -0.431, None, 2020-01-01 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.72
None, None, -0.193, None, 2020-01-01 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.61
None, None, 0.05, None, 2020-01-01 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.73
None, None, 0.506, None, 2020-01-01 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.78
None, None, 0.681, None, 2020-01-01 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.75
None, None, 0.817, None, 2020-01-01 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.7
None, None, 0.905, None, 2020-01-01 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.77
None, None, 0.625, None, 2020-01-01 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.8
None, None, 0.705, None, 2020-01-01 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.92
None, None, 0.286, None, 2020-01-01 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.97
None, None, 0.367, None, 2020-01-01 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.59
None, None, 0.4, None, 2020-01-01 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.71
None, None, 0.257, None, 2020-01-01 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.63
None, None, -0.132, None, 2020-01-01 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.55
None, None, -0.684, None, 2020-01-01 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.49
None, None, -1.938, None, 2020-01-01 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.31
None, None, -2.268, None, 2020-01-01 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.35
None, None, -2.56, None, 2020-01-01 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.32
None, None, -2.874, None, 2020-01-01 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.1
None, None, -3.173, None, 2020-01-01 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.0
None, None, -3.42, None, 2020-01-01 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.17
None, None, -3.04, None, 2020-01-01 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.4
None, None, -3.519, None, 2020-01-02 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.55
None, None, -4.09, None, 2020-01-02 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.64
None, None, -4.484, None, 2020-01-02 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.6
None, None, -6.543, None, 2020-01-02 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.64
None, None, -7.385, None, 2020-01-02 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.53
None, None, -7.729, None, 2020-01-02 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.68
None, None, -6.712, None, 2020-01-02 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.69
None, None, -6.301, None, 2020-01-02 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.71
None, None, -5.674, None, 2020-01-02 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.83
None, None, -5.733, None, 2020-01-02 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.91
None, None, -5.743, None, 2020-01-02 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.98
None, None, -5.7, None, 2020-01-02 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.99
None, None, -6.017, None, 2020-01-02 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.03
None, None, -6.967, None, 2020-01-02 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.95
