station_observations
CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-3.959, None, None, None, 20.25, 0.265, 204.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 00:00:00, None, None, None, None
-3.932, None, None, None, 14.47, 0.274, 207.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 01:00:00, None, None, None, None
-3.959, None, None, None, 14.71, 0.273, 201.4, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 02:00:00, None, None, None, None
-3.93, None, None, None, 19.89, 0.267, 199.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 03:00:00, None, None, None, None
-3.861, None, None, None, 20.33, 0.266, 177.5, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 04:00:00, None, None, None, None
-3.881, None, None, None, 20.77, 0.286, 185.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 05:00:00, None, None, None, None
-4.103, None, None, None, 21.3, 0.286, 191.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 06:00:00, None, None, None, None
-4.246, None, None, None, 25.59, 0.363, 182.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 07:00:00, None, None, None, None
-4.342, None, None, None, 30.8, 1.352, 184.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 08:00:00, None, None, None, None
-4.642, None, None, None, 56.16, 0.34, 206.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 09:00:00, None, None, None, None
-4.679, None, None, None, 37.7, 1.645, 186.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 10:00:00, None, None, None, None
-4.506, None, None, None, 30.85, 0.284, 191.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 11:00:00, None, None, None, None
-4.12, None, None, None, 30.42, 0.272, 244.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 12:00:00, None, None, None, None
-4.371, None, None, None, 28.11, 0.935, 241.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 13:00:00, None, None, None, None
-6.845, None, None, None, 17.17, 31.07, 225.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 14:00:00, None, None, None, None
-7.68, None, None, None, 15.85, 34.94, 227.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 15:00:00, None, None, None, None
-8.91, None, None, None, 13.58, 32.95, 231.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 16:00:00, None, None, None, None
-9.3, None, None, None, 10.53, 37.27, 233.3, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 17:00:00, None, None, None, None
-9.39, None, None, None, 23.28, 17.85, 222.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 18:00:00, None, None, None, None
-9.51, None, None, None, 31.23, 10.76, 214.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 19:00:00, None, None, None, None
-9.53, None, None, None, 13.66, 19.58, 229.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 20:00:00, None, None, None, None
