station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, time, max_air_temp_snc_last_reset, MINIMUM_AIR_TEMPERATURE, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, snw_dpth, HEIGHT_OF_SNOW
None, None, -11.09, None, None, 2020-01-03 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 76.4
None, None, -11.13, None, None, 2020-01-03 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None
None, None, -10.68, None, None, 2020-01-03 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None
None, None, -10.23, None, None, 2020-01-03 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 76.89
None, None, -10.15, None, None, 2020-01-03 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None
None, None, -9.95, None, None, 2020-01-03 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None
None, None, -9.83, None, None, 2020-01-03 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None
None, None, -9.55, None, None, 2020-01-03 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 76.53
None, None, -9.07, None, None, 2020-01-03 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 75.62
None, None, -8.33, None, None, 2020-01-03 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 75.55
None, None, -7.972, None, None, 2020-01-03 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 76.85
None, None, -7.561, None, None, 2020-01-03 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 76.09
None, None, -7.381, None, None, 2020-01-03 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 78.47
None, None, -7.32, None, None, 2020-01-03 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 77.58
None, None, -7.32, None, None, 2020-01-03 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 80.4
None, None, -7.3, None, None, 2020-01-03 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.4
None, None, -7.24, None, None, 2020-01-03 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.2
None, None, -7.183, None, None, 2020-01-03 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3
None, None, -7.058, None, None, 2020-01-03 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3
None, None, -6.452, None, None, 2020-01-03 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.7
None, None, -6.539, None, None, 2020-01-03 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.8
None, None, -6.561, None, None, 2020-01-04 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.6
None, None, -6.571, None, None, 2020-01-04 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.7
None, None, -6.211, None, None, 2020-01-04 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.4
None, None, -5.905, None, None, 2020-01-04 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.3
None, None, -7.361, None, None, 2020-01-04 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.8
None, None, -9.6, None, None, 2020-01-04 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.6
None, None, -10.94, None, None, 2020-01-04 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.5
None, None, -11.2, None, None, 2020-01-04 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.6
None, None, -10.57, None, None, 2020-01-04 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.4
None, None, -10.2, None, None, 2020-01-04 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3
None, None, -8.96, None, None, 2020-01-04 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 84.6
None, None, -8.04, None, None, 2020-01-04 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 85.5
None, None, -7.689, None, None, 2020-01-04 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.0
None, None, -6.99, None, None, 2020-01-04 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 84.1
None, None, -6.34, None, None, 2020-01-04 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 84.2
None, None, -6.227, None, None, 2020-01-04 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.6
None, None, -6.143, None, None, 2020-01-04 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 85.3
None, None, -6.083, None, None, 2020-01-04 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 85.5
None, None, -6.025, None, None, 2020-01-04 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 85.7
None, None, -6.19, None, None, 2020-01-04 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 86.0
None, None, -6.11, None, None, 2020-01-04 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 86.4
None, None, -5.383, None, None, 2020-01-04 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 86.6
None, None, -5.297, None, None, 2020-01-04 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 87.8
None, None, -5.086, None, None, 2020-01-04 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 88.5
None, None, -4.847, None, None, 2020-01-05 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.3
None, None, -4.945, None, None, 2020-01-05 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.2
None, None, -5.24, None, None, 2020-01-05 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.5
None, None, -5.337, None, None, 2020-01-05 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.7
None, None, -5.367, None, None, 2020-01-05 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.0
None, None, -5.464, None, None, 2020-01-05 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None
None, None, -6.575, None, None, 2020-01-05 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.0
None, None, -7.509, None, None, 2020-01-05 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.8
None, None, -7.6, None, None, 2020-01-05 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.9
None, None, -7.562, None, None, 2020-01-05 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.8
None, None, -7.65, None, None, 2020-01-05 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.8
None, None, -6.892, None, None, 2020-01-05 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.4
None, None, -5.51, None, None, 2020-01-05 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.8
None, None, -4.61, None, None, 2020-01-05 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.7
None, None, -3.69, None, None, 2020-01-05 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.3
None, None, -4.309, None, None, 2020-01-05 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 93.4
None, None, -5.27, None, None, 2020-01-05 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 96.4
None, None, -5.925, None, None, 2020-01-05 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 96.3
None, None, -6.608, None, None, 2020-01-05 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 96.0
None, None, -7.212, None, None, 2020-01-05 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 95.7
None, None, -8.17, None, None, 2020-01-05 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 95.2
None, None, -13.16, None, None, 2020-01-06 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 94.0
None, None, -14.05, None, None, 2020-01-06 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 93.8
None, None, -13.73, None, None, 2020-01-06 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 93.7
None, None, -13.1, None, None, 2020-01-06 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 93.5
None, None, -12.29, None, None, 2020-01-06 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 93.4
None, None, -11.68, None, None, 2020-01-06 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 93.1
None, None, -11.3, None, None, 2020-01-06 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 92.8
None, None, -10.81, None, None, 2020-01-06 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 92.4
None, None, -10.72, None, None, 2020-01-06 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 92.0
None, None, -10.27, None, None, 2020-01-06 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.6
None, None, -9.61, None, None, 2020-01-06 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.4
None, None, -9.23, None, None, 2020-01-06 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.4
None, None, -8.22, None, None, 2020-01-06 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.4
None, None, -8.07, None, None, 2020-01-06 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 93.0
None, None, -8.49, None, None, 2020-01-06 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 92.8
None, None, -9.4, None, None, 2020-01-06 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 92.7
None, None, -11.14, None, None, 2020-01-06 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 92.1
None, None, -12.76, None, None, 2020-01-06 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.2
None, None, -14.6, None, None, 2020-01-06 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.1
None, None, -15.79, None, None, 2020-01-06 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.8
None, None, -16.96, None, None, 2020-01-06 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.7
None, None, -17.57, None, None, 2020-01-06 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.3
None, None, -17.95, None, None, 2020-01-06 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.6
None, None, -17.24, None, None, 2020-01-07 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.5
None, None, -16.52, None, None, 2020-01-07 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.8
None, None, -15.55, None, None, 2020-01-07 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.3
None, None, -15.3, None, None, 2020-01-07 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.2
None, None, -16.47, None, None, 2020-01-07 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.2
None, None, -17.06, None, None, 2020-01-07 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.3
None, None, -17.16, None, None, 2020-01-07 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.4
None, None, -16.57, None, None, 2020-01-07 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.1
None, None, -16.68, None, None, 2020-01-07 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.3
None, None, -14.37, None, None, 2020-01-07 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.7
None, None, -14.1, None, None, 2020-01-07 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.0
None, None, -14.11, None, None, 2020-01-07 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.4
None, None, -13.5, None, None, 2020-01-07 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.3
None, None, -12.09, None, None, 2020-01-07 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.2
None, None, -12.19, None, None, 2020-01-07 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.0
None, None, -11.35, None, None, 2020-01-07 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.1
None, None, -11.35, None, None, 2020-01-07 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 91.0
None, None, -11.93, None, None, 2020-01-07 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.9
None, None, -11.7, None, None, 2020-01-07 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.7
None, None, -11.43, None, None, 2020-01-07 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.7
None, None, -11.13, None, None, 2020-01-07 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.6
None, None, -11.18, None, None, 2020-01-07 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.4
None, None, -11.92, None, None, 2020-01-07 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.2
None, None, -12.85, None, None, 2020-01-07 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.1
None, None, -13.38, None, None, 2020-01-08 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 90.0
None, None, -14.05, None, None, 2020-01-08 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.8
None, None, -14.42, None, None, 2020-01-08 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.6
None, None, -16.41, None, None, 2020-01-08 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.4
None, None, -17.61, None, None, 2020-01-08 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.4
None, None, -18.91, None, None, 2020-01-08 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.3
None, None, -19.44, None, None, 2020-01-08 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.6
None, None, -18.72, None, None, 2020-01-08 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.4
None, None, -18.28, None, None, 2020-01-08 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.3
None, None, -18.44, None, None, 2020-01-08 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.1
None, None, -16.4, None, None, 2020-01-08 11:00:00, -16.4, None, -6999.0, -16.4, -19.5, -0.1, 0.0, -6999.0, None, None, 89.0, 89.1
None, None, -14.93, None, None, 2020-01-08 12:00:00, -15.0, None, -6999.0, -14.9, -19.5, -0.1, 0.0, -6999.0, None, None, 89.0, 88.8
None, None, -13.9, None, None, 2020-01-08 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 88.2
None, None, -13.62, None, None, 2020-01-08 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 88.9
None, None, -13.29, None, None, 2020-01-08 15:00:00, -13.3, None, -6999.0, -13.3, -19.5, 0.2, 0.0, -6999.0, None, None, 89.0, 88.9
None, None, -13.23, None, None, 2020-01-08 16:00:00, -13.2, None, -6999.0, -13.2, -19.5, None, None, -6999.0, None, None, None, 90.1
None, None, -13.44, None, None, 2020-01-08 17:00:00, -13.2, None, -6999.0, -13.4, -19.5, 0.1, -1.0, -6999.0, None, None, 89.0, 89.4
None, None, -13.73, None, None, 2020-01-08 18:00:00, -13.2, None, -6999.0, -13.7, -19.5, 0.0, 1.0, -6999.0, None, None, 90.0, 89.8
None, None, -14.11, None, None, 2020-01-08 19:00:00, -13.6, None, -6999.0, -14.1, -14.1, 0.2, -1.0, -6999.0, None, None, 89.0, 89.3
None, None, -14.52, None, None, 2020-01-08 20:00:00, -13.6, None, -6999.0, -14.5, -14.5, 0.1, 1.0, -6999.0, None, None, 90.0, 89.8
None, None, -14.4, None, None, 2020-01-08 21:00:00, -13.6, None, -6999.0, -14.4, -14.5, None, None, -6999.0, None, None, None, 88.6
None, None, -14.35, None, None, 2020-01-08 22:00:00, -13.6, None, -6999.0, -14.4, -14.5, 0.1, -1.0, -6999.0, None, None, 88.0, 87.6
None, None, -14.45, None, None, 2020-01-08 23:00:00, -13.6, None, -6999.0, -14.5, -14.5, 0.1, 3.0, -6999.0, None, None, 90.0, 90.0
None, None, -15.41, None, None, 2020-01-09 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.9
None, None, -15.54, None, None, 2020-01-09 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.7
None, None, -16.66, None, None, 2020-01-09 02:00:00, -13.6, None, -6999.0, -16.7, -16.6, 0.0, 0.0, -6999.0, None, None, 90.0, 89.5
None, None, -18.36, None, None, 2020-01-09 03:00:00, -13.6, None, -6999.0, -18.4, -18.4, 0.1, 0.0, -6999.0, None, None, 90.0, 89.6
None, None, -19.58, None, None, 2020-01-09 04:00:00, -13.6, None, -6999.0, -19.6, -19.6, 0.1, 0.0, -6999.0, None, None, 90.0, 89.6
None, None, -19.67, None, None, 2020-01-09 05:00:00, -13.6, None, -6999.0, -19.7, -19.9, 0.0, 1.0, -6999.0, None, None, 90.0, 90.0
None, None, -18.55, None, None, 2020-01-09 06:00:00, -13.6, None, -6999.0, -18.6, -19.9, 0.0, 0.0, -6999.0, None, None, 90.0, 89.8
None, None, -17.56, None, None, 2020-01-09 07:00:00, -17.6, None, -6999.0, -17.6, -18.6, 0.0, 0.0, -6999.0, None, None, 90.0, 89.7
None, None, -16.88, None, None, 2020-01-09 08:00:00, -16.9, None, -6999.0, -16.9, -18.6, 0.0, 0.0, -6999.0, None, None, 90.0, 89.6
None, None, -16.31, None, None, 2020-01-09 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.7
None, None, -15.37, None, None, 2020-01-09 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 89.6
None, None, -14.03, None, None, 2020-01-09 11:00:00, -14.0, None, -6999.0, -14.0, -18.6, 0.1, 0.0, -6999.0, None, None, 90.0, 89.6
None, None, -13.67, None, None, 2020-01-09 12:00:00, -13.7, None, -6999.0, -13.7, -18.6, -0.1, 0.0, -6999.0, None, None, 90.0, 89.5
None, None, -13.17, None, None, 2020-01-09 13:00:00, -13.2, None, -6999.0, -13.2, -18.6, -0.1, 0.0, -6999.0, None, None, 89.0, 89.4
None, None, -12.97, None, None, 2020-01-09 14:00:00, -13.0, None, -6999.0, -13.0, -18.6, 0.0, 0.0, -6999.0, None, None, 89.0, 89.1
None, None, -13.16, None, None, 2020-01-09 15:00:00, -13.0, None, -6999.0, -13.2, -18.6, 0.1, 1.0, -6999.0, None, None, 90.0, 89.5
None, None, -13.4, None, None, 2020-01-09 16:00:00, -13.0, None, -6999.0, -13.4, -18.6, 0.0, 0.0, -6999.0, None, None, 89.0, 89.4
None, None, -13.63, None, None, 2020-01-09 17:00:00, -13.0, None, -6999.0, -13.6, -18.6, 0.0, 0.0, -6999.0, None, None, 89.0, 89.2
None, None, -13.73, None, None, 2020-01-09 18:00:00, -13.0, None, -6999.0, -13.7, -18.6, 0.0, 0.0, -6999.0, None, None, 89.0, 89.1
None, None, -13.98, None, None, 2020-01-09 19:00:00, -13.7, None, -6999.0, -14.0, -14.0, 0.1, 0.0, -6999.0, None, None, 89.0, 89.1
None, None, -13.87, None, None, 2020-01-09 20:00:00, -13.7, None, -6999.0, -13.9, -14.0, 0.0, 0.0, -6999.0, None, None, 89.0, 89.1
None, None, -13.97, None, None, 2020-01-09 21:00:00, -13.7, None, -6999.0, -14.0, -14.0, 0.1, -3.0, -6999.0, None, None, 86.0, 86.4
None, None, -14.18, None, None, 2020-01-09 22:00:00, -13.7, None, -6999.0, -14.2, -14.2, 0.0, 2.0, -6999.0, None, None, 88.0, 88.4
None, None, -14.33, None, None, 2020-01-09 23:00:00, -13.7, None, -6999.0, -14.3, -14.3, 0.0, 1.0, -6999.0, None, None, 89.0, 88.9
None, None, -14.48, None, None, 2020-01-10 00:00:00, -13.7, None, -6999.0, -14.5, -14.5, 0.0, 0.0, -6999.0, None, None, 89.0, 88.8
None, None, -14.64, None, None, 2020-01-10 01:00:00, -13.7, None, -6999.0, -14.6, -14.6, 0.0, -2.0, -6999.0, None, None, 87.0, 87.2
None, None, -14.69, None, None, 2020-01-10 02:00:00, -13.7, None, -6999.0, -14.7, -14.7, 0.1, 3.0, -6999.0, None, None, 90.0, 89.5
None, None, -14.72, None, None, 2020-01-10 03:00:00, -13.7, None, -6999.0, -14.7, -14.7, 0.4, 1.0, -6999.0, None, None, 90.0, 89.8
None, None, -14.6, None, None, 2020-01-10 04:00:00, -13.7, None, -6999.0, -14.6, -14.7, 0.4, 0.0, -6999.0, None, None, 90.0, 89.7
None, None, -14.44, None, None, 2020-01-10 05:00:00, -13.7, None, -6999.0, -14.4, -14.7, 0.5, 1.0, -6999.0, None, None, 90.0, 90.4
None, None, -13.97, None, None, 2020-01-10 06:00:00, -13.7, None, -6999.0, -14.0, -14.7, 0.5, 1.0, -6999.0, None, None, 91.0, 90.8
None, None, -13.67, None, None, 2020-01-10 07:00:00, -13.7, None, -6999.0, -13.7, -14.1, 0.4, 1.0, -6999.0, None, None, 92.0, 91.6
None, None, -13.35, None, None, 2020-01-10 08:00:00, -13.4, None, -6999.0, -13.4, -14.1, 0.4, 1.0, -6999.0, None, None, 92.0, 92.3
None, None, -13.15, None, None, 2020-01-10 09:00:00, -13.1, None, -6999.0, -13.2, -14.1, 0.2, 1.0, -6999.0, None, None, 93.0, 92.6
None, None, -12.86, None, None, 2020-01-10 10:00:00, -12.9, None, -6999.0, -12.9, -14.1, 0.1, -1.0, -6999.0, None, None, 92.0, 92.1
None, None, -12.52, None, None, 2020-01-10 11:00:00, -12.5, None, -6999.0, -12.5, -14.1, 0.1, 1.0, -6999.0, None, None, 93.0, 92.5
None, None, -12.3, None, None, 2020-01-10 12:00:00, -12.3, None, -6999.0, -12.3, -14.1, 0.1, 0.0, -6999.0, None, None, 92.0, 92.2
2.8, None, -11.92, None, None, 2020-01-10 13:00:00, -12.0, None, -6999.0, -11.9, -14.1, 0.0, 0.0, -6999.0, None, None, 92.0, 92.2
None, None, -11.38, None, None, 2020-01-10 14:00:00, -11.4, None, -6999.0, -11.4, -14.1, -0.1, 0.0, -6999.0, None, None, 92.0, 92.2
None, None, -11.62, None, None, 2020-01-10 15:00:00, -11.3, None, -6999.0, -11.6, -14.1, 0.1, 0.0, -6999.0, None, None, 92.0, 92.4
None, None, -12.08, None, None, 2020-01-10 16:00:00, -11.3, None, -6999.0, -12.1, -14.1, 0.0, -1.0, -6999.0, None, None, 92.0, 91.8
None, None, -12.48, None, None, 2020-01-10 17:00:00, -11.3, None, -6999.0, -12.5, -14.1, 0.1, -4.0, -6999.0, None, None, 88.0, 87.8
None, None, -12.7, None, None, 2020-01-10 18:00:00, -11.3, None, -6999.0, -12.7, -14.1, 0.1, 3.0, -6999.0, None, None, 90.0, 90.4
None, None, -13.02, None, None, 2020-01-10 19:00:00, -12.7, None, -6999.0, -13.0, -13.0, 0.1, 2.0, -6999.0, None, None, 92.0, 92.1
