station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
98.6, None, None, None, 0.279, 90.6, None, None, 0.0, 951.0, None, None, None, None, None, 11.51, None, None, -0.058, None, None, None, None, 35.99, None, None, None, None, None, None, 2020-01-01 00:00:00, None
98.7, None, None, None, 0.172, 100.7, None, None, 0.0, 951.0, None, None, None, None, None, 11.57, None, None, -0.102, None, None, None, None, 15.55, None, None, None, None, None, None, 2020-01-01 01:00:00, None
98.7, None, None, None, 0.624, 105.2, None, None, 0.0, 951.0, None, None, None, None, None, 11.47, None, None, 0.093, None, None, None, None, 57.31, None, None, None, None, None, None, 2020-01-01 02:00:00, None
98.6, None, None, None, 0.149, 104.8, None, None, 0.0, 951.0, None, None, None, None, None, 11.49, None, None, 0.04, None, None, None, None, 39.63, None, None, None, None, None, None, 2020-01-01 03:00:00, None
98.6, None, None, None, 0.285, 61.21, None, None, 0.0, 951.0, None, None, None, None, None, 11.46, None, None, -0.098, None, None, None, None, 33.46, None, None, None, None, None, None, 2020-01-01 04:00:00, None
98.7, None, None, None, 0.242, 113.5, None, None, 0.0, 951.0, None, None, None, None, None, 11.39, None, None, 0.044, None, None, None, None, 36.15, None, None, None, None, None, None, 2020-01-01 05:00:00, None
98.6, None, None, None, 0.113, 146.3, None, None, 0.0, 951.0, None, None, None, None, None, 11.37, None, None, 0.092, None, None, None, None, 36.91, None, None, None, None, None, None, 2020-01-01 06:00:00, None
98.7, None, None, None, 0.284, 252.9, None, None, 0.0, 951.0, None, None, None, None, None, 11.44, None, None, 0.235, None, None, None, None, 45.67, None, None, None, None, None, None, 2020-01-01 07:00:00, None
98.6, None, None, None, 2.826, 183.9, None, None, 0.0, 950.0, None, None, None, None, None, 11.33, None, None, 0.285, None, None, None, None, 30.49, None, None, None, None, None, None, 2020-01-01 08:00:00, None
98.6, None, None, None, 1.124, 225.5, None, None, 0.0, 951.0, None, None, None, None, None, 11.27, None, None, 0.284, None, None, None, None, 54.91, None, None, None, None, None, None, 2020-01-01 09:00:00, None
