station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -3.738, 98.5, None, None, None, None, 8.15, 0.0, 164.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 00:00:00, None, None
None, -3.519, 98.6, None, None, None, None, 7.693, 0.0, 167.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 01:00:00, None, None
None, -3.445, 98.6, None, None, None, None, 7.948, 0.0, 158.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 02:00:00, None, None
None, -3.379, 98.7, None, None, None, None, 6.816, 0.0, 157.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 03:00:00, None, None
None, -3.433, 98.6, None, None, None, None, 5.113, 0.0, 156.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 04:00:00, None, None
None, -3.495, 98.6, None, None, None, None, 6.009, 0.0, 153.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 05:00:00, None, None
None, -3.616, 98.5, None, None, None, None, 6.251, 0.0, 149.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 06:00:00, None, None
None, -3.713, 98.5, None, None, None, None, 7.664, 0.0, 149.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 07:00:00, None, None
None, -3.761, 98.5, None, None, None, None, 6.054, 0.0, 149.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 08:00:00, None, None
None, -3.759, 98.4, None, None, None, None, 47.87, 0.0, 158.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 09:00:00, None, None
None, -3.665, 98.4, None, None, None, None, 17.04, 0.0, 297.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 10:00:00, None, None
None, -3.709, 98.3, None, None, None, None, 22.49, 0.0, 309.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 11:00:00, None, None
None, -3.716, 98.4, None, None, None, None, 18.22, 0.0, 312.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 12:00:00, None, None
None, -3.789, 98.3, None, None, None, None, 13.29, 0.0, 307.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 13:00:00, None, None
None, -3.741, 98.3, None, None, None, None, 12.33, 0.0, 302.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 14:00:00, None, None
None, -3.838, 98.3, None, None, None, None, 17.37, 0.0, 311.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 15:00:00, None, None
None, -3.936, 98.3, None, None, None, None, 15.83, 0.0, 306.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 16:00:00, None, None
None, -4.092, 98.2, None, None, None, None, 13.91, 0.0, 306.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 17:00:00, None, None
None, -4.345, 98.0, None, None, None, None, 16.81, 0.0, 308.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 18:00:00, None, None
None, -4.362, 98.0, None, None, None, None, 12.28, 0.0, 317.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 19:00:00, None, None
None, -4.524, 97.8, None, None, None, None, 14.06, 0.0, 307.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 20:00:00, None, None
None, -4.711, 97.7, None, None, None, None, 13.98, 0.0, 301.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 21:00:00, None, None
None, -4.973, 97.4, None, None, None, None, 14.06, 0.0, 301.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 22:00:00, None, None
None, -5.066, 97.4, None, None, None, None, 12.91, 0.0, 304.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 23:00:00, None, None
None, -5.276, 97.2, None, None, None, None, 14.96, 0.0, 286.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 00:00:00, None, None
None, -5.583, 97.0, None, None, None, None, 15.58, 0.0, 285.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 01:00:00, None, None
None, -5.901, 96.8, None, None, None, None, 15.29, 0.0, 297.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 02:00:00, None, None
None, -9.66, 91.9, None, None, None, None, 16.83, 0.0, 346.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 07:00:00, None, None
None, -10.76, 91.9, None, None, None, None, 16.63, 0.0, 357.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 08:00:00, None, None
None, -10.82, 91.7, None, None, None, None, 16.23, 0.0, 0.449, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 09:00:00, None, None
None, -10.93, 91.7, None, None, None, None, 14.98, 0.0, 355.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 10:00:00, None, None
