station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -0.479, 96.7, None, None, 53.67, 0.0, 316.3, None, None, None, None, None, None, -1.0, 929.0, None, None, None, 2020-01-01 00:00:00, None, 35.0, None
None, -0.337, 96.7, None, None, 33.8, 0.0, 227.9, None, None, None, None, None, None, -1.0, 928.0, None, None, None, 2020-01-01 01:00:00, None, 34.87, None
None, -0.288, 96.8, None, None, 31.84, 0.0, 257.8, None, None, None, None, None, None, -1.0, 928.0, None, None, None, 2020-01-01 02:00:00, None, 34.93, None
None, -0.191, 96.9, None, None, 63.18, 0.0, 324.7, None, None, None, None, None, None, -1.0, 928.0, None, None, None, 2020-01-01 03:00:00, None, 34.83, None
None, 0.004, 96.8, None, None, 37.0, 0.0, 306.7, None, None, None, None, None, None, 0.0, 927.0, None, None, None, 2020-01-01 04:00:00, None, 34.53, None
None, 0.247, 96.9, None, None, 55.58, 0.0, 320.5, None, None, None, None, None, None, 0.0, 927.0, None, None, None, 2020-01-01 05:00:00, None, 34.27, None
None, 0.296, 96.9, None, None, 21.51, 0.0, 256.6, None, None, None, None, None, None, 0.0, 927.0, None, None, None, 2020-01-01 06:00:00, None, 34.04, None
None, 0.343, 96.9, None, None, 61.38, 0.0, 308.0, None, None, None, None, None, None, 0.0, 927.0, None, None, None, 2020-01-01 07:00:00, None, 33.65, None
None, 0.374, 97.0, None, None, 15.2, 0.0, 179.5, None, None, None, None, None, None, 0.0, 928.0, None, None, None, 2020-01-01 08:00:00, None, 33.99, None
None, 0.536, 97.0, None, None, 24.62, 0.0, 172.3, None, None, None, None, None, None, 0.0, 928.0, None, None, None, 2020-01-01 09:00:00, None, 33.75, None
None, 0.91, 97.0, None, None, 45.84, 0.0, 238.7, None, None, None, None, None, None, 0.0, 929.0, None, None, None, 2020-01-01 10:00:00, None, 33.32, None
None, 1.601, 96.7, None, None, 43.04, 0.02, 239.6, None, None, None, None, None, None, 1.0, 929.0, None, None, None, 2020-01-01 11:00:00, None, 32.43, None
None, 2.026, 96.5, None, None, 66.83, 0.398, 263.1, None, None, None, None, None, None, 2.0, 930.0, None, None, None, 2020-01-01 12:00:00, None, 31.61, None
None, 2.459, 96.3, None, None, 66.5, 0.304, 171.0, None, None, None, None, None, None, 2.0, 930.0, None, None, None, 2020-01-01 13:00:00, None, 30.88, None
None, 2.218, 95.9, None, None, 77.35, 0.122, 189.2, None, None, None, None, None, None, 2.0, 931.0, None, None, None, 2020-01-01 14:00:00, None, 30.27, None
None, 2.167, 96.3, None, None, 77.21, 0.283, 298.2, None, None, None, None, None, None, 2.0, 931.0, None, None, None, 2020-01-01 15:00:00, None, 29.95, None
None, 1.642, 96.5, None, None, 79.36, 0.134, 340.9, None, None, None, None, None, None, 1.0, 932.0, None, None, None, 2020-01-01 16:00:00, None, 29.59, None
None, 1.583, 96.7, None, None, 65.07, 0.153, 301.9, None, None, None, None, None, None, 1.0, 933.0, None, None, None, 2020-01-01 17:00:00, None, 29.2, None
None, 1.24, 96.8, None, None, 59.7, 0.178, 272.5, None, None, None, None, None, None, 1.0, 933.0, None, None, None, 2020-01-01 18:00:00, None, 28.83, None
None, 1.442, 96.9, None, None, 52.94, 0.262, 277.2, None, None, None, None, None, None, 1.0, 933.0, None, None, None, 2020-01-01 19:00:00, None, 28.5, None
None, 1.31, 97.0, None, None, 51.41, 0.339, 250.5, None, None, None, None, None, None, 1.0, 933.0, None, None, None, 2020-01-01 20:00:00, None, 28.03, None
None, 1.159, 97.0, None, None, 69.26, 0.173, 190.3, None, None, None, None, None, None, 1.0, 934.0, None, None, None, 2020-01-01 21:00:00, None, 26.99, None
None, 0.92, 97.1, None, None, 49.37, 0.378, 275.2, None, None, None, None, None, None, 1.0, 935.0, None, None, None, 2020-01-01 22:00:00, None, 26.97, None
None, 0.905, 97.2, None, None, 56.52, 0.208, 227.5, None, None, None, None, None, None, 0.0, 934.0, None, None, None, 2020-01-01 23:00:00, None, 27.39, None
None, 1.02, 97.2, None, None, 60.78, 0.543, 280.2, None, None, None, None, None, None, 1.0, 934.0, None, None, None, 2020-01-02 00:00:00, None, 27.55, None
None, 1.214, 97.2, None, None, 45.11, 0.914, 262.9, None, None, None, None, None, None, 1.0, 934.0, None, None, None, 2020-01-02 01:00:00, None, 27.88, None
None, 1.244, 97.3, None, None, 44.14, 0.519, 278.4, None, None, None, None, None, None, 1.0, 934.0, None, None, None, 2020-01-02 02:00:00, None, 27.85, None
None, 0.232, 86.2, None, None, 38.01, 1.514, 319.3, None, None, None, None, None, None, -2.0, 940.0, None, None, None, 2020-01-02 07:00:00, None, 27.5, None
None, -0.41, 90.2, None, None, 23.59, 1.184, 303.5, None, None, None, None, None, None, -2.0, 941.0, None, None, None, 2020-01-02 08:00:00, None, 27.43, None
None, 0.233, 88.0, None, None, 20.21, 0.696, 298.6, None, None, None, None, None, None, -1.0, 942.0, None, None, None, 2020-01-02 09:00:00, None, 27.68, None
None, 1.168, 72.26, None, None, 38.12, 0.632, 260.1, None, None, None, None, None, None, -3.0, 943.0, None, None, None, 2020-01-02 10:00:00, None, 27.44, None
None, 1.612, 70.78, None, None, 29.67, 1.251, 212.8, None, None, None, None, None, None, -3.0, 944.0, None, None, None, 2020-01-02 11:00:00, None, 27.46, None
None, 2.802, 59.95, None, None, 57.32, 1.281, 136.8, None, None, None, None, None, None, -4.0, 943.0, None, None, None, 2020-01-02 12:00:00, None, 27.34, None
None, 2.975, 60.01, None, None, 60.59, 1.643, 203.4, None, None, None, None, None, None, -4.0, 944.0, None, None, None, 2020-01-02 13:00:00, None, 27.35, None
None, 2.595, 61.48, None, None, 53.45, 1.582, 244.4, None, None, None, None, None, None, -4.0, 944.0, None, None, None, 2020-01-02 14:00:00, None, 27.27, None
None, 2.363, 60.26, None, None, 57.26, 0.467, 273.0, None, None, None, None, None, None, -5.0, 945.0, None, None, None, 2020-01-02 15:00:00, None, 27.14, None
None, 1.061, 71.22, None, None, 26.86, 0.085, 259.7, None, None, None, None, None, None, -3.0, 945.0, None, None, None, 2020-01-02 16:00:00, None, 27.0, None
None, 0.292, 75.45, None, None, 10.57, 0.155, 296.2, None, None, None, None, None, None, -4.0, 946.0, None, None, None, 2020-01-02 17:00:00, None, 26.87, None
None, -0.045, 84.6, None, None, 15.65, 0.007, 320.4, None, None, None, None, None, None, -2.0, 946.0, None, None, None, 2020-01-02 18:00:00, None, 26.87, None
None, 0.004, 86.1, None, None, 45.51, 0.021, 276.8, None, None, None, None, None, None, -2.0, 946.0, None, None, None, 2020-01-02 19:00:00, None, 26.8, None
None, 0.147, 86.2, None, None, 53.07, 0.426, 324.8, None, None, None, None, None, None, -2.0, 946.0, None, None, None, 2020-01-02 20:00:00, None, 26.83, None
None, -0.34, 91.2, None, None, 0.11, 0.0, 294.7, None, None, None, None, None, None, -1.0, 946.0, None, None, None, 2020-01-02 21:00:00, None, 26.54, None
None, -0.595, 93.0, None, None, 0.203, 0.0, 294.8, None, None, None, None, None, None, -1.0, 946.0, None, None, None, 2020-01-02 22:00:00, None, 26.65, None
None, -0.629, 94.1, None, None, 41.4, 0.187, 354.5, None, None, None, None, None, None, -1.0, 946.0, None, None, None, 2020-01-02 23:00:00, None, 26.01, None
None, -0.532, 94.6, None, None, 24.66, 1.703, 23.68, None, None, None, None, None, None, -1.0, 945.0, None, None, None, 2020-01-03 00:00:00, None, 27.17, None
None, -0.434, 94.2, None, None, 25.2, 4.525, 17.1, None, None, None, None, None, None, -1.0, 945.0, None, None, None, 2020-01-03 01:00:00, None, 27.64, None
None, -0.367, 93.4, None, None, 26.19, 4.928, 11.82, None, None, None, None, None, None, -1.0, 945.0, None, None, None, 2020-01-03 02:00:00, None, 28.71, None
None, -0.325, 93.3, None, None, 24.34, 4.489, 12.33, None, None, None, None, None, None, -1.0, 945.0, None, None, None, 2020-01-03 03:00:00, None, 29.39, None
None, -0.288, 93.0, None, None, 27.52, 4.631, 16.75, None, None, None, None, None, None, -1.0, 945.0, None, None, None, 2020-01-03 04:00:00, None, 29.94, None
None, -0.215, 92.9, None, None, 29.18, 5.471, 19.35, None, None, None, None, None, None, -1.0, 944.0, None, None, None, 2020-01-03 05:00:00, None, 30.03, None
None, -0.109, 93.3, None, None, 22.58, 7.673, 11.23, None, None, None, None, None, None, -1.0, 944.0, None, None, None, 2020-01-03 06:00:00, None, 30.01, None
None, 0.061, 92.7, None, None, 23.88, 7.254, 10.37, None, None, None, None, None, None, -1.0, 944.0, None, None, None, 2020-01-03 07:00:00, None, 29.89, None
None, 0.149, 93.9, None, None, 24.24, 6.449, 7.976, None, None, None, None, None, None, -1.0, 944.0, None, None, None, 2020-01-03 08:00:00, None, 29.29, None
