station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, HEIGHT_OF_SNOW, time, snw_dpth, dwpt_temp, stn_pres
None, -6.86, None, None, None, None, 144.37, 2020-01-02 11:00:00, None, None, None
None, -6.511, None, None, None, None, 144.97, 2020-01-02 12:00:00, None, None, None
None, -6.456, None, None, None, None, 146.27, 2020-01-02 13:00:00, None, None, None
None, -6.763, None, None, None, None, 146.81, 2020-01-02 14:00:00, None, None, None
None, -7.06, None, None, None, None, 146.5, 2020-01-02 15:00:00, None, None, None
None, -7.24, None, None, None, None, 146.57, 2020-01-02 16:00:00, None, None, None
None, -7.21, None, None, None, None, 147.6, 2020-01-02 17:00:00, None, None, None
None, -7.13, None, None, None, None, 148.41, 2020-01-02 18:00:00, None, None, None
None, -7.09, None, None, None, None, 148.76, 2020-01-02 19:00:00, None, None, None
None, -7.08, None, None, None, None, 151.88, 2020-01-02 20:00:00, None, None, None
None, -7.11, None, None, None, None, 153.39, 2020-01-02 21:00:00, None, None, None
None, -7.07, None, None, None, None, 155.42, 2020-01-02 22:00:00, None, None, None
None, -6.957, None, None, None, None, 157.31, 2020-01-02 23:00:00, None, None, None
None, -6.996, None, None, None, None, 161.55, 2020-01-03 00:00:00, None, None, None
None, -7.07, None, None, None, None, 162.41, 2020-01-03 01:00:00, None, None, None
None, -6.6, None, None, None, None, 163.91, 2020-01-03 02:00:00, None, None, None
None, -5.347, None, None, None, None, 162.43, 2020-01-03 03:00:00, None, None, None
None, -2.008, None, None, None, None, 165.62, 2020-01-03 04:00:00, None, None, None
None, -0.187, None, None, None, None, 167.91, 2020-01-03 05:00:00, None, None, None
None, -0.141, None, None, None, None, 166.12, 2020-01-03 06:00:00, None, None, None
None, -0.251, None, None, None, None, 168.76, 2020-01-03 08:00:00, None, None, None
None, -1.212, None, None, None, None, 168.54, 2020-01-03 09:00:00, None, None, None
None, -1.444, None, None, None, None, 175.55, 2020-01-03 10:00:00, None, None, None
None, -1.379, None, None, None, None, 182.03, 2020-01-03 11:00:00, None, None, None
None, -0.216, None, None, None, None, 183.22, 2020-01-03 12:00:00, None, None, None
None, -0.159, None, None, None, None, 183.14, 2020-01-03 13:00:00, None, None, None
None, -0.111, None, None, None, None, 185.08, 2020-01-03 14:00:00, None, None, None
None, -0.111, None, None, None, None, 182.78, 2020-01-03 15:00:00, None, None, None
None, -0.101, None, None, None, None, 180.94, 2020-01-03 16:00:00, None, None, None
None, -0.113, None, None, None, None, 180.46, 2020-01-03 17:00:00, None, None, None
None, -1.641, None, None, None, None, 185.3, 2020-01-03 19:00:00, None, None, None
None, -2.696, None, None, None, None, 185.53, 2020-01-03 20:00:00, None, None, None
None, -3.071, None, None, None, None, 183.56, 2020-01-03 21:00:00, None, None, None
None, -3.147, None, None, None, None, 181.33, 2020-01-03 22:00:00, None, None, None
None, -3.062, None, None, None, None, 184.33, 2020-01-03 23:00:00, None, None, None
None, -3.28, None, None, None, None, 189.06, 2020-01-04 00:00:00, None, None, None
None, -3.484, None, None, None, None, 195.7, 2020-01-04 01:00:00, None, None, None
None, -4.54, None, None, None, None, 196.22, 2020-01-04 02:00:00, None, None, None
None, -4.653, None, None, None, None, 202.86, 2020-01-04 03:00:00, None, None, None
None, -4.947, None, None, None, None, 210.08, 2020-01-04 04:00:00, None, None, None
None, -5.338, None, None, None, None, 213.53, 2020-01-04 05:00:00, None, None, None
None, -5.537, None, None, None, None, 215.35, 2020-01-04 06:00:00, None, None, None
None, -5.593, None, None, None, None, 217.78, 2020-01-04 07:00:00, None, None, None
None, -5.718, None, None, None, None, 215.17, 2020-01-04 08:00:00, None, None, None
None, -5.584, None, None, None, None, 215.17, 2020-01-04 09:00:00, None, None, None
None, -5.328, None, None, None, None, 219.93, 2020-01-04 10:00:00, None, None, None
None, -4.825, None, None, None, None, 217.58, 2020-01-04 11:00:00, None, None, None
None, -4.445, None, None, None, None, 220.47, 2020-01-04 12:00:00, None, None, None
None, -3.532, None, None, None, None, 222.28, 2020-01-04 13:00:00, None, None, None
None, -3.617, None, None, None, None, 220.79, 2020-01-04 14:00:00, None, None, None
None, -3.878, None, None, None, None, 218.7, 2020-01-04 15:00:00, None, None, None
None, -4.124, None, None, None, None, 220.6, 2020-01-04 16:00:00, None, None, None
None, -4.473, None, None, None, None, 222.57, 2020-01-04 17:00:00, None, None, None
None, -4.711, None, None, None, None, 221.56, 2020-01-04 18:00:00, None, None, None
None, -4.654, None, None, None, None, 219.97, 2020-01-04 19:00:00, None, None, None
None, -4.617, None, None, None, None, 219.97, 2020-01-04 20:00:00, None, None, None
None, -4.419, None, None, None, None, 217.71, 2020-01-04 21:00:00, None, None, None
None, -4.315, None, None, None, None, 217.12, 2020-01-04 22:00:00, None, None, None
None, -4.078, None, None, None, None, 217.12, 2020-01-04 23:00:00, None, None, None
None, -3.872, None, None, None, None, 217.12, 2020-01-05 00:00:00, None, None, None
None, -3.438, None, None, None, None, 215.64, 2020-01-05 01:00:00, None, None, None
None, -3.082, None, None, None, None, 214.28, 2020-01-05 02:00:00, None, None, None
None, -2.988, None, None, None, None, 215.03, 2020-01-05 03:00:00, None, None, None
None, -2.959, None, None, None, None, 214.61, 2020-01-05 04:00:00, None, None, None
None, -2.921, None, None, None, None, 215.6, 2020-01-05 05:00:00, None, None, None
None, -4.728, None, None, None, None, 225.56, 2020-01-05 06:00:00, None, None, None
None, -5.774, None, None, None, None, 226.55, 2020-01-05 07:00:00, None, None, None
None, -6.262, None, None, None, None, 225.91, 2020-01-05 08:00:00, None, None, None
None, -6.513, None, None, None, None, 224.54, 2020-01-05 09:00:00, None, None, None
None, -6.168, None, None, None, None, 222.95, 2020-01-05 10:00:00, None, None, None
None, -5.946, None, None, None, None, 220.98, 2020-01-05 11:00:00, None, None, None
None, -4.627, None, None, None, None, 219.07, 2020-01-05 12:00:00, None, None, None
None, -5.05, None, None, None, None, 217.33, 2020-01-05 13:00:00, None, None, None
None, -4.7, None, None, None, None, 218.17, 2020-01-05 14:00:00, None, None, None
None, -5.392, None, None, None, None, 221.45, 2020-01-05 15:00:00, None, None, None
None, -5.517, None, None, None, None, 224.67, 2020-01-05 16:00:00, None, None, None
None, -5.908, None, None, None, None, 223.87, 2020-01-05 17:00:00, None, None, None
None, -6.024, None, None, None, None, 224.85, 2020-01-05 18:00:00, None, None, None
None, -5.823, None, None, None, None, 223.9, 2020-01-05 19:00:00, None, None, None
None, -5.699, None, None, None, None, 223.9, 2020-01-05 20:00:00, None, None, None
None, -5.671, None, None, None, None, 225.08, 2020-01-05 21:00:00, None, None, None
None, -5.547, None, None, None, None, 223.05, 2020-01-05 22:00:00, None, None, None
None, -5.451, None, None, None, None, 221.0, 2020-01-05 23:00:00, None, None, None
None, -5.422, None, None, None, None, 222.4, 2020-01-06 00:00:00, None, None, None
None, -5.336, None, None, None, None, 221.82, 2020-01-06 01:00:00, None, None, None
None, -5.241, None, None, None, None, 220.97, 2020-01-06 02:00:00, None, None, None
None, -5.139, None, None, None, None, 224.6, 2020-01-06 03:00:00, None, None, None
None, -5.156, None, None, None, None, 223.41, 2020-01-06 04:00:00, None, None, None
None, -5.185, None, None, None, None, 223.38, 2020-01-06 05:00:00, None, None, None
None, -5.004, None, None, None, None, 223.38, 2020-01-06 06:00:00, None, None, None
None, -4.918, None, None, None, None, 224.07, 2020-01-06 07:00:00, None, None, None
None, -4.853, None, None, None, None, 221.41, 2020-01-06 08:00:00, None, None, None
None, -4.767, None, None, None, None, 224.64, 2020-01-06 09:00:00, None, None, None
None, -3.795, None, None, None, None, 219.22, 2020-01-06 10:00:00, None, None, None
None, -3.428, None, None, None, None, 219.71, 2020-01-06 11:00:00, None, None, None
None, -2.827, None, None, None, None, 218.72, 2020-01-06 12:00:00, None, None, None
None, -2.331, None, None, None, None, 218.51, 2020-01-06 13:00:00, None, None, None
None, -3.005, None, None, None, None, 218.39, 2020-01-06 14:00:00, None, None, None
None, -2.696, None, None, None, None, 218.98, 2020-01-06 15:00:00, None, None, None
None, -3.108, None, None, None, None, 219.12, 2020-01-06 16:00:00, None, None, None
None, -4.463, None, None, None, None, 217.99, 2020-01-06 17:00:00, None, None, None
None, -4.985, None, None, None, None, 217.09, 2020-01-06 18:00:00, None, None, None
None, -5.384, None, None, None, None, 215.95, 2020-01-06 19:00:00, None, None, None
None, -5.698, None, None, None, None, 215.23, 2020-01-06 20:00:00, None, None, None
None, -5.595, None, None, None, None, 215.23, 2020-01-06 21:00:00, None, None, None
None, -5.26, None, None, None, None, 215.23, 2020-01-06 22:00:00, None, None, None
None, -5.536, None, None, None, None, 215.23, 2020-01-06 23:00:00, None, None, None
None, -5.375, None, None, None, None, 215.23, 2020-01-07 00:00:00, None, None, None
None, -5.394, None, None, None, None, 215.23, 2020-01-07 01:00:00, None, None, None
None, -5.556, None, None, None, None, 215.23, 2020-01-07 02:00:00, None, None, None
None, -5.518, None, None, None, None, 215.23, 2020-01-07 03:00:00, None, None, None
None, -5.641, None, None, None, None, 215.23, 2020-01-07 04:00:00, None, None, None
None, -5.68, None, None, None, None, 215.23, 2020-01-07 05:00:00, None, None, None
None, -5.728, None, None, None, None, 211.68, 2020-01-07 06:00:00, None, None, None
None, -5.718, None, None, None, None, 212.43, 2020-01-07 07:00:00, None, None, None
None, -5.622, None, None, None, None, 213.31, 2020-01-07 08:00:00, None, None, None
None, -5.509, None, None, None, None, 214.56, 2020-01-07 09:00:00, None, None, None
None, -5.451, None, None, None, None, 215.08, 2020-01-07 10:00:00, None, None, None
None, -5.289, None, None, None, None, 215.41, 2020-01-07 11:00:00, None, None, None
None, -5.308, None, None, None, None, 215.43, 2020-01-07 12:00:00, None, None, None
None, -5.317, None, None, None, None, 215.62, 2020-01-07 13:00:00, None, None, None
None, -5.384, None, None, None, None, 215.07, 2020-01-07 14:00:00, None, None, None
None, -4.994, None, None, None, None, 215.79, 2020-01-07 15:00:00, None, None, None
None, -5.337, None, None, None, None, 216.79, 2020-01-07 16:00:00, None, None, None
None, -5.155, None, None, None, None, 218.63, 2020-01-07 17:00:00, None, None, None
None, -5.08, None, None, None, None, 218.05, 2020-01-07 18:00:00, None, None, None
None, -5.079, None, None, None, None, 217.11, 2020-01-07 19:00:00, None, None, None
None, -5.184, None, None, None, None, 216.35, 2020-01-07 20:00:00, None, None, None
None, -5.403, None, None, None, None, 216.05, 2020-01-07 21:00:00, None, None, None
None, -5.583, None, None, None, None, 213.19, 2020-01-07 22:00:00, None, None, None
None, -6.032, None, None, None, None, 214.63, 2020-01-07 23:00:00, None, None, None
None, -6.569, None, None, None, None, 214.36, 2020-01-08 00:00:00, None, None, None
None, -6.81, None, None, None, None, 213.32, 2020-01-08 01:00:00, None, None, None
None, -7.09, None, None, None, None, 212.99, 2020-01-08 02:00:00, None, None, None
None, -7.28, None, None, None, None, 212.33, 2020-01-08 03:00:00, None, None, None
None, -7.96, None, None, None, None, 212.04, 2020-01-08 04:00:00, None, None, None
None, -8.39, None, None, None, None, 211.61, 2020-01-08 05:00:00, None, None, None
None, -8.18, None, None, None, None, 211.15, 2020-01-08 06:00:00, None, None, None
None, -8.89, None, None, None, None, 210.48, 2020-01-08 07:00:00, None, None, None
None, -8.75, None, None, None, None, 210.03, 2020-01-08 08:00:00, None, None, None
None, -8.73, None, None, None, None, 209.56, 2020-01-08 09:00:00, None, None, None
-6.9, -6.875, -8.9, 0.0, -1.0, -6.9, 208.4, 2020-01-08 11:00:00, 208.0, -54.0, 407.0
-6.9, -6.85, -8.9, 0.0, -1.0, -6.1, 207.71, 2020-01-08 12:00:00, 208.0, -54.0, 419.0
-6.8, -6.829, -8.9, 0.0, -1.0, -6.1, 206.9, 2020-01-08 13:00:00, 207.0, -54.0, 428.0
-7.0, -6.964, -8.9, 0.0, -3.0, -6.1, 204.18, 2020-01-08 14:00:00, 204.0, -54.0, 430.0
-6.5, -6.549, -8.9, 0.0, 1.0, -6.1, 204.73, 2020-01-08 15:00:00, 205.0, -54.0, 430.0
-7.1, -7.06, -8.9, 0.0, 0.0, -6.1, 204.48, 2020-01-08 16:00:00, 204.0, -54.0, 423.0
-7.5, -7.53, -8.9, 0.0, 3.0, -6.1, 207.76, 2020-01-08 17:00:00, 208.0, -54.0, 415.0
-7.1, -7.05, -8.9, 0.0, -1.0, -6.1, 207.23, 2020-01-08 18:00:00, 207.0, -54.0, 409.0
-7.3, -7.33, -7.4, 0.0, -1.0, -7.1, 206.12, 2020-01-08 19:00:00, 206.0, -54.0, 407.0
-7.5, -7.51, -7.5, 0.0, 0.0, -7.1, 205.94, 2020-01-08 20:00:00, 206.0, -54.0, 406.0
-7.8, -7.84, -7.9, 0.0, 1.0, -7.1, 206.46, 2020-01-08 21:00:00, 206.0, -55.0, 404.0
-7.6, -7.56, -7.9, 0.0, 0.0, -7.1, 206.5, 2020-01-08 22:00:00, 207.0, -54.0, 404.0
-7.6, -7.55, -7.9, 0.0, -2.0, -7.1, 204.3, 2020-01-08 23:00:00, 204.0, -54.0, 404.0
-7.9, -7.94, -7.9, 0.0, 0.0, -7.1, 204.5, 2020-01-09 00:00:00, 205.0, -55.0, 404.0
-8.0, -7.99, -8.1, 0.0, 1.0, -7.1, 205.42, 2020-01-09 01:00:00, 205.0, -55.0, 403.0
-8.2, -8.24, -8.3, 0.0, 0.0, -7.1, 205.08, 2020-01-09 02:00:00, 205.0, -55.0, 402.0
-8.4, -8.38, -8.4, 0.0, 0.0, -7.1, 204.75, 2020-01-09 03:00:00, 205.0, -55.0, 402.0
-8.4, -8.44, -8.5, 0.0, 0.0, -7.1, 204.55, 2020-01-09 04:00:00, 205.0, -55.0, 402.0
-8.5, -8.5, -8.6, 0.0, 0.0, -7.1, 204.22, 2020-01-09 05:00:00, 204.0, -55.0, 401.0
-8.4, -8.39, -8.6, 0.0, -1.0, -7.1, 203.04, 2020-01-09 06:00:00, 203.0, -55.0, 402.0
-8.1, -8.08, -8.4, 0.0, 4.0, -8.1, 207.4, 2020-01-09 07:00:00, 207.0, -55.0, 402.0
-7.3, -7.27, -8.4, 0.0, -1.0, -7.2, 206.44, 2020-01-09 08:00:00, 206.0, -54.0, 403.0
-6.7, -6.725, -8.4, 0.0, 1.0, -6.6, 207.84, 2020-01-09 09:00:00, 208.0, -54.0, 406.0
None, -6.082, None, None, None, None, 208.04, 2020-01-09 10:00:00, None, None, None
-5.6, -5.575, -8.4, 0.0, 2.0, -5.5, 209.99, 2020-01-09 11:00:00, 210.0, -53.0, 416.0
-4.9, -4.948, -8.4, 0.0, -2.0, -4.9, 208.33, 2020-01-09 12:00:00, 208.0, -53.0, 425.0
-4.6, -4.577, -8.4, 0.0, 3.0, -4.5, 211.62, 2020-01-09 13:00:00, 212.0, -52.0, 433.0
-4.6, -4.568, -8.4, 0.0, -4.0, -4.5, 207.99, 2020-01-09 14:00:00, 208.0, -52.0, 438.0
-4.8, -4.766, -8.4, 0.0, 2.0, -4.5, 210.21, 2020-01-09 15:00:00, 210.0, -52.0, 438.0
-4.9, -4.937, -8.4, 0.0, 0.0, -4.5, 210.25, 2020-01-09 16:00:00, 210.0, -53.0, 434.0
-5.1, -5.099, -8.4, 0.0, 0.0, -4.5, 210.46, 2020-01-09 17:00:00, 210.0, -53.0, 428.0
-5.3, -5.288, -8.4, 0.0, 0.0, -4.5, 209.97, 2020-01-09 18:00:00, 210.0, -53.0, 422.0
-5.4, -5.375, -5.4, 0.0, -1.0, -5.2, 209.23, 2020-01-09 19:00:00, 209.0, -53.0, 419.0
-5.5, -5.5, -5.5, 0.0, -1.0, -5.2, 208.45, 2020-01-09 20:00:00, 208.0, -53.0, 418.0
-5.5, -5.546, -5.6, 0.0, 1.0, -5.2, 209.41, 2020-01-09 21:00:00, 209.0, -53.0, 417.0
-5.4, -5.384, -5.6, 0.0, 0.0, -5.2, 209.62, 2020-01-09 22:00:00, 210.0, -53.0, 417.0
-5.3, -5.318, -5.6, 0.0, 1.0, -5.2, 210.46, 2020-01-09 23:00:00, 210.0, -53.0, 417.0
-5.9, -5.87, -5.9, 0.0, 0.0, -5.2, 210.7, 2020-01-10 00:00:00, 211.0, -53.0, 418.0
-6.4, -6.435, -6.5, 0.0, 0.0, -5.2, 211.11, 2020-01-10 01:00:00, 211.0, -54.0, 415.0
-6.1, -6.119, -6.5, 0.0, 4.0, -5.2, 214.65, 2020-01-10 02:00:00, 215.0, -53.0, 413.0
-5.3, -5.27, -6.5, 0.0, 3.0, -5.2, 217.24, 2020-01-10 03:00:00, 217.0, -53.0, 414.0
-4.5, -4.492, -6.5, 0.0, 2.0, -4.5, 219.52, 2020-01-10 04:00:00, 220.0, -52.0, 418.0
-3.9, -3.91, -6.5, 0.0, 0.0, -3.9, 219.43, 2020-01-10 05:00:00, 219.0, -52.0, 422.0
-3.6, -3.608, -6.5, 0.0, 1.0, -3.6, 220.69, 2020-01-10 06:00:00, 221.0, -52.0, 426.0
-3.3, -3.344, -3.6, 0.0, 1.0, -3.3, 221.36, 2020-01-10 07:00:00, 221.0, -51.0, 429.0
-2.9, -2.866, -3.6, 0.0, 1.0, -2.9, 222.09, 2020-01-10 08:00:00, 222.0, -51.0, 431.0
-2.8, -2.809, -3.6, 0.0, 1.0, -2.8, 222.61, 2020-01-10 09:00:00, 223.0, -51.0, 434.0
-2.8, -2.791, -3.6, 0.0, 0.0, -2.8, 222.52, 2020-01-10 10:00:00, 223.0, -51.0, 437.0
-1.7, -1.725, -3.6, 0.0, -2.0, -1.7, 220.42, 2020-01-10 11:00:00, 220.0, -50.0, 445.0
-1.3, -1.267, -3.6, 0.0, -5.0, -1.2, 215.84, 2020-01-10 12:00:00, 216.0, -50.0, 462.0
-1.3, -1.313, -3.6, 0.0, 2.0, -1.2, 217.36, 2020-01-10 13:00:00, 217.0, -50.0, 472.0
-1.8, -1.752, -3.6, 0.0, 2.0, -1.2, 218.97, 2020-01-10 14:00:00, 219.0, -50.0, 476.0
-2.0, -2.031, -3.6, 0.0, -4.0, -1.2, 215.0, 2020-01-10 15:00:00, 215.0, -51.0, 474.0
-2.8, -2.761, -3.6, 0.0, -1.0, -1.2, 214.39, 2020-01-10 16:00:00, 214.0, -51.0, 466.0
-3.4, -3.427, -3.6, 0.0, 3.0, -1.2, 217.41, 2020-01-10 17:00:00, 217.0, -52.0, 454.0
-3.5, -3.493, -3.6, 0.0, -9.0, -1.2, 208.71, 2020-01-10 18:00:00, 209.0, -52.0, 444.0
-3.3, -3.278, -3.5, 0.0, 8.0, -3.3, 216.44, 2020-01-10 19:00:00, 216.0, -51.0, 438.0
-3.4, -3.391, -3.5, 0.0, -6.0, -3.3, 210.28, 2020-01-10 20:00:00, 210.0, -52.0, 436.0
-3.6, -3.56, -3.6, 0.0, 1.0, -3.3, 210.93, 2020-01-10 21:00:00, 211.0, -52.0, 435.0
-3.6, -3.55, -3.6, 0.0, 1.0, -3.3, 212.07, 2020-01-10 22:00:00, 212.0, -52.0, 434.0
-3.3, -3.259, -3.6, 0.0, 4.0, -3.3, 215.7, 2020-01-10 23:00:00, 216.0, -51.0, 434.0
-3.3, -3.298, -3.6, 0.0, 3.0, -3.3, 219.07, 2020-01-11 00:00:00, 219.0, -51.0, 434.0
-3.0, -2.979, -3.6, 0.0, 1.0, -3.0, 219.75, 2020-01-11 01:00:00, 220.0, -51.0, 435.0
-2.7, -2.678, -3.6, 0.0, -4.0, -2.5, 215.92, 2020-01-11 02:00:00, 216.0, -51.0, 437.0
-3.0, -2.95, -3.6, 0.0, 1.0, -2.5, 216.61, 2020-01-11 03:00:00, 217.0, -51.0, 438.0
-3.0, -2.996, -3.6, 0.0, 4.0, -2.5, 220.43, 2020-01-11 04:00:00, 220.0, -51.0, 438.0
-4.0, -4.011, -4.0, 0.0, 0.0, -2.5, 220.04, 2020-01-11 05:00:00, 220.0, -52.0, 436.0
-4.9, -4.9, -4.9, 0.0, -3.0, -2.5, 216.79, 2020-01-11 06:00:00, 217.0, -53.0, 431.0
-5.3, -5.29, -5.3, 0.0, 2.0, -4.9, 218.52, 2020-01-11 07:00:00, 219.0, -53.0, 426.0
-6.3, -6.321, -6.3, 0.0, -4.0, -4.9, 214.27, 2020-01-11 08:00:00, 214.0, -53.0, 421.0
-7.1, -7.1, -7.1, 0.0, 1.0, -4.9, 215.23, 2020-01-11 09:00:00, 215.0, -54.0, 415.0
-7.8, -7.79, -7.8, 0.0, -2.0, -4.9, 213.19, 2020-01-11 10:00:00, 213.0, -54.0, 413.0
-8.1, -8.08, -8.1, 0.0, 6.0, -4.9, 218.81, 2020-01-11 11:00:00, 219.0, -55.0, 414.0
-8.0, -7.99, -8.2, 0.0, 0.0, -4.9, 218.78, 2020-01-11 12:00:00, 219.0, -55.0, 415.0
-7.5, -7.46, -8.2, 0.0, -1.0, -4.9, 217.55, 2020-01-11 13:00:00, 218.0, -54.0, 415.0
-7.1, -7.1, -8.2, 0.0, -1.0, -4.9, 217.0, 2020-01-11 14:00:00, 217.0, -54.0, 416.0
-6.5, -6.522, -8.2, 0.0, -1.0, -4.9, 215.6, 2020-01-11 15:00:00, 216.0, -54.0, 419.0
-7.2, -7.18, -8.2, 0.0, -2.0, -4.9, 213.81, 2020-01-11 16:00:00, 214.0, -54.0, 419.0
-7.7, -7.7, -8.2, 0.0, 0.0, -4.9, 213.43, 2020-01-11 17:00:00, 213.0, -54.0, 413.0
-7.7, -7.73, -8.2, 0.0, -1.0, -4.9, 212.24, 2020-01-11 18:00:00, 212.0, -54.0, 408.0
-7.7, -7.71, -7.7, 0.0, 2.0, -7.7, 214.4, 2020-01-11 19:00:00, 214.0, -54.0, 406.0
-7.7, -7.69, -7.7, 0.0, 0.0, -7.7, 214.38, 2020-01-11 20:00:00, 214.0, -54.0, 405.0
-7.8, -7.77, -7.8, 0.0, 0.0, -7.7, 213.92, 2020-01-11 21:00:00, 214.0, -54.0, 405.0
-7.8, -7.84, -7.9, 0.0, 1.0, -7.7, 214.86, 2020-01-11 22:00:00, 215.0, -55.0, 405.0
-7.9, -7.92, -7.9, 0.0, 5.0, -7.7, 220.22, 2020-01-11 23:00:00, 220.0, -55.0, 405.0
-11.5, -11.46, -11.5, 0.0, 0.0, -7.7, 220.5, 2020-01-12 00:00:00, 221.0, -57.0, 401.0
-14.3, -14.3, -14.3, 0.0, 1.0, -7.7, 221.78, 2020-01-12 01:00:00, 222.0, -59.0, 394.0
-16.1, -16.1, -16.1, 0.0, 0.0, -7.7, 221.73, 2020-01-12 02:00:00, 222.0, -60.0, 390.0
-17.8, -17.81, -17.8, 0.0, -2.0, -7.7, 219.79, 2020-01-12 03:00:00, 220.0, -61.0, 389.0
-19.4, -19.44, -19.4, 0.0, -1.0, -7.7, 219.01, 2020-01-12 04:00:00, 219.0, -62.0, 388.0
-20.6, -20.59, -20.6, 0.0, -1.0, -7.7, 218.25, 2020-01-12 05:00:00, 218.0, -63.0, 388.0
-21.6, -21.58, -21.6, 0.0, 0.0, -7.7, 218.25, 2020-01-12 06:00:00, 218.0, -64.0, 388.0
-22.4, -22.42, -22.4, 0.0, 2.0, -21.6, 219.95, 2020-01-12 07:00:00, 220.0, -64.0, 388.0
-23.2, -23.22, -23.2, 0.0, 0.0, -21.6, 219.54, 2020-01-12 08:00:00, 220.0, -65.0, 388.0
-23.5, -23.53, -23.6, 0.0, 0.0, -21.6, 219.05, 2020-01-12 09:00:00, 219.0, -65.0, 388.0
-23.4, -23.43, -23.6, 0.0, -1.0, -21.6, 218.38, 2020-01-12 10:00:00, 218.0, -65.0, 388.0
-23.0, -23.0, -23.6, 0.0, -1.0, -21.6, 217.68, 2020-01-12 11:00:00, 218.0, -65.0, 388.0
-22.5, -22.52, -23.6, 0.0, 0.0, -21.6, 217.25, 2020-01-12 12:00:00, 217.0, -64.0, 388.0
-22.7, -22.71, -23.6, 0.0, 0.0, -21.6, 216.98, 2020-01-12 13:00:00, 217.0, -65.0, 388.0
-23.2, -23.16, -23.6, 0.0, -1.0, -21.6, 215.94, 2020-01-12 14:00:00, 216.0, -65.0, 388.0
-23.8, -23.77, -23.8, 0.0, -1.0, -21.6, 215.27, 2020-01-12 15:00:00, 215.0, -65.0, 388.0
-24.1, -24.07, -24.1, 0.0, 0.0, -21.6, 214.96, 2020-01-12 16:00:00, 215.0, -66.0, 388.0
-24.5, -24.51, -24.5, 0.0, 0.0, -21.6, 215.26, 2020-01-12 17:00:00, 215.0, -66.0, 388.0
-24.7, -24.74, -24.7, 0.0, 0.0, -21.6, 215.04, 2020-01-12 18:00:00, 215.0, -66.0, 388.0
-25.0, -24.97, -25.0, 0.0, 0.0, -24.7, 215.23, 2020-01-12 19:00:00, 215.0, -66.0, 388.0
-25.2, -25.18, -25.2, 0.0, 0.0, -24.7, 214.78, 2020-01-12 20:00:00, 215.0, -66.0, 388.0
-25.2, -25.24, -25.3, 0.0, -1.0, -24.7, 214.13, 2020-01-12 21:00:00, 214.0, -66.0, 388.0
-25.2, -25.18, -25.3, 0.0, 0.0, -24.7, 214.09, 2020-01-12 22:00:00, 214.0, -66.0, 388.0
