station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
None, -5.567, 92.8, None, None, 12.17, 0.0, 42.56, None, None, None, None, None, None, -6.0, 907.0, None, None, None, 2020-01-01 00:00:00, None, None
None, -5.37, 93.0, None, None, 7.943, 0.0, 33.26, None, None, None, None, None, None, -6.0, 905.0, None, None, None, 2020-01-01 01:00:00, None, None
None, -5.509, 92.6, None, None, 0.686, 0.0, 38.8, None, None, None, None, None, None, -6.0, 906.0, None, None, None, 2020-01-01 02:00:00, None, None
None, -5.566, 92.6, None, None, 2.009, 0.0, 44.0, None, None, None, None, None, None, -6.0, 906.0, None, None, None, 2020-01-01 03:00:00, None, None
None, -5.491, 92.3, None, None, 0.349, 0.0, 44.88, None, None, None, None, None, None, -6.0, 906.0, None, None, None, 2020-01-01 04:00:00, None, None
None, -5.243, 93.2, None, None, 1.444, 0.0, 48.3, None, None, None, None, None, None, -6.0, 906.0, None, None, None, 2020-01-01 05:00:00, None, None
None, -5.601, 92.8, None, None, 2.843, 0.0, 44.54, None, None, None, None, None, None, -6.0, 906.0, None, None, None, 2020-01-01 06:00:00, None, None
None, -5.68, 92.7, None, None, 3.33, 0.0, 43.63, None, None, None, None, None, None, -7.0, 906.0, None, None, None, 2020-01-01 07:00:00, None, None
None, -5.435, 92.3, None, None, 61.39, 0.002, 12.9, None, None, None, None, None, None, -6.0, 907.0, None, None, None, 2020-01-01 08:00:00, None, None
None, -5.369, 92.7, None, None, 62.23, 0.0, 304.7, None, None, None, None, None, None, -6.0, 907.0, None, None, None, 2020-01-01 09:00:00, None, None
None, -4.7, 92.2, None, None, 11.36, 0.0, 267.5, None, None, None, None, None, None, -5.0, 908.0, None, None, None, 2020-01-01 10:00:00, None, None
None, -3.984, 90.4, None, None, 40.56, 0.0, 239.1, None, None, None, None, None, None, -5.0, 908.0, None, None, None, 2020-01-01 11:00:00, None, None
None, -3.416, 88.1, None, None, 27.85, 0.0, 258.6, None, None, None, None, None, None, -5.0, 908.0, None, None, None, 2020-01-01 12:00:00, None, None
None, -1.959, 87.9, None, None, 20.44, 0.117, 269.3, None, None, None, None, None, None, -3.0, 908.0, None, None, None, 2020-01-01 13:00:00, None, None
None, -0.955, 78.86, None, None, 29.85, 1.25, 271.5, None, None, None, None, None, None, -4.0, 909.0, None, None, None, 2020-01-01 14:00:00, None, None
None, -2.399, 86.7, None, None, 48.38, 0.483, 268.1, None, None, None, None, None, None, -4.0, 909.0, None, None, None, 2020-01-01 15:00:00, None, None
None, -3.277, 91.2, None, None, 64.84, 1.148, 152.7, None, None, None, None, None, None, -4.0, 910.0, None, None, None, 2020-01-01 16:00:00, None, None
None, -4.213, 92.7, None, None, 54.45, 1.589, 140.7, None, None, None, None, None, None, -5.0, 910.0, None, None, None, 2020-01-01 17:00:00, None, None
None, -5.137, 92.8, None, None, 63.48, 0.436, 101.2, None, None, None, None, None, None, -6.0, 910.0, None, None, None, 2020-01-01 18:00:00, None, None
None, -5.388, 93.1, None, None, 55.6, 1.116, 94.2, None, None, None, None, None, None, -6.0, 911.0, None, None, None, 2020-01-01 19:00:00, None, None
None, -5.534, 93.1, None, None, 61.12, 0.995, 43.29, None, None, None, None, None, None, -7.0, 910.0, None, None, None, 2020-01-01 20:00:00, None, None
None, -5.643, 93.2, None, None, 76.67, 1.335, 278.6, None, None, None, None, None, None, -7.0, 910.0, None, None, None, 2020-01-01 21:00:00, None, None
None, -5.338, 92.9, None, None, 52.62, 0.436, 111.2, None, None, None, None, None, None, -6.0, 910.0, None, None, None, 2020-01-01 22:00:00, None, None
None, -5.117, 92.6, None, None, 70.69, 1.074, 346.0, None, None, None, None, None, None, -6.0, 910.0, None, None, None, 2020-01-01 23:00:00, None, None
None, -4.685, 93.1, None, None, 56.71, 0.895, 306.7, None, None, None, None, None, None, -6.0, 909.0, None, None, None, 2020-01-02 00:00:00, None, None
None, -4.693, 93.4, None, None, 41.77, 2.525, 82.3, None, None, None, None, None, None, -6.0, 909.0, None, None, None, 2020-01-02 01:00:00, None, None
None, -3.044, 95.6, None, None, 58.51, 4.239, 344.3, None, None, None, None, None, None, -4.0, 911.0, None, None, None, 2020-01-02 02:00:00, None, None
None, -8.22, 93.0, None, None, 32.35, 1.955, 56.48, None, None, None, None, None, None, -9.0, 918.0, None, None, None, 2020-01-02 07:00:00, None, None
None, -9.12, 90.9, None, None, 27.18, 2.081, 74.0, None, None, None, None, None, None, -10.0, 918.0, None, None, None, 2020-01-02 08:00:00, None, None
None, -9.29, 90.7, None, None, 51.65, 1.629, 90.0, None, None, None, None, None, None, -10.0, 919.0, None, None, None, 2020-01-02 09:00:00, None, None
None, -7.839, 89.1, None, None, 49.13, 2.122, 70.64, None, None, None, None, None, None, -9.0, 921.0, None, None, None, 2020-01-02 10:00:00, None, None
None, -5.624, 83.7, None, None, 70.23, 1.225, 83.9, None, None, None, None, None, None, -8.0, 921.0, None, None, None, 2020-01-02 11:00:00, None, None
None, -3.682, 81.1, None, None, 62.26, 1.843, 190.7, None, None, None, None, None, None, -6.0, 920.0, None, None, None, 2020-01-02 12:00:00, None, None
None, -5.61, 86.8, None, None, 59.03, 2.724, 180.6, None, None, None, None, None, None, -7.0, 921.0, None, None, None, 2020-01-02 13:00:00, None, None
None, -5.877, 89.6, None, None, 54.79, 1.807, 166.3, None, None, None, None, None, None, -7.0, 921.0, None, None, None, 2020-01-02 14:00:00, None, None
None, -6.093, 88.6, None, None, 75.65, 0.554, 136.1, None, None, None, None, None, None, -8.0, 923.0, None, None, None, 2020-01-02 15:00:00, None, None
None, -6.619, 91.3, None, None, 43.0, 0.892, 88.7, None, None, None, None, None, None, -8.0, 923.0, None, None, None, 2020-01-02 16:00:00, None, None
None, -7.458, 91.2, None, None, 50.36, 0.709, 55.42, None, None, None, None, None, None, -9.0, 923.0, None, None, None, 2020-01-02 17:00:00, None, None
None, -7.958, 91.7, None, None, 63.87, 0.968, 133.3, None, None, None, None, None, None, -9.0, 923.0, None, None, None, 2020-01-02 18:00:00, None, None
None, -8.01, 91.0, None, None, 56.49, 0.739, 35.7, None, None, None, None, None, None, -9.0, 924.0, None, None, None, 2020-01-02 19:00:00, None, None
None, -8.04, 91.2, None, None, 36.36, 0.623, 69.21, None, None, None, None, None, None, -9.0, 923.0, None, None, None, 2020-01-02 20:00:00, None, None
None, -8.07, 91.9, None, None, 67.43, 0.504, 41.42, None, None, None, None, None, None, -9.0, 923.0, None, None, None, 2020-01-02 21:00:00, None, None
None, -7.39, 92.6, None, None, 48.39, 1.247, 125.8, None, None, None, None, None, None, -8.0, 923.0, None, None, None, 2020-01-02 22:00:00, None, None
None, -7.422, 92.1, None, None, 26.69, 0.503, 81.0, None, None, None, None, None, None, -8.0, 923.0, None, None, None, 2020-01-02 23:00:00, None, None
None, -6.805, 92.0, None, None, 37.58, 1.997, 100.0, None, None, None, None, None, None, -8.0, 923.0, None, None, None, 2020-01-03 00:00:00, None, None
None, -7.107, 92.2, None, None, 24.61, 0.833, 85.3, None, None, None, None, None, None, -8.0, 923.0, None, None, None, 2020-01-03 01:00:00, None, None
None, -6.78, 92.5, None, None, 24.67, 2.201, 96.8, None, None, None, None, None, None, -8.0, 923.0, None, None, None, 2020-01-03 02:00:00, None, None
None, -6.474, 93.1, None, None, 20.46, 2.402, 100.1, None, None, None, None, None, None, -7.0, 922.0, None, None, None, 2020-01-03 03:00:00, None, None
None, -6.23, 93.6, None, None, 25.86, 2.788, 96.7, None, None, None, None, None, None, -7.0, 922.0, None, None, None, 2020-01-03 04:00:00, None, None
None, -6.248, 93.3, None, None, 29.57, 2.739, 99.0, None, None, None, None, None, None, -7.0, 921.0, None, None, None, 2020-01-03 05:00:00, None, None
None, -6.178, 93.4, None, None, 28.24, 3.543, 88.1, None, None, None, None, None, None, -7.0, 921.0, None, None, None, 2020-01-03 06:00:00, None, None
None, -5.896, 93.4, None, None, 18.28, 3.458, 87.4, None, None, None, None, None, None, -6.0, 921.0, None, None, None, 2020-01-03 07:00:00, None, None
None, -5.817, 92.9, None, None, 23.86, 4.078, 89.4, None, None, None, None, None, None, -7.0, 921.0, None, None, None, 2020-01-03 08:00:00, None, None
None, -5.483, 92.9, None, None, 28.03, 3.764, 88.1, None, None, None, None, None, None, -6.0, 921.0, None, None, None, 2020-01-03 09:00:00, None, None
None, -5.565, 93.3, None, None, 29.03, 2.818, 83.6, None, None, None, None, None, None, -6.0, 921.0, None, None, None, 2020-01-03 10:00:00, None, None
None, -4.57, 93.7, None, None, 55.47, 1.361, 74.06, None, None, None, None, None, None, -6.0, 921.0, None, None, None, 2020-01-03 11:00:00, None, None
None, -4.487, 93.4, None, None, 63.14, 1.756, 3.027, None, None, None, None, None, None, -5.0, 921.0, None, None, None, 2020-01-03 12:00:00, None, None
None, -4.192, 94.1, None, None, 35.59, 1.479, 302.2, None, None, None, None, None, None, -5.0, 921.0, None, None, None, 2020-01-03 13:00:00, None, None
None, -3.974, 94.1, None, None, 74.85, 0.763, 245.7, None, None, None, None, None, None, -4.0, 921.0, None, None, None, 2020-01-03 14:00:00, None, None
None, -3.582, 94.1, None, None, 62.6, 0.758, 96.1, None, None, None, None, None, None, -4.0, 921.0, None, None, None, 2020-01-03 15:00:00, None, None
None, -3.669, 94.0, None, None, 56.29, 0.715, 40.16, None, None, None, None, None, None, -5.0, 922.0, None, None, None, 2020-01-03 16:00:00, None, None
None, -3.501, 93.8, None, None, 47.68, 1.313, 81.7, None, None, None, None, None, None, -4.0, 921.0, None, None, None, 2020-01-03 17:00:00, None, None
None, -3.336, 93.6, None, None, 51.3, 1.839, 72.73, None, None, None, None, None, None, -4.0, 920.0, None, None, None, 2020-01-03 18:00:00, None, None
None, -2.985, 93.4, None, None, 24.34, 3.473, 79.35, None, None, None, None, None, None, -4.0, 919.0, None, None, None, 2020-01-03 19:00:00, None, None
None, -2.458, 92.9, None, None, 27.37, 5.232, 78.21, None, None, None, None, None, None, -3.0, 918.0, None, None, None, 2020-01-03 20:00:00, None, None
None, -2.12, 92.8, None, None, 27.89, 6.901, 85.6, None, None, None, None, None, None, -3.0, 916.0, None, None, None, 2020-01-03 21:00:00, None, None
None, -1.805, 90.3, None, None, 22.85, 8.19, 88.0, None, None, None, None, None, None, -3.0, 915.0, None, None, None, 2020-01-03 22:00:00, None, None
None, -1.645, 91.2, None, None, 21.05, 7.639, 85.3, None, None, None, None, None, None, -3.0, 914.0, None, None, None, 2020-01-03 23:00:00, None, None
None, -0.302, 90.9, None, None, 24.0, 7.924, 87.5, None, None, None, None, None, None, -1.0, 912.0, None, None, None, 2020-01-04 00:00:00, None, None
None, -0.712, 91.2, None, None, 21.16, 7.44, 87.9, None, None, None, None, None, None, -2.0, 911.0, None, None, None, 2020-01-04 01:00:00, None, None
None, 0.101, 91.5, None, None, 24.48, 4.513, 78.18, None, None, None, None, None, None, -1.0, 910.0, None, None, None, 2020-01-04 02:00:00, None, None
None, 1.169, 91.5, None, None, 27.05, 2.796, 71.72, None, None, None, None, None, None, 0.0, 909.0, None, None, None, 2020-01-04 03:00:00, None, None
None, 1.496, 90.5, None, None, 28.77, 3.53, 77.51, None, None, None, None, None, None, 0.0, 908.0, None, None, None, 2020-01-04 04:00:00, None, None
None, 1.126, 93.8, None, None, 42.67, 2.19, 73.32, None, None, None, None, None, None, 0.0, 909.0, None, None, None, 2020-01-04 05:00:00, None, None
None, 0.964, 95.4, None, None, 55.16, 1.428, 69.29, None, None, None, None, None, None, 0.0, 908.0, None, None, None, 2020-01-04 06:00:00, None, None
None, 0.661, 96.1, None, None, 43.25, 2.539, 74.69, None, None, None, None, None, None, 0.0, 909.0, None, None, None, 2020-01-04 07:00:00, None, None
None, 0.658, 96.1, None, None, 66.27, 3.159, 9.65, None, None, None, None, None, None, 0.0, 910.0, None, None, None, 2020-01-04 08:00:00, None, None
None, 0.445, 96.5, None, None, 73.29, 0.982, 21.19, None, None, None, None, None, None, 0.0, 911.0, None, None, None, 2020-01-04 09:00:00, None, None
None, 0.406, 96.9, None, None, 69.04, 1.494, 343.2, None, None, None, None, None, None, 0.0, 913.0, None, None, None, 2020-01-04 10:00:00, None, None
None, -0.578, 96.9, None, None, 39.72, 12.89, 305.8, None, None, None, None, None, None, -1.0, 915.0, None, None, None, 2020-01-04 11:00:00, None, None
None, 0.433, 96.2, None, None, 53.36, 4.787, 18.22, None, None, None, None, None, None, 0.0, 918.0, None, None, None, 2020-01-04 12:00:00, None, None
None, -0.121, 90.3, None, None, 66.15, 2.457, 347.7, None, None, None, None, None, None, -1.0, 919.0, None, None, None, 2020-01-04 13:00:00, None, None
None, -0.59, 91.7, None, None, 64.78, 1.591, 250.6, None, None, None, None, None, None, -2.0, 922.0, None, None, None, 2020-01-04 14:00:00, None, None
None, -0.826, 93.2, None, None, 78.59, 1.388, 345.5, None, None, None, None, None, None, -2.0, 923.0, None, None, None, 2020-01-04 15:00:00, None, None
None, -1.435, 95.0, None, None, 55.5, 0.888, 356.5, None, None, None, None, None, None, -2.0, 925.0, None, None, None, 2020-01-04 16:00:00, None, None
None, -2.384, 95.9, None, None, 27.58, 0.933, 74.34, None, None, None, None, None, None, -3.0, 926.0, None, None, None, 2020-01-04 17:00:00, None, None
None, -2.45, 96.3, None, None, 48.01, 1.216, 70.44, None, None, None, None, None, None, -3.0, 927.0, None, None, None, 2020-01-04 18:00:00, None, None
None, -2.879, 95.4, None, None, 33.16, 1.662, 76.1, None, None, None, None, None, None, -3.0, 927.0, None, None, None, 2020-01-04 19:00:00, None, None
None, -3.477, 95.5, None, None, 70.7, 0.692, 33.32, None, None, None, None, None, None, -4.0, 928.0, None, None, None, 2020-01-04 20:00:00, None, None
