station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, -2.74, 97.8, None, None, None, None, 14.6, None, 21.73, 281.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 19:00:00, None, None, 101.8
None, None, -2.893, 97.7, None, None, None, None, 21.24, None, 31.57, 279.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 20:00:00, None, None, 102.4
None, None, -3.328, 97.3, None, None, None, None, 19.0, None, 35.08, 281.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 21:00:00, None, None, 102.7
None, None, -4.044, 95.9, None, None, None, None, 9.83, None, 47.0, 279.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 22:00:00, None, None, 103.1
None, None, -4.59, 95.2, None, None, None, None, 12.68, None, 44.44, 282.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 23:00:00, None, None, 100.5
None, None, -4.956, 95.5, None, None, None, None, 36.28, None, 26.94, 294.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 00:00:00, None, None, 100.6
None, None, -5.662, 95.0, None, None, None, None, 55.41, None, 20.89, 314.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 01:00:00, None, None, 104.9
None, None, -6.497, 94.1, None, None, None, None, 35.58, None, 26.43, 292.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 02:00:00, None, None, 103.5
None, None, -7.777, 93.3, None, None, None, None, 9.83, None, 34.09, 282.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 07:00:00, None, None, 104.5
None, None, -7.844, 93.3, None, None, None, None, 41.89, None, 21.88, 288.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 08:00:00, None, None, 104.0
None, None, -7.606, 93.6, None, None, None, None, 47.06, None, 8.1, 278.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 09:00:00, None, None, 105.1
None, None, -6.945, 94.0, None, None, None, None, 23.04, None, 7.551, 273.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 10:00:00, None, None, 104.9
None, None, -6.173, 94.1, None, None, None, None, 28.0, None, 3.825, 239.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 11:00:00, None, None, 104.3
None, None, -5.254, 94.5, None, None, None, None, 19.27, None, 8.17, 264.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 12:00:00, None, None, 103.5
None, None, -4.737, 94.3, None, None, None, None, 48.23, None, 3.974, 237.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 13:00:00, None, None, 103.4
None, None, -4.996, 93.6, None, None, None, None, 32.99, None, 4.55, 197.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 14:00:00, None, None, 103.2
None, None, -5.616, 93.6, None, None, None, None, 53.83, None, 4.904, 159.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 15:00:00, None, None, 103.7
None, None, -6.35, 93.7, None, None, None, None, 15.32, None, 11.52, 154.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 16:00:00, None, None, 102.9
None, None, -6.542, 94.4, None, None, None, None, 17.38, None, 13.39, 91.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 17:00:00, None, None, 104.8
None, None, -6.668, 94.7, None, None, None, None, 5.926, None, 19.06, 82.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 18:00:00, None, None, 105.1
None, None, -6.54, 94.7, None, None, None, None, 6.308, None, 16.96, 83.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 19:00:00, None, None, 106.2
None, None, -6.132, 95.3, None, None, None, None, 26.77, None, 12.84, 116.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 20:00:00, None, None, 106.1
None, None, -5.559, 95.8, None, None, None, None, 24.82, None, 10.81, 150.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 21:00:00, None, None, 106.5
None, None, -4.589, 96.9, None, None, None, None, 18.63, None, 15.0, 192.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 22:00:00, None, None, 107.1
None, None, -3.569, 97.8, None, None, None, None, 6.587, None, 24.67, 209.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 23:00:00, None, None, 106.2
None, None, -2.482, 98.4, None, None, None, None, 12.15, None, 33.99, 202.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 00:00:00, None, None, 106.8
None, None, -1.503, 99.1, None, None, None, None, 14.22, None, 38.21, 195.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 01:00:00, None, None, 106.6
None, None, -1.167, 99.1, None, None, None, None, 13.5, None, 33.05, 196.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 02:00:00, None, None, 106.2
None, None, -0.611, 99.5, None, None, None, None, 17.89, None, 32.4, 203.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 04:00:00, None, None, 105.7
None, None, -0.455, 99.6, None, None, None, None, 18.36, None, 26.7, 201.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 05:00:00, None, None, 105.6
None, None, -0.514, 99.5, None, None, None, None, 10.47, None, 32.79, 210.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 06:00:00, None, None, 105.5
None, None, -0.354, 99.7, None, None, None, None, 12.78, None, 30.86, 206.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 07:00:00, None, None, 105.1
None, None, -0.265, 99.5, None, None, None, None, 29.76, None, 24.93, 214.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 08:00:00, None, None, 104.8
None, None, -0.093, 98.7, None, None, None, None, 62.87, None, 16.39, 205.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 09:00:00, None, None, 104.4
None, None, -0.065, 97.2, None, None, None, None, 20.33, None, 33.7, 202.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 10:00:00, None, None, 104.1
None, None, 0.208, 94.0, None, None, None, None, 17.22, None, 33.22, 198.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 11:00:00, None, None, 103.4
None, None, 0.751, 85.4, None, None, None, None, 18.44, None, 40.45, 203.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 12:00:00, None, None, 103.0
None, None, 1.656, 76.24, None, None, None, None, 21.11, None, 48.09, 214.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 13:00:00, None, None, 102.4
None, None, 1.777, 70.08, None, None, None, None, 14.36, None, 49.01, 210.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 14:00:00, None, None, 102.7
None, None, 1.934, 61.8, None, None, None, None, 15.35, None, 44.06, 216.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 15:00:00, None, None, 102.5
None, None, 2.287, 57.54, None, None, None, None, 23.44, None, 39.68, 230.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 16:00:00, None, None, 102.0
None, None, 2.546, 57.38, None, None, None, None, 23.46, None, 41.17, 212.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 17:00:00, None, None, 101.8
None, None, 1.989, 64.95, None, None, None, None, 17.39, None, 29.05, 207.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 18:00:00, None, None, 101.7
None, None, 1.288, 77.93, None, None, None, None, 18.66, None, 28.72, 191.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 19:00:00, None, None, 101.8
None, None, 0.524, 89.9, None, None, None, None, 22.92, None, 23.77, 184.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 20:00:00, None, None, 101.6
None, None, -0.255, 97.7, None, None, None, None, 24.97, None, 18.52, 126.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 21:00:00, None, None, 101.2
None, None, -0.445, 99.4, None, None, None, None, 26.6, None, 16.46, 177.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 22:00:00, None, None, 100.9
None, None, -0.683, 99.5, None, None, None, None, 22.05, None, 18.79, 218.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 23:00:00, None, None, 101.6
None, None, -0.9, 99.5, None, None, None, None, 49.87, None, 14.44, 238.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 00:00:00, None, None, 107.6
None, None, -1.292, 99.1, None, None, None, None, 28.87, None, 8.51, 285.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 01:00:00, None, None, 112.0
None, None, -1.706, 98.7, None, None, None, None, 40.31, None, 10.24, 304.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 02:00:00, None, None, 112.6
None, None, -2.604, 97.8, None, None, None, None, 17.6, None, 33.9, 289.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 03:00:00, None, None, 114.3
None, None, -4.065, 95.3, None, None, None, None, 39.05, None, 35.53, 311.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 04:00:00, None, None, 116.8
None, None, -5.272, 94.3, None, None, None, None, 38.99, None, 23.71, 18.47, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 05:00:00, None, None, 116.7
None, None, -5.966, 94.3, None, None, None, None, 43.13, None, 28.41, 30.69, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 06:00:00, None, None, 118.5
None, None, -6.746, 93.7, None, None, None, None, 31.21, None, 38.69, 19.87, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 07:00:00, None, None, 118.2
None, None, -7.088, 93.9, None, None, None, None, 23.85, None, 29.69, 17.96, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 08:00:00, None, None, 116.6
None, None, -7.143, 94.1, None, None, None, None, 35.07, None, 26.12, 28.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 09:00:00, None, None, 117.7
None, None, -6.954, 94.0, None, None, None, None, 39.47, None, 24.43, 36.38, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 10:00:00, None, None, 119.5
None, None, -6.41, 93.8, None, None, None, None, 30.27, None, 21.92, 37.55, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 11:00:00, None, None, 118.6
None, None, -6.129, 93.9, None, None, None, None, 38.37, None, 20.04, 359.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 12:00:00, None, None, 118.4
None, None, -5.572, 93.5, None, None, None, None, 53.63, None, 13.97, 6.725, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 13:00:00, None, None, 118.5
None, None, -5.782, 92.2, None, None, None, None, 34.47, None, 19.75, 354.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 14:00:00, None, None, 119.0
None, None, -5.855, 92.4, None, None, None, None, 22.62, None, 13.89, 347.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 15:00:00, None, None, 117.3
None, None, -6.079, 94.0, None, None, None, None, 43.48, None, 9.99, 262.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 16:00:00, None, None, 118.0
None, None, -6.276, 94.9, None, None, None, None, 39.3, None, 15.92, 318.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 17:00:00, None, None, 118.6
None, None, -6.238, 95.0, None, None, None, None, 21.05, None, 18.64, 359.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 18:00:00, None, None, 118.0
None, None, -6.149, 94.9, None, None, None, None, 14.97, None, 15.37, 34.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 19:00:00, None, None, 117.7
None, None, -6.045, 94.8, None, None, None, None, 15.26, None, 13.01, 33.71, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 20:00:00, None, None, 116.2
None, None, -5.852, 94.7, None, None, None, None, 21.11, None, 13.11, 39.98, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 21:00:00, None, None, 117.7
None, None, -5.825, 94.9, None, None, None, None, 14.24, None, 10.82, 26.63, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 22:00:00, None, None, 117.3
None, None, -5.712, 95.2, None, None, None, None, 17.93, None, 10.92, 28.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 23:00:00, None, None, 117.0
None, None, -5.741, 94.7, None, None, None, None, 21.93, None, 13.8, 39.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 00:00:00, None, None, 116.4
None, None, -5.783, 94.7, None, None, None, None, 16.15, None, 14.88, 23.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 01:00:00, None, None, 115.2
None, None, -5.808, 95.4, None, None, None, None, 17.97, None, 10.49, 11.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 02:00:00, None, None, 116.5
None, None, -5.951, 95.0, None, None, None, None, 16.01, None, 11.18, 16.26, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 03:00:00, None, None, 116.4
None, None, -5.825, 94.9, None, None, None, None, 12.78, None, 11.52, 31.99, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 04:00:00, None, None, 116.1
None, None, -5.653, 95.1, None, None, None, None, 22.8, None, 8.73, 14.93, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 05:00:00, None, None, 116.1
None, None, -5.636, 94.9, None, None, None, None, 20.63, None, 11.15, 19.04, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 06:00:00, None, None, 115.9
None, None, -5.917, 95.1, None, None, None, None, 13.44, None, 10.07, 21.46, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 07:00:00, None, None, 115.7
None, None, -6.065, 95.0, None, None, None, None, 10.61, None, 14.63, 34.38, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 08:00:00, None, None, 115.5
None, None, -5.693, 94.9, None, None, None, None, 8.88, None, 18.75, 41.72, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 09:00:00, None, None, 115.0
None, None, -4.884, 95.6, None, None, None, None, 9.33, None, 14.65, 28.26, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 10:00:00, None, None, 114.5
None, None, -4.522, 95.6, None, None, None, None, 11.04, None, 17.68, 25.04, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 11:00:00, None, None, 114.1
None, None, -4.382, 95.6, None, None, None, None, 9.36, None, 22.84, 23.46, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 12:00:00, None, None, 114.2
None, None, -4.22, 95.6, None, None, None, None, 11.27, None, 26.77, 39.58, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 13:00:00, None, None, 114.1
None, None, -4.321, 93.2, None, None, None, None, 17.36, None, 31.12, 61.06, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 14:00:00, None, None, 114.7
None, None, -5.346, 91.9, None, None, None, None, 22.66, None, 27.96, 72.07, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 15:00:00, None, None, 114.4
None, None, -6.254, 91.9, None, None, None, None, 22.74, None, 25.89, 60.62, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 16:00:00, None, None, 114.4
None, None, -6.653, 93.4, None, None, None, None, 48.65, None, 13.92, 98.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 17:00:00, None, None, 114.9
None, None, -7.137, 93.2, None, None, None, None, 31.09, None, 27.82, 111.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 18:00:00, None, None, 115.9
None, None, -7.769, 92.1, None, None, None, None, 21.16, None, 37.66, 90.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 19:00:00, None, None, 116.2
None, None, -7.886, 92.6, None, None, None, None, 39.3, None, 33.87, 88.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 20:00:00, None, None, 115.8
None, None, -7.82, 93.4, None, None, None, None, 34.88, None, 25.89, 23.76, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 21:00:00, None, None, 115.8
None, None, -7.628, 93.8, None, None, None, None, 25.62, None, 19.68, 351.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 22:00:00, None, None, 116.1
None, None, -7.44, 93.7, None, None, None, None, 24.42, None, 10.65, 348.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 23:00:00, None, None, 115.9
None, None, -7.31, 93.9, None, None, None, None, 21.55, None, 8.89, 344.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 00:00:00, None, None, 117.5
None, None, -6.973, 94.3, None, None, None, None, 25.51, None, 6.917, 297.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 01:00:00, None, None, 113.7
None, None, -6.935, 94.2, None, None, None, None, 19.42, None, 9.7, 269.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 02:00:00, None, None, 117.8
None, None, -6.838, 94.3, None, None, None, None, 33.89, None, 6.722, 235.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 03:00:00, None, None, 117.4
None, None, -6.585, 94.3, None, None, None, None, 15.85, None, 11.65, 224.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 04:00:00, None, None, 119.0
None, None, -6.52, 94.5, None, None, None, None, 18.96, None, 11.72, 168.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 05:00:00, None, None, 120.1
None, None, -6.45, 94.6, None, None, None, None, 4.242, None, 14.94, 158.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 06:00:00, None, None, 120.3
None, None, -6.255, 94.9, None, None, None, None, 5.122, None, 13.06, 157.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 07:00:00, None, None, 121.2
None, None, -6.039, 95.2, None, None, None, None, 6.436, None, 11.97, 161.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 08:00:00, None, None, 120.2
None, None, -5.674, 95.4, None, None, None, None, 15.08, None, 10.5, 164.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 09:00:00, None, None, 122.6
None, None, -5.021, 95.7, None, None, None, None, 20.95, None, 10.29, 201.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 10:00:00, None, None, 122.3
None, None, -4.394, 96.3, None, None, None, None, 18.74, None, 11.38, 211.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 11:00:00, None, None, 124.9
None, None, -3.646, 97.0, None, None, None, None, 5.423, None, 14.96, 243.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 12:00:00, None, None, 123.8
None, None, -3.019, 97.2, None, None, None, None, 8.48, None, 15.08, 253.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 13:00:00, None, None, 125.6
None, None, -2.469, 97.1, None, None, None, None, 14.43, None, 14.08, 256.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 14:00:00, None, None, 128.5
None, None, -2.362, 97.0, None, None, None, None, 12.24, None, 14.55, 241.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 15:00:00, None, None, 128.3
None, None, -2.578, 97.3, None, None, None, None, 12.62, None, 15.89, 251.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 16:00:00, None, None, 129.5
None, None, -2.436, 98.0, None, None, None, None, 16.49, None, 14.22, 264.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 17:00:00, None, None, 129.3
None, None, -2.285, 98.4, None, None, None, None, 21.3, None, 9.44, 251.8, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 18:00:00, None, None, 130.8
None, None, -2.326, 98.4, None, None, None, None, 24.03, None, 11.34, 241.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 19:00:00, None, None, 129.1
None, None, -2.202, 98.5, None, None, None, None, 18.01, None, 13.34, 256.6, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 20:00:00, None, None, 132.4
None, None, -2.008, 98.7, None, None, None, None, 32.03, None, 10.09, 258.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 21:00:00, None, None, 132.1
None, None, -1.927, 98.7, None, None, None, None, 20.99, None, 10.01, 257.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 22:00:00, None, None, 131.7
None, None, -1.893, 98.7, None, None, None, None, 11.84, None, 12.56, 265.2, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 23:00:00, None, None, 131.3
None, None, -1.721, 98.8, None, None, None, None, 7.414, None, 12.66, 261.5, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 00:00:00, None, None, 133.1
None, None, -1.72, 98.7, None, None, None, None, 20.27, None, 7.91, 245.7, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 01:00:00, None, None, 134.9
None, None, -1.615, 98.8, None, None, None, None, 23.47, None, 7.831, 182.3, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 02:00:00, None, None, 138.3
None, None, -1.759, 98.7, None, None, None, None, 26.28, None, 8.66, 210.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 03:00:00, None, None, 140.8
None, None, -1.913, 98.5, None, None, None, None, 19.09, None, 8.04, 215.9, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 04:00:00, None, None, 143.2
None, None, -1.951, 98.5, None, None, None, None, 15.58, None, 8.21, 235.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 05:00:00, None, None, 145.2
None, None, -1.902, 98.7, None, None, None, None, 17.2, None, 8.89, 250.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 06:00:00, None, None, 146.7
None, None, -1.632, 99.1, None, None, None, None, 21.28, None, 10.48, 250.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 07:00:00, None, None, 149.5
None, None, -1.444, 99.2, None, None, None, None, 9.65, None, 14.44, 283.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 08:00:00, None, None, 151.3
None, None, -1.177, 99.3, None, None, None, None, 12.07, None, 20.36, 297.0, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 09:00:00, None, None, 151.2
None, None, -1.094, 99.1, None, None, None, None, 8.04, None, 18.52, 320.4, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 10:00:00, None, None, 150.9
None, None, -0.874, 98.8, None, None, None, None, 6.95, None, 19.86, 327.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 11:00:00, None, None, 147.7
None, None, -0.564, 98.4, None, None, None, None, 8.06, None, 23.74, 338.1, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 12:00:00, None, None, 146.7
None, None, -0.417, 98.0, None, None, None, None, 27.27, None, 24.11, 38.81, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 13:00:00, None, None, 146.9
None, None, -0.367, 98.0, None, None, None, None, 12.63, None, 22.53, 76.12, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 14:00:00, None, None, 144.4
