station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -4.051, 90.8, None, None, 0.0, 0.0, 8.03, None, None, None, None, None, None, -5.0, 857.0, None, None, None, 2020-01-01 00:00:00, None, 114.5, None
None, -3.963, 90.8, None, None, 0.0, 0.0, 8.03, None, None, None, None, None, None, -5.0, 856.0, None, None, None, 2020-01-01 01:00:00, None, 114.1, None
None, -3.865, 90.8, None, None, 0.0, 0.0, 8.03, None, None, None, None, None, None, -5.0, 856.0, None, None, None, 2020-01-01 02:00:00, None, 113.6, None
None, -3.768, 90.8, None, None, 0.0, 0.0, 8.02, None, None, None, None, None, None, -5.0, 856.0, None, None, None, 2020-01-01 03:00:00, None, 113.2, None
None, -3.661, 90.8, None, None, 0.0, 0.0, 8.02, None, None, None, None, None, None, -5.0, 856.0, None, None, None, 2020-01-01 04:00:00, None, 112.7, None
None, -3.255, 91.0, None, None, 0.0, 0.0, 8.01, None, None, None, None, None, None, -4.0, 856.0, None, None, None, 2020-01-01 05:00:00, None, 112.7, None
None, -0.953, 90.7, None, None, 0.0, 0.0, 7.983, None, None, None, None, None, None, -2.0, 856.0, None, None, None, 2020-01-01 06:00:00, None, 112.3, None
None, -0.754, 90.5, None, None, 0.0, 0.0, 7.878, None, None, None, None, None, None, -2.0, 856.0, None, None, None, 2020-01-01 07:00:00, None, 111.8, None
None, -1.65, 90.6, None, None, 0.0, 0.0, 7.877, None, None, None, None, None, None, -3.0, 857.0, None, None, None, 2020-01-01 08:00:00, None, 111.5, None
None, -0.329, 90.8, None, None, 0.0, 0.0, 7.891, None, None, None, None, None, None, -1.0, 858.0, None, None, None, 2020-01-01 09:00:00, None, 111.5, None
None, 0.491, 90.3, None, None, 0.0, 0.0, 7.835, None, None, None, None, None, None, -1.0, 859.0, None, None, None, 2020-01-01 10:00:00, None, 110.7, None
None, 1.272, 90.3, None, None, 0.088, 0.016, 7.8, None, None, None, None, None, None, 0.0, 859.0, None, None, None, 2020-01-01 11:00:00, None, 110.7, None
None, 0.903, 90.3, None, None, 0.052, 0.967, 7.771, None, None, None, None, None, None, 0.0, 860.0, None, None, None, 2020-01-01 12:00:00, None, 109.6, None
None, 0.745, 90.5, None, None, 0.144, 1.405, 7.722, None, None, None, None, None, None, -1.0, 860.0, None, None, None, 2020-01-01 13:00:00, None, 109.0, None
None, 1.14, 90.5, None, None, 0.162, 0.421, 7.717, None, None, None, None, None, None, 0.0, 861.0, None, None, None, 2020-01-01 14:00:00, None, 108.4, None
None, 1.037, 90.4, None, None, 0.108, 1.351, 7.716, None, None, None, None, None, None, 0.0, 862.0, None, None, None, 2020-01-01 15:00:00, None, 108.0, None
None, 0.511, 90.6, None, None, 0.137, 2.3, 7.702, None, None, None, None, None, None, -1.0, 862.0, None, None, None, 2020-01-01 16:00:00, None, 107.6, None
None, 0.27, 90.8, None, None, 0.147, 1.432, 7.689, None, None, None, None, None, None, -1.0, 863.0, None, None, None, 2020-01-01 17:00:00, None, 107.2, None
None, 0.209, 90.7, None, None, 0.169, 1.025, 7.689, None, None, None, None, None, None, -1.0, 863.0, None, None, None, 2020-01-01 18:00:00, None, 106.8, None
None, -0.171, 90.8, None, None, 0.163, 1.515, 7.689, None, None, None, None, None, None, -1.0, 862.0, None, None, None, 2020-01-01 19:00:00, None, 106.5, None
None, 0.101, 90.7, None, None, 0.14, 1.465, 7.686, None, None, None, None, None, None, -1.0, 863.0, None, None, None, 2020-01-01 20:00:00, None, 106.2, None
None, -0.093, 90.7, None, None, 0.159, 1.992, 7.69, None, None, None, None, None, None, -1.0, 863.0, None, None, None, 2020-01-01 21:00:00, None, 105.9, None
None, -0.023, 90.7, None, None, 0.174, 0.829, 7.684, None, None, None, None, None, None, -1.0, 863.0, None, None, None, 2020-01-01 22:00:00, None, 105.6, None
None, -0.288, 90.7, None, None, 0.19, 0.865, 7.685, None, None, None, None, None, None, -1.0, 863.0, None, None, None, 2020-01-01 23:00:00, None, 105.5, None
None, -0.288, 90.7, None, None, 0.171, 0.769, 7.683, None, None, None, None, None, None, -1.0, 863.0, None, None, None, 2020-01-02 00:00:00, None, 105.2, None
None, -1.582, 90.0, None, None, 0.317, 3.132, 7.648, None, None, None, None, None, None, -3.0, 864.0, None, None, None, 2020-01-02 01:00:00, None, 104.8, None
None, -2.916, 91.0, None, None, 0.421, 3.869, 7.682, None, None, None, None, None, None, -4.0, 866.0, None, None, None, 2020-01-02 02:00:00, None, 105.4, None
None, -4.846, 91.1, None, None, 0.0, 0.0, 7.884, None, None, None, None, None, None, -6.0, 870.0, None, None, None, 2020-01-02 07:00:00, None, 104.2, None
None, -4.719, 91.0, None, None, 0.0, 0.0, 7.92, None, None, None, None, None, None, -6.0, 870.0, None, None, None, 2020-01-02 08:00:00, None, 104.0, None
None, -4.424, 90.9, None, None, 0.198, 0.0, 7.91, None, None, None, None, None, None, -6.0, 871.0, None, None, None, 2020-01-02 09:00:00, None, 103.8, None
None, -3.842, 90.7, None, None, 0.186, 0.0, 7.853, None, None, None, None, None, None, -5.0, 872.0, None, None, None, 2020-01-02 10:00:00, None, 103.5, None
None, -3.318, 90.5, None, None, 0.215, 0.0, 7.755, None, None, None, None, None, None, -4.0, 872.0, None, None, None, 2020-01-02 11:00:00, None, 103.3, None
None, -3.694, 90.7, None, None, 0.239, 0.0, 7.724, None, None, None, None, None, None, -5.0, 872.0, None, None, None, 2020-01-02 12:00:00, None, 102.6, None
None, -3.101, 90.2, None, None, 0.147, 0.0, 7.742, None, None, None, None, None, None, -4.0, 872.0, None, None, None, 2020-01-02 13:00:00, None, 102.1, None
None, -3.378, 90.5, None, None, 0.208, 0.0, 7.736, None, None, None, None, None, None, -5.0, 872.0, None, None, None, 2020-01-02 14:00:00, None, 102.2, None
None, -3.684, 90.4, None, None, 0.153, 0.0, 7.762, None, None, None, None, None, None, -5.0, 873.0, None, None, None, 2020-01-02 15:00:00, None, 102.0, None
None, -4.219, 90.6, None, None, 0.0, 0.0, 7.827, None, None, None, None, None, None, -5.0, 873.0, None, None, None, 2020-01-02 16:00:00, None, 101.9, None
None, -5.022, 90.7, None, None, 0.0, 0.0, 7.914, None, None, None, None, None, None, -6.0, 873.0, None, None, None, 2020-01-02 17:00:00, None, 101.8, None
None, -5.167, 90.8, None, None, 0.0, 0.0, 7.952, None, None, None, None, None, None, -6.0, 873.0, None, None, None, 2020-01-02 18:00:00, None, 102.3, None
None, -5.278, 90.9, None, None, 0.0, 0.0, 7.971, None, None, None, None, None, None, -6.0, 873.0, None, None, None, 2020-01-02 19:00:00, None, 102.1, None
None, -5.281, 90.8, None, None, 0.0, 0.0, 7.981, None, None, None, None, None, None, -6.0, 873.0, None, None, None, 2020-01-02 20:00:00, None, 103.2, None
None, -5.11, 90.8, None, None, 0.0, 0.0, 7.987, None, None, None, None, None, None, -6.0, 872.0, None, None, None, 2020-01-02 21:00:00, None, 102.8, None
None, -5.034, 90.8, None, None, 0.0, 0.0, 7.99, None, None, None, None, None, None, -6.0, 872.0, None, None, None, 2020-01-02 22:00:00, None, 104.3, None
None, -4.962, 90.8, None, None, 0.0, 0.0, 7.992, None, None, None, None, None, None, -6.0, 872.0, None, None, None, 2020-01-02 23:00:00, None, 106.6, None
None, -5.059, 90.9, None, None, 0.0, 0.0, 7.998, None, None, None, None, None, None, -6.0, 871.0, None, None, None, 2020-01-03 00:00:00, None, 107.9, None
None, -4.967, 90.9, None, None, 0.0, 0.0, 8.0, None, None, None, None, None, None, -6.0, 871.0, None, None, None, 2020-01-03 01:00:00, None, 107.9, None
None, -4.668, 90.8, None, None, 0.0, 0.0, 7.996, None, None, None, None, None, None, -6.0, 870.0, None, None, None, 2020-01-03 02:00:00, None, 107.8, None
None, -4.36, 90.8, None, None, 0.0, 0.0, 7.989, None, None, None, None, None, None, -5.0, 870.0, None, None, None, 2020-01-03 03:00:00, None, 107.9, None
None, -4.132, 90.8, None, None, 0.0, 0.0, 7.984, None, None, None, None, None, None, -5.0, 870.0, None, None, None, 2020-01-03 04:00:00, None, 107.7, None
None, -3.859, 90.8, None, None, 0.0, 0.0, 7.981, None, None, None, None, None, None, -5.0, 870.0, None, None, None, 2020-01-03 05:00:00, None, 107.5, None
None, -3.611, 90.8, None, None, 0.0, 0.0, 7.975, None, None, None, None, None, None, -5.0, 870.0, None, None, None, 2020-01-03 06:00:00, None, 107.4, None
None, -3.417, 90.8, None, None, 0.0, 0.0, 7.967, None, None, None, None, None, None, -5.0, 870.0, None, None, None, 2020-01-03 07:00:00, None, 107.2, None
None, -3.184, 90.7, None, None, 0.0, 0.0, 7.959, None, None, None, None, None, None, -4.0, 870.0, None, None, None, 2020-01-03 08:00:00, None, 106.9, None
None, -2.895, 90.7, None, None, 0.0, 0.0, 7.938, None, None, None, None, None, None, -4.0, 871.0, None, None, None, 2020-01-03 09:00:00, None, 106.9, None
None, -2.438, 90.8, None, None, 0.0, 0.0, 7.899, None, None, None, None, None, None, -4.0, 872.0, None, None, None, 2020-01-03 10:00:00, None, 106.7, None
None, -1.183, 90.3, None, None, 0.14, 0.0, 7.78, None, None, None, None, None, None, -2.0, 871.0, None, None, None, 2020-01-03 11:00:00, None, 106.6, None
None, -0.863, 90.3, None, None, 0.171, 0.0, 7.765, None, None, None, None, None, None, -2.0, 871.0, None, None, None, 2020-01-03 12:00:00, None, 106.4, None
None, -0.841, 90.0, None, None, 0.206, 0.047, 7.762, None, None, None, None, None, None, -2.0, 872.0, None, None, None, 2020-01-03 13:00:00, None, 106.0, None
None, -0.68, 90.4, None, None, 0.804, 7.733, 7.703, None, None, None, None, None, None, -2.0, 871.0, None, None, None, 2020-01-03 14:00:00, None, 105.9, None
None, -0.318, 90.4, None, None, 0.852, 8.71, 7.64, None, None, None, None, None, None, -2.0, 871.0, None, None, None, 2020-01-03 15:00:00, None, 106.4, None
None, -0.495, 90.6, None, None, 0.765, 7.826, 7.683, None, None, None, None, None, None, -2.0, 871.0, None, None, None, 2020-01-03 16:00:00, None, 105.9, None
None, 0.471, 90.6, None, None, 0.599, 5.029, 7.708, None, None, None, None, None, None, -1.0, 871.0, None, None, None, 2020-01-03 17:00:00, None, 105.5, None
None, 0.829, 90.4, None, None, 0.613, 5.461, 7.724, None, None, None, None, None, None, -1.0, 870.0, None, None, None, 2020-01-03 18:00:00, None, 105.3, None
None, 0.662, 90.5, None, None, 0.729, 6.879, 7.751, None, None, None, None, None, None, -1.0, 869.0, None, None, None, 2020-01-03 19:00:00, None, 105.0, None
None, 0.527, 90.4, None, None, 0.658, 5.643, 7.682, None, None, None, None, None, None, -1.0, 869.0, None, None, None, 2020-01-03 20:00:00, None, 104.8, None
None, 0.674, 90.4, None, None, 0.477, 3.763, 7.722, None, None, None, None, None, None, -1.0, 868.0, None, None, None, 2020-01-03 21:00:00, None, 104.7, None
None, 0.914, 90.2, None, None, 0.583, 5.203, 7.665, None, None, None, None, None, None, -1.0, 867.0, None, None, None, 2020-01-03 22:00:00, None, 104.4, None
None, 0.962, 90.2, None, None, 0.567, 4.978, 7.705, None, None, None, None, None, None, 0.0, 866.0, None, None, None, 2020-01-03 23:00:00, None, 104.2, None
None, 0.084, 90.5, None, None, 0.591, 4.865, 7.67, None, None, None, None, None, None, -1.0, 864.0, None, None, None, 2020-01-04 00:00:00, None, 104.1, None
None, -0.831, 90.5, None, None, 0.427, 3.233, 7.686, None, None, None, None, None, None, -2.0, 863.0, None, None, None, 2020-01-04 01:00:00, None, 103.9, None
None, -0.734, 90.7, None, None, 0.206, 1.474, 7.687, None, None, None, None, None, None, -2.0, 863.0, None, None, None, 2020-01-04 02:00:00, None, 103.9, None
None, -0.967, 90.7, None, None, 0.179, 0.688, 7.69, None, None, None, None, None, None, -2.0, 862.0, None, None, None, 2020-01-04 03:00:00, None, 103.7, None
None, -0.775, 90.7, None, None, 0.19, 0.372, 7.694, None, None, None, None, None, None, -2.0, 862.0, None, None, None, 2020-01-04 04:00:00, None, 103.5, None
None, -0.726, 90.7, None, None, 0.189, 0.518, 7.695, None, None, None, None, None, None, -2.0, 862.0, None, None, None, 2020-01-04 05:00:00, None, 102.8, None
None, -0.434, 90.6, None, None, 0.237, 2.299, 7.694, None, None, None, None, None, None, -2.0, 864.0, None, None, None, 2020-01-04 06:00:00, None, 102.7, None
None, -0.485, 90.7, None, None, 0.331, 3.558, 7.713, None, None, None, None, None, None, -2.0, 865.0, None, None, None, 2020-01-04 07:00:00, None, 102.4, None
None, -1.629, 90.8, None, None, 0.369, 4.144, 7.716, None, None, None, None, None, None, -3.0, 867.0, None, None, None, 2020-01-04 08:00:00, None, 102.4, None
None, -1.989, 90.6, None, None, 0.431, 4.32, 7.78, None, None, None, None, None, None, -3.0, 869.0, None, None, None, 2020-01-04 09:00:00, None, 102.2, None
None, -1.939, 90.6, None, None, 0.369, 3.409, 7.761, None, None, None, None, None, None, -3.0, 870.0, None, None, None, 2020-01-04 10:00:00, None, 102.5, None
None, -1.694, 90.3, None, None, 0.428, 3.988, 7.729, None, None, None, None, None, None, -3.0, 872.0, None, None, None, 2020-01-04 11:00:00, None, 102.5, None
None, -0.43, 89.0, None, None, 0.414, 4.572, 7.688, None, None, None, None, None, None, -2.0, 873.0, None, None, None, 2020-01-04 12:00:00, None, 102.6, None
None, -1.359, 89.3, None, None, 0.358, 4.166, 7.732, None, None, None, None, None, None, -3.0, 874.0, None, None, None, 2020-01-04 13:00:00, None, 102.5, None
None, -1.835, 90.0, None, None, 0.369, 4.319, 7.731, None, None, None, None, None, None, -3.0, 875.0, None, None, None, 2020-01-04 14:00:00, None, 102.4, None
None, -2.101, 90.1, None, None, 0.186, 2.242, 7.706, None, None, None, None, None, None, -3.0, 876.0, None, None, None, 2020-01-04 15:00:00, None, 102.4, None
None, -2.863, 90.4, None, None, 0.145, 0.997, 7.687, None, None, None, None, None, None, -4.0, 877.0, None, None, None, 2020-01-04 16:00:00, None, 102.3, None
None, -3.384, 90.5, None, None, 0.108, 0.744, 7.676, None, None, None, None, None, None, -5.0, 878.0, None, None, None, 2020-01-04 17:00:00, None, 102.3, None
None, -3.889, 90.7, None, None, 0.059, 0.802, 7.678, None, None, None, None, None, None, -5.0, 878.0, None, None, None, 2020-01-04 18:00:00, None, 102.2, None
None, -4.203, 90.7, None, None, 0.048, 1.267, 7.677, None, None, None, None, None, None, -5.0, 879.0, None, None, None, 2020-01-04 19:00:00, None, 102.0, None
None, -4.438, 90.6, None, None, 0.0, 0.951, 7.684, None, None, None, None, None, None, -6.0, 879.0, None, None, None, 2020-01-04 20:00:00, None, 101.9, None
None, -4.964, 90.9, None, None, 0.163, 0.703, 7.74, None, None, None, None, None, None, -6.0, 880.0, None, None, None, 2020-01-04 21:00:00, None, 101.9, None
None, -5.181, 90.8, None, None, 0.0, 0.0, 7.88, None, None, None, None, None, None, -6.0, 880.0, None, None, None, 2020-01-04 22:00:00, None, 101.7, None
None, -5.205, 90.8, None, None, 0.0, 0.0, 7.972, None, None, None, None, None, None, -6.0, 881.0, None, None, None, 2020-01-04 23:00:00, None, 101.6, None
