station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.1, None, -2.528, None, None, None, None, None, None, None, None, None, 2020-01-01 00:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 107.7, None, -2.48, None, None, None, None, None, None, None, None, None, 2020-01-01 01:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 106.2, None, -2.518, None, None, None, None, None, None, None, None, None, 2020-01-01 02:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 106.0, None, -2.318, None, None, None, None, None, None, None, None, None, 2020-01-01 03:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.8, None, -2.185, None, None, None, None, None, None, None, None, None, 2020-01-01 04:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.3, None, -2.127, None, None, None, None, None, None, None, None, None, 2020-01-01 05:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.0, None, -2.015, None, None, None, None, None, None, None, None, None, 2020-01-01 06:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 103.8, None, -2.272, None, None, None, None, None, None, None, None, None, 2020-01-01 07:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.1, None, -2.397, None, None, None, None, None, None, None, None, None, 2020-01-01 08:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.5, None, -2.358, None, None, None, None, None, None, None, None, None, 2020-01-01 09:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.4, None, -2.415, None, None, None, None, None, None, None, None, None, 2020-01-01 10:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.0, None, -2.376, None, None, None, None, None, None, None, None, None, 2020-01-01 11:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.3, None, -2.635, None, None, None, None, None, None, None, None, None, 2020-01-01 12:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.8, None, -3.766, None, None, None, None, None, None, None, None, None, 2020-01-01 13:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 106.6, None, -4.905, None, None, None, None, None, None, None, None, None, 2020-01-01 14:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.7, None, -5.611, None, None, None, None, None, None, None, None, None, 2020-01-01 15:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.2, None, -6.087, None, None, None, None, None, None, None, None, None, 2020-01-01 16:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.0, None, -7.7, None, None, None, None, None, None, None, None, None, 2020-01-01 17:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.7, None, -7.59, None, None, None, None, None, None, None, None, None, 2020-01-01 18:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.8, None, -6.836, None, None, None, None, None, None, None, None, None, 2020-01-01 19:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.5, None, -7.32, None, None, None, None, None, None, None, None, None, 2020-01-01 20:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.8, None, -8.28, None, None, None, None, None, None, None, None, None, 2020-01-01 21:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.8, None, -7.88, None, None, None, None, None, None, None, None, None, 2020-01-01 22:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.6, None, -7.85, None, None, None, None, None, None, None, None, None, 2020-01-01 23:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 106.9, None, -8.54, None, None, None, None, None, None, None, None, None, 2020-01-02 00:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 106.5, None, -8.85, None, None, None, None, None, None, None, None, None, 2020-01-02 01:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 106.0, None, -9.54, None, None, None, None, None, None, None, None, None, 2020-01-02 02:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.4, None, -10.76, None, None, None, None, None, None, None, None, None, 2020-01-02 07:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.2, None, -10.93, None, None, None, None, None, None, None, None, None, 2020-01-02 08:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.1, None, -10.74, None, None, None, None, None, None, None, None, None, 2020-01-02 09:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.1, None, -10.24, None, None, None, None, None, None, None, None, None, 2020-01-02 10:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.8, None, -9.86, None, None, None, None, None, None, None, None, None, 2020-01-02 11:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.3, None, -8.88, None, None, None, None, None, None, None, None, None, 2020-01-02 12:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 105.3, None, -8.78, None, None, None, None, None, None, None, None, None, 2020-01-02 13:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 103.1, None, -9.22, None, None, None, None, None, None, None, None, None, 2020-01-02 14:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 103.2, None, -10.28, None, None, None, None, None, None, None, None, None, 2020-01-02 15:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.4, None, -11.03, None, None, None, None, None, None, None, None, None, 2020-01-02 16:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.7, None, -11.65, None, None, None, None, None, None, None, None, None, 2020-01-02 17:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 104.4, None, -11.68, None, None, None, None, None, None, None, None, None, 2020-01-02 18:00:00, None
