station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 0.318, 107.4, None, None, None, None, None, None, None, None, None, None, None, -6.493, None, None, None, None, 35.13, None, None, None, None, 2020-01-01 00:00:00, None
None, None, None, None, 0.286, 97.5, None, None, None, None, None, None, None, None, None, None, None, -6.079, None, None, None, None, 41.74, None, None, None, None, 2020-01-01 01:00:00, None
None, None, None, None, 0.334, 123.9, None, None, None, None, None, None, None, None, None, None, None, -5.657, None, None, None, None, 32.09, None, None, None, None, 2020-01-01 02:00:00, None
None, None, None, None, 0.382, 120.9, None, None, None, None, None, None, None, None, None, None, None, -5.504, None, None, None, None, 13.14, None, None, None, None, 2020-01-01 03:00:00, None
None, None, None, None, 0.383, 117.0, None, None, None, None, None, None, None, None, None, None, None, -5.285, None, None, None, None, 10.53, None, None, None, None, 2020-01-01 04:00:00, None
None, None, None, None, 0.387, 111.4, None, None, None, None, None, None, None, None, None, None, None, -5.037, None, None, None, None, 8.93, None, None, None, None, 2020-01-01 05:00:00, None
None, None, None, None, 0.352, 112.1, None, None, None, None, None, None, None, None, None, None, None, -5.123, None, None, None, None, 24.68, None, None, None, None, 2020-01-01 06:00:00, None
None, None, None, None, 0.385, 125.7, None, None, None, None, None, None, None, None, None, None, None, -5.314, None, None, None, None, 16.09, None, None, None, None, 2020-01-01 07:00:00, None
None, None, None, None, 0.399, 128.2, None, None, None, None, None, None, None, None, None, None, None, -5.533, None, None, None, None, 14.84, None, None, None, None, 2020-01-01 08:00:00, None
None, None, None, None, 0.385, 120.0, None, None, None, None, None, None, None, None, None, None, None, -5.887, None, None, None, None, 17.27, None, None, None, None, 2020-01-01 09:00:00, None
None, None, None, None, 0.216, 131.1, None, None, None, None, None, None, None, None, None, None, None, -6.608, None, None, None, None, 57.83, None, None, None, None, 2020-01-01 10:00:00, None
None, None, None, None, 0.034, 87.9, None, None, None, None, None, None, None, None, None, None, None, -7.43, None, None, None, None, 78.1, None, None, None, None, 2020-01-01 11:00:00, None
None, None, None, None, 0.202, 244.0, None, None, None, None, None, None, None, None, None, None, None, -8.16, None, None, None, None, 62.25, None, None, None, None, 2020-01-01 12:00:00, None
None, None, None, None, 0.166, 344.7, None, None, None, None, None, None, None, None, None, None, None, -9.27, None, None, None, None, 72.3, None, None, None, None, 2020-01-01 13:00:00, None
