station_observations
max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
-4.4, -6999.0, 13.3, 5.2, -6999.0, -4.4, -6.3, 0.0, 29.0, 1.0, 2020-03-01 12:00:00, 363.0, -6999.0
-3.4, -6999.0, 10.9, 2.4, -6999.0, -3.4, -6.3, 0.0, 32.0, 1.0, 2020-03-01 13:00:00, 364.0, -6999.0
-3.1, -6999.0, 17.7, 0.9, -6999.0, -3.6, -6.3, 0.0, 346.0, 1.0, 2020-03-01 14:00:00, 365.0, -6999.0
-3.1, -6999.0, 23.5, 4.5, -6999.0, -4.0, -6.3, 0.0, 251.0, 1.0, 2020-03-01 15:00:00, 366.0, -6999.0
-3.1, -6999.0, 25.6, 5.8, -6999.0, -3.7, -6.3, 0.0, 230.0, 1.0, 2020-03-01 16:00:00, 367.0, -6999.0
-3.1, -6999.0, 21.7, 5.3, -6999.0, -3.6, -6.3, 0.0, 237.0, -1.0, 2020-03-01 17:00:00, 366.0, -6999.0
-3.1, -6999.0, 34.7, 2.1, -6999.0, -3.3, -6.3, 0.0, 195.0, 0.0, 2020-03-01 18:00:00, 366.0, -6999.0
-2.1, -6999.0, 38.3, 7.0, -6999.0, -2.8, -3.3, 0.0, 243.0, 0.0, 2020-03-01 19:00:00, 367.0, -6999.0
-2.1, -6999.0, 42.6, 12.5, -6999.0, -2.3, -3.3, 0.0, 239.0, -1.0, 2020-03-01 20:00:00, 366.0, -6999.0
-2.1, -6999.0, 44.1, 10.2, -6999.0, -2.8, -3.3, 0.0, 232.0, 0.0, 2020-03-01 21:00:00, 366.0, -6999.0
-2.1, -6999.0, 46.3, 17.4, -6999.0, -3.1, -3.3, 0.0, 244.0, 0.0, 2020-03-01 22:00:00, 366.0, -6999.0
-2.1, -6999.0, 40.3, 14.8, -6999.0, -3.3, -3.4, 0.0, 248.0, 0.0, 2020-03-01 23:00:00, 366.0, -6999.0
-2.1, -6999.0, 51.2, 20.2, -6999.0, -3.3, -3.7, 0.0, 242.0, 2.0, 2020-03-02 00:00:00, 369.0, -6999.0
-2.1, -6999.0, 38.1, 11.0, -6999.0, -3.9, -3.9, 0.0, 249.0, 1.0, 2020-03-02 01:00:00, 370.0, -6999.0
-2.1, -6999.0, 32.5, 2.9, -6999.0, -4.3, -4.3, 0.0, 223.0, -1.0, 2020-03-02 02:00:00, 369.0, -6999.0
-2.1, -6999.0, 30.2, 7.3, -6999.0, -4.2, -4.4, 0.0, 237.0, 0.0, 2020-03-02 03:00:00, 369.0, -6999.0
-2.1, -6999.0, 39.4, 10.5, -6999.0, -4.3, -4.4, 0.0, 244.0, 3.0, 2020-03-02 04:00:00, 372.0, -6999.0
-2.1, -6999.0, 22.3, 4.1, -6999.0, -4.4, -4.5, 0.0, 237.0, -2.0, 2020-03-02 05:00:00, 370.0, -6999.0
-2.1, -6999.0, 35.4, 11.5, -6999.0, -4.4, -4.5, 0.0, 228.0, 0.0, 2020-03-02 06:00:00, 370.0, -6999.0
-3.9, -6999.0, 36.5, 12.3, -6999.0, -4.3, -4.4, 0.0, 227.0, 1.0, 2020-03-02 07:00:00, 370.0, -6999.0
-3.5, -6999.0, 43.8, 12.9, -6999.0, -3.6, -4.4, 0.0, 226.0, 1.0, 2020-03-02 08:00:00, 371.0, -6999.0
-3.0, -6999.0, 47.1, 13.6, -6999.0, -3.3, -4.4, 0.0, 226.0, 0.0, 2020-03-02 09:00:00, 371.0, -6999.0
-2.4, -6999.0, 34.9, 6.4, -6999.0, -2.7, -4.4, 0.0, 228.0, -1.0, 2020-03-02 10:00:00, 370.0, -6999.0
-2.3, -6999.0, 28.4, 7.7, -6999.0, -2.3, -4.4, 0.0, 243.0, 0.0, 2020-03-02 11:00:00, 370.0, -6999.0
-1.5, -6999.0, 24.6, 8.3, -6999.0, -2.5, -4.4, 0.0, 232.0, -1.0, 2020-03-02 12:00:00, 369.0, -6999.0
-1.4, -6999.0, 22.4, 8.0, -6999.0, -2.4, -4.4, 0.0, 243.0, 0.0, 2020-03-02 13:00:00, 369.0, -6999.0
-1.4, -6999.0, 26.0, 9.4, -6999.0, -2.7, -4.4, 0.0, 258.0, 0.0, 2020-03-02 14:00:00, 369.0, -6999.0
-1.4, -6999.0, 29.4, 11.7, -6999.0, -3.0, -4.4, 0.0, 255.0, 0.0, 2020-03-02 16:00:00, 368.0, -6999.0
-1.4, -6999.0, 25.7, 7.8, -6999.0, -3.1, -4.4, 0.0, 244.0, 0.0, 2020-03-02 17:00:00, 368.0, -6999.0
-1.4, -6999.0, 29.4, 6.5, -6999.0, -3.5, -4.4, 0.0, 239.0, 0.0, 2020-03-02 18:00:00, 368.0, -6999.0
-3.4, -6999.0, 27.0, 6.4, -6999.0, -3.6, -3.7, 0.0, 233.0, 0.0, 2020-03-02 19:00:00, 367.0, -6999.0
-3.4, -6999.0, 30.8, 4.8, -6999.0, -3.6, -3.7, 0.0, 233.0, -1.0, 2020-03-02 20:00:00, 367.0, -6999.0
-3.2, -6999.0, 47.1, 17.3, -6999.0, -3.4, -3.7, 0.0, 239.0, 0.0, 2020-03-02 21:00:00, 367.0, -6999.0
-3.0, -6999.0, 45.2, 16.1, -6999.0, -3.1, -3.7, 0.0, 244.0, -1.0, 2020-03-02 22:00:00, 366.0, -6999.0
-3.0, -6999.0, 45.8, 16.1, -6999.0, -3.6, -3.7, 0.0, 244.0, 1.0, 2020-03-02 23:00:00, 367.0, -6999.0
-3.0, -6999.0, 42.8, 15.3, -6999.0, -3.8, -4.0, 0.0, 244.0, -1.0, 2020-03-03 00:00:00, 367.0, -6999.0
-3.0, -6999.0, 40.3, 14.5, -6999.0, -3.9, -4.0, 0.0, 244.0, -1.0, 2020-03-03 01:00:00, 366.0, -6999.0
-3.0, -6999.0, 40.2, 12.8, -6999.0, -4.3, -4.4, 0.0, 241.0, 1.0, 2020-03-03 02:00:00, 367.0, -6999.0
-3.0, -6999.0, 26.5, 5.7, -6999.0, -4.6, -4.6, 0.0, 231.0, 0.0, 2020-03-03 03:00:00, 367.0, -6999.0
-3.0, -6999.0, 9.2, 0.9, -6999.0, -4.5, -4.6, 0.0, 130.0, 1.0, 2020-03-03 04:00:00, 368.0, -6999.0
-3.0, -6999.0, 12.1, 3.2, -6999.0, -4.6, -4.7, 0.0, 31.0, 2.0, 2020-03-03 05:00:00, 370.0, -6999.0
-3.0, -6999.0, 14.2, 5.5, -6999.0, -4.6, -4.7, 0.0, 38.0, 1.0, 2020-03-03 06:00:00, 371.0, -6999.0
-4.6, -6999.0, 11.0, 2.8, -6999.0, -4.8, -4.8, 0.0, 20.0, 0.0, 2020-03-03 07:00:00, 371.0, -6999.0
-4.5, -6999.0, 9.9, 2.7, -6999.0, -4.7, -4.8, 0.0, 6.0, 2.0, 2020-03-03 08:00:00, 374.0, -6999.0
-4.1, -6999.0, 11.8, 3.8, -6999.0, -4.1, -4.8, 0.0, 32.0, 0.0, 2020-03-03 09:00:00, 374.0, -6999.0
-3.6, -6999.0, 10.3, 3.4, -6999.0, -3.9, -4.8, 0.0, 60.0, 0.0, 2020-03-03 10:00:00, 375.0, -6999.0
-3.6, -6999.0, 18.1, 7.9, -6999.0, -3.9, -4.8, 0.0, 47.0, 1.0, 2020-03-03 11:00:00, 376.0, -6999.0
-3.6, -6999.0, 20.6, 9.7, -6999.0, -3.7, -4.8, 0.0, 53.0, 1.0, 2020-03-03 12:00:00, 377.0, -6999.0
-3.5, -6999.0, 18.2, 9.2, -6999.0, -3.8, -4.8, 0.0, 55.0, -1.0, 2020-03-03 13:00:00, 376.0, -6999.0
-3.5, -6999.0, 14.4, 8.0, -6999.0, -3.7, -4.8, 0.0, 49.0, 2.0, 2020-03-03 14:00:00, 378.0, -6999.0
-3.5, -6999.0, 12.7, 6.6, -6999.0, -3.8, -4.8, 0.0, 50.0, -1.0, 2020-03-03 15:00:00, 377.0, -6999.0
-3.5, -6999.0, 12.9, 5.6, -6999.0, -3.7, -4.8, 0.0, 32.0, 1.0, 2020-03-03 16:00:00, 378.0, -6999.0
-3.5, -6999.0, 13.0, 6.3, -6999.0, -3.8, -4.8, 0.0, 30.0, 0.0, 2020-03-03 17:00:00, 378.0, -6999.0
-3.4, -6999.0, 7.8, 1.5, -6999.0, -4.2, -4.8, 0.0, 273.0, 0.0, 2020-03-03 18:00:00, 378.0, -6999.0
-4.2, -6999.0, 15.5, 5.4, -6999.0, -4.5, -4.5, 0.0, 264.0, 0.0, 2020-03-03 19:00:00, 377.0, -6999.0
-4.2, -6999.0, 21.0, 7.4, -6999.0, -4.7, -4.7, 0.0, 260.0, -1.0, 2020-03-03 20:00:00, 377.0, -6999.0
-4.2, -6999.0, 18.1, 7.4, -6999.0, -4.8, -4.9, 0.0, 261.0, 0.0, 2020-03-03 21:00:00, 376.0, -6999.0
-4.2, -6999.0, 13.8, 3.1, -6999.0, -4.7, -5.0, 0.0, 260.0, -1.0, 2020-03-03 22:00:00, 376.0, -6999.0
-4.2, -6999.0, 17.4, 5.5, -6999.0, -4.6, -5.0, 0.0, 243.0, -1.0, 2020-03-03 23:00:00, 375.0, -6999.0
-4.2, -6999.0, 15.1, 4.7, -6999.0, -4.9, -5.0, 0.0, 244.0, -1.0, 2020-03-04 00:00:00, 375.0, -6999.0
-4.2, -6999.0, 39.3, 10.7, -6999.0, -5.9, -5.9, 0.0, 236.0, 1.0, 2020-03-04 01:00:00, 375.0, -6999.0
-4.2, -6999.0, 50.0, 18.2, -6999.0, -7.0, -7.0, 0.0, 240.0, 2.0, 2020-03-04 02:00:00, 377.0, -6999.0
-4.2, -6999.0, 49.3, 20.7, -6999.0, -7.2, -7.2, 0.0, 244.0, 1.0, 2020-03-04 03:00:00, 378.0, -6999.0
-4.2, -6999.0, 43.8, 15.2, -6999.0, -6.9, -7.3, 0.0, 249.0, 0.0, 2020-03-04 04:00:00, 378.0, -6999.0
-4.2, -6999.0, 30.0, 8.4, -6999.0, -7.4, -7.5, 0.0, 236.0, -1.0, 2020-03-04 05:00:00, 378.0, -6999.0
-4.2, -6999.0, 17.2, 3.5, -6999.0, -7.3, -7.5, 0.0, 236.0, 0.0, 2020-03-04 06:00:00, 377.0, -6999.0
-7.3, -6999.0, 26.7, 2.2, -6999.0, -7.7, -7.7, 0.0, 245.0, 0.0, 2020-03-04 07:00:00, 377.0, -6999.0
-7.3, -6999.0, 12.7, 2.0, -6999.0, -7.5, -7.7, 0.0, 205.0, -1.0, 2020-03-04 08:00:00, 376.0, -6999.0
-6.7, -6999.0, 14.1, 2.2, -6999.0, -6.9, -7.7, 0.0, 213.0, -1.0, 2020-03-04 09:00:00, 376.0, -6999.0
-4.6, -6999.0, 9.9, 1.9, -6999.0, -4.9, -7.7, 0.0, 117.0, -1.0, 2020-03-04 10:00:00, 375.0, -6999.0
-3.1, -6999.0, 9.0, 2.6, -6999.0, -3.1, -7.7, 0.0, 81.0, 0.0, 2020-03-04 11:00:00, 374.0, -6999.0
-2.6, -6999.0, 10.0, 4.1, -6999.0, -4.2, -7.7, 0.0, 90.0, 0.0, 2020-03-04 12:00:00, 374.0, -6999.0
-2.6, -6999.0, 10.6, 3.3, -6999.0, -4.3, -7.7, 0.0, 68.0, 1.0, 2020-03-04 13:00:00, 375.0, -6999.0
-2.6, -6999.0, 17.3, 8.8, -6999.0, -4.8, -7.7, 0.0, 64.0, 1.0, 2020-03-04 14:00:00, 376.0, -6999.0
-2.6, -6999.0, 21.5, 11.2, -6999.0, -5.0, -7.7, 0.0, 61.0, 0.0, 2020-03-04 15:00:00, 376.0, -6999.0
-2.6, -6999.0, 21.6, 11.9, -6999.0, -5.2, -7.7, 0.0, 65.0, 0.0, 2020-03-04 16:00:00, 376.0, -6999.0
-2.6, -6999.0, 22.7, 10.7, -6999.0, -5.4, -7.7, 0.0, 62.0, -1.0, 2020-03-04 17:00:00, 375.0, -6999.0
-2.6, -6999.0, 19.2, 9.2, -6999.0, -5.7, -7.7, 0.0, 56.0, 0.0, 2020-03-04 18:00:00, 375.0, -6999.0
-5.6, -6999.0, 17.9, 8.6, -6999.0, -5.6, -5.8, 0.0, 61.0, -1.0, 2020-03-04 19:00:00, 374.0, -6999.0
-5.6, -6999.0, 20.9, 10.7, -6999.0, -5.7, -5.8, 0.0, 57.0, 0.0, 2020-03-04 20:00:00, 374.0, -6999.0
-4.7, -6999.0, 30.5, 10.5, -6999.0, -5.7, -5.8, 0.0, 67.0, 1.0, 2020-03-04 21:00:00, 376.0, -6999.0
-4.7, -6999.0, 31.6, 12.6, -6999.0, -5.8, -5.8, 0.0, 59.0, -1.0, 2020-03-04 22:00:00, 375.0, -6999.0
-4.7, -6999.0, 26.0, 11.5, -6999.0, -5.8, -5.9, 0.0, 45.0, 1.0, 2020-03-04 23:00:00, 375.0, -6999.0
-4.7, -6999.0, 22.0, 11.9, -6999.0, -5.8, -5.9, 0.0, 39.0, 3.0, 2020-03-05 00:00:00, 378.0, -6999.0
-4.7, -6999.0, 22.4, 11.9, -6999.0, -5.8, -5.9, 0.0, 41.0, 2.0, 2020-03-05 01:00:00, 380.0, -6999.0
-4.7, -6999.0, 17.8, 10.4, -6999.0, -5.8, -5.9, 0.0, 39.0, 2.0, 2020-03-05 02:00:00, 381.0, -6999.0
-4.7, -6999.0, 17.9, 9.9, -6999.0, -5.8, -5.9, 0.0, 30.0, 1.0, 2020-03-05 03:00:00, 383.0, -6999.0
-4.7, -6999.0, 15.7, 8.7, -6999.0, -5.8, -5.9, 0.0, 28.0, 1.0, 2020-03-05 04:00:00, 384.0, -6999.0
-4.7, -6999.0, 14.1, 7.7, -6999.0, -5.8, -5.9, 0.0, 39.0, 2.0, 2020-03-05 05:00:00, 385.0, -6999.0
-4.7, -6999.0, 13.8, 5.0, -6999.0, -5.8, -5.9, 0.0, 54.0, 2.0, 2020-03-05 06:00:00, 388.0, -6999.0
-5.5, -6999.0, 18.6, 8.8, -6999.0, -5.6, -5.8, 0.0, 62.0, 1.0, 2020-03-05 07:00:00, 389.0, -6999.0
-5.4, -6999.0, 25.6, 11.7, -6999.0, -5.4, -5.8, 0.0, 56.0, 1.0, 2020-03-05 08:00:00, 390.0, -6999.0
-4.7, -6999.0, 23.6, 10.5, -6999.0, -4.7, -5.8, 0.0, 58.0, 3.0, 2020-03-05 10:00:00, 394.0, -6999.0
-3.8, -6999.0, 16.7, 8.8, -6999.0, -3.8, -5.8, 0.0, 54.0, 2.0, 2020-03-05 11:00:00, 395.0, -6999.0
-2.9, -6999.0, 17.5, 6.9, -6999.0, -3.0, -5.8, 0.0, 78.0, 1.0, 2020-03-05 12:00:00, 396.0, -6999.0
-2.6, -6999.0, 17.1, 8.3, -6999.0, -2.9, -5.8, 0.0, 60.0, 0.0, 2020-03-05 13:00:00, 397.0, -6999.0
-2.1, -6999.0, 17.2, 6.9, -6999.0, -2.1, -5.8, 0.0, 54.0, 0.0, 2020-03-05 14:00:00, 397.0, -6999.0
-2.1, -6999.0, 13.4, 4.5, -6999.0, -3.0, -5.8, 0.0, 266.0, -1.0, 2020-03-05 15:00:00, 396.0, -6999.0
-2.1, -6999.0, 10.5, 2.7, -6999.0, -3.5, -5.8, 0.0, 276.0, -1.0, 2020-03-05 16:00:00, 395.0, -6999.0
-2.1, -6999.0, 12.6, 3.4, -6999.0, -3.8, -5.8, 0.0, 274.0, -1.0, 2020-03-05 17:00:00, 394.0, -6999.0
-2.1, -6999.0, 14.5, 4.6, -6999.0, -4.6, -5.8, 0.0, 267.0, 0.0, 2020-03-05 18:00:00, 394.0, -6999.0
-4.6, -6999.0, 16.0, 2.5, -6999.0, -5.2, -5.3, 0.0, 282.0, -1.0, 2020-03-05 19:00:00, 393.0, -6999.0
-4.6, -6999.0, 19.6, 7.5, -6999.0, -5.7, -5.7, 0.0, 268.0, 0.0, 2020-03-05 20:00:00, 393.0, -6999.0
-4.6, -6999.0, 23.2, 10.4, -6999.0, -5.8, -5.9, 0.0, 262.0, -1.0, 2020-03-05 21:00:00, 393.0, -6999.0
-4.6, -6999.0, 20.6, 9.6, -6999.0, -5.9, -6.0, 0.0, 263.0, -2.0, 2020-03-05 22:00:00, 391.0, -6999.0
-4.6, -6999.0, 27.6, 9.9, -6999.0, -6.1, -6.2, 0.0, 256.0, 1.0, 2020-03-05 23:00:00, 392.0, -6999.0
-4.6, -6999.0, 29.2, 12.6, -6999.0, -6.5, -6.6, 0.0, 259.0, 0.0, 2020-03-06 00:00:00, 391.0, -6999.0
-4.6, -6999.0, 25.3, 8.0, -6999.0, -6.5, -6.6, 0.0, 273.0, -1.0, 2020-03-06 01:00:00, 391.0, -6999.0
-4.6, -6999.0, 25.4, 10.4, -6999.0, -6.4, -6.6, 0.0, 266.0, -1.0, 2020-03-06 02:00:00, 390.0, -6999.0
-4.6, -6999.0, 23.1, 9.1, -6999.0, -6.5, -6.6, 0.0, 268.0, 0.0, 2020-03-06 03:00:00, 390.0, -6999.0
-4.6, -6999.0, 23.3, 8.7, -6999.0, -6.8, -7.0, 0.0, 271.0, -1.0, 2020-03-06 04:00:00, 390.0, -6999.0
-4.6, -6999.0, 19.7, 10.2, -6999.0, -7.0, -7.2, 0.0, 269.0, 0.0, 2020-03-06 05:00:00, 389.0, -6999.0
-4.6, -6999.0, 23.5, 10.7, -6999.0, -7.5, -7.5, 0.0, 266.0, 0.0, 2020-03-06 06:00:00, 389.0, -6999.0
-7.3, -6999.0, 22.6, 8.7, -6999.0, -7.7, -7.8, 0.0, 275.0, 0.0, 2020-03-06 07:00:00, 388.0, -6999.0
-7.3, -6999.0, 18.5, 7.5, -6999.0, -7.6, -8.2, 0.0, 277.0, 0.0, 2020-03-06 08:00:00, 388.0, -6999.0
-6.5, -6999.0, 15.4, 4.9, -6999.0, -6.5, -8.2, 0.0, 273.0, -1.0, 2020-03-06 09:00:00, 387.0, -6999.0
-3.6, -6999.0, 7.6, 2.1, -6999.0, -4.7, -8.2, 0.0, 234.0, -1.0, 2020-03-06 10:00:00, 387.0, -6999.0
-3.4, -6999.0, 9.0, 2.5, -6999.0, -3.4, -8.2, 0.0, 229.0, 0.0, 2020-03-06 11:00:00, 386.0, -6999.0
-1.3, -6999.0, 11.2, 3.2, -6999.0, -3.3, -8.2, 0.0, 100.0, -1.0, 2020-03-06 12:00:00, 386.0, -6999.0
-1.3, -6999.0, 6.8, 0.5, -6999.0, -2.9, -8.2, 0.0, 282.0, 0.0, 2020-03-06 13:00:00, 385.0, -6999.0
-0.2, -6999.0, 9.8, 1.8, -6999.0, -0.3, -8.2, 0.0, 112.0, -1.0, 2020-03-06 14:00:00, 385.0, -6999.0
-0.2, -6999.0, 9.8, 1.8, -6999.0, -3.2, -8.2, 0.0, 54.0, 0.0, 2020-03-06 15:00:00, 384.0, -6999.0
-0.2, -6999.0, 8.3, 2.1, -6999.0, -3.5, -8.2, 0.0, 36.0, 0.0, 2020-03-06 16:00:00, 384.0, -6999.0
-0.2, -6999.0, 8.2, 2.2, -6999.0, -5.2, -8.2, 0.0, 352.0, 0.0, 2020-03-06 17:00:00, 384.0, -6999.0
-0.2, -6999.0, 7.3, 1.1, -6999.0, -6.7, -8.2, 0.0, 318.0, 0.0, 2020-03-06 18:00:00, 383.0, -6999.0
-6.7, -6999.0, 7.2, 3.7, -6999.0, -7.8, -7.9, 0.0, 338.0, 0.0, 2020-03-06 19:00:00, 383.0, -6999.0
-6.7, -6999.0, 10.6, 5.4, -6999.0, -7.5, -8.2, 0.0, 343.0, 0.0, 2020-03-06 20:00:00, 382.0, -6999.0
-6.7, -6999.0, 10.7, 5.3, -6999.0, -7.8, -8.3, 0.0, 341.0, 0.0, 2020-03-06 21:00:00, 382.0, -6999.0
-6.7, -6999.0, 9.3, 5.2, -6999.0, -8.6, -8.7, 0.0, 349.0, 0.0, 2020-03-06 22:00:00, 382.0, -6999.0
-6.7, -6999.0, 9.2, 5.2, -6999.0, -8.4, -8.8, 0.0, 346.0, 0.0, 2020-03-06 23:00:00, 381.0, -6999.0
-6.7, -6999.0, 10.5, 5.0, -6999.0, -8.8, -8.9, 0.0, 353.0, 0.0, 2020-03-07 00:00:00, 381.0, -6999.0
-6.7, -6999.0, 7.2, 4.1, -6999.0, -8.8, -9.0, 0.0, 357.0, 0.0, 2020-03-07 01:00:00, 381.0, -6999.0
-6.7, -6999.0, 7.5, 3.8, -6999.0, -9.0, -9.3, 0.0, 340.0, 0.0, 2020-03-07 02:00:00, 380.0, -6999.0
-6.7, -6999.0, 8.9, 4.8, -6999.0, -8.8, -9.3, 0.0, 5.0, 0.0, 2020-03-07 03:00:00, 380.0, -6999.0
-6.7, -6999.0, 9.2, 4.8, -6999.0, -9.2, -9.3, 0.0, 11.0, 0.0, 2020-03-07 04:00:00, 380.0, -6999.0
-6.7, -6999.0, 9.9, 6.1, -6999.0, -9.0, -9.3, 0.0, 14.0, 0.0, 2020-03-07 05:00:00, 380.0, -6999.0
-6.7, -6999.0, 9.8, 6.2, -6999.0, -9.4, -9.5, 0.0, 15.0, 0.0, 2020-03-07 06:00:00, 380.0, -6999.0
-9.1, -6999.0, 10.8, 6.5, -6999.0, -9.3, -9.6, 0.0, 15.0, 0.0, 2020-03-07 07:00:00, 379.0, -6999.0
-8.2, -6999.0, 12.7, 6.3, -6999.0, -8.2, -9.6, 0.0, 25.0, 0.0, 2020-03-07 08:00:00, 379.0, -6999.0
-6.2, -6999.0, 12.5, 7.1, -6999.0, -6.2, -9.6, 0.0, 52.0, -1.0, 2020-03-07 09:00:00, 378.0, -6999.0
-5.7, -6999.0, 14.4, 8.9, -6999.0, -6.1, -9.6, 0.0, 57.0, 0.0, 2020-03-07 10:00:00, 378.0, -6999.0
-5.7, -6999.0, 15.4, 9.0, -6999.0, -5.9, -9.6, 0.0, 56.0, 0.0, 2020-03-07 11:00:00, 378.0, -6999.0
-4.6, -6999.0, 12.0, 7.6, -6999.0, -4.6, -9.6, 0.0, 64.0, -1.0, 2020-03-07 12:00:00, 377.0, -6999.0
-3.8, -6999.0, 12.8, 6.8, -6999.0, -3.8, -9.6, 0.0, 89.0, -1.0, 2020-03-07 13:00:00, 377.0, -6999.0
-3.0, -6999.0, 10.8, 5.2, -6999.0, -3.6, -9.6, 0.0, 100.0, 0.0, 2020-03-07 14:00:00, 376.0, -6999.0
-3.0, -6999.0, 10.0, 4.0, -6999.0, -4.0, -9.6, 0.0, 76.0, 0.0, 2020-03-07 15:00:00, 376.0, -6999.0
-3.0, -6999.0, 7.6, 3.3, -6999.0, -4.5, -9.6, 0.0, 88.0, 0.0, 2020-03-07 16:00:00, 376.0, -6999.0
-3.0, -6999.0, 5.4, 1.2, -6999.0, -5.2, -9.6, 0.0, 99.0, 0.0, 2020-03-07 17:00:00, 376.0, -6999.0
-3.0, -6999.0, 5.6, 1.9, -6999.0, -6.6, -9.6, 0.0, 339.0, 0.0, 2020-03-07 18:00:00, 375.0, -6999.0
-6.6, -6999.0, 7.4, 3.4, -6999.0, -8.3, -8.3, 0.0, 314.0, 0.0, 2020-03-07 19:00:00, 375.0, -6999.0
-6.6, -6999.0, 4.4, 2.8, -6999.0, -8.9, -8.9, 0.0, 321.0, 0.0, 2020-03-07 20:00:00, 375.0, -6999.0
-6.6, -6999.0, 9.3, 3.6, -6999.0, -8.9, -9.4, 0.0, 291.0, 0.0, 2020-03-07 22:00:00, 375.0, -6999.0
-6.6, -6999.0, 11.4, 6.3, -6999.0, -9.4, -9.4, 0.0, 281.0, 0.0, 2020-03-07 23:00:00, 374.0, -6999.0
-6.6, -6999.0, 20.5, 8.8, -6999.0, -8.3, -9.5, 0.0, 273.0, 0.0, 2020-03-08 00:00:00, 374.0, -6999.0
-6.6, -6999.0, 17.7, 8.6, -6999.0, -9.0, -9.5, 0.0, 269.0, 0.0, 2020-03-08 01:00:00, 374.0, -6999.0
-6.6, -6999.0, 16.5, 7.6, -6999.0, -9.7, -10.0, None, 274.0, 0.0, 2020-03-08 04:00:00, 374.0, -6999.0
-6.6, -6999.0, 13.0, 3.5, -6999.0, -9.9, -10.8, 0.0, 275.0, 0.0, 2020-03-08 05:00:00, 374.0, -6999.0
-6.6, -6999.0, 9.9, 1.6, -6999.0, -10.9, -10.9, 0.0, 266.0, -1.0, 2020-03-08 06:00:00, 373.0, -6999.0
-10.0, -6999.0, 13.3, 3.9, -6999.0, -10.8, -10.9, 0.0, 283.0, 0.0, 2020-03-08 07:00:00, 373.0, -6999.0
-10.0, -6999.0, 7.0, 1.1, -6999.0, -11.5, -11.6, 0.0, 328.0, -1.0, 2020-03-08 08:00:00, 372.0, -6999.0
-10.0, -6999.0, 9.7, 1.6, -6999.0, -10.8, -12.1, 0.0, 259.0, 0.0, 2020-03-08 09:00:00, 372.0, -6999.0
-9.6, -6999.0, 18.5, 7.2, -6999.0, -9.6, -12.1, 0.0, 249.0, -1.0, 2020-03-08 10:00:00, 371.0, -6999.0
-7.4, -6999.0, 11.9, 5.0, -6999.0, -7.4, -12.1, 0.0, 236.0, 0.0, 2020-03-08 11:00:00, 372.0, -6999.0
-7.1, -6999.0, 13.3, 6.1, -6999.0, -7.5, -12.1, 0.0, 227.0, -1.0, 2020-03-08 12:00:00, 371.0, -6999.0
-5.1, -6999.0, 11.9, 5.0, -6999.0, -5.2, -12.1, 0.0, 209.0, 0.0, 2020-03-08 13:00:00, 371.0, -6999.0
-4.7, -6999.0, 14.6, 6.7, -6999.0, -5.9, -12.1, 0.0, 218.0, 0.0, 2020-03-08 14:00:00, 371.0, -6999.0
-4.7, -6999.0, 19.2, 7.5, -6999.0, -5.1, -12.1, 0.0, 226.0, 0.0, 2020-03-08 15:00:00, 371.0, -6999.0
-4.7, -6999.0, 17.7, 8.8, -6999.0, -6.3, -12.1, 0.0, 241.0, 0.0, 2020-03-08 16:00:00, 370.0, -6999.0
-4.7, -6999.0, 19.3, 10.3, -6999.0, -5.8, -12.1, 0.0, 249.0, -1.0, 2020-03-08 17:00:00, 370.0, -6999.0
-4.7, -6999.0, 20.6, 10.2, -6999.0, -6.1, -12.1, 0.0, 253.0, 0.0, 2020-03-08 18:00:00, 369.0, -6999.0
-6.0, -6999.0, 19.3, 8.0, -6999.0, -6.8, -6.9, 0.0, 252.0, 0.0, 2020-03-08 19:00:00, 369.0, -6999.0
-6.0, -6999.0, 26.7, 9.2, -6999.0, -6.7, -7.0, 0.0, 248.0, 0.0, 2020-03-08 20:00:00, 369.0, -6999.0
-6.0, -6999.0, 24.4, 5.7, -6999.0, -6.7, -7.2, 0.0, 260.0, 0.0, 2020-03-08 21:00:00, 369.0, -6999.0
-6.0, -6999.0, 14.3, 4.4, -6999.0, -6.8, -7.2, 0.0, 253.0, -1.0, 2020-03-08 22:00:00, 368.0, -6999.0
-6.0, -6999.0, 12.5, 1.7, -6999.0, -7.1, -7.2, 0.0, 276.0, -1.0, 2020-03-08 23:00:00, 368.0, -6999.0
-6.0, -6999.0, 9.1, 3.1, -6999.0, -7.2, -7.4, 0.0, 40.0, 0.0, 2020-03-09 00:00:00, 367.0, -6999.0
-6.0, -6999.0, 7.0, 2.4, -6999.0, -7.3, -7.4, 0.0, 22.0, 0.0, 2020-03-09 01:00:00, 367.0, -6999.0
-6.0, -6999.0, 5.8, 1.8, -6999.0, -7.3, -7.5, 0.0, 345.0, 2.0, 2020-03-09 02:00:00, 369.0, -6999.0
-6.0, -6999.0, 9.2, 3.4, -6999.0, -7.5, -7.6, 0.0, 13.0, -2.0, 2020-03-09 03:00:00, 367.0, -6999.0
