station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth
None, -0.373, 91.7, None, None, None, None, None, -1.0, None, None, 2020-01-01 00:00:00, None
None, -0.243, 92.1, None, None, None, None, None, -1.0, None, None, 2020-01-01 01:00:00, None
None, -0.104, 92.4, None, None, None, None, None, -1.0, None, None, 2020-01-01 02:00:00, None
None, 0.08, 92.6, None, None, None, None, None, -1.0, None, None, 2020-01-01 03:00:00, None
None, 0.512, 92.3, None, None, None, None, None, -1.0, None, None, 2020-01-01 04:00:00, None
None, 1.173, 90.5, None, None, None, None, None, 0.0, None, None, 2020-01-01 05:00:00, None
None, 0.846, 89.4, None, None, None, None, None, -1.0, None, None, 2020-01-01 06:00:00, None
None, 0.766, 90.1, None, None, None, None, None, -1.0, None, None, 2020-01-01 07:00:00, None
None, 0.667, 91.4, None, None, None, None, None, -1.0, None, None, 2020-01-01 08:00:00, None
None, 0.715, 92.1, None, None, None, None, None, 0.0, None, None, 2020-01-01 09:00:00, None
None, 1.014, 92.3, None, None, None, None, None, 0.0, None, None, 2020-01-01 10:00:00, None
None, 2.182, 91.7, None, None, None, None, None, 1.0, None, None, 2020-01-01 11:00:00, None
None, 2.53, 86.4, None, None, None, None, None, 0.0, None, None, 2020-01-01 12:00:00, None
None, 2.507, 88.7, None, None, None, None, None, 1.0, None, None, 2020-01-01 13:00:00, None
None, 3.314, 73.55, None, None, None, None, None, -1.0, None, None, 2020-01-01 14:00:00, None
None, 2.442, 85.3, None, None, None, None, None, 0.0, None, None, 2020-01-01 15:00:00, None
None, 2.391, 83.3, None, None, None, None, None, 0.0, None, None, 2020-01-01 16:00:00, None
None, 1.439, 86.4, None, None, None, None, None, -1.0, None, None, 2020-01-01 17:00:00, None
None, 1.629, 85.1, None, None, None, None, None, -1.0, None, None, 2020-01-01 18:00:00, None
None, 3.558, 63.41, None, None, None, None, None, -3.0, None, None, 2020-01-01 19:00:00, None
None, 3.27, 65.26, None, None, None, None, None, -3.0, None, None, 2020-01-01 20:00:00, None
None, 2.855, 66.8, None, None, None, None, None, -3.0, None, None, 2020-01-01 21:00:00, None
None, 2.852, 64.57, None, None, None, None, None, -3.0, None, None, 2020-01-01 22:00:00, None
None, 2.552, 61.86, None, None, None, None, None, -4.0, None, None, 2020-01-01 23:00:00, None
None, 2.818, 57.39, None, None, None, None, None, -5.0, None, None, 2020-01-02 00:00:00, None
None, 2.126, 62.43, None, None, None, None, None, -4.0, None, None, 2020-01-02 01:00:00, None
None, 2.363, 54.97, None, None, None, None, None, -6.0, None, None, 2020-01-02 02:00:00, None
None, 0.455, 57.89, None, None, None, None, None, -7.0, None, None, 2020-01-02 07:00:00, None
None, -1.704, 73.84, None, None, None, None, None, -5.0, None, None, 2020-01-02 08:00:00, None
None, -0.873, 55.63, None, None, None, None, None, -8.0, None, None, 2020-01-02 09:00:00, None
None, -0.771, 45.32, None, None, None, None, None, -10.0, None, None, 2020-01-02 10:00:00, None
None, -1.059, 34.17, None, None, None, None, None, -13.0, None, None, 2020-01-02 11:00:00, None
None, -0.964, 32.46, None, None, None, None, None, -14.0, None, None, 2020-01-02 12:00:00, None
None, -1.344, 35.83, None, None, None, None, None, -13.0, None, None, 2020-01-02 13:00:00, None
None, -1.641, 35.89, None, None, None, None, None, -14.0, None, None, 2020-01-02 14:00:00, None
None, -2.406, 40.55, None, None, None, None, None, -13.0, None, None, 2020-01-02 15:00:00, None
None, -2.535, 40.87, None, None, None, None, None, -13.0, None, None, 2020-01-02 16:00:00, None
None, -2.823, 42.69, None, None, None, None, None, -13.0, None, None, 2020-01-02 17:00:00, None
None, -2.91, 49.9, None, None, None, None, None, -11.0, None, None, 2020-01-02 18:00:00, None
None, -2.974, 53.12, None, None, None, None, None, -10.0, None, None, 2020-01-02 19:00:00, None
None, -3.18, 53.39, None, None, None, None, None, -10.0, None, None, 2020-01-02 20:00:00, None
None, -3.223, 53.16, None, None, None, None, None, -10.0, None, None, 2020-01-02 21:00:00, None
None, -3.165, 53.45, None, None, None, None, None, -10.0, None, None, 2020-01-02 22:00:00, None
None, -3.65, 60.56, None, None, None, None, None, -9.0, None, None, 2020-01-02 23:00:00, None
None, -3.995, 66.37, None, None, None, None, None, -9.0, None, None, 2020-01-03 00:00:00, None
None, -4.664, 75.48, None, None, None, None, None, -8.0, None, None, 2020-01-03 01:00:00, None
None, -4.788, 79.97, None, None, None, None, None, -7.0, None, None, 2020-01-03 02:00:00, None
None, -4.389, 79.03, None, None, None, None, None, -7.0, None, None, 2020-01-03 03:00:00, None
None, -3.771, 75.14, None, None, None, None, None, -7.0, None, None, 2020-01-03 04:00:00, None
None, -1.902, 67.04, None, None, None, None, None, -7.0, None, None, 2020-01-03 05:00:00, None
