station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, 0.003, 99.6, None, None, None, None, 22.32, None, 34.09, 219.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 00:00:00, None, None
None, 0.002, 99.7, None, None, None, None, 24.1, None, 32.07, 229.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 01:00:00, None, None
None, -0.194, 99.6, None, None, None, None, 26.43, None, 28.17, 217.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 02:00:00, None, None
None, -0.447, 99.5, None, None, None, None, 22.57, None, 25.74, 228.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 03:00:00, None, None
None, -0.702, 99.3, None, None, None, None, 21.85, None, 30.24, 217.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 04:00:00, None, None
None, -0.936, 99.1, None, None, None, None, 22.84, None, 29.15, 230.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 05:00:00, None, None
None, -1.021, 99.0, None, None, None, None, 26.47, None, 27.11, 242.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 06:00:00, None, None
None, -0.989, 99.0, None, None, None, None, 24.21, None, 28.39, 235.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 07:00:00, None, None
None, -1.178, 98.9, None, None, None, None, 27.77, None, 21.87, 239.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 08:00:00, None, None
None, -1.264, 98.7, None, None, None, None, 24.36, None, 18.19, 232.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 09:00:00, None, None
None, -1.391, 98.6, None, None, None, None, 28.79, None, 14.69, 229.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 10:00:00, None, None
None, -1.766, 98.3, None, None, None, None, 29.94, None, 17.25, 248.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 11:00:00, None, None
None, -1.83, 98.3, None, None, None, None, 29.23, None, 11.08, 235.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 12:00:00, None, None
None, -1.802, 98.3, None, None, None, None, 30.3, None, 0.0, 243.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 13:00:00, None, None
None, -1.842, 98.2, None, None, None, None, 24.26, None, 0.0, 233.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 14:00:00, None, None
None, -2.288, 97.8, None, None, None, None, 22.76, None, 0.0, 217.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 15:00:00, None, None
None, -2.423, 97.6, None, None, None, None, 26.18, None, 0.0, 221.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 16:00:00, None, None
None, -2.608, 97.5, None, None, None, None, 24.43, None, 0.0, 220.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 17:00:00, None, None
None, -2.64, 97.4, None, None, None, None, 25.84, None, 0.0, 214.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 18:00:00, None, None
None, -2.656, 97.4, None, None, None, None, 26.55, None, 0.0, 214.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 19:00:00, None, None
None, -3.32, 96.8, None, None, None, None, 23.43, None, 0.0, 215.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 20:00:00, None, None
None, -3.849, 96.3, None, None, None, None, 29.48, None, 0.0, 218.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 21:00:00, None, None
None, -4.601, 95.6, None, None, None, None, 31.68, None, 0.0, 223.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 22:00:00, None, None
None, -5.474, 95.0, None, None, None, None, 23.58, None, 0.0, 207.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 23:00:00, None, None
None, -5.569, 94.9, None, None, None, None, 24.07, None, 0.0, 213.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 00:00:00, None, None
None, -6.62, 93.9, None, None, None, None, 22.74, None, 0.0, 209.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 01:00:00, None, None
None, -7.36, 93.3, None, None, None, None, 22.68, None, 0.0, 207.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 02:00:00, None, None
None, -8.56, 92.3, None, None, None, None, 25.76, None, 0.0, 228.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 07:00:00, None, None
None, -8.43, 92.4, None, None, None, None, 26.42, None, 0.0, 222.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 08:00:00, None, None
None, -8.32, 92.5, None, None, None, None, 28.95, None, 0.0, 239.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 09:00:00, None, None
None, -7.885, 92.7, None, None, None, None, 30.75, None, 0.0, 246.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 10:00:00, None, None
None, -7.39, 93.1, None, None, None, None, 27.29, None, 0.0, 245.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 11:00:00, None, None
None, -6.889, 93.6, None, None, None, None, 27.82, None, 0.0, 238.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 12:00:00, None, None
None, -6.913, 93.6, None, None, None, None, 28.03, None, 0.0, 213.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 13:00:00, None, None
None, -7.05, 93.4, None, None, None, None, 23.43, None, 0.0, 212.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 14:00:00, None, None
None, -7.194, 93.3, None, None, None, None, 22.8, None, 0.0, 223.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 15:00:00, None, None
None, -7.071, 93.5, None, None, None, None, 30.97, None, 0.0, 222.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 16:00:00, None, None
None, -7.168, 93.3, None, None, None, None, 27.05, None, 0.0, 169.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 17:00:00, None, None
None, -7.075, 93.5, None, None, None, None, 24.95, None, 0.0, 116.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 18:00:00, None, None
None, -6.571, 93.9, None, None, None, None, 10.62, None, 0.0, 89.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 19:00:00, None, None
None, -6.003, 94.4, None, None, None, None, 12.14, None, 0.0, 77.31, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 20:00:00, None, None
None, -5.782, 94.6, None, None, None, None, 49.14, None, 0.0, 118.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 21:00:00, None, None
None, -5.1, 95.2, None, None, None, None, 25.79, None, 0.0, 194.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 22:00:00, None, None
None, -3.656, 96.6, None, None, None, None, 17.0, None, 0.0, 217.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 23:00:00, None, None
None, -2.46, 97.5, None, None, None, None, 20.22, None, 0.0, 210.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 00:00:00, None, None
None, -2.015, 97.9, None, None, None, None, 22.88, None, 0.0, 217.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 01:00:00, None, None
None, -1.296, 98.5, None, None, None, None, 25.32, None, 0.0, 221.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 02:00:00, None, None
None, -0.727, 99.0, None, None, None, None, 22.77, None, 0.0, 214.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 03:00:00, None, None
None, -0.596, 99.2, None, None, None, None, 23.44, None, 0.0, 217.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 04:00:00, None, None
None, -0.537, 99.2, None, None, None, None, 22.27, None, 0.0, 212.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 05:00:00, None, None
None, -0.478, 99.3, None, None, None, None, 21.14, None, 0.0, 210.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 06:00:00, None, None
None, 0.004, 99.6, None, None, None, None, 19.15, None, 7.23, 202.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 07:00:00, None, None
None, -0.525, 99.4, None, None, None, None, 22.28, None, 25.37, 197.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 08:00:00, None, None
None, -0.438, 99.3, None, None, None, None, 25.35, None, 37.76, 211.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 09:00:00, None, None
None, -0.293, 99.4, None, None, None, None, 24.81, None, 38.96, 231.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 10:00:00, None, None
None, -0.172, 99.5, None, None, None, None, 26.52, None, 26.24, 213.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 11:00:00, None, None
None, -0.091, 99.5, None, None, None, None, 26.78, None, 20.3, 204.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 12:00:00, None, None
None, 0.022, 99.6, None, None, None, None, 26.01, None, 20.66, 210.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 13:00:00, None, None
None, -0.053, 99.6, None, None, None, None, 26.63, None, 25.7, 205.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 14:00:00, None, None
None, -0.626, 99.3, None, None, None, None, 20.34, None, 34.39, 200.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 15:00:00, None, None
None, -1.303, 98.8, None, None, None, None, 30.75, None, 37.71, 185.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 16:00:00, None, None
