station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
None, -5.409, 94.1, None, None, None, None, None, None, None, -6.0, 866.0, None, 2020-01-01 00:00:00, None, None
None, -5.482, 93.9, None, None, None, None, None, None, None, -6.0, 866.0, None, 2020-01-01 01:00:00, None, None
None, -5.34, 94.0, None, None, None, None, None, None, None, -6.0, 865.0, None, 2020-01-01 02:00:00, None, None
None, -5.169, 94.0, None, None, None, None, None, None, None, -6.0, 866.0, None, 2020-01-01 03:00:00, None, None
None, -5.071, 94.3, None, None, None, None, None, None, None, -6.0, 865.0, None, 2020-01-01 04:00:00, None, None
None, -4.968, 94.3, None, None, None, None, None, None, None, -6.0, 865.0, None, 2020-01-01 05:00:00, None, None
None, -4.931, 94.4, None, None, None, None, None, None, None, -5.0, 865.0, None, 2020-01-01 06:00:00, None, None
None, -4.852, 94.4, None, None, None, None, None, None, None, -5.0, 866.0, None, 2020-01-01 07:00:00, None, None
None, -4.812, 94.5, None, None, None, None, None, None, None, -6.0, 866.0, None, 2020-01-01 08:00:00, None, None
None, -4.336, 93.6, None, None, None, None, None, None, None, -5.0, 867.0, None, 2020-01-01 09:00:00, None, None
None, -3.019, 90.7, None, None, None, None, None, None, None, -4.0, 867.0, None, 2020-01-01 10:00:00, None, None
None, -2.846, 89.2, None, None, None, None, None, None, None, -4.0, 868.0, None, 2020-01-01 11:00:00, None, None
None, -2.936, 91.2, None, None, None, None, None, None, None, -4.0, 868.0, None, 2020-01-01 12:00:00, None, None
None, -2.553, 90.6, None, None, None, None, None, None, None, -4.0, 868.0, None, 2020-01-01 13:00:00, None, None
None, -2.738, 92.4, None, None, None, None, None, None, None, -3.0, 869.0, None, 2020-01-01 14:00:00, None, None
None, -2.761, 93.4, None, None, None, None, None, None, None, -4.0, 870.0, None, 2020-01-01 15:00:00, None, None
None, -3.116, 94.9, None, None, None, None, None, None, None, -4.0, 870.0, None, 2020-01-01 16:00:00, None, None
None, -3.151, 95.2, None, None, None, None, None, None, None, -4.0, 871.0, None, 2020-01-01 17:00:00, None, None
None, -3.184, 95.3, None, None, None, None, None, None, None, -4.0, 871.0, None, 2020-01-01 18:00:00, None, None
None, -3.508, 94.7, None, None, None, None, None, None, None, -4.0, 871.0, None, 2020-01-01 19:00:00, None, None
None, -3.664, 95.6, None, None, None, None, None, None, None, -4.0, 871.0, None, 2020-01-01 20:00:00, None, None
None, -3.867, 95.6, None, None, None, None, None, None, None, -4.0, 870.0, None, 2020-01-01 21:00:00, None, None
None, -3.702, 95.8, None, None, None, None, None, None, None, -4.0, 871.0, None, 2020-01-01 22:00:00, None, None
None, -3.313, 95.6, None, None, None, None, None, None, None, -4.0, 871.0, None, 2020-01-01 23:00:00, None, None
None, -2.917, 96.2, None, None, None, None, None, None, None, -4.0, 871.0, None, 2020-01-02 00:00:00, None, None
None, -2.872, 96.5, None, None, None, None, None, None, None, -3.0, 870.0, None, 2020-01-02 01:00:00, None, None
None, -2.891, 96.3, None, None, None, None, None, None, None, -3.0, 870.0, None, 2020-01-02 02:00:00, None, None
None, -3.304, 85.2, None, None, None, None, None, None, None, -5.0, 876.0, None, 2020-01-02 07:00:00, None, None
None, -5.659, 90.6, None, None, None, None, None, None, None, -7.0, 877.0, None, 2020-01-02 08:00:00, None, None
None, -6.3, 89.3, None, None, None, None, None, None, None, -8.0, 878.0, None, 2020-01-02 09:00:00, None, None
None, -6.945, 89.6, None, None, None, None, None, None, None, -8.0, 879.0, None, 2020-01-02 10:00:00, None, None
None, -6.247, 85.0, None, None, None, None, None, None, None, -8.0, 879.0, None, 2020-01-02 11:00:00, None, None
None, -4.139, 75.01, None, None, None, None, None, None, None, -8.0, 880.0, None, 2020-01-02 12:00:00, None, None
None, -3.796, 70.14, None, None, None, None, None, None, None, -8.0, 880.0, None, 2020-01-02 13:00:00, None, None
None, -4.914, 84.1, None, None, None, None, None, None, None, -7.0, 881.0, None, 2020-01-02 14:00:00, None, None
None, -6.028, 87.6, None, None, None, None, None, None, None, -8.0, 881.0, None, 2020-01-02 15:00:00, None, None
None, -7.016, 89.4, None, None, None, None, None, None, None, -8.0, 882.0, None, 2020-01-02 16:00:00, None, None
None, -7.721, 91.7, None, None, None, None, None, None, None, -9.0, 883.0, None, 2020-01-02 17:00:00, None, None
None, -8.0, 91.1, None, None, None, None, None, None, None, -9.0, 883.0, None, 2020-01-02 18:00:00, None, None
None, -8.17, 92.1, None, None, None, None, None, None, None, -9.0, 883.0, None, 2020-01-02 19:00:00, None, None
None, -8.19, 91.6, None, None, None, None, None, None, None, -9.0, 883.0, None, 2020-01-02 20:00:00, None, None
None, -8.19, 91.6, None, None, None, None, None, None, None, -9.0, 884.0, None, 2020-01-02 21:00:00, None, None
None, -8.0, 92.2, None, None, None, None, None, None, None, -9.0, 884.0, None, 2020-01-02 22:00:00, None, None
None, -7.944, 91.7, None, None, None, None, None, None, None, -9.0, 883.0, None, 2020-01-02 23:00:00, None, None
None, -7.63, 92.0, None, None, None, None, None, None, None, -9.0, 883.0, None, 2020-01-03 00:00:00, None, None
None, -7.576, 92.4, None, None, None, None, None, None, None, -9.0, 882.0, None, 2020-01-03 01:00:00, None, None
None, -7.339, 92.4, None, None, None, None, None, None, None, -8.0, 882.0, None, 2020-01-03 02:00:00, None, None
None, -7.242, 92.3, None, None, None, None, None, None, None, -8.0, 882.0, None, 2020-01-03 03:00:00, None, None
None, -7.284, 92.7, None, None, None, None, None, None, None, -8.0, 882.0, None, 2020-01-03 04:00:00, None, None
None, -7.337, 92.4, None, None, None, None, None, None, None, -8.0, 882.0, None, 2020-01-03 05:00:00, None, None
None, -7.192, 92.4, None, None, None, None, None, None, None, -8.0, 881.0, None, 2020-01-03 06:00:00, None, None
None, -7.082, 92.2, None, None, None, None, None, None, None, -8.0, 881.0, None, 2020-01-03 07:00:00, None, None
None, -6.918, 92.1, None, None, None, None, None, None, None, -8.0, 881.0, None, 2020-01-03 08:00:00, None, None
None, -6.357, 91.4, None, None, None, None, None, None, None, -8.0, 882.0, None, 2020-01-03 09:00:00, None, None
None, -5.494, 87.7, None, None, None, None, None, None, None, -7.0, 881.0, None, 2020-01-03 10:00:00, None, None
None, -4.37, 84.2, None, None, None, None, None, None, None, -6.0, 881.0, None, 2020-01-03 11:00:00, None, None
None, -3.597, 87.3, None, None, None, None, None, None, None, -5.0, 881.0, None, 2020-01-03 12:00:00, None, None
None, -1.987, 88.5, None, None, None, None, None, None, None, -4.0, 881.0, None, 2020-01-03 13:00:00, None, None
