station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
96.7, None, None, None, 0.0, 342.7, None, None, -1.0, 822.0, None, None, None, None, None, 61.84, None, None, -0.936, None, None, None, None, 50.85, None, None, None, None, None, None, 2020-01-01 00:00:00, None
96.9, None, None, None, 0.0, 328.5, None, None, -1.0, 822.0, None, None, None, None, None, 61.53, None, None, -0.637, None, None, None, None, 53.9, None, None, None, None, None, None, 2020-01-01 01:00:00, None
96.8, None, None, None, 0.0, 343.9, None, None, -1.0, 822.0, None, None, None, None, None, 61.55, None, None, -0.452, None, None, None, None, 53.01, None, None, None, None, None, None, 2020-01-01 02:00:00, None
96.9, None, None, None, 0.0, 321.9, None, None, -1.0, 823.0, None, None, None, None, None, 61.45, None, None, -0.741, None, None, None, None, 47.99, None, None, None, None, None, None, 2020-01-01 03:00:00, None
96.9, None, None, None, 0.0, 334.6, None, None, -1.0, 822.0, None, None, None, None, None, 61.29, None, None, -0.894, None, None, None, None, 44.37, None, None, None, None, None, None, 2020-01-01 04:00:00, None
97.0, None, None, None, 0.0, 326.5, None, None, -1.0, 822.0, None, None, None, None, None, 61.23, None, None, -0.662, None, None, None, None, 43.16, None, None, None, None, None, None, 2020-01-01 05:00:00, None
96.7, None, None, None, 0.0, 319.1, None, None, -1.0, 822.0, None, None, None, None, None, 61.14, None, None, -0.626, None, None, None, None, 42.28, None, None, None, None, None, None, 2020-01-01 06:00:00, None
96.6, None, None, None, 0.0, 332.1, None, None, -1.0, 822.0, None, None, None, None, None, 61.15, None, None, -1.007, None, None, None, None, 40.89, None, None, None, None, None, None, 2020-01-01 07:00:00, None
96.6, None, None, None, 0.0, 299.4, None, None, -1.0, 822.0, None, None, None, None, None, 61.98, None, None, -0.959, None, None, None, None, 38.07, None, None, None, None, None, None, 2020-01-01 08:00:00, None
96.6, None, None, None, 0.0, 295.8, None, None, -1.0, 823.0, None, None, None, None, None, 60.99, None, None, -0.767, None, None, None, None, 32.32, None, None, None, None, None, None, 2020-01-01 09:00:00, None
94.5, None, None, None, 5.942, 289.0, None, None, 0.0, 824.0, None, None, None, None, None, 60.25, None, None, 0.462, None, None, None, None, 29.84, None, None, None, None, None, None, 2020-01-01 11:00:00, None
94.4, None, None, None, 5.737, 309.1, None, None, -1.0, 825.0, None, None, None, None, None, 60.15, None, None, 0.103, None, None, None, None, 33.77, None, None, None, None, None, None, 2020-01-01 12:00:00, None
94.6, None, None, None, 6.413, 291.7, None, None, -1.0, 825.0, None, None, None, None, None, 59.86, None, None, 0.161, None, None, None, None, 25.0, None, None, None, None, None, None, 2020-01-01 13:00:00, None
95.0, None, None, None, 6.206, 296.8, None, None, -1.0, 826.0, None, None, None, None, None, 59.72, None, None, -0.307, None, None, None, None, 26.92, None, None, None, None, None, None, 2020-01-01 14:00:00, None
95.0, None, None, None, 5.769, 291.4, None, None, -1.0, 827.0, None, None, None, None, None, 59.59, None, None, -0.467, None, None, None, None, 24.82, None, None, None, None, None, None, 2020-01-01 15:00:00, None
94.7, None, None, None, 5.836, 299.5, None, None, -1.0, 827.0, None, None, None, None, None, 59.46, None, None, -0.749, None, None, None, None, 30.37, None, None, None, None, None, None, 2020-01-01 16:00:00, None
95.2, None, None, None, 5.787, 296.5, None, None, -2.0, 828.0, None, None, None, None, None, 59.4, None, None, -1.073, None, None, None, None, 25.95, None, None, None, None, None, None, 2020-01-01 17:00:00, None
95.2, None, None, None, 2.574, 343.5, None, None, -2.0, 828.0, None, None, None, None, None, 59.45, None, None, -1.184, None, None, None, None, 35.33, None, None, None, None, None, None, 2020-01-01 18:00:00, None
95.0, None, None, None, 0.352, 20.29, None, None, -2.0, 828.0, None, None, None, None, None, 59.21, None, None, -1.813, None, None, None, None, 30.94, None, None, None, None, None, None, 2020-01-01 19:00:00, None
95.9, None, None, None, 0.177, 36.64, None, None, -3.0, 828.0, None, None, None, None, None, 59.24, None, None, -2.422, None, None, None, None, 19.07, None, None, None, None, None, None, 2020-01-01 20:00:00, None
94.0, None, None, None, 0.735, 21.1, None, None, -4.0, 828.0, None, None, None, None, None, 59.23, None, None, -3.559, None, None, None, None, 33.05, None, None, None, None, None, None, 2020-01-01 21:00:00, None
