station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-6.747, 97.0, None, None, None, 32.33, 1.988, 190.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2020-01-01 00:00:00, None, None, None, None
-6.456, 97.2, None, None, None, 26.39, 2.433, 194.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2020-01-01 01:00:00, None, None, None, None
-6.116, 97.7, None, None, None, 30.82, 2.322, 196.2, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2020-01-01 02:00:00, None, None, None, None
-5.824, 97.8, None, None, None, 29.91, 3.399, 204.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2020-01-01 03:00:00, None, None, None, None
-5.532, 98.2, None, None, None, 20.36, 8.67, 206.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2020-01-01 04:00:00, None, None, None, None
-5.288, 98.4, None, None, None, 23.28, 8.99, 197.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2020-01-01 05:00:00, None, None, None, None
-5.191, 98.6, None, None, None, 27.36, 10.55, 200.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2020-01-01 06:00:00, None, None, None, None
-5.191, 98.6, None, None, None, 25.53, 12.44, 203.3, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2020-01-01 07:00:00, None, None, None, None
-5.045, 98.8, None, None, None, 20.98, 16.58, 205.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2020-01-01 08:00:00, None, None, None, None
-4.85, 98.8, None, None, None, 17.91, 18.92, 206.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2020-01-01 09:00:00, None, None, None, None
-4.802, 98.8, None, None, None, 14.89, 19.09, 207.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2020-01-01 10:00:00, None, None, None, None
-4.948, 98.6, None, None, None, 19.03, 16.14, 207.2, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2020-01-01 11:00:00, None, None, None, None
-4.899, 98.7, None, None, None, 17.39, 17.4, 206.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2020-01-01 12:00:00, None, None, None, None
-5.094, 98.4, None, None, None, 16.14, 18.48, 211.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2020-01-01 13:00:00, None, None, None, None
-5.142, 98.6, None, None, None, 12.66, 26.33, 216.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2020-01-01 14:00:00, None, None, None, None
-5.434, 98.3, None, None, None, 14.32, 27.2, 216.6, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2020-01-01 15:00:00, None, None, None, None
-5.483, 98.4, None, None, None, 12.63, 28.85, 222.2, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2020-01-01 16:00:00, None, None, None, None
