station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
96.8, None, None, None, 0.0, 211.5, None, None, None, None, None, None, None, None, None, 59.25, None, None, -1.376, None, None, None, None, 14.1, None, None, None, None, 2020-01-01 00:00:00
97.1, None, None, None, 0.0, 210.5, None, None, None, None, None, None, None, None, None, 59.04, None, None, -0.973, None, None, None, None, 14.66, None, None, None, None, 2020-01-01 01:00:00
97.3, None, None, None, 0.0, 212.8, None, None, None, None, None, None, None, None, None, 58.87, None, None, -0.635, None, None, None, None, 12.65, None, None, None, None, 2020-01-01 02:00:00
97.4, None, None, None, 0.0, 211.0, None, None, None, None, None, None, None, None, None, 58.7, None, None, -0.541, None, None, None, None, 11.79, None, None, None, None, 2020-01-01 03:00:00
97.5, None, None, None, 0.0, 210.7, None, None, None, None, None, None, None, None, None, 58.34, None, None, -0.552, None, None, None, None, 13.24, None, None, None, None, 2020-01-01 04:00:00
97.5, None, None, None, 0.0, 213.2, None, None, None, None, None, None, None, None, None, 58.14, None, None, -0.574, None, None, None, None, 11.62, None, None, None, None, 2020-01-01 05:00:00
97.5, None, None, None, 0.0, 216.5, None, None, None, None, None, None, None, None, None, 57.73, None, None, -0.622, None, None, None, None, 8.84, None, None, None, None, 2020-01-01 06:00:00
97.5, None, None, None, 0.0, 215.2, None, None, None, None, None, None, None, None, None, 58.22, None, None, -0.673, None, None, None, None, 10.3, None, None, None, None, 2020-01-01 07:00:00
97.4, None, None, None, 0.0, 214.1, None, None, None, None, None, None, None, None, None, 58.29, None, None, -0.715, None, None, None, None, 9.23, None, None, None, None, 2020-01-01 08:00:00
97.5, None, None, None, 0.0, 210.7, None, None, None, None, None, None, None, None, None, 59.19, None, None, -0.515, None, None, None, None, 9.89, None, None, None, None, 2020-01-01 09:00:00
97.4, None, None, None, 0.0, 200.8, None, None, None, None, None, None, None, None, None, 58.89, None, None, -0.181, None, None, None, None, 25.64, None, None, None, None, 2020-01-01 10:00:00
97.3, None, None, None, 0.0, 202.8, None, None, None, None, None, None, None, None, None, 58.41, None, None, -0.061, None, None, None, None, 14.82, None, None, None, None, 2020-01-01 11:00:00
97.2, None, None, None, 0.0, 207.4, None, None, None, None, None, None, None, None, None, 58.49, None, None, -0.196, None, None, None, None, 10.76, None, None, None, None, 2020-01-01 12:00:00
97.1, None, None, None, 8.4, 204.9, None, None, None, None, None, None, None, None, None, 56.6, None, None, -0.007, None, None, None, None, 11.62, None, None, None, None, 2020-01-01 13:00:00
