AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
2.5, 4.0, 2.0, -1.0,2023-10-08 00:00:00, -1.0, 14.9,41
2.3, None, None, -1.0,2023-10-08 00:15:00, -1.0, None,41
2.1, None, None, -1.0,2023-10-08 00:30:00, 0.0, None,41
2.2, None, None, -1.0,2023-10-08 00:45:00, 0.0, None,41
2.0, None, None, -1.0,2023-10-08 01:00:00, -1.0, None,41
2.0, None, None, -1.0,2023-10-08 01:15:00, -1.0, None,41
2.1, None, None, -1.0,2023-10-08 01:30:00, 0.0, None,41
2.1, None, None, -1.0,2023-10-08 01:45:00, 0.0, None,41
2.0, None, None, -1.0,2023-10-08 02:00:00, 0.0, None,41
2.0, None, None, -1.0,2023-10-08 02:15:00, -1.0, None,41
2.1, None, None, -1.0,2023-10-08 02:30:00, -1.0, None,41
2.4, None, None, -1.0,2023-10-08 02:45:00, 0.0, None,41
2.5, None, None, -1.0,2023-10-08 03:00:00, -1.0, None,41
2.5, None, None, -1.0,2023-10-08 03:15:00, -1.0, None,41
2.6, None, None, -1.0,2023-10-08 03:30:00, 0.0, None,41
2.8, None, None, -1.0,2023-10-08 03:45:00, 0.0, None,41
3.3, None, None, -1.0,2023-10-08 04:00:00, 0.0, None,41
3.6, None, None, -1.0,2023-10-08 04:15:00, 0.0, None,41
3.8, None, None, -1.0,2023-10-08 04:30:00, 0.0, None,41
3.6, None, None, -1.0,2023-10-08 04:45:00, 0.0, None,41
4.1, None, None, -1.0,2023-10-08 05:00:00, 0.0, None,41
4.2, None, None, -1.0,2023-10-08 05:15:00, -1.0, None,41
4.1, None, None, -1.0,2023-10-08 05:30:00, 0.0, None,41
4.1, None, None, -1.0,2023-10-08 05:45:00, 0.0, None,41
4.6, None, None, -1.0,2023-10-08 06:00:00, -1.0, None,41
5.0, None, None, -1.0,2023-10-08 06:15:00, -1.0, None,41
8.5, None, None, -1.0,2023-10-08 06:30:00, -1.0, None,41
9.4, None, None, -1.0,2023-10-08 06:45:00, -1.0, None,41
9.9, None, None, -1.0,2023-10-08 07:00:00, -1.0, None,41
11.4, None, None, -1.0,2023-10-08 07:15:00, 0.0, None,41
11.7, None, None, -1.0,2023-10-08 07:30:00, -1.0, None,41
11.6, None, None, -1.0,2023-10-08 07:45:00, -1.0, None,41
12.0, None, None, -1.0,2023-10-08 08:00:00, 0.0, None,41
12.8, None, None, -1.0,2023-10-08 08:15:00, 0.0, None,41
13.1, None, None, -1.0,2023-10-08 08:30:00, 0.0, None,41
13.0, None, None, -1.0,2023-10-08 08:45:00, 0.0, None,41
13.2, None, None, -1.0,2023-10-08 09:00:00, 1.0, None,41
13.3, None, None, -1.0,2023-10-08 09:15:00, 0.0, None,41
13.5, None, None, -1.0,2023-10-08 09:30:00, 0.0, None,41
13.3, None, None, -1.0,2023-10-08 09:45:00, 0.0, None,41
13.8, None, None, -1.0,2023-10-08 10:00:00, 1.0, None,41
13.5, None, None, -1.0,2023-10-08 10:15:00, 0.0, None,41
13.4, None, None, -1.0,2023-10-08 10:30:00, 0.0, None,41
13.2, None, None, -1.0,2023-10-08 10:45:00, 0.0, None,41
13.2, None, None, -1.0,2023-10-08 11:00:00, 0.0, None,41
13.9, None, None, -1.0,2023-10-08 11:15:00, 1.0, None,41
13.8, None, None, -1.0,2023-10-08 11:30:00, 0.0, None,41
13.5, None, None, -1.0,2023-10-08 11:45:00, 1.0, None,41
13.3, None, None, -1.0,2023-10-08 12:00:00, 0.0, None,41
13.5, None, None, -1.0,2023-10-08 12:15:00, 1.0, None,41
13.8, None, None, -1.0,2023-10-08 12:30:00, 1.0, None,41
14.2, None, None, -1.0,2023-10-08 12:45:00, 0.0, None,41
14.4, None, None, -1.0,2023-10-08 13:00:00, 0.0, None,41
14.7, None, None, -1.0,2023-10-08 13:15:00, 1.0, None,41
13.7, None, None, -1.0,2023-10-08 13:30:00, 1.0, None,41
13.8, None, None, -1.0,2023-10-08 13:45:00, 1.0, None,41
14.1, None, None, -1.0,2023-10-08 14:00:00, 1.0, None,41
14.7, None, None, -2.0,2023-10-08 14:15:00, 1.0, None,41
14.9, None, None, -1.0,2023-10-08 14:30:00, 0.0, None,41
14.0, None, None, -1.0,2023-10-08 14:45:00, 0.0, None,41
14.0, None, None, -1.0,2023-10-08 15:00:00, 1.0, None,41
14.6, None, None, -1.0,2023-10-08 15:15:00, 0.0, None,41
14.2, None, None, -1.0,2023-10-08 15:30:00, 1.0, None,41
14.6, None, None, -1.0,2023-10-08 15:45:00, 1.0, None,41
13.8, None, None, -1.0,2023-10-08 16:00:00, 1.0, None,41
13.7, None, None, -1.0,2023-10-08 16:15:00, 0.0, None,41
13.3, None, None, -1.0,2023-10-08 16:30:00, 0.0, None,41
11.9, None, None, -1.0,2023-10-08 16:45:00, -1.0, None,41
9.9, None, None, -1.0,2023-10-08 17:00:00, -1.0, None,41
8.5, None, None, -1.0,2023-10-08 17:15:00, -1.0, None,41
7.5, None, None, -1.0,2023-10-08 17:30:00, 0.0, None,41
6.5, None, None, -1.0,2023-10-08 17:45:00, 0.0, None,41
5.8, None, None, -1.0,2023-10-08 18:00:00, -1.0, None,41
5.3, None, None, -1.0,2023-10-08 18:15:00, -1.0, None,41
4.7, None, None, -1.0,2023-10-08 18:30:00, -1.0, None,41
4.3, None, None, -1.0,2023-10-08 18:45:00, -1.0, None,41
4.0, None, None, -1.0,2023-10-08 19:00:00, 0.0, None,41
3.8, None, None, -1.0,2023-10-08 19:15:00, 0.0, None,41
3.8, None, None, -1.0,2023-10-08 19:30:00, 0.0, None,41
3.7, None, None, -1.0,2023-10-08 19:45:00, 0.0, None,41
3.5, None, None, -1.0,2023-10-08 20:00:00, -1.0, None,41
3.1, None, None, -1.0,2023-10-08 20:15:00, -1.0, None,41
3.0, None, None, -1.0,2023-10-08 20:30:00, -1.0, None,41
3.4, None, None, -1.0,2023-10-08 20:45:00, 0.0, None,41
3.4, None, None, -1.0,2023-10-08 21:00:00, 0.0, None,41
3.4, None, None, -1.0,2023-10-08 21:15:00, 0.0, None,41
3.1, None, None, -1.0,2023-10-08 21:30:00, -1.0, None,41
3.0, None, None, -1.0,2023-10-08 21:45:00, -1.0, None,41
2.8, None, None, -1.0,2023-10-08 22:00:00, -1.0, None,41
2.5, None, None, -1.0,2023-10-08 22:15:00, -1.0, None,41
2.3, None, None, -1.0,2023-10-08 22:30:00, -1.0, None,41
2.5, None, None, -1.0,2023-10-08 22:45:00, 0.0, None,41
2.3, None, None, -1.0,2023-10-08 23:00:00, -1.0, None,41
2.5, None, None, -1.0,2023-10-08 23:15:00, 0.0, None,41
2.4, None, None, -1.0,2023-10-08 23:30:00, 0.0, None,41
2.0, None, None, -1.0,2023-10-08 23:45:00, -1.0, None,41
2.0, 3.1, 1.2, -1.0,2023-10-09 00:00:00, -1.0, 14.2,41
1.8, None, None, -1.0,2023-10-09 00:15:00, 0.0, None,41
1.8, None, None, -1.0,2023-10-09 00:30:00, -1.0, None,41
1.8, None, None, -1.0,2023-10-09 00:45:00, -1.0, None,41
1.7, None, None, -1.0,2023-10-09 01:00:00, -1.0, None,41
1.7, None, None, -1.0,2023-10-09 01:15:00, -1.0, None,41
1.6, None, None, -1.0,2023-10-09 01:30:00, 0.0, None,41
1.7, None, None, -1.0,2023-10-09 01:45:00, -1.0, None,41
1.7, None, None, -1.0,2023-10-09 02:00:00, 0.0, None,41
1.7, None, None, -1.0,2023-10-09 02:15:00, 0.0, None,41
1.4, None, None, -1.0,2023-10-09 02:30:00, -1.0, None,41
1.3, None, None, -1.0,2023-10-09 02:45:00, -1.0, None,41
1.2, None, None, -1.0,2023-10-09 03:00:00, 0.0, None,41
1.4, None, None, -1.0,2023-10-09 03:15:00, 0.0, None,41
