AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
10.2, 1.0,0.0, 7.9,2020-05-20 00:00:00, 167.0, 83.0,21
10.2, None,0.0, 0.1,2020-05-20 00:15:00, 169.0, 84.0,21
10.3, None,0.0, 3.4,2020-05-20 00:30:00, 163.0, 82.0,21
10.5, None,0.0, 0.0,2020-05-20 00:45:00, 175.0, 80.0,21
10.5, 0.0,0.0, 4.7,2020-05-20 01:00:00, 171.0, 80.0,21
10.5, None,0.0, 10.6,2020-05-20 01:15:00, 162.0, 80.0,21
10.2, None,0.0, 7.9,2020-05-20 01:30:00, 164.0, 83.0,21
10.0, None,0.0, 11.9,2020-05-20 01:45:00, 168.0, 84.0,21
9.9, 0.0,0.0, 12.6,2020-05-20 02:00:00, 178.0, 84.0,21
9.9, None,0.0, 3.9,2020-05-20 02:15:00, 167.0, 83.0,21
9.7, None,0.0, 11.4,2020-05-20 02:30:00, 159.0, 84.0,21
9.5, None,0.0, 8.9,2020-05-20 02:45:00, 149.0, 85.0,21
9.3, 0.0,0.0, 4.8,2020-05-20 03:00:00, 142.0, 88.0,21
9.1, None,0.0, 8.4,2020-05-20 03:15:00, 150.0, 88.0,21
8.9, None,0.0, 7.7,2020-05-20 03:30:00, 144.0, 89.0,21
8.9, None,0.0, 4.4,2020-05-20 03:45:00, 145.0, 90.0,21
9.1, 0.0,0.0, 2.6,2020-05-20 04:00:00, 161.0, 90.0,21
9.3, None,0.0, 3.3,2020-05-20 04:15:00, 146.0, 88.0,21
9.4, None,0.0, 0.0,2020-05-20 04:30:00, 151.0, 87.0,21
9.4, None,0.0, 0.0,2020-05-20 04:45:00, 142.0, 88.0,21
9.3, 0.0,0.0, 2.8,2020-05-20 05:00:00, 160.0, 88.0,21
9.5, None,0.0, 0.8,2020-05-20 05:15:00, 165.0, 88.0,21
9.6, None,0.0, 0.0,2020-05-20 05:30:00, 177.0, 88.0,21
9.9, None,0.0, 0.5,2020-05-20 05:45:00, 138.0, 87.0,21
10.0, 0.0,0.0, 7.5,2020-05-20 06:00:00, 149.0, 87.0,21
10.3, None,0.0, 11.2,2020-05-20 06:15:00, 150.0, 87.0,21
11.0, None,0.0, 8.9,2020-05-20 06:30:00, 136.0, 83.0,21
11.2, None,0.0, 10.1,2020-05-20 06:45:00, 156.0, 83.0,21
11.6, 0.0,0.0, 8.1,2020-05-20 07:00:00, 180.0, 81.0,21
11.9, None,0.0, 9.1,2020-05-20 07:15:00, 186.0, 79.0,21
12.2, None,0.0, 8.5,2020-05-20 07:30:00, 175.0, 77.0,21
13.5, None,0.0, 8.5,2020-05-20 07:45:00, 174.0, 72.0,21
14.7, 0.0,0.0, 4.7,2020-05-20 08:00:00, 182.0, 67.0,21
14.8, None,0.0, 6.3,2020-05-20 08:15:00, 160.0, 66.0,21
14.8, None,0.0, 1.9,2020-05-20 08:30:00, 214.0, 67.0,21
14.8, None,0.0, 1.6,2020-05-20 08:45:00, 251.0, 64.0,21
15.8, -1.0,0.0, 1.4,2020-05-20 09:00:00, 237.0, 59.0,21
16.1, None,0.0, 4.5,2020-05-20 09:15:00, 232.0, 60.0,21
16.1, None,0.0, 2.4,2020-05-20 09:30:00, 256.0, 59.0,21
15.1, None,0.0, 2.3,2020-05-20 09:45:00, 251.0, 63.0,21
14.6, -1.0,0.0, 2.5,2020-05-20 10:00:00, 280.0, 65.0,21
14.1, None,0.0, 0.0,2020-05-20 10:15:00, 255.0, 67.0,21
13.5, None,0.0, 3.0,2020-05-20 10:30:00, 185.0, 73.0,21
13.4, None,0.0, 4.8,2020-05-20 10:45:00, 181.0, 73.0,21
13.8, 1.0,0.0, 1.9,2020-05-20 11:00:00, 197.0, 70.0,21
13.9, None,0.0, 4.5,2020-05-20 11:15:00, 183.0, 71.0,21
13.8, None,0.0, 11.5,2020-05-20 11:30:00, 176.0, 71.0,21
13.5, None,0.0, 11.9,2020-05-20 11:45:00, 175.0, 74.0,21
14.2, -1.0,0.0, 10.9,2020-05-20 12:00:00, 177.0, 72.0,21
14.7, None,0.0, 14.6,2020-05-20 12:15:00, 179.0, 70.0,21
15.3, None,0.0, 7.0,2020-05-20 12:30:00, 185.0, 66.0,21
17.9, None,0.0, 6.8,2020-05-20 12:45:00, 309.0, 55.0,21
17.6, 0.0,0.0, 11.7,2020-05-20 13:00:00, 274.0, 57.0,21
17.8, None,0.0, 8.9,2020-05-20 13:15:00, 237.0, 49.0,21
17.3, None,0.0, 8.1,2020-05-20 13:30:00, 237.0, 54.0,21
17.1, None,0.0, 11.1,2020-05-20 13:45:00, 237.0, 53.0,21
16.7, 0.0,0.0, 10.2,2020-05-20 14:00:00, 247.0, 52.0,21
17.0, None,0.0, 9.0,2020-05-20 14:15:00, 309.0, 51.0,21
17.3, None,0.0, 7.5,2020-05-20 14:30:00, 232.0, 51.0,21
16.6, None,0.0, 7.7,2020-05-20 14:45:00, 223.0, 53.0,21
18.4, -1.0,0.0, 15.0,2020-05-20 15:00:00, 298.0, 48.0,21
17.8, None,0.0, 12.8,2020-05-20 15:15:00, 319.0, 47.0,21
18.6, None,0.0, 11.8,2020-05-20 15:30:00, 296.0, 46.0,21
17.5, None,0.0, 13.1,2020-05-20 15:45:00, 286.0, 48.0,21
16.5, 2.0,0.0, 15.1,2020-05-20 16:00:00, 299.0, 51.0,21
16.0, None,0.0, 17.1,2020-05-20 16:15:00, 291.0, 52.0,21
15.3, None,0.0, 9.0,2020-05-20 16:30:00, 275.0, 49.0,21
14.7, None,0.0, 9.7,2020-05-20 16:45:00, 280.0, 53.0,21
14.5, -2.0,0.0, 16.0,2020-05-20 17:00:00, 302.0, 53.0,21
14.1, None,0.0, 12.9,2020-05-20 17:15:00, 312.0, 54.0,21
13.6, None,0.0, 8.7,2020-05-20 17:30:00, 301.0, 54.0,21
13.1, None,0.0, 9.0,2020-05-20 17:45:00, 258.0, 55.0,21
12.8, 1.0,0.0, 8.3,2020-05-20 18:00:00, 296.0, 57.0,21
12.6, None,0.0, 8.3,2020-05-20 18:15:00, 288.0, 57.0,21
12.0, None,0.0, 8.6,2020-05-20 18:30:00, 206.0, 60.0,21
11.5, None,0.0, 8.1,2020-05-20 18:45:00, 218.0, 62.0,21
11.3, 1.0,0.0, 10.0,2020-05-20 19:00:00, 226.0, 63.0,21
11.1, None,0.0, 9.2,2020-05-20 19:15:00, 232.0, 62.0,21
10.9, None,0.0, 8.1,2020-05-20 19:30:00, 231.0, 64.0,21
10.6, None,0.0, 13.7,2020-05-20 19:45:00, 181.0, 63.0,21
10.2, 1.0,0.0, 9.8,2020-05-20 20:00:00, 175.0, 66.0,21
10.2, None,0.0, 9.7,2020-05-20 20:15:00, 210.0, 65.0,21
