air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
7.6, 7.59, 7.5, 0.0, 1.0, 10.7, 51.885,2020-06-17 00:00:00, 52.0, -49.0, 429.0,25
7.5, 7.47, 7.4, 0.0, -1.0, 10.7, 51.386,2020-06-17 01:00:00, 51.0, -49.0, 428.0,25
7.3, 7.34, 7.2, 0.0, 1.0, 10.7, 52.444,2020-06-17 02:00:00, 52.0, -49.0, 427.0,25
7.0, 6.997, 6.8, 0.0, -1.0, 10.7, 51.738,2020-06-17 03:00:00, 52.0, -49.0, 425.0,25
7.0, 7.03, 6.7, 0.0, 0.0, 10.7, 52.205,2020-06-17 04:00:00, 52.0, -49.0, 423.0,25
6.8, 6.779, 6.5, 0.0, 0.0, 10.7, 51.731,2020-06-17 05:00:00, 52.0, -49.0, 420.0,25
7.2, 7.15, 6.0, 0.0, 1.0, 10.7, 52.638,2020-06-17 06:00:00, 53.0, -49.0, 419.0,25
8.9, 8.89, 7.1, 0.0, -2.0, 9.1, 50.172,2020-06-17 07:00:00, 50.0, -48.0, 455.0,25
8.7, 8.67, 7.1, 0.0, 0.0, 9.5, 50.419,2020-06-17 08:00:00, 50.0, -48.0, 515.0,25
9.0, 9.03, 7.1, 0.0, 0.0, 9.7, 50.743,2020-06-17 09:00:00, 51.0, -48.0, 589.0,25
10.6, 10.59, 7.1, 0.0, -1.0, 11.1, 49.969,2020-06-17 10:00:00, 50.0, -47.0, 639.0,25
11.2, 11.15, 7.1, 0.0, -3.0, 11.5, 47.288,2020-06-17 11:00:00, 47.0, -47.0, 661.0,25
11.5, 11.53, 7.1, 0.0, 3.0, 11.7, 50.109,2020-06-17 12:00:00, 50.0, -46.0, 670.0,25
12.2, 12.24, 7.1, 0.0, -5.0, 12.7, 45.118,2020-06-17 13:00:00, 45.0, -46.0, 664.0,25
12.6, 12.62, 7.1, 0.0, 1.0, 13.4, 45.712,2020-06-17 14:00:00, 46.0, -46.0, 651.0,25
13.0, 12.98, 7.1, 0.0, 0.0, 13.6, 45.705,2020-06-17 15:00:00, 46.0, -45.0, 640.0,25
13.8, 13.83, 7.1, 0.0, -1.0, 14.3, 45.124,2020-06-17 16:00:00, 45.0, -45.0, 630.0,25
13.5, 13.45, 7.1, 0.0, -5.0, 14.3, 40.383,2020-06-17 17:00:00, 40.0, -45.0, 631.0,25
12.6, 12.57, 7.1, 0.0, 7.0, 14.3, 47.378,2020-06-17 18:00:00, 47.0, -46.0, 594.0,25
11.8, 11.78, 11.8, 0.0, -3.0, 12.7, 44.31,2020-06-17 19:00:00, 44.0, -46.0, 532.0,25
11.3, 11.26, 11.3, 0.0, 1.0, 12.7, 45.094,2020-06-17 20:00:00, 45.0, -46.0, 501.0,25
11.0, 11.04, 10.7, 0.0, 0.0, 12.7, 44.959,2020-06-17 21:00:00, 45.0, -47.0, 481.0,25
10.2, 10.21, 10.1, 0.0, 0.0, 12.7, 44.886,2020-06-17 22:00:00, 45.0, -47.0, 463.0,25
10.4, 10.43, 10.1, 0.0, -1.0, 12.7, 44.016,2020-06-17 23:00:00, 44.0, -47.0, 452.0,25
9.8, 9.84, 9.8, 0.0, -1.0, 12.7, 43.358,2020-06-18 00:00:00, 43.0, -47.0, 446.0,25
9.2, 9.21, 9.2, 0.0, 0.0, 12.7, 43.394,2020-06-18 01:00:00, 43.0, -48.0, 440.0,25
8.5, 8.49, 8.5, 0.0, -3.0, 12.7, 40.609,2020-06-18 02:00:00, 41.0, -48.0, 435.0,25
8.2, 8.2, 8.2, 0.0, 1.0, 12.7, 41.527,2020-06-18 03:00:00, 42.0, -48.0, 432.0,25
8.3, 8.27, 8.2, 0.0, 0.0, 12.7, 41.93,2020-06-18 04:00:00, 42.0, -48.0, 430.0,25
7.6, 7.61, 7.6, 0.0, -1.0, 12.7, 41.417,2020-06-18 05:00:00, 41.0, -49.0, 429.0,25
7.5, 7.47, 7.4, 0.0, 1.0, 12.7, 42.645,2020-06-18 06:00:00, 43.0, -49.0, 427.0,25
7.7, 7.67, 7.4, 0.0, -1.0, 7.7, 41.169,2020-06-18 07:00:00, 41.0, -49.0, 429.0,25
8.4, 8.43, 7.4, 0.0, 1.0, 8.4, 42.29,2020-06-18 08:00:00, 42.0, -48.0, 440.0,25
9.3, 9.29, 7.4, 0.0, -2.0, 9.3, 40.541,2020-06-18 09:00:00, 41.0, -48.0, 464.0,25
9.2, 9.24, 7.4, 0.0, 0.0, 9.3, 40.678,2020-06-18 10:00:00, 41.0, -48.0, 480.0,25
9.9, 9.91, 7.4, 0.0, -4.0, 10.0, 37.163,2020-06-18 11:00:00, 37.0, -47.0, 489.0,25
10.8, 10.75, 7.4, 0.0, 1.0, 10.8, 38.079,2020-06-18 12:00:00, 38.0, -47.0, 516.0,25
12.2, 12.22, 7.4, 0.0, 0.0, 12.2, 38.169,2020-06-18 13:00:00, 38.0, -46.0, 525.0,25
12.5, 12.53, 7.4, 0.0, -1.0, 13.2, 37.387,2020-06-18 14:00:00, 37.0, -46.0, 603.0,25
13.1, 13.05, 7.4, 0.0, 0.0, 13.2, 37.743,2020-06-18 15:00:00, 38.0, -45.0, 609.0,25
13.7, 13.68, 7.4, 0.0, 1.0, 13.7, 39.143,2020-06-18 16:00:00, 39.0, -45.0, 590.0,25
12.7, 12.67, 7.4, 0.0, 0.0, 14.1, 38.725,2020-06-18 17:00:00, 39.0, -46.0, 592.0,25
12.2, 12.24, 7.4, 0.0, 0.0, 14.1, 39.041,2020-06-18 18:00:00, 39.0, -46.0, 572.0,25
11.6, 11.64, 11.4, 0.0, 0.0, 12.2, 38.768,2020-06-18 19:00:00, 39.0, -46.0, 534.0,25
None, 10.78, None, None, None, None, 38.472,2020-06-18 20:00:00, None, None, None,25
11.2, 11.15, 10.5, 0.0, -2.0, 12.2, 36.693,2020-06-18 21:00:00, 37.0, -47.0, 484.0,25
10.4, 10.41, 10.4, 0.0, 0.0, 12.2, 36.442,2020-06-18 22:00:00, 36.0, -47.0, 473.0,25
10.4, 10.42, 10.0, 0.0, -2.0, 12.2, 34.231,2020-06-18 23:00:00, 34.0, -47.0, 461.0,25
10.2, 10.17, 10.0, 0.0, 2.0, 12.2, 36.366,2020-06-19 00:00:00, 36.0, -47.0, 457.0,25
10.3, 10.25, 10.0, 0.0, 3.0, 12.2, 38.905,2020-06-19 01:00:00, 39.0, -47.0, 454.0,25
10.1, 10.05, 10.0, 0.0, -2.0, 12.2, 36.586,2020-06-19 02:00:00, 37.0, -47.0, 455.0,25
10.0, 9.95, 9.9, 0.0, -2.0, 12.2, 34.464,2020-06-19 03:00:00, 34.0, -47.0, 454.0,25
9.7, 9.72, 9.7, 0.0, 1.0, 12.2, 35.516,2020-06-19 04:00:00, 36.0, -47.0, 453.0,25
9.5, 9.51, 9.5, 0.0, 1.0, 12.2, 36.678,2020-06-19 05:00:00, 37.0, -47.0, 452.0,25
9.5, 9.45, 9.5, 0.0, -2.0, 12.2, 35.092,2020-06-19 06:00:00, 35.0, -48.0, 451.0,25
9.6, 9.6, 9.3, 0.0, -1.0, 9.6, 34.008,2020-06-19 07:00:00, 34.0, -47.0, 453.0,25
9.9, 9.88, 9.3, 0.0, 2.0, 9.9, 36.453,2020-06-19 08:00:00, 36.0, -47.0, 458.0,25
9.8, 9.82, 9.3, 0.0, 0.0, 10.2, 36.282,2020-06-19 09:00:00, 36.0, -47.0, 469.0,25
11.1, 11.1, 9.3, 0.0, -1.0, 11.2, 35.257,2020-06-19 10:00:00, 35.0, -47.0, 505.0,25
11.6, 11.59, 9.3, 0.0, -2.0, 11.7, 33.155,2020-06-19 11:00:00, 33.0, -46.0, 527.0,25
12.0, 12.04, 9.3, 0.0, -1.0, 12.1, 32.141,2020-06-19 12:00:00, 32.0, -46.0, 534.0,25
12.0, 12.02, 9.3, 0.0, 3.0, 12.3, 35.004,2020-06-19 13:00:00, 35.0, -46.0, 535.0,25
11.8, 11.76, 9.3, 0.0, 0.0, 12.3, 34.582,2020-06-19 14:00:00, 35.0, -46.0, 542.0,25
12.2, 12.24, 9.3, 0.0, -2.0, 12.3, 32.604,2020-06-19 15:00:00, 33.0, -46.0, 529.0,25
13.8, 13.82, 9.3, 0.0, -2.0, 13.9, 30.731,2020-06-19 16:00:00, 31.0, -45.0, 572.0,25
12.5, 12.46, 9.3, 0.0, 2.0, 13.9, 32.925,2020-06-19 17:00:00, 33.0, -46.0, 569.0,25
11.5, 11.48, 9.3, 0.0, 0.0, 13.9, 32.688,2020-06-19 18:00:00, 33.0, -46.0, 534.0,25
10.9, 10.85, 10.8, 0.0, 1.0, 11.6, 33.522,2020-06-19 19:00:00, 34.0, -47.0, 503.0,25
10.7, 10.68, 10.5, 0.0, 0.0, 11.6, 33.527,2020-06-19 20:00:00, 34.0, -47.0, 488.0,25
10.2, 10.22, 10.2, 0.0, -2.0, 11.6, 31.861,2020-06-19 21:00:00, 32.0, -47.0, 479.0,25
9.8, 9.81, 9.8, 0.0, 0.0, 11.6, 31.577,2020-06-19 22:00:00, 32.0, -47.0, 469.0,25
9.7, 9.71, 9.7, 0.0, 0.0, 11.6, 31.234,2020-06-19 23:00:00, 31.0, -47.0, 464.0,25
10.0, 10.01, 9.6, 0.0, 0.0, 11.6, 30.974,2020-06-20 00:00:00, 31.0, -47.0, 461.0,25
9.8, 9.82, 9.6, 0.0, -6.0, 11.6, 25.469,2020-06-20 01:00:00, 25.0, -47.0, 459.0,25
9.5, 9.45, 9.3, 0.0, 3.0, 11.6, 28.137,2020-06-20 02:00:00, 28.0, -48.0, 458.0,25
9.0, 8.99, 9.0, 0.0, 1.0, 11.6, 28.73,2020-06-20 03:00:00, 29.0, -48.0, 456.0,25
8.8, 8.81, 8.6, 0.0, 1.0, 11.6, 29.648,2020-06-20 04:00:00, 30.0, -48.0, 453.0,25
8.8, 8.82, 8.6, 0.0, -2.0, 11.6, 27.531,2020-06-20 05:00:00, 28.0, -48.0, 451.0,25
9.1, 9.1, 8.6, 0.0, 1.0, 11.6, 28.497,2020-06-20 06:00:00, 28.0, -48.0, 452.0,25
9.1, 9.1, 8.9, 0.0, 0.0, 9.1, 28.024,2020-06-20 07:00:00, 28.0, -48.0, 456.0,25
9.5, 9.52, 8.9, 0.0, 0.0, 9.5, 27.97,2020-06-20 08:00:00, 28.0, -47.0, 461.0,25
10.5, 10.48, 8.9, 0.0, 1.0, 10.5, 28.663,2020-06-20 09:00:00, 29.0, -47.0, 487.0,25
9.8, 9.8, 8.9, 0.0, -1.0, 10.8, 27.381,2020-06-20 10:00:00, 27.0, -47.0, 515.0,25
10.8, 10.84, 8.9, 0.0, 2.0, 10.8, 29.237,2020-06-20 11:00:00, 29.0, -47.0, 519.0,25
11.2, 11.19, 8.9, 0.0, -3.0, 11.3, 26.706,2020-06-20 12:00:00, 27.0, -46.0, 534.0,25
11.3, 11.28, 8.9, 0.0, -3.0, 11.7, 23.803,2020-06-20 13:00:00, 24.0, -46.0, 546.0,25
10.1, 10.12, 8.9, 0.0, 3.0, 11.7, 26.459,2020-06-20 14:00:00, 26.0, -47.0, 534.0,25
10.1, 10.13, 8.9, 0.0, -6.0, 11.7, 20.627,2020-06-20 15:00:00, 21.0, -47.0, 517.0,25
9.8, 9.77, 8.9, 0.0, 4.0, 11.7, 24.799,2020-06-20 16:00:00, 25.0, -47.0, 508.0,25
9.9, 9.85, 8.9, 0.0, 3.0, 11.7, 27.534,2020-06-20 17:00:00, 28.0, -47.0, 502.0,25
8.3, 8.29, 8.3, 0.0, -2.0, 11.7, 25.538,2020-06-20 18:00:00, 26.0, -48.0, 489.0,25
6.8, 6.818, 6.8, 0.0, 0.0, 8.3, 25.277,2020-06-20 19:00:00, 25.0, -49.0, 469.0,25
6.8, 6.808, 6.6, 0.0, -1.0, 8.3, 24.459,2020-06-20 20:00:00, 24.0, -49.0, 454.0,25
6.2, 6.221, 6.2, 0.0, 0.0, 8.3, 24.471,2020-06-20 21:00:00, 24.0, -49.0, 447.0,25
5.9, 5.872, 5.9, 0.0, 1.0, 8.3, 25.042,2020-06-20 22:00:00, 25.0, -50.0, 442.0,25
5.7, 5.693, 5.6, 0.0, -1.0, 8.3, 24.354,2020-06-20 23:00:00, 24.0, -50.0, 436.0,25
5.7, 5.693, 5.5, 0.0, -1.0, 8.3, 23.669,2020-06-21 00:00:00, 24.0, -50.0, 430.0,25
5.6, 5.571, 5.5, 0.0, 0.0, 8.3, 24.104,2020-06-21 01:00:00, 24.0, -50.0, 429.0,25
5.2, 5.222, 5.1, 0.0, 0.0, 8.3, 23.612,2020-06-21 02:00:00, 24.0, -50.0, 427.0,25
4.6, 4.621, 4.6, 0.0, 0.0, 8.3, 23.846,2020-06-21 03:00:00, 24.0, -50.0, 425.0,25
4.4, 4.424, 4.4, 0.0, 0.0, 8.3, 23.907,2020-06-21 04:00:00, 24.0, -51.0, 423.0,25
4.4, 4.433, 4.4, 0.0, 0.0, 8.3, 23.591,2020-06-21 05:00:00, 24.0, -50.0, 423.0,25
4.6, 4.64, 4.4, 0.0, -1.0, 8.3, 22.473,2020-06-21 06:00:00, 22.0, -50.0, 424.0,25
5.1, 5.081, 4.6, 0.0, -3.0, 5.8, 19.378,2020-06-21 07:00:00, 19.0, -50.0, 439.0,25
6.5, 6.496, 4.6, 0.0, 0.0, 6.5, 19.534,2020-06-21 08:00:00, 20.0, -49.0, 455.0,25
7.0, 6.96, 4.6, 0.0, 0.0, 7.0, 19.915,2020-06-21 09:00:00, 20.0, -49.0, 490.0,25
7.8, 7.82, 4.6, 0.0, 0.0, 8.5, 19.57,2020-06-21 10:00:00, 20.0, -48.0, 569.0,25
