CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
10.41, None, None, None, None, None, None, None, None, 10.4, 9.9, None, 0.1, None, 14.2, None, None,2020-06-17 00:00:00, None, None, None,25
10.11, None, None, None, None, None, None, None, None, 10.1, 9.9, None, 0.0, None, 14.2, None, None,2020-06-17 01:00:00, None, None, None,25
9.85, None, None, None, None, None, None, None, None, 9.9, 9.9, None, 0.1, None, 14.2, None, None,2020-06-17 02:00:00, None, None, None,25
8.95, None, None, None, None, None, None, None, None, 9.0, 8.9, None, 1.0, None, 14.2, None, None,2020-06-17 03:00:00, None, None, None,25
8.81, None, None, None, None, None, None, None, None, 8.8, 8.6, None, 1.0, None, 14.2, None, None,2020-06-17 04:00:00, None, None, None,25
8.83, None, None, None, None, None, None, None, None, 8.8, 8.4, None, 0.1, None, 14.2, None, None,2020-06-17 05:00:00, None, None, None,25
8.56, None, None, None, None, None, None, None, None, 8.6, 8.4, None, -0.1, None, 14.2, None, None,2020-06-17 06:00:00, None, None, None,25
8.63, None, None, None, None, None, None, None, None, 8.6, 8.3, None, 0.0, None, 8.6, None, None,2020-06-17 07:00:00, None, None, None,25
8.79, None, None, None, None, None, None, None, None, 8.8, 8.3, None, -0.1, None, 8.9, None, None,2020-06-17 08:00:00, None, None, None,25
9.79, None, None, None, None, None, None, None, None, 9.8, 8.3, None, -1.0, None, 9.8, None, None,2020-06-17 09:00:00, None, None, None,25
12.49, None, None, None, None, None, None, None, None, 12.5, 8.3, None, -3.0, None, 12.9, None, None,2020-06-17 10:00:00, None, None, None,25
15.51, None, None, None, None, None, None, None, None, 15.5, 8.3, None, -6.0, None, 15.7, None, None,2020-06-17 11:00:00, None, None, None,25
18.13, None, None, None, None, None, None, None, None, 18.1, 8.3, None, -6.0, None, 18.1, None, None,2020-06-17 12:00:00, None, None, None,25
21.19, None, None, None, None, None, None, None, None, 21.2, 8.3, None, -5.0, None, 21.6, None, None,2020-06-17 13:00:00, None, None, None,25
20.73, None, None, None, None, None, None, None, None, 20.7, 8.3, None, -4.0, None, 21.6, None, None,2020-06-17 14:00:00, None, None, None,25
18.26, None, None, None, None, None, None, None, None, 18.3, 8.3, None, -0.1, None, 21.7, -476.0, None,2020-06-17 15:00:00, None, None, None,25
18.06, None, None, None, None, None, None, None, None, 18.1, 8.3, None, 5.0, None, 21.7, -437.0, None,2020-06-17 16:00:00, None, None, None,25
16.38, None, None, None, None, None, None, None, None, 16.4, 8.3, None, 4.0, None, 21.7, None, None,2020-06-17 17:00:00, None, None, None,25
15.67, None, None, None, None, None, None, None, None, 15.7, 8.3, None, 4.0, None, 21.7, None, None,2020-06-17 18:00:00, None, None, None,25
14.04, None, None, None, None, None, None, None, None, 14.0, 14.0, None, 3.0, None, 15.7, None, None,2020-06-17 19:00:00, None, None, None,25
13.01, None, None, None, None, None, None, None, None, 13.0, 13.0, None, 3.0, None, 15.7, None, None,2020-06-17 20:00:00, None, None, None,25
12.24, None, None, None, None, None, None, None, None, 12.2, 12.2, None, 2.0, None, 15.7, None, None,2020-06-17 21:00:00, None, None, None,25
12.13, None, None, None, None, None, None, None, None, 12.1, 11.7, None, 1.0, None, 15.7, None, None,2020-06-17 22:00:00, None, None, None,25
11.65, None, None, None, None, None, None, None, None, 11.7, 11.7, None, 0.1, None, 15.7, None, None,2020-06-17 23:00:00, None, None, None,25
10.53, None, None, None, None, None, None, None, None, 10.5, 10.5, None, 1.0, None, 15.7, None, None,2020-06-18 00:00:00, None, None, None,25
10.22, None, None, None, None, None, None, None, None, 10.2, 10.1, None, 1.0, None, 15.7, None, None,2020-06-18 01:00:00, None, None, None,25
9.47, None, None, None, None, None, None, None, None, 9.5, 9.5, None, 1.0, None, 15.7, None, None,2020-06-18 02:00:00, None, None, None,25
8.69, None, None, None, None, None, None, None, None, 8.7, 8.7, None, 1.0, None, 15.7, None, None,2020-06-18 03:00:00, None, None, None,25
8.26, None, None, None, None, None, None, None, None, 8.3, 8.0, None, 0.1, None, 15.7, None, None,2020-06-18 04:00:00, None, None, None,25
8.34, None, None, None, None, None, None, None, None, 8.3, 8.0, None, 0.1, None, 15.7, None, None,2020-06-18 05:00:00, None, None, None,25
7.76, None, None, None, None, None, None, None, None, 7.8, 7.8, None, 0.0, None, 15.7, None, None,2020-06-18 06:00:00, None, None, None,25
8.12, None, None, None, None, None, None, None, None, 8.1, 7.7, None, 0.0, None, 8.2, None, None,2020-06-18 07:00:00, None, None, None,25
10.4, None, None, None, None, None, None, None, None, 10.4, 7.7, None, -1.0, None, 10.4, None, None,2020-06-18 08:00:00, None, None, None,25
12.22, None, None, None, None, None, None, None, None, 12.2, 7.7, None, -4.0, None, 12.3, None, None,2020-06-18 09:00:00, None, None, None,25
13.39, None, None, None, None, None, None, None, None, 13.4, 7.7, None, -3.0, None, 13.4, None, None,2020-06-18 10:00:00, None, None, None,25
17.35, None, None, None, None, None, None, None, None, 17.4, 7.7, None, -3.0, None, 17.4, None, None,2020-06-18 11:00:00, None, None, None,25
21.38, None, None, None, None, None, None, None, None, 21.4, 7.7, None, -10.0, None, 21.4, None, None,2020-06-18 12:00:00, None, None, None,25
20.42, None, None, None, None, None, None, None, None, 20.4, 7.7, None, -6.0, None, 22.6, -462.0, None,2020-06-18 13:00:00, None, None, None,25
19.4, None, None, None, None, None, None, None, None, 19.4, 7.7, None, 1.0, None, 23.7, -505.0, None,2020-06-18 14:00:00, None, None, None,25
21.65, None, None, None, None, None, None, None, None, 21.7, 7.7, None, 2.0, None, 23.7, None, None,2020-06-18 15:00:00, None, None, None,25
22.44, None, None, None, None, None, None, None, None, 22.4, 7.7, None, -4.0, None, 23.8, None, None,2020-06-18 16:00:00, None, None, None,25
20.8, None, None, None, None, None, None, None, None, 20.8, 7.7, None, -5.0, None, 23.8, None, None,2020-06-18 17:00:00, None, None, None,25
19.64, None, None, None, None, None, None, None, None, 19.6, 7.7, None, 10.0, None, 23.8, None, None,2020-06-18 18:00:00, None, None, None,25
18.21, None, None, None, None, None, None, None, None, 18.2, 17.9, None, 9.0, None, 19.8, -451.0, None,2020-06-18 19:00:00, None, None, None,25
16.25, None, None, None, None, None, None, None, None, 16.3, 16.3, None, 4.0, None, 19.8, None, None,2020-06-18 20:00:00, None, None, None,25
14.9, None, None, None, None, None, None, None, None, 14.9, 14.9, None, 3.0, None, 19.8, None, None,2020-06-18 21:00:00, None, None, None,25
14.28, None, None, None, None, None, None, None, None, 14.3, 14.3, None, 1.0, None, 19.8, None, None,2020-06-18 22:00:00, None, None, None,25
14.35, None, None, None, None, None, None, None, None, 14.4, 14.0, None, 1.0, None, 19.8, None, None,2020-06-18 23:00:00, None, None, None,25
13.59, None, None, None, None, None, None, None, None, 13.6, 13.6, None, 0.1, None, 19.8, None, None,2020-06-19 00:00:00, None, None, None,25
13.1, None, None, None, None, None, None, None, None, 13.1, 13.0, None, 1.0, None, 19.8, None, None,2020-06-19 01:00:00, None, None, None,25
12.54, None, None, None, None, None, None, None, None, 12.5, 12.5, None, 1.0, None, 19.8, None, None,2020-06-19 02:00:00, None, None, None,25
12.35, None, None, None, None, None, None, None, None, 12.4, 12.4, None, 0.1, None, 19.8, None, None,2020-06-19 03:00:00, None, None, None,25
11.83, None, None, None, None, None, None, None, None, 11.8, 11.8, None, 1.0, None, 19.8, None, None,2020-06-19 04:00:00, None, None, None,25
10.92, None, None, None, None, None, None, None, None, 10.9, 10.9, None, 1.0, None, 19.8, None, None,2020-06-19 05:00:00, None, None, None,25
9.84, None, None, None, None, None, None, None, None, 9.8, 9.8, None, 0.1, None, 19.8, None, None,2020-06-19 06:00:00, None, None, None,25
9.91, None, None, None, None, None, None, None, None, 9.9, 9.7, None, 0.1, None, 10.0, None, None,2020-06-19 07:00:00, None, None, None,25
11.78, None, None, None, None, None, None, None, None, 11.8, 9.7, None, -0.1, None, 11.8, None, None,2020-06-19 08:00:00, None, None, None,25
14.24, None, None, None, None, None, None, None, None, 14.2, 9.7, None, -5.0, None, 14.3, None, None,2020-06-19 09:00:00, None, None, None,25
15.31, None, None, None, None, None, None, None, None, 15.3, 9.7, None, -2.0, None, 15.3, None, None,2020-06-19 10:00:00, None, None, None,25
19.4, None, None, None, None, None, None, None, None, 19.4, 9.7, None, -3.0, None, 19.4, None, None,2020-06-19 11:00:00, None, None, None,25
21.94, None, None, None, None, None, None, None, None, 21.9, 9.7, None, -8.0, None, 21.9, None, None,2020-06-19 12:00:00, None, None, None,25
22.52, None, None, None, None, None, None, None, None, 22.5, 9.7, None, -6.0, None, 24.8, None, None,2020-06-19 13:00:00, None, None, None,25
