air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
8.2,8.2, 247.0,13.6,-6999.0, 13.4,2020-06-17 00:00:00, 5.7,-6999.0,25
7.4,7.4, 240.0,13.6,-6999.0, 11.0,2020-06-17 01:00:00, 4.1,-6999.0,25
6.7,6.7, 242.0,13.6,-6999.0, 13.4,2020-06-17 02:00:00, 5.7,-6999.0,25
7.0,6.6, 256.0,13.6,-6999.0, 15.9,2020-06-17 03:00:00, 7.0,-6999.0,25
6.5,6.5, 250.0,13.6,-6999.0, 13.6,2020-06-17 04:00:00, 6.4,-6999.0,25
6.9,6.4, 244.0,13.6,-6999.0, 14.8,2020-06-17 05:00:00, 4.4,-6999.0,25
7.7,6.4, 241.0,13.6,-6999.0, 14.5,2020-06-17 06:00:00, 6.1,-6999.0,25
8.4,7.7, 234.0,8.4,-6999.0, 15.5,2020-06-17 07:00:00, 6.0,-6999.0,25
9.1,7.7, 244.0,9.2,-6999.0, 18.3,2020-06-17 08:00:00, 7.8,-6999.0,25
9.8,7.7, 239.0,9.7,-6999.0, 16.1,2020-06-17 09:00:00, 5.8,-6999.0,25
10.5,7.7, 234.0,10.6,-6999.0, 18.9,2020-06-17 10:00:00, 5.3,-6999.0,25
10.9,7.7, 233.0,11.0,-6999.0, 18.1,2020-06-17 11:00:00, 5.0,-6999.0,25
12.1,7.7, 233.0,12.1,-6999.0, 19.8,2020-06-17 12:00:00, 5.5,-6999.0,25
13.6,7.7, 223.0,13.5,-6999.0, 18.1,2020-06-17 13:00:00, 4.9,-6999.0,25
15.8,7.7, 224.0,15.7,-6999.0, 25.7,2020-06-17 14:00:00, 5.6,-6999.0,25
16.1,7.7, 196.0,16.7,-6999.0, 16.7,2020-06-17 15:00:00, 4.0,-6999.0,25
17.8,7.7, 203.0,17.8,-6999.0, 10.9,2020-06-17 16:00:00, 3.4,-6999.0,25
18.4,7.7, 215.0,18.3,-6999.0, 17.9,2020-06-17 17:00:00, 4.0,-6999.0,25
18.6,7.7, 240.0,18.7,-6999.0, 17.5,2020-06-17 18:00:00, 5.7,-6999.0,25
17.4,17.6, 233.0,19.4,-6999.0, 22.2,2020-06-17 19:00:00, 5.0,-6999.0,25
17.7,16.6, 248.0,19.4,-6999.0, 16.1,2020-06-17 20:00:00, 5.2,-6999.0,25
14.5,14.6, 253.0,19.4,-6999.0, 13.9,2020-06-17 21:00:00, 5.0,-6999.0,25
11.9,11.3, 284.0,19.4,-6999.0, 9.2,2020-06-17 22:00:00, 3.8,-6999.0,25
8.4,8.5, 280.0,19.4,-6999.0, 6.9,2020-06-17 23:00:00, 2.2,-6999.0,25
6.5,6.5, 290.0,19.4,-6999.0, 4.4,2020-06-18 00:00:00, 1.7,-6999.0,25
4.9,4.9, 271.0,19.4,-6999.0, 3.9,2020-06-18 01:00:00, 1.6,-6999.0,25
4.1,4.2, 299.0,19.4,-6999.0, 4.3,2020-06-18 02:00:00, 1.1,-6999.0,25
3.6,3.5, 287.0,19.4,-6999.0, 2.6,2020-06-18 03:00:00, 0.5,-6999.0,25
3.4,3.4, 279.0,19.4,-6999.0, 4.9,2020-06-18 04:00:00, 1.3,-6999.0,25
3.2,3.2, 281.0,19.4,-6999.0, 2.5,2020-06-18 05:00:00, 0.2,-6999.0,25
3.4,3.0, 288.0,19.4,-6999.0, 2.8,2020-06-18 06:00:00, 0.4,-6999.0,25
6.7,3.4, 289.0,6.7,-6999.0, 2.6,2020-06-18 07:00:00, 0.3,-6999.0,25
9.0,3.4, 67.0,9.1,-6999.0, 5.0,2020-06-18 08:00:00, 0.8,-6999.0,25
11.2,3.4, 94.0,11.1,-6999.0, 4.9,2020-06-18 09:00:00, 0.7,-6999.0,25
14.5,3.4, 252.0,14.7,-6999.0, 18.7,2020-06-18 10:00:00, 6.5,-6999.0,25
15.3,3.4, 248.0,15.2,-6999.0, 19.4,2020-06-18 11:00:00, 5.7,-6999.0,25
15.0,3.4, None,15.7,-6999.0, None,2020-06-18 12:00:00, None,-6999.0,25
15.6,3.4, 243.0,15.8,-6999.0, 17.9,2020-06-18 13:00:00, 5.6,-6999.0,25
16.6,3.4, 250.0,17.0,-6999.0, 18.8,2020-06-18 14:00:00, 6.1,-6999.0,25
17.8,3.4, 248.0,18.5,-6999.0, 21.9,2020-06-18 15:00:00, 6.1,-6999.0,25
17.3,3.4, 241.0,18.5,-6999.0, 23.4,2020-06-18 16:00:00, 6.3,-6999.0,25
16.7,3.4, 252.0,18.5,-6999.0, 18.1,2020-06-18 17:00:00, 7.1,-6999.0,25
16.5,3.4, 256.0,18.5,-6999.0, 12.8,2020-06-18 18:00:00, 3.9,-6999.0,25
15.7,15.7, 252.0,16.5,-6999.0, 15.5,2020-06-18 19:00:00, 4.4,-6999.0,25
15.8,15.6, 262.0,16.5,-6999.0, 14.1,2020-06-18 21:00:00, 5.1,-6999.0,25
