pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
2.3, 0.44, 92.0, 8.0, 92.0, -1.0, 0.4, 0.5, -1.0, 0.0, 0.0,2022-04-09 00:00:00, None,15
2.3, 0.522, 91.0, 8.0, 91.0, -1.0, 0.5, 0.1, -1.0, 0.0, 0.0,2022-04-09 01:00:00, None,15
2.3, 0.392, 89.1, 8.0, 89.0, -1.0, 0.4, 0.1, -1.0, 0.0, 0.0,2022-04-09 02:00:00, None,15
2.3, 0.721, 80.5, 8.0, 81.0, -2.0, 0.7, 0.1, -2.0, 0.0, 0.0,2022-04-09 03:00:00, None,15
2.3, 0.642, 80.1, 8.0, 80.0, -2.0, 0.6, 0.1, -2.0, 0.0, 0.0,2022-04-09 04:00:00, None,15
2.3, 1.023, 74.27, 8.0, 74.0, -3.0, 1.0, 0.1, -3.0, 0.0, 0.0,2022-04-09 05:00:00, None,15
2.3, 1.093, 72.46, 8.0, 72.0, -3.0, 1.1, 0.1, -3.0, 0.0, 0.0,2022-04-09 06:00:00, None,15
2.3, 1.464, 66.03, 1.5, 66.0, -4.0, 1.5, 0.9, -4.0, 0.0, 0.0,2022-04-09 07:00:00, None,15
2.3, 1.643, 62.65, 1.7, 63.0, -5.0, 1.6, 0.9, -5.0, 0.0, 0.0,2022-04-09 08:00:00, None,15
2.3, 2.019, 53.31, 2.0, 53.0, -6.0, 2.0, 0.9, -6.0, 0.0, 0.0,2022-04-09 09:00:00, None,15
2.3, 2.381, 57.35, 2.3, 57.0, -5.0, 2.4, 0.9, -5.0, 0.0, 0.0,2022-04-09 10:00:00, None,15
2.3, 3.653, 44.56, 3.8, 45.0, -7.0, 3.7, 0.9, -7.0, 0.0, 0.0,2022-04-09 11:00:00, None,15
2.1, 4.525, 49.66, 5.0, 50.0, -5.0, 4.5, 0.9, -5.0, 0.0, 0.0,2022-04-09 12:00:00, None,15
2.1, 2.919, 51.73, 5.0, 52.0, -6.0, 2.9, 0.9, -6.0, 0.0, 0.0,2022-04-09 13:00:00, None,15
2.1, 4.931, 35.97, 5.2, 36.0, -9.0, 4.9, 0.9, -9.0, 0.0, 0.0,2022-04-09 14:00:00, None,15
2.1, 5.376, 36.4, 6.3, 36.0, -9.0, 5.4, 0.9, -9.0, 0.0, 0.0,2022-04-09 15:00:00, None,15
2.1, 5.931, 28.85, 6.3, 29.0, -11.0, 5.9, 0.9, -11.0, 0.0, 0.0,2022-04-09 16:00:00, None,15
2.1, 4.506, 29.64, 6.3, 30.0, -11.0, 4.5, 0.9, -11.0, 0.0, 0.0,2022-04-09 17:00:00, None,15
2.1, 4.419, 27.64, 6.3, 28.0, -13.0, 4.4, 0.9, -13.0, 0.0, 0.0,2022-04-09 18:00:00, None,15
1.5, 2.259, 33.75, 4.4, 34.0, -12.0, 2.3, 2.3, -12.0, 0.0, 0.0,2022-04-09 19:00:00, None,15
0.6, 0.723, 44.47, 4.4, 44.0, -10.0, 0.7, 0.5, -10.0, 0.0, 0.0,2022-04-09 20:00:00, None,15
0.3, 0.244, 52.58, 4.4, 53.0, -8.0, 0.2, 0.2, -8.0, 0.0, 0.0,2022-04-09 21:00:00, None,15
0.3, -0.55, 54.15, 4.4, 54.0, -8.0, -0.6, -0.7, -8.0, 0.0, 0.0,2022-04-09 22:00:00, None,15
0.0, -1.085, 57.34, 4.4, 57.0, -8.0, -1.1, -1.2, -8.0, 0.0, 0.0,2022-04-09 23:00:00, None,15
0.0, -1.257, 53.15, 4.4, 53.0, -9.0, -1.3, -1.9, -9.0, 0.0, 0.0,2022-04-10 00:00:00, None,15
0.0, -2.271, 59.31, 4.4, 59.0, -8.0, -2.3, -2.4, -8.0, 0.0, 0.0,2022-04-10 01:00:00, None,15
0.0, -2.578, 59.56, 4.4, 60.0, -9.0, -2.6, -2.7, -9.0, 0.0, 0.0,2022-04-10 02:00:00, None,15
0.0, -3.074, 55.26, 4.4, 55.0, -10.0, -3.1, -3.1, -10.0, 0.0, 0.0,2022-04-10 03:00:00, None,15
0.0, -3.409, 57.58, 4.4, 58.0, -10.0, -3.4, -3.4, -10.0, 0.0, 0.0,2022-04-10 04:00:00, None,15
0.0, -3.559, 54.74, 4.4, 55.0, -11.0, -3.6, -3.8, -11.0, 0.0, 0.0,2022-04-10 05:00:00, None,15
None, -3.736, 57.86, None, None, None, None, None, -10.0, None, None,2022-04-10 06:00:00, None,15
0.0, -4.201, 62.83, -3.6, 63.0, -9.0, -4.2, -4.2, -9.0, 0.0, 0.0,2022-04-10 07:00:00, None,15
0.0, -1.68, 49.32, -1.6, 49.0, -10.0, -1.7, -4.2, -10.0, 0.0, 0.0,2022-04-10 08:00:00, None,15
0.0, 0.374, 44.4, 0.2, 44.0, -10.0, 0.4, -4.2, -10.0, 0.0, 0.0,2022-04-10 09:00:00, None,15
0.0, 2.007, 36.61, 2.2, 37.0, -11.0, 2.0, -4.2, -11.0, 0.0, 0.0,2022-04-10 10:00:00, None,15
0.0, 1.824, 36.61, 2.6, 37.0, -12.0, 1.8, -4.2, -12.0, 0.0, 0.0,2022-04-10 11:00:00, None,15
0.0, 3.494, 30.64, 4.0, 31.0, -12.0, 3.5, -4.2, -12.0, 0.0, 0.0,2022-04-10 12:00:00, None,15
0.0, 3.579, 26.57, 5.2, 27.0, -14.0, 3.6, -4.2, -14.0, 0.0, 0.0,2022-04-10 13:00:00, None,15
0.0, 2.092, 30.51, 5.2, 31.0, -14.0, 2.1, -4.2, -14.0, 0.0, 0.0,2022-04-10 14:00:00, None,15
0.0, 3.068, 31.41, 5.2, 31.0, -12.0, 3.1, -4.2, -12.0, 0.0, 0.0,2022-04-10 15:00:00, None,15
0.0, 3.242, 28.81, 5.2, 29.0, -13.0, 3.2, -4.2, -13.0, 0.0, 0.0,2022-04-10 16:00:00, None,15
0.0, 2.09, 40.68, 5.2, 41.0, -10.0, 2.1, -4.2, -10.0, 0.0, 0.0,2022-04-10 17:00:00, None,15
0.0, 2.267, 39.09, 5.2, 39.0, -10.0, 2.3, -4.2, -10.0, 0.0, 0.0,2022-04-10 18:00:00, None,15
0.0, 1.503, 45.51, 2.4, 46.0, -9.0, 1.5, 1.6, -9.0, 0.0, 0.0,2022-04-10 19:00:00, None,15
0.0, 0.16, 56.45, 2.4, 56.0, -7.0, 0.2, 0.2, -7.0, 0.0, 0.0,2022-04-10 20:00:00, None,15
0.0, -0.45, 60.87, 2.4, 61.0, -6.0, -0.5, -0.5, -6.0, 0.0, 0.0,2022-04-10 21:00:00, None,15
0.0, -1.074, 76.43, 2.4, 76.0, -4.0, -1.1, -1.0, -4.0, 0.0, 0.0,2022-04-10 22:00:00, None,15
0.0, -1.818, 84.7, 2.4, 85.0, -4.0, -1.8, -1.9, -4.0, 0.1, 0.0,2022-04-10 23:00:00, None,15
0.8, -3.101, 93.3, 2.4, 93.0, -4.0, -3.1, -3.2, -4.0, 0.8, 1.0,2022-04-11 00:00:00, None,15
1.3, -3.102, 92.8, 2.4, 93.0, -4.0, -3.1, -3.3, -4.0, 0.5, 1.0,2022-04-11 01:00:00, None,15
1.3, -3.119, 87.9, 2.4, 88.0, -5.0, -3.1, -3.3, -5.0, 0.0, 0.0,2022-04-11 02:00:00, None,15
1.3, -3.346, 88.1, 2.4, 88.0, -5.0, -3.3, -3.4, -5.0, 0.1, 0.0,2022-04-11 03:00:00, None,15
1.3, -3.409, 87.5, 2.4, 88.0, -5.0, -3.4, -3.5, -5.0, 0.0, 0.0,2022-04-11 04:00:00, None,15
1.3, -3.614, 88.2, 2.4, 88.0, -5.0, -3.6, -3.7, -5.0, 0.0, 0.0,2022-04-11 05:00:00, None,15
1.3, -3.894, 79.04, 2.4, 79.0, -7.0, -3.9, -4.1, -7.0, 0.0, 0.0,2022-04-11 06:00:00, None,15
1.3, -3.74, 69.8, -3.7, 70.0, -8.0, -3.7, -4.3, -8.0, 0.0, 0.0,2022-04-11 07:00:00, None,15
1.3, -2.473, 60.95, -2.5, 61.0, -8.0, -2.5, -4.3, -8.0, 0.0, 0.0,2022-04-11 08:00:00, None,15
1.3, -1.67, 47.8, -1.6, 48.0, -11.0, -1.7, -4.3, -11.0, 0.0, 0.0,2022-04-11 09:00:00, None,15
1.3, -0.714, 43.07, -0.8, 43.0, -10.0, -0.7, -4.3, -10.0, 0.0, 0.0,2022-04-11 10:00:00, None,15
1.3, -0.672, 38.05, 0.4, 38.0, -12.0, -0.7, -4.3, -12.0, 0.0, 0.0,2022-04-11 11:00:00, None,15
1.3, -0.385, 36.92, 0.4, 37.0, -12.0, -0.4, -4.3, -12.0, 0.0, 0.0,2022-04-11 12:00:00, None,15
1.3, 0.02, 32.71, 0.6, 33.0, -14.0, 0.0, -4.3, -14.0, 0.0, 0.0,2022-04-11 13:00:00, None,15
1.3, 0.475, 26.27, 1.0, 26.0, -17.0, 0.5, -4.3, -17.0, 0.0, 0.0,2022-04-11 14:00:00, None,15
1.3, 0.843, 27.42, 1.3, 27.0, -16.0, 0.8, -4.3, -16.0, 0.0, 0.0,2022-04-11 15:00:00, None,15
1.3, 1.238, 28.15, 1.5, 28.0, -15.0, 1.2, -4.3, -15.0, 0.0, 0.0,2022-04-11 16:00:00, None,15
1.3, 0.817, 24.69, 1.7, 25.0, -17.0, 0.8, -4.3, -17.0, 0.0, 0.0,2022-04-11 17:00:00, None,15
1.3, 0.427, 23.69, 1.7, 24.0, -18.0, 0.4, -4.3, -18.0, 0.0, 0.0,2022-04-11 18:00:00, None,15
1.3, -0.332, 24.01, 0.5, 24.0, -16.0, -0.3, -0.3, -16.0, 0.0, 0.0,2022-04-11 19:00:00, None,15
1.3, -0.996, 24.77, 0.5, 25.0, -17.0, -1.0, -1.0, -17.0, 0.0, 0.0,2022-04-11 20:00:00, None,15
1.3, -1.442, 26.14, 0.5, 26.0, -17.0, -1.4, -1.5, -17.0, 0.0, 0.0,2022-04-11 21:00:00, None,15
1.3, -2.01, 28.4, 0.5, 28.0, -16.0, -2.0, -2.1, -16.0, 0.0, 0.0,2022-04-11 22:00:00, None,15
1.3, -2.035, 25.13, 0.5, 25.0, -18.0, -2.0, -2.4, -18.0, 0.0, 0.0,2022-04-11 23:00:00, None,15
0.5, -2.576, 27.03, 0.5, 27.0, -17.0, -2.6, -2.6, -17.0, 0.0, 0.0,2022-04-12 00:00:00, None,15
0.0, -3.028, 32.06, 0.5, 32.0, -16.0, -3.0, -3.0, -16.0, 0.0, 0.0,2022-04-12 01:00:00, None,15
0.0, -3.323, 30.39, 0.5, 30.0, -17.0, -3.3, -3.4, -17.0, 0.0, 0.0,2022-04-12 02:00:00, None,15
0.0, -3.65, 31.32, 0.5, 31.0, -17.0, -3.7, -3.7, -17.0, 0.0, 0.0,2022-04-12 03:00:00, None,15
0.0, -4.036, 35.14, 0.5, 35.0, -16.0, -4.0, -4.1, -16.0, 0.0, 0.0,2022-04-12 04:00:00, None,15
0.0, -4.327, 34.35, 0.5, 34.0, -16.0, -4.3, -4.4, -16.0, 0.0, 0.0,2022-04-12 05:00:00, None,15
0.0, -4.548, 33.16, 0.5, 33.0, -17.0, -4.5, -4.6, -17.0, 0.0, 0.0,2022-04-12 06:00:00, None,15
0.0, -4.52, 33.72, -4.5, 34.0, -17.0, -4.5, -4.7, -17.0, 0.0, 0.0,2022-04-12 07:00:00, None,15
0.0, -4.213, 33.42, -4.2, 33.0, -16.0, -4.2, -4.7, -16.0, 0.0, 0.0,2022-04-12 08:00:00, None,15
0.0, -3.961, 32.42, -3.7, 32.0, -17.0, -4.0, -4.7, -17.0, 0.0, 0.0,2022-04-12 09:00:00, None,15
0.0, -2.881, 29.62, -2.8, 30.0, -16.0, -2.9, -4.7, -16.0, 0.0, 0.0,2022-04-12 10:00:00, None,15
