CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -5.383, 91.7, None, None, None, None, 48.46, -2.0, 3.942, 247.0, -6.0, None, -5.4, -5.4, None, None, None, None, -1.5, None, None, 92.0, None,2022-04-09 00:00:00, 156.0, None, 155.7,15
None, -5.641, 94.7, None, None, None, None, 34.55, 3.0, 3.04, 251.9, -6.0, None, -5.6, -5.6, None, None, None, None, -1.5, None, None, 95.0, None,2022-04-09 01:00:00, 158.0, None, 157.9,15
None, -6.177, 95.4, None, None, None, None, 43.92, 1.0, 4.816, 245.7, -7.0, None, -6.2, -6.3, None, None, None, None, -1.5, None, None, 95.0, None,2022-04-09 02:00:00, 159.0, None, 158.6,15
None, -6.664, 94.7, None, None, None, None, 41.57, 0.0, 2.85, 262.3, -7.0, None, -6.7, -6.7, None, None, None, None, -1.5, None, None, 95.0, None,2022-04-09 03:00:00, 159.0, None, 158.6,15
None, -6.895, 94.2, None, None, None, None, 35.5, 1.0, 3.72, 251.9, -8.0, None, -6.9, -6.9, None, None, None, None, -1.5, None, None, 94.0, None,2022-04-09 04:00:00, 159.0, None, 158.9,15
None, -7.507, 93.2, None, None, None, None, 32.01, 0.0, 6.232, 240.9, -8.0, None, -7.5, -7.5, None, None, None, None, -1.5, None, None, 93.0, None,2022-04-09 05:00:00, 159.0, None, 158.9,15
None, -7.762, 93.2, None, None, None, None, 34.48, 0.0, 4.125, 249.0, -9.0, None, -7.8, -7.7, None, None, None, None, -1.5, None, None, 93.0, None,2022-04-09 06:00:00, 159.0, None, 159.0,15
None, -8.32, 93.0, None, None, None, None, 39.4, 0.0, 4.642, 252.2, -9.0, None, -8.3, -8.3, None, None, None, None, -7.7, None, None, 93.0, None,2022-04-09 07:00:00, 159.0, None, 158.9,15
None, -7.98, 92.6, None, None, None, None, 38.83, 0.0, 3.648, 246.5, -9.0, None, -8.0, -8.4, None, None, None, None, -7.7, None, None, 93.0, None,2022-04-09 08:00:00, 159.0, None, 158.9,15
None, -7.125, 87.0, None, None, None, None, 31.99, 0.0, 4.499, 245.5, -9.0, None, -7.1, -8.4, None, None, None, None, -7.1, None, None, 87.0, None,2022-04-09 09:00:00, 159.0, None, 158.8,15
None, -6.031, 84.0, None, None, None, None, 40.47, 0.0, 3.225, 254.4, -8.0, None, -6.0, -8.4, None, None, None, None, -5.9, None, None, 84.0, None,2022-04-09 10:00:00, 159.0, None, 158.6,15
None, -5.065, 77.36, None, None, None, None, 52.27, 0.0, 2.242, 263.7, -8.0, None, -5.1, -8.4, None, None, None, None, -4.8, None, None, 77.0, None,2022-04-09 11:00:00, 159.0, None, 158.5,15
None, -5.042, 74.75, None, None, None, None, 50.09, -2.0, 2.329, 258.3, -9.0, None, -5.0, -8.4, None, None, None, None, -4.1, None, None, 75.0, None,2022-04-09 12:00:00, 157.0, None, 156.8,15
None, -2.941, 67.69, None, None, None, None, 43.72, 3.0, 2.536, 259.9, -8.0, None, -2.9, -8.4, None, None, None, None, -2.0, None, None, 68.0, None,2022-04-09 13:00:00, 159.0, None, 158.8,15
None, -2.668, 66.4, None, None, None, None, 39.89, -1.0, 4.271, 250.8, -8.0, None, -2.7, -8.4, None, None, None, None, -2.0, None, None, 66.0, None,2022-04-09 14:00:00, 158.0, None, 157.9,15
None, -4.494, 73.52, None, None, None, None, 42.05, 0.0, 2.85, 259.1, -8.0, None, -4.5, -8.4, None, None, None, None, -1.4, None, None, 74.0, None,2022-04-09 15:00:00, 158.0, None, 158.0,15
None, -3.543, 65.87, None, None, None, None, 52.56, 0.0, 3.161, 272.8, -8.0, None, -3.5, -8.4, None, None, None, None, -0.8, None, None, 66.0, None,2022-04-09 16:00:00, 158.0, None, 158.0,15
None, -6.3, 82.4, None, None, None, None, 79.08, -2.0, 2.581, 306.2, -9.0, None, -6.3, -8.4, None, None, None, None, -0.8, None, None, 82.0, None,2022-04-09 17:00:00, 156.0, None, 156.4,15
None, -6.715, 86.9, None, None, None, None, 67.05, 4.0, 1.484, 313.0, -8.0, None, -6.7, -8.4, None, None, None, None, -0.8, None, None, 87.0, None,2022-04-09 18:00:00, 160.0, None, 159.6,15
None, -6.412, 79.8, None, None, None, None, 50.93, 0.0, 1.247, 28.18, -9.0, None, -6.4, -6.7, None, None, None, None, -6.1, None, None, 80.0, None,2022-04-09 19:00:00, 159.0, None, 159.4,15
None, -6.857, 85.1, None, None, None, None, 46.77, 0.0, 1.619, 248.1, -9.0, None, -6.9, -6.8, None, None, None, None, -5.7, None, None, 85.0, None,2022-04-09 20:00:00, 159.0, None, 159.2,15
None, -7.398, 79.52, None, None, None, None, 43.22, 0.0, 1.201, 196.4, -10.0, None, -7.4, -7.4, None, None, None, None, -5.7, None, None, 80.0, None,2022-04-09 21:00:00, 159.0, None, 158.9,15
None, -8.5, 87.1, None, None, None, None, 53.2, 0.0, 2.083, 98.3, -10.0, None, -8.5, -8.5, None, None, None, None, -5.7, None, None, 87.0, None,2022-04-09 22:00:00, 159.0, None, 158.6,15
None, -7.901, 80.2, None, None, None, None, 19.68, 0.0, 2.667, 57.14, -11.0, None, -7.9, -8.5, None, None, None, None, -5.7, None, None, 80.0, None,2022-04-09 23:00:00, 159.0, None, 158.5,15
None, -7.805, 77.45, None, None, None, None, 43.62, 0.0, 1.307, 51.32, -11.0, None, -7.8, -8.5, None, None, None, None, -5.7, None, None, 77.0, None,2022-04-10 00:00:00, 158.0, None, 158.2,15
None, -8.01, 81.4, None, None, None, None, 26.96, 0.0, 2.128, 59.33, -10.0, None, -8.0, -8.5, None, None, None, None, -5.7, None, None, 81.0, None,2022-04-10 01:00:00, 158.0, None, 158.3,15
None, -7.971, 82.3, None, None, None, None, 25.23, 0.0, 2.881, 39.28, -10.0, None, -8.0, -8.5, None, None, None, None, -5.7, None, None, 82.0, None,2022-04-10 02:00:00, 158.0, None, 158.2,15
None, -8.11, 83.3, None, None, None, None, 40.9, 0.0, 1.913, 49.24, -10.0, None, -8.1, -8.5, None, None, None, None, -5.7, None, None, 83.0, None,2022-04-10 03:00:00, 158.0, None, 158.2,15
None, -8.65, 87.4, None, None, None, None, 22.72, 0.0, 2.097, 45.08, -10.0, None, -8.7, -8.6, None, None, None, None, -5.7, None, None, 87.0, None,2022-04-10 04:00:00, 158.0, None, 158.4,15
None, -8.99, 91.7, None, None, None, None, 13.95, 0.0, 3.894, 53.8, -10.0, None, -9.0, -9.2, None, None, None, None, -5.7, None, None, 92.0, None,2022-04-10 05:00:00, 159.0, None, 158.5,15
None, -8.89, 92.3, None, None, None, None, 18.64, None, 3.917, 62.27, None, None, None, None, None, None, None, None, None, None, None, None, None,2022-04-10 06:00:00, None, None, 155.9,15
None, -8.6, 95.0, None, None, None, None, 21.73, 2.0, 3.668, 27.6, -9.0, None, -8.6, -8.9, None, None, None, None, -8.6, None, None, 95.0, None,2022-04-10 07:00:00, 158.0, None, 157.5,15
None, -8.45, 94.5, None, None, None, None, 24.99, 1.0, 4.83, 25.4, -9.0, None, -8.5, -8.9, None, None, None, None, -8.5, None, None, 95.0, None,2022-04-10 08:00:00, 158.0, None, 158.1,15
None, -7.993, 93.1, None, None, None, None, 25.7, 0.0, 5.842, 27.82, -9.0, None, -8.0, -8.9, None, None, None, None, -8.1, None, None, 93.0, None,2022-04-10 09:00:00, 158.0, None, 158.0,15
None, -6.242, 84.2, None, None, None, None, 25.98, 0.0, 6.768, 11.36, -8.0, None, -6.2, -8.9, None, None, None, None, -6.2, None, None, 84.0, None,2022-04-10 10:00:00, 158.0, None, 158.2,15
None, -5.472, 66.11, None, None, None, None, 27.49, 0.0, 6.98, 15.44, -10.0, None, -5.5, -8.9, None, None, None, None, -5.5, None, None, 66.0, None,2022-04-10 11:00:00, 158.0, None, 157.9,15
