air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-5.2,-5.2, None,3.4, None, None,2022-04-09 00:00:00, None, None,15
-5.8,-5.8, None,3.4, None, None,2022-04-09 01:00:00, None, None,15
-5.7,-6.3, None,3.4, None, None,2022-04-09 02:00:00, None, None,15
-6.5,-6.7, None,3.4, None, None,2022-04-09 03:00:00, None, None,15
-6.4,-6.8, None,3.4, None, None,2022-04-09 04:00:00, None, None,15
-6.6,-7.1, None,3.4, None, None,2022-04-09 05:00:00, None, None,15
-7.1,-7.4, None,3.4, None, None,2022-04-09 06:00:00, None, None,15
-7.0,-7.9, None,-7.0, None, None,2022-04-09 07:00:00, None, None,15
-5.7,-7.9, None,-5.7, None, None,2022-04-09 08:00:00, None, None,15
-3.1,-7.9, None,-3.1, None, None,2022-04-09 09:00:00, None, None,15
-2.8,-7.9, None,-2.2, None, None,2022-04-09 10:00:00, None, None,15
-1.3,-7.9, None,-1.1, None, None,2022-04-09 11:00:00, None, None,15
0.2,-7.9, None,0.4, None, None,2022-04-09 12:00:00, None, None,15
0.2,-7.9, None,1.1, None, None,2022-04-09 13:00:00, None, None,15
1.8,-7.9, None,2.3, None, None,2022-04-09 14:00:00, None, None,15
3.1,-7.9, None,4.1, None, None,2022-04-09 15:00:00, None, None,15
2.7,-7.9, None,4.1, None, None,2022-04-09 16:00:00, None, None,15
3.0,-7.9, None,4.4, None, None,2022-04-09 17:00:00, None, None,15
2.1,-7.9, None,4.4, None, None,2022-04-09 18:00:00, None, None,15
-0.5,-0.8, None,2.4, None, None,2022-04-09 19:00:00, None, None,15
-1.0,-1.0, None,2.4, None, None,2022-04-09 20:00:00, None, None,15
-1.5,-1.4, None,2.4, None, None,2022-04-09 21:00:00, None, None,15
-2.7,-2.7, None,2.4, None, None,2022-04-09 22:00:00, None, None,15
-2.6,-3.4, None,2.4, None, None,2022-04-09 23:00:00, None, None,15
-2.6,-3.4, None,2.4, None, None,2022-04-10 00:00:00, None, None,15
-2.6,-3.4, None,2.4, None, None,2022-04-10 01:00:00, None, None,15
-2.7,-3.4, None,2.4, None, None,2022-04-10 02:00:00, None, None,15
