AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
5.4,0.0, 11.7,2017-10-08 00:00:00, 223.0,97.0,41
5.4,0.0, 11.6,2017-10-08 00:15:00, 224.0,98.0,41
5.6,0.0, 9.8,2017-10-08 00:30:00, 218.0,97.0,41
5.4,0.0, 11.1,2017-10-08 00:45:00, 215.0,98.0,41
5.3,0.0, 8.9,2017-10-08 01:00:00, 226.0,99.0,41
5.4,0.0, 9.1,2017-10-08 01:15:00, 236.0,98.0,41
5.2,0.0, 8.9,2017-10-08 01:30:00, 288.0,97.0,41
5.7,0.0, 10.9,2017-10-08 01:45:00, 328.0,87.0,41
6.0,0.0, 7.2,2017-10-08 02:00:00, 303.0,83.0,41
7.0,0.0, 8.2,2017-10-08 02:15:00, 311.0,76.0,41
7.2,0.0, 9.8,2017-10-08 02:30:00, 339.0,77.0,41
6.4,0.0, 7.0,2017-10-08 02:45:00, 359.0,80.0,41
7.0,0.0, 7.2,2017-10-08 03:00:00, 353.0,75.0,41
6.9,0.0, 9.4,2017-10-08 03:15:00, 341.0,73.0,41
6.9,0.0, 10.7,2017-10-08 03:30:00, 347.0,74.0,41
6.4,0.0, 10.5,2017-10-08 03:45:00, 360.0,77.0,41
6.0,0.0, 6.3,2017-10-08 04:00:00, 2.0,79.0,41
6.6,0.0, 8.1,2017-10-08 04:15:00, 336.0,75.0,41
6.7,0.0, 9.1,2017-10-08 04:30:00, 352.0,75.0,41
6.3,0.0, 11.9,2017-10-08 04:45:00, 345.0,77.0,41
6.3,0.0, 10.9,2017-10-08 05:00:00, 319.0,76.0,41
6.3,0.0, 11.3,2017-10-08 05:15:00, 321.0,77.0,41
6.3,0.0, 11.4,2017-10-08 05:30:00, 326.0,76.0,41
6.3,0.0, 13.6,2017-10-08 05:45:00, 330.0,76.0,41
6.2,0.0, 10.8,2017-10-08 06:00:00, 331.0,77.0,41
6.0,0.0, 8.0,2017-10-08 06:15:00, 349.0,78.0,41
5.4,0.0, 8.7,2017-10-08 06:30:00, 4.0,82.0,41
4.8,0.0, 7.4,2017-10-08 06:45:00, 22.0,85.0,41
4.8,0.0, 7.4,2017-10-08 07:00:00, 42.0,85.0,41
4.9,0.0, 8.2,2017-10-08 07:15:00, 56.0,85.0,41
5.1,0.0, 6.6,2017-10-08 07:30:00, 45.0,86.0,41
5.2,0.0, 8.1,2017-10-08 07:45:00, 28.0,88.0,41
6.0,0.0, 9.5,2017-10-08 08:00:00, 10.0,84.0,41
6.6,0.0, 10.0,2017-10-08 08:15:00, 17.0,82.0,41
7.1,0.0, 12.6,2017-10-08 08:30:00, 21.0,80.0,41
7.4,0.0, 13.9,2017-10-08 08:45:00, 11.0,80.0,41
7.5,0.0, 15.4,2017-10-08 09:00:00, 1.0,79.0,41
7.5,0.0, 16.6,2017-10-08 09:15:00, 18.0,80.0,41
7.6,0.0, 11.3,2017-10-08 09:30:00, 357.0,80.0,41
7.2,0.0, 12.9,2017-10-08 09:45:00, 352.0,82.0,41
7.8,0.0, 11.6,2017-10-08 10:00:00, 351.0,80.0,41
8.6,0.0, 12.3,2017-10-08 10:15:00, 9.0,76.0,41
8.4,0.0, 11.1,2017-10-08 10:30:00, 4.0,77.0,41
8.8,0.0, 13.3,2017-10-08 10:45:00, 11.0,77.0,41
8.3,0.0, 11.7,2017-10-08 11:00:00, 345.0,78.0,41
8.9,0.0, 10.5,2017-10-08 11:15:00, 3.0,75.0,41
9.7,0.0, 9.1,2017-10-08 11:30:00, 1.0,73.0,41
10.2,0.0, 6.4,2017-10-08 11:45:00, 28.0,70.0,41
11.1,0.0, 8.3,2017-10-08 12:00:00, 8.0,65.0,41
11.7,0.0, 7.8,2017-10-08 12:15:00, 6.0,62.0,41
11.1,0.0, 8.3,2017-10-08 12:30:00, 28.0,68.0,41
10.3,0.0, 7.5,2017-10-08 12:45:00, 9.0,65.0,41
11.7,0.0, 5.5,2017-10-08 13:00:00, 351.0,60.0,41
12.0,0.0, 4.6,2017-10-08 13:15:00, 76.0,56.0,41
12.8,0.0, 5.0,2017-10-08 13:30:00, 46.0,57.0,41
12.7,0.0, 8.2,2017-10-08 13:45:00, 97.0,58.0,41
13.0,0.0, 5.0,2017-10-08 14:00:00, 162.0,53.0,41
13.4,0.0, 6.1,2017-10-08 14:15:00, 146.0,54.0,41
14.1,0.0, 3.6,2017-10-08 14:30:00, 202.0,47.0,41
14.2,0.0, 5.6,2017-10-08 14:45:00, 302.0,54.0,41
14.3,0.0, 4.4,2017-10-08 15:00:00, 60.0,56.0,41
14.0,0.0, 3.9,2017-10-08 15:15:00, 278.0,55.0,41
14.6,0.0, 4.3,2017-10-08 15:30:00, 226.0,55.0,41
14.2,0.0, 3.9,2017-10-08 15:45:00, 143.0,62.0,41
13.3,0.0, 4.6,2017-10-08 16:00:00, 151.0,64.0,41
11.6,0.0, 9.5,2017-10-08 16:15:00, 141.0,71.0,41
11.7,0.0, 6.2,2017-10-08 16:30:00, 144.0,71.0,41
10.7,0.0, 7.0,2017-10-08 16:45:00, 156.0,75.0,41
9.8,0.0, 7.6,2017-10-08 17:00:00, 166.0,78.0,41
9.3,0.0, 8.2,2017-10-08 17:15:00, 173.0,79.0,41
9.0,0.0, 7.7,2017-10-08 17:30:00, 198.0,79.0,41
8.6,0.0, 9.4,2017-10-08 17:45:00, 199.0,79.0,41
8.4,0.0, 8.3,2017-10-08 18:00:00, 215.0,78.0,41
8.2,0.0, 9.9,2017-10-08 18:15:00, 210.0,78.0,41
8.2,0.0, 10.4,2017-10-08 18:30:00, 211.0,79.0,41
8.1,0.0, 11.4,2017-10-08 18:45:00, 214.0,79.0,41
8.1,0.0, 10.9,2017-10-08 19:00:00, 209.0,80.0,41
8.0,0.0, 9.4,2017-10-08 19:15:00, 219.0,80.0,41
8.1,0.0, 9.9,2017-10-08 19:30:00, 226.0,79.0,41
7.8,0.0, 10.2,2017-10-08 19:45:00, 233.0,80.0,41
7.6,0.0, 8.5,2017-10-08 20:00:00, 231.0,80.0,41
7.7,0.0, 9.4,2017-10-08 20:15:00, 215.0,80.0,41
8.0,0.0, 10.6,2017-10-08 20:30:00, 220.0,79.0,41
7.9,0.0, 9.8,2017-10-08 20:45:00, 217.0,79.0,41
7.5,0.0, 11.9,2017-10-08 21:00:00, 218.0,80.0,41
7.5,0.0, 15.2,2017-10-08 21:15:00, 228.0,76.0,41
7.9,0.0, 12.0,2017-10-08 21:30:00, 227.0,73.0,41
8.0,0.0, 12.2,2017-10-08 21:45:00, 228.0,72.0,41
7.6,0.0, 13.7,2017-10-08 22:00:00, 234.0,73.0,41
7.7,0.0, 9.9,2017-10-08 22:15:00, 224.0,71.0,41
8.1,0.0, 7.4,2017-10-08 22:30:00, 240.0,68.0,41
8.2,0.0, 5.4,2017-10-08 22:45:00, 243.0,67.0,41
8.4,0.0, 6.7,2017-10-08 23:00:00, 237.0,66.0,41
8.0,0.0, 4.7,2017-10-08 23:15:00, 268.0,67.0,41
7.6,0.0, 4.1,2017-10-08 23:30:00, 304.0,69.0,41
7.4,0.0, 3.7,2017-10-08 23:45:00, 308.0,71.0,41
7.7,0.0, 3.5,2017-10-09 00:00:00, 24.0,65.0,41
7.7,0.0, 3.7,2017-10-09 00:15:00, 305.0,64.0,41
7.8,0.0, 8.0,2017-10-09 00:30:00, 327.0,64.0,41
8.1,0.0, 7.6,2017-10-09 00:45:00, 328.0,64.0,41
8.2,0.0, 7.7,2017-10-09 01:00:00, 309.0,64.0,41
8.0,0.0, 5.7,2017-10-09 01:15:00, 297.0,66.0,41
8.1,0.0, 3.8,2017-10-09 01:30:00, 249.0,65.0,41
8.2,0.0, 4.5,2017-10-09 01:45:00, 230.0,64.0,41
7.9,0.0, 2.1,2017-10-09 02:00:00, 256.0,66.0,41
7.6,0.0, 3.2,2017-10-09 02:15:00, 44.0,71.0,41
7.8,0.0, 2.8,2017-10-09 02:30:00, 173.0,67.0,41
7.9,0.0, 8.3,2017-10-09 02:45:00, 219.0,67.0,41
7.7,0.0, 7.2,2017-10-09 03:00:00, 222.0,71.0,41
7.6,0.0, 7.8,2017-10-09 03:15:00, 224.0,73.0,41
7.4,0.0, 6.2,2017-10-09 03:30:00, 229.0,74.0,41
7.3,0.0, 6.3,2017-10-09 03:45:00, 236.0,73.0,41
7.5,0.0, 6.8,2017-10-09 04:00:00, 226.0,73.0,41
7.6,0.0, 5.5,2017-10-09 04:15:00, 227.0,73.0,41
7.6,0.0, 3.6,2017-10-09 04:30:00, 241.0,73.0,41
6.6,0.0, 5.1,2017-10-09 04:45:00, 27.0,79.0,41
6.0,0.0, 3.2,2017-10-09 05:00:00, 74.0,81.0,41
5.8,0.0, 4.0,2017-10-09 05:15:00, 86.0,82.0,41
6.3,0.0, 6.4,2017-10-09 05:30:00, 62.0,80.0,41
6.1,0.0, 2.7,2017-10-09 05:45:00, 111.0,82.0,41
6.0,0.0, 2.6,2017-10-09 06:00:00, 128.0,82.0,41
5.9,0.0, 4.5,2017-10-09 06:15:00, 133.0,82.0,41
6.3,0.0, 4.2,2017-10-09 06:30:00, 195.0,78.0,41
6.8,0.0, 4.1,2017-10-09 06:45:00, 213.0,76.0,41
6.5,0.0, 3.4,2017-10-09 07:00:00, 228.0,77.0,41
6.3,0.0, 1.8,2017-10-09 07:15:00, 254.0,78.0,41
6.6,0.0, 3.4,2017-10-09 07:30:00, 205.0,76.0,41
6.5,0.0, 3.5,2017-10-09 07:45:00, 206.0,78.0,41
6.7,0.0, 3.2,2017-10-09 08:00:00, 218.0,75.0,41
7.7,0.0, 3.9,2017-10-09 08:15:00, 218.0,70.0,41
8.1,0.0, 7.5,2017-10-09 08:30:00, 203.0,66.0,41
8.9,0.0, 5.0,2017-10-09 08:45:00, 201.0,66.0,41
9.2,0.0, 7.7,2017-10-09 09:00:00, 209.0,64.0,41
9.3,0.0, 10.0,2017-10-09 09:15:00, 211.0,61.0,41
9.9,0.0, 8.3,2017-10-09 09:30:00, 222.0,60.0,41
10.3,0.0, 7.1,2017-10-09 09:45:00, 221.0,61.0,41
10.5,0.0, 8.3,2017-10-09 10:00:00, 223.0,59.0,41
10.9,0.0, 9.3,2017-10-09 10:15:00, 227.0,59.0,41
11.1,0.0, 9.1,2017-10-09 10:30:00, 219.0,61.0,41
11.7,0.0, 8.7,2017-10-09 10:45:00, 229.0,59.0,41
12.0,0.0, 7.6,2017-10-09 11:00:00, 234.0,58.0,41
12.4,0.0, 9.2,2017-10-09 11:15:00, 227.0,58.0,41
12.5,0.0, 6.7,2017-10-09 11:30:00, 205.0,58.0,41
12.1,0.0, 8.4,2017-10-09 11:45:00, 202.0,59.0,41
12.7,0.0, 10.6,2017-10-09 12:00:00, 229.0,52.0,41
13.0,0.0, 8.3,2017-10-09 12:15:00, 239.0,50.0,41
13.2,0.0, 8.5,2017-10-09 12:30:00, 212.0,50.0,41
13.3,0.0, 9.7,2017-10-09 12:45:00, 222.0,49.0,41
13.3,0.0, 8.6,2017-10-09 13:00:00, 208.0,58.0,41
13.0,0.0, 10.9,2017-10-09 13:15:00, 226.0,55.0,41
13.7,0.0, 12.8,2017-10-09 13:30:00, 229.0,51.0,41
13.8,0.0, 12.2,2017-10-09 13:45:00, 216.0,55.0,41
13.8,0.0, 9.1,2017-10-09 14:00:00, 227.0,54.0,41
13.6,0.0, 8.5,2017-10-09 14:15:00, 216.0,54.0,41
13.8,0.0, 9.6,2017-10-09 14:30:00, 228.0,52.0,41
13.7,0.0, 9.0,2017-10-09 14:45:00, 210.0,54.0,41
