ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, 780.0, 497.0, None, None,2019-12-24 00:00:00, -10.1, None, 183.0, None,52
None, None, None, None, None,2019-12-24 01:00:00, None, None, 183.0, None,52
None, None, None, None, None,2019-12-24 02:00:00, None, None, 183.0, None,52
None, None, None, None, None,2019-12-24 03:00:00, None, None, 182.0, None,52
None, None, None, None, None,2019-12-24 04:00:00, None, None, 182.0, None,52
None, None, None, None, None,2019-12-24 05:00:00, None, None, 183.0, None,52
None, None, None, None, None,2019-12-24 06:00:00, None, None, 183.0, None,52
None, 780.0, 497.0, None, None,2019-12-24 07:00:00, -9.8, None, 183.0, None,52
None, 780.0, 497.0, None, None,2019-12-24 08:00:00, -9.7, None, 182.0, None,52
None, 781.0, 497.0, None, None,2019-12-24 09:00:00, -9.9, None, 182.0, None,52
None, 781.0, 497.0, None, None,2019-12-24 10:00:00, -9.7, None, 183.0, None,52
None, 781.0, 497.0, None, None,2019-12-24 11:00:00, -9.4, None, 183.0, None,52
None, 781.0, 497.0, None, None,2019-12-24 12:00:00, -9.3, None, 183.0, None,52
None, 781.0, 497.0, None, None,2019-12-24 13:00:00, -9.0, None, 183.0, None,52
None, 781.0, 497.0, None, None,2019-12-24 14:00:00, -9.0, None, 183.0, None,52
None, 781.0, 497.0, None, None,2019-12-24 15:00:00, -9.1, None, 184.0, None,52
None, 781.0, 498.0, 954.0, None,2019-12-24 16:00:00, -9.7, None, 184.0, None,52
None, 781.0, 499.0, None, None,2019-12-24 17:00:00, -9.0, None, 184.0, None,52
None, 781.0, 499.0, None, None,2019-12-24 18:00:00, -8.4, None, 185.0, None,52
None, 781.0, 499.0, None, None,2019-12-24 19:00:00, -7.9, None, 185.0, None,52
None, 781.0, 500.0, None, None,2019-12-24 20:00:00, -7.5, None, 186.0, None,52
None, 781.0, 501.0, None, None,2019-12-24 21:00:00, -7.4, None, 186.0, None,52
None, 782.0, 501.0, None, None,2019-12-24 22:00:00, -7.7, None, 186.0, None,52
None, 782.0, 502.0, None, None,2019-12-24 23:00:00, -7.6, None, 189.0, None,52
None, 782.0, 504.0, None, None,2019-12-25 00:00:00, -7.8, None, 190.0, None,52
None, 782.0, 505.0, None, None,2019-12-25 01:00:00, -7.9, None, 191.0, None,52
None, 782.0, 507.0, None, None,2019-12-25 02:00:00, -7.9, None, 192.0, None,52
None, 782.0, 508.0, None, None,2019-12-25 03:00:00, -8.1, None, 193.0, None,52
None, 782.0, 509.0, None, None,2019-12-25 04:00:00, -8.3, None, 194.0, None,52
None, 782.0, 509.0, None, None,2019-12-25 05:00:00, -8.3, None, 194.0, None,52
None, 782.0, 509.0, None, None,2019-12-25 06:00:00, -8.2, None, 194.0, None,52
None, 782.0, 509.0, None, None,2019-12-25 07:00:00, -8.3, None, 195.0, None,52
None, 782.0, 509.0, None, None,2019-12-25 08:00:00, -8.3, None, 195.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 09:00:00, -8.4, None, 195.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 10:00:00, -8.6, None, 196.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 11:00:00, -8.8, None, 196.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 12:00:00, -9.0, None, 196.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 13:00:00, -9.2, None, 196.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 14:00:00, -9.3, None, 196.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 15:00:00, -9.3, None, 196.0, None,52
None, 782.0, 510.0, 957.0, None,2019-12-25 16:00:00, -9.3, None, 196.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 17:00:00, -9.4, None, 196.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 18:00:00, -9.4, None, 196.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 19:00:00, -8.8, None, 195.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 20:00:00, -8.6, None, 195.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 21:00:00, -9.5, None, 195.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 22:00:00, -9.8, None, 195.0, None,52
None, 782.0, 510.0, None, None,2019-12-25 23:00:00, -10.0, None, 194.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 00:00:00, -10.2, None, 194.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 01:00:00, -10.3, None, 194.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 02:00:00, -10.1, None, 194.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 03:00:00, -10.2, None, 194.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 04:00:00, -9.9, None, 193.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 05:00:00, -9.5, None, 193.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 06:00:00, -9.6, None, 193.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 07:00:00, -8.8, None, 193.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 08:00:00, -8.3, None, 193.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 09:00:00, -8.3, None, 192.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 10:00:00, -8.5, None, 192.0, None,52
None, 783.0, 510.0, None, None,2019-12-26 11:00:00, -8.8, None, 192.0, None,52
