AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
3.0, 0.0,0.0,3.9, 0.0,2016-02-05 00:00:00,270.0,100.0,6
3.0, None,0.0,5.9, None,2016-02-05 00:15:00,292.0,100.0,6
3.1, None,0.0,5.2, None,2016-02-05 00:30:00,291.0,100.0,6
3.2, None,0.0,1.2, None,2016-02-05 00:45:00,287.0,100.0,6
3.3, 0.0,0.0,2.9, 0.002,2016-02-05 01:00:00,302.0,100.0,6
3.3, None,0.0,5.9, None,2016-02-05 01:15:00,266.0,100.0,6
2.8, None,0.0,5.9, None,2016-02-05 01:30:00,263.0,100.0,6
2.9, None,0.0,5.2, None,2016-02-05 01:45:00,270.0,100.0,6
3.0, 0.0,0.0,3.1, 0.0,2016-02-05 02:00:00,288.0,100.0,6
3.2, None,0.0,3.9, None,2016-02-05 02:15:00,310.0,100.0,6
3.6, None,0.0,5.4, None,2016-02-05 02:30:00,305.0,100.0,6
3.1, None,0.0,6.3, None,2016-02-05 02:45:00,272.0,100.0,6
3.5, 0.0,0.0,5.0, 0.001,2016-02-05 03:00:00,293.0,100.0,6
3.7, None,0.0,3.3, None,2016-02-05 03:15:00,44.0,100.0,6
3.5, None,0.0,6.0, None,2016-02-05 03:30:00,276.0,100.0,6
3.1, None,0.0,6.6, None,2016-02-05 03:45:00,275.0,100.0,6
3.3, 0.0,0.0,2.7, 0.0,2016-02-05 04:00:00,264.0,100.0,6
3.3, None,0.0,3.2, None,2016-02-05 04:15:00,287.0,100.0,6
3.7, None,0.0,4.1, None,2016-02-05 04:30:00,284.0,100.0,6
3.2, None,0.0,6.5, None,2016-02-05 04:45:00,271.0,100.0,6
3.2, 0.0,0.0,6.7, 0.001,2016-02-05 05:00:00,269.0,100.0,6
3.6, None,0.0,5.4, None,2016-02-05 05:15:00,295.0,100.0,6
3.7, None,0.0,4.1, None,2016-02-05 05:30:00,226.0,100.0,6
3.6, None,0.0,3.8, None,2016-02-05 05:45:00,249.0,100.0,6
3.5, 0.0,0.0,5.6, 0.0,2016-02-05 06:00:00,292.0,100.0,6
3.3, None,0.0,5.0, None,2016-02-05 06:15:00,251.0,100.0,6
3.3, None,0.0,3.8, None,2016-02-05 06:30:00,268.0,100.0,6
3.4, None,0.0,3.2, None,2016-02-05 06:45:00,221.0,100.0,6
3.4, 0.0,0.0,4.0, 0.0,2016-02-05 07:00:00,276.0,100.0,6
3.5, None,0.0,4.3, None,2016-02-05 07:15:00,58.0,100.0,6
4.6, None,0.0,6.4, None,2016-02-05 07:30:00,121.0,85.0,6
6.4, None,0.26,11.6, None,2016-02-05 07:45:00,125.0,77.0,6
6.9, 0.0,0.0,11.7, 0.002,2016-02-05 08:00:00,141.0,74.0,6
7.1, None,0.0,8.8, None,2016-02-05 08:15:00,151.0,75.0,6
7.3, None,0.0,11.8, None,2016-02-05 08:30:00,179.0,74.0,6
7.7, None,0.0,15.6, None,2016-02-05 08:45:00,158.0,70.0,6
7.7, 0.0,0.0,12.5, 0.002,2016-02-05 09:00:00,151.0,71.0,6
7.6, None,0.0,12.7, None,2016-02-05 09:15:00,137.0,70.0,6
7.4, None,0.0,10.7, None,2016-02-05 09:30:00,116.0,77.0,6
7.0, None,0.0,7.3, None,2016-02-05 09:45:00,101.0,78.0,6
6.9, 0.0,0.0,8.0, 0.001,2016-02-05 10:00:00,94.0,82.0,6
6.8, None,0.0,10.0, None,2016-02-05 10:15:00,102.0,83.0,6
6.7, None,0.0,7.0, None,2016-02-05 10:30:00,102.0,84.0,6
6.6, None,0.0,6.0, None,2016-02-05 10:45:00,82.0,85.0,6
6.6, 0.0,0.0,2.9, 0.002,2016-02-05 11:00:00,317.0,87.0,6
7.1, None,0.25,9.3, None,2016-02-05 11:15:00,234.0,77.0,6
7.2, None,0.51,11.3, None,2016-02-05 11:30:00,214.0,79.0,6
6.8, None,0.51,11.7, None,2016-02-05 11:45:00,230.0,87.0,6
6.5, 1.0,0.76,14.4, 0.006,2016-02-05 12:00:00,230.0,86.0,6
6.4, None,0.76,14.4, None,2016-02-05 12:15:00,230.0,89.0,6
6.5, None,0.25,15.0, None,2016-02-05 12:30:00,226.0,88.0,6
6.5, None,0.51,15.6, None,2016-02-05 12:45:00,223.0,87.0,6
6.4, 3.0,1.02,14.3, 0.006,2016-02-05 13:00:00,229.0,88.0,6
6.4, None,0.51,14.9, None,2016-02-05 13:15:00,235.0,89.0,6
6.2, None,0.25,9.5, None,2016-02-05 13:30:00,245.0,92.0,6
6.5, None,1.02,8.7, None,2016-02-05 13:45:00,257.0,89.0,6
6.5, 3.0,1.01,7.4, 0.003,2016-02-05 14:00:00,247.0,88.0,6
6.6, None,1.02,6.0, None,2016-02-05 14:15:00,226.0,90.0,6
6.7, None,0.25,5.1, None,2016-02-05 14:30:00,186.0,90.0,6
6.6, None,0.26,12.0, None,2016-02-05 14:45:00,227.0,91.0,6
6.8, 2.0,0.25,15.8, 0.001,2016-02-05 15:00:00,227.0,91.0,6
6.9, None,0.51,16.0, None,2016-02-05 15:15:00,214.0,91.0,6
6.7, None,1.27,17.1, None,2016-02-05 15:30:00,221.0,94.0,6
6.7, None,2.54,27.2, None,2016-02-05 15:45:00,218.0,95.0,6
6.5, 4.0,1.78,24.8, 0.002,2016-02-05 16:00:00,231.0,96.0,6
6.1, None,1.01,25.8, None,2016-02-05 16:15:00,227.0,95.0,6
5.8, None,0.51,17.7, None,2016-02-05 16:30:00,221.0,97.0,6
5.7, None,0.0,15.4, None,2016-02-05 16:45:00,217.0,97.0,6
5.7, 3.0,0.0,12.0, 0.003,2016-02-05 17:00:00,197.0,96.0,6
5.7, None,0.25,8.7, None,2016-02-05 17:15:00,172.0,97.0,6
