WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, 14.9, 1.108, None,83.8,2018-07-09 00:00:00, 76.6,13.32,28
None, 13.3, 1.913, None,83.8,2018-07-09 01:00:00, 83.8,12.83,28
None, 12.8, 0.962998, None,86.0,2018-07-09 02:00:00, 83.8,12.26,28
None, 12.3, 1.423, None,90.5,2018-07-09 03:00:00, 86.0,11.59,28
None, 11.6, 1.379, None,92.5,2018-07-09 04:00:00, 90.5,11.19,28
None, 11.2, 1.291, None,92.8,2018-07-09 05:00:00, 92.5,11.05,28
None, 11.1, 1.371, None,89.5,2018-07-09 06:00:00, 92.8,11.68,28
None, 11.7, 0.679, None,83.2,2018-07-09 07:00:00, 89.5,13.27,28
None, 13.3, 0.785, None,75.3,2018-07-09 08:00:00, 83.2,15.13,28
None, 15.1, 1.035, None,67.23,2018-07-09 09:00:00, 75.3,16.84,28
None, 16.8, 1.161, None,59.02,2018-07-09 10:00:00, 67.2,19.04,28
None, 19.0, 1.497, None,46.23,2018-07-09 11:00:00, 59.0,21.66,28
None, 21.7, 1.255, None,38.6,2018-07-09 12:00:00, 46.2,23.43,28
None, 23.4, 1.401, None,36.47,2018-07-09 13:00:00, 38.6,24.55,28
None, 24.6, 1.613, None,32.24,2018-07-09 14:00:00, 36.5,25.42,28
None, 25.4, 2.053, None,27.49,2018-07-09 15:00:00, 32.2,26.47,28
None, 26.5, 2.086, None,29.1,2018-07-09 16:00:00, 27.5,26.09,28
None, 26.1, 2.658, None,29.34,2018-07-09 17:00:00, 29.1,26.41,28
None, 26.4, 3.548, None,32.29,2018-07-09 18:00:00, 29.3,25.74,28
None, 25.7, 3.603, None,37.64,2018-07-09 19:00:00, 32.3,23.95,28
None, 24.0, 2.656, None,43.23,2018-07-09 20:00:00, 37.6,22.53,28
None, 22.5, 1.385, None,48.52,2018-07-09 21:00:00, 43.2,21.28,28
None, 21.3, 0.981998, None,58.8,2018-07-09 22:00:00, 48.5,19.68,28
None, 19.7, 3.466, None,61.88,2018-07-09 23:00:00, 58.8,19.36,28
None, 19.4, 2.692, None,81.3,2018-07-10 00:00:00, 61.9,16.93,28
None, 16.9, 1.019, None,90.5,2018-07-10 01:00:00, 81.3,16.08,28
None, 16.1, 0.679, None,95.2,2018-07-10 02:00:00, 90.5,15.57,28
None, 15.6, 1.087, None,96.6,2018-07-10 03:00:00, 95.2,15.34,28
None, 15.3, 1.183, None,96.7,2018-07-10 04:00:00, 96.6,15.08,28
