ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.0,0.0, 6.0,0.0,2016-04-29, 0.0, 14.5,18
0.0,0.0, -2.0,0.0,2016-04-30, 0.0, 18.0,18
0.0,0.0, -0.5,0.0,2016-05-01, 0.0, 24.5,18
0.0,0.0, 4.5,0.0,2016-05-02, 0.0, 26.5,18
0.0,0.0, 5.0,0.0,2016-05-03, 0.0, 24.5,18
1.6,1.6, 9.0,0.0,2016-05-04, 0.0, 11.0,18
0.0,0.0, -1.0,0.0,2016-05-05, 0.0, 17.0,18
