ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, 898.0, 2.0, None, None,2020-07-08 00:00:00,14.4, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 01:00:00,13.7, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 02:00:00,12.7, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 03:00:00,12.8, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 04:00:00,11.4, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 05:00:00,10.2, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 06:00:00,9.4, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 07:00:00,8.3, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 08:00:00,7.7, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 09:00:00,7.5, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 10:00:00,6.8, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 11:00:00,6.6, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 12:00:00,6.7, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 13:00:00,6.3, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 14:00:00,6.8, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 15:00:00,7.5, None, 1.0, None,28
None, 898.0, 2.0, 0.0, None,2020-07-08 16:00:00,8.0, None, 1.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 17:00:00,9.1, None, 1.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 18:00:00,9.6, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 19:00:00,10.9, None, 1.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 20:00:00,12.4, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 21:00:00,14.7, None, 0.0, None,28
None, 898.0, 1.0, None, None,2020-07-08 22:00:00,15.2, None, 1.0, None,28
None, 898.0, 2.0, None, None,2020-07-08 23:00:00,13.2, None, 1.0, None,28
None, 898.0, 2.0, None, None,2020-07-09 00:00:00,12.2, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-09 01:00:00,12.2, None, 1.0, None,28
None, 899.0, 2.0, None, None,2020-07-09 02:00:00,8.5, None, 1.0, None,28
None, 898.0, 2.0, None, None,2020-07-09 03:00:00,9.0, None, 0.0, None,28
None, 898.0, 2.0, None, None,2020-07-09 04:00:00,8.7, None, 1.0, None,28
None, 899.0, 2.0, None, None,2020-07-09 05:00:00,8.3, None, 1.0, None,28
None, 899.0, 2.0, None, None,2020-07-09 06:00:00,6.8, None, 1.0, None,28
None, 899.0, 2.0, None, None,2020-07-09 07:00:00,6.3, None, 1.0, None,28
None, 899.0, 2.0, None, None,2020-07-09 08:00:00,6.4, None, 1.0, None,28
None, 899.0, 2.0, None, None,2020-07-09 09:00:00,6.2, None, 1.0, None,28
None, 899.0, 2.0, None, None,2020-07-09 10:00:00,5.5, None, 1.0, None,28
None, 898.0, 2.0, None, None,2020-07-09 11:00:00,5.1, None, 1.0, None,28
