air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
9.0,8.4, 1.0,15.0,55.0,2022-07-02 00:00:00, -7.0,1.0,27
8.7,8.2, 1.0,15.0,57.0,2022-07-02 01:00:00, -7.0,1.0,27
7.9,7.9, -1.0,15.0,60.0,2022-07-02 02:00:00, -8.0,1.0,27
8.1,7.5, 1.0,15.0,58.0,2022-07-02 03:00:00, -7.0,0.0,27
8.2,7.5, 0.0,15.0,58.0,2022-07-02 04:00:00, -7.0,0.0,27
7.5,7.4, 0.0,15.0,62.0,2022-07-02 05:00:00, -8.0,1.0,27
10.0,7.4, 0.0,15.0,57.0,2022-07-02 06:00:00, -8.0,2.0,27
10.7,9.9, 0.0,11.1,57.0,2022-07-02 07:00:00, -8.0,3.0,27
11.7,9.9, 0.0,12.3,53.0,2022-07-02 08:00:00, -8.0,3.0,27
13.3,9.9, 0.0,13.4,50.0,2022-07-02 09:00:00, -8.0,3.0,27
14.3,9.9, 0.0,15.0,47.0,2022-07-02 10:00:00, -8.0,2.0,27
15.2,9.9, 1.0,16.3,40.0,2022-07-02 11:00:00, -8.0,2.0,27
14.1,9.9, 2.0,16.6,39.0,2022-07-02 12:00:00, -6.0,0.0,27
15.7,9.9, 0.0,16.6,35.0,2022-07-02 13:00:00, -7.0,0.0,27
15.7,9.9, -1.0,17.8,31.0,2022-07-02 14:00:00, -7.0,-1.0,27
17.8,9.9, 0.0,18.1,28.0,2022-07-02 15:00:00, -7.0,-1.0,27
15.9,9.9, 1.0,18.4,36.0,2022-07-02 16:00:00, -7.0,1.0,27
17.2,9.9, 0.0,18.4,34.0,2022-07-02 17:00:00, -7.0,1.0,27
13.8,9.9, -1.0,18.4,40.0,2022-07-02 18:00:00, -8.0,0.0,27
13.1,13.2, 1.0,13.8,44.0,2022-07-02 19:00:00, -7.0,1.0,27
12.9,12.8, -1.0,13.8,45.0,2022-07-02 20:00:00, -8.0,1.0,27
11.6,11.6, 0.0,13.8,45.0,2022-07-02 21:00:00, -8.0,0.0,27
11.1,11.1, 0.0,13.8,45.0,2022-07-02 22:00:00, -8.0,0.0,27
11.2,10.7, 1.0,13.8,43.0,2022-07-02 23:00:00, -8.0,-1.0,27
10.6,10.6, 0.0,13.8,48.0,2022-07-03 00:00:00, -8.0,0.0,27
9.8,9.7, 1.0,13.8,56.0,2022-07-03 01:00:00, -8.0,2.0,27
9.4,9.3, 1.0,13.8,67.0,2022-07-03 02:00:00, -7.0,3.0,27
