time,tasmin,tasmax,pcp,week_of_year
2018-07-23,7.6,18.4,0.1,30
2018-07-24,7.0,21.6,0.0,30
2018-07-25,8.9,24.5,0.0,30
2018-07-26,10.2,26.0,0.0,30
2018-07-27,11.6,28.0,0.1,30
2018-07-28,12.9,28.9,0.1,30
2018-07-29,14.0,28.5,0.0,30
