station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
0.0, 0.0, 0.0, 2018-10-20 00:00:00, 0.0
0.0, 0.0, 0.0, 2018-10-21 00:00:00, 0.0
0.0, 0.0, 0.0, 2018-10-22 00:00:00, 0.0
8.6, 8.6, 0.0, 2018-10-23 00:00:00, 0.0
40.8, 40.8, 0.0, 2018-10-24 00:00:00, 0.0
26.7, 26.7, 0.0, 2018-10-25 00:00:00, 0.0
1.0, 1.0, 0.0, 2018-10-26 00:00:00, 0.0
22.8, 22.8, 0.0, 2018-10-27 00:00:00, 0.0
52.2, 52.2, 0.0, 2018-10-28 00:00:00, 0.0
14.0, 14.0, 0.0, 2018-10-29 00:00:00, 0.0
16.0, 16.0, 0.0, 2018-10-30 00:00:00, 0.0
20.0, 20.0, 0.0, 2018-10-31 00:00:00, 0.0
