time,tasmin,tasmax,pcp,week_of_year
2016-07-29, 8.1, 17.1,0.0,31
2016-07-30, 4.3, 15.1,0.0,31
2016-07-31, 5.0, 17.4,0.0,31
2016-08-01, 7.8, 18.9,0.0,31
2016-08-02, 6.7, 22.4,0.0,31
2016-08-03, 7.8, 17.0,0.1,31
2016-08-04, 4.4, 10.0,5.0,31
