RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
73.61, None, None, None,1.071,177.9, None, None,-3.0,970.0, None, None, None, None, None,3.321, None, None,0.674, None, None, None, None,60.55, None, None, None, None, None, None,2017-03-26 00:00:00, None,13
80.4, None, None, None,0.442,80.7, None, None,-3.0,970.0, None, None, None, None, None,3.742, None, None,-0.495, None, None, None, None,54.61, None, None, None, None, None, None,2017-03-26 01:00:00, None,13
83.3, None, None, None,0.39,75.87, None, None,-3.0,971.0, None, None, None, None, None,3.402, None, None,-1.047, None, None, None, None,45.32, None, None, None, None, None, None,2017-03-26 02:00:00, None,13
87.0, None, None, None,0.236,35.22, None, None,-3.0,970.0, None, None, None, None, None,3.706, None, None,-1.18, None, None, None, None,42.63, None, None, None, None, None, None,2017-03-26 03:00:00, None,13
87.2, None, None, None,0.301,115.7, None, None,-3.0,970.0, None, None, None, None, None,3.516, None, None,-0.91, None, None, None, None,54.53, None, None, None, None, None, None,2017-03-26 04:00:00, None,13
85.7, None, None, None,0.688,134.3, None, None,-3.0,970.0, None, None, None, None, None,3.547, None, None,-0.946, None, None, None, None,53.8, None, None, None, None, None, None,2017-03-26 05:00:00, None,13
86.4, None, None, None,0.76,89.4, None, None,-3.0,970.0, None, None, None, None, None,3.658, None, None,-0.86, None, None, None, None,61.05, None, None, None, None, None, None,2017-03-26 06:00:00, None,13
89.3, None, None, None,0.075,111.7, None, None,-3.0,969.0, None, None, None, None, None,3.432, None, None,-1.77, None, None, None, None,32.24, None, None, None, None, None, None,2017-03-26 07:00:00, None,13
91.5, None, None, None,0.081,33.11, None, None,-2.0,969.0, None, None, None, None, None,3.682, None, None,-0.714, None, None, None, None,40.99, None, None, None, None, None, None,2017-03-26 08:00:00, None,13
89.8, None, None, None,0.777,103.2, None, None,-1.0,968.0, None, None, None, None, None,3.71, None, None,0.147, None, None, None, None,67.13, None, None, None, None, None, None,2017-03-26 09:00:00, None,13
80.6, None, None, None,2.169,143.1, None, None,-1.0,968.0, None, None, None, None, None,3.873, None, None,1.879, None, None, None, None,42.81, None, None, None, None, None, None,2017-03-26 10:00:00, None,13
65.19, None, None, None,1.301,158.3, None, None,-1.0,967.0, None, None, None, None, None,3.917, None, None,5.19, None, None, None, None,65.91, None, None, None, None, None, None,2017-03-26 11:00:00, None,13
53.36, None, None, None,2.478,334.6, None, None,-2.0,967.0, None, None, None, None, None,3.14, None, None,7.152, None, None, None, None,44.76, None, None, None, None, None, None,2017-03-26 12:00:00, None,13
46.64, None, None, None,9.59,17.07, None, None,-3.0,966.0, None, None, None, None, None,2.435, None, None,8.31, None, None, None, None,34.32, None, None, None, None, None, None,2017-03-26 13:00:00, None,13
45.37, None, None, None,12.15,17.18, None, None,-3.0,965.0, None, None, None, None, None,1.571, None, None,8.61, None, None, None, None,18.97, None, None, None, None, None, None,2017-03-26 14:00:00, None,13
