AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
4.9, 2.5, 1.8, 248.0,2023-04-30 00:00:00, 61.0, 13.9,18
4.1, None, None, 248.0,2023-04-30 00:15:00, 61.0, None,18
3.7, None, None, 248.0,2023-04-30 00:30:00, 61.0, None,18
3.1, None, None, 248.7,2023-04-30 00:45:00, 61.0, None,18
3.2, None, None, 248.0,2023-04-30 01:00:00, 61.0, None,18
3.1, None, None, 247.0,2023-04-30 01:15:00, 61.0, None,18
3.2, None, None, 248.0,2023-04-30 01:30:00, 61.0, None,18
3.3, None, None, 248.0,2023-04-30 01:45:00, 61.0, None,18
3.0, None, None, 248.0,2023-04-30 02:00:00, 61.0, None,18
2.6, None, None, 248.7,2023-04-30 02:15:00, 61.0, None,18
2.5, None, None, 247.7,2023-04-30 02:30:00, 61.0, None,18
2.5, None, None, 247.0,2023-04-30 02:45:00, 61.0, None,18
2.1, None, None, 247.7,2023-04-30 03:00:00, 61.0, None,18
2.3, None, None, 247.7,2023-04-30 03:15:00, 61.0, None,18
2.1, None, None, 247.7,2023-04-30 03:30:00, 61.0, None,18
2.2, None, None, 247.7,2023-04-30 03:45:00, 61.0, None,18
2.0, None, None, 247.7,2023-04-30 04:00:00, 61.0, None,18
1.8, None, None, 248.7,2023-04-30 04:15:00, 61.0, None,18
2.2, None, None, 247.7,2023-04-30 04:30:00, 61.0, None,18
1.9, None, None, 247.0,2023-04-30 04:45:00, 61.0, None,18
2.2, None, None, 247.7,2023-04-30 05:00:00, 61.0, None,18
2.0, None, None, 247.0,2023-04-30 05:15:00, 61.0, None,18
2.1, None, None, 246.0,2023-04-30 05:30:00, 61.0, None,18
2.1, None, None, 244.7,2023-04-30 05:45:00, 61.0, None,18
2.3, None, None, 245.0,2023-04-30 06:00:00, 61.0, None,18
2.5, None, None, 245.7,2023-04-30 06:15:00, 61.0, None,18
2.9, None, None, 246.7,2023-04-30 06:30:00, 61.0, None,18
2.7, None, None, 246.0,2023-04-30 06:45:00, 60.0, None,18
2.5, None, None, 246.0,2023-04-30 07:00:00, 61.0, None,18
3.0, None, None, 247.0,2023-04-30 07:15:00, 61.0, None,18
3.5, None, None, 247.7,2023-04-30 07:30:00, 61.0, None,18
3.3, None, None, 247.0,2023-04-30 07:45:00, 60.0, None,18
3.8, None, None, 247.0,2023-04-30 08:00:00, 61.0, None,18
4.5, None, None, 247.0,2023-04-30 08:15:00, 60.0, None,18
4.2, None, None, 247.0,2023-04-30 08:30:00, 60.0, None,18
5.0, None, None, 247.7,2023-04-30 08:45:00, 60.0, None,18
5.2, None, None, 247.7,2023-04-30 09:00:00, 60.0, None,18
6.0, None, None, 247.0,2023-04-30 09:15:00, 60.0, None,18
6.2, None, None, 247.0,2023-04-30 09:30:00, 60.0, None,18
6.6, None, None, 247.0,2023-04-30 09:45:00, 60.0, None,18
7.1, None, None, 247.0,2023-04-30 10:00:00, 60.0, None,18
7.9, None, None, 247.0,2023-04-30 10:15:00, 60.0, None,18
8.5, None, None, 246.7,2023-04-30 10:30:00, 60.0, None,18
9.0, None, None, 246.7,2023-04-30 10:45:00, 60.0, None,18
9.2, None, None, 246.7,2023-04-30 11:00:00, 60.0, None,18
9.3, None, None, 246.0,2023-04-30 11:15:00, 60.0, None,18
9.7, None, None, 246.7,2023-04-30 11:30:00, 60.0, None,18
9.9, None, None, 246.7,2023-04-30 11:45:00, 60.0, None,18
9.9, None, None, 246.0,2023-04-30 12:00:00, 59.0, None,18
10.1, None, None, 246.0,2023-04-30 12:15:00, 59.0, None,18
10.3, None, None, 245.7,2023-04-30 12:30:00, 59.0, None,18
10.7, None, None, 246.0,2023-04-30 12:45:00, 59.0, None,18
10.7, None, None, 245.7,2023-04-30 13:00:00, 60.0, None,18
11.0, None, None, 245.7,2023-04-30 13:15:00, 60.0, None,18
11.2, None, None, 245.0,2023-04-30 13:30:00, 59.0, None,18
11.7, None, None, 245.0,2023-04-30 13:45:00, 59.0, None,18
12.3, None, None, 245.0,2023-04-30 14:00:00, 59.0, None,18
12.9, None, None, 244.7,2023-04-30 14:15:00, 59.0, None,18
13.1, None, None, 244.7,2023-04-30 14:30:00, 59.0, None,18
13.3, None, None, 244.7,2023-04-30 14:45:00, 59.0, None,18
13.8, None, None, 244.7,2023-04-30 15:00:00, 59.0, None,18
13.9, None, None, 244.7,2023-04-30 15:15:00, 59.0, None,18
13.8, None, None, 243.7,2023-04-30 15:30:00, 59.0, None,18
