CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
-10.45, 87.8, -7.2, 4.0, 36.73, 0.008, 350.7, -12.0, 0.0, -10.5, -10.6, 1059.9, -6999.0, -12.0, 928.0, 351.0, 88.0,2020-12-23 00:00:00, 928.0,52
-10.57, 88.2, -7.2, 2.0, 13.88, 0.004, 349.7, -12.0, 0.0, -10.6, -10.8, 1060.0, -6999.0, -12.0, 928.0, 350.0, 88.0,2020-12-23 01:00:00, 928.0,52
-11.14, 87.1, -7.2, 8.5, 14.13, 0.101, 348.3, -13.0, 0.1, -11.1, -11.2, None, -6999.0, -13.0, 886.0, 348.0, 87.0,2020-12-23 02:00:00, 886.0,52
-11.21, 87.6, -7.2, 3.5, 13.01, 0.009, 339.7, -13.0, 0.0, -11.2, -11.5, None, -6999.0, -13.0, 903.0, 340.0, 88.0,2020-12-23 03:00:00, 903.0,52
-11.07, 86.3, -7.2, 2.0, 13.56, 0.008, 330.6, -13.0, 0.0, -11.1, -11.7, None, -6999.0, -13.0, 869.0, 331.0, 86.0,2020-12-23 04:00:00, 869.0,52
-11.89, 86.5, -7.2, 0.0, 24.62, 0.0, 343.3, -13.0, 0.0, -11.9, -12.0, None, -6999.0, -13.0, 870.0, 343.0, 87.0,2020-12-23 05:00:00, 870.0,52
-11.7, 85.8, -7.2, 0.0, 8.85, 0.0, 332.7, -13.0, 0.0, -11.7, -12.0, None, -6999.0, -13.0, 865.0, 333.0, 86.0,2020-12-23 06:00:00, 865.0,52
-11.57, 86.4, -11.5, 0.0, 19.0, 0.0, 335.0, -13.0, 0.0, -11.6, -12.0, None, -6999.0, -13.0, 863.0, 335.0, 86.0,2020-12-23 07:00:00, 863.0,52
-12.14, 85.9, -11.1, 0.0, 36.98, 0.0, 335.3, -14.0, 0.0, -12.1, -12.1, 1033.6, -6999.0, -14.0, 904.0, 335.0, 86.0,2020-12-23 08:00:00, 904.0,52
-11.02, 86.3, -11.0, 0.0, 18.14, 0.0, 334.5, -13.0, 0.0, -11.0, -12.2, None, -6999.0, -13.0, 917.0, 335.0, 86.0,2020-12-23 09:00:00, 917.0,52
