pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
0.0, -8.75, 88.4, -5.8, 88.0, -11.0, -8.8, -9.0, -11.0, 0.0, 0.0,2020-12-23 00:00:00, 2.0, 2.362,52
0.0, -8.36, 87.6, -5.8, 88.0, -10.0, -8.4, -9.0, -10.0, 0.0, 0.0,2020-12-23 01:00:00, 2.0, 2.254,52
0.0, -8.12, 87.1, -5.8, 87.0, -10.0, -8.1, -9.0, -10.0, 0.0, 0.0,2020-12-23 02:00:00, 2.0, 2.415,52
0.0, -7.87, 85.6, -5.8, 86.0, -9.0, -7.9, -9.0, -9.0, 0.0, 0.0,2020-12-23 03:00:00, 2.0, 2.422,52
0.0, -7.815, 86.9, -5.8, 87.0, -10.0, -7.8, -9.0, -10.0, 0.0, 0.0,2020-12-23 04:00:00, 2.0, 2.402,52
0.0, -8.33, 87.5, -5.8, 88.0, -10.0, -8.3, -9.0, -10.0, 0.0, 0.0,2020-12-23 05:00:00, 2.0, 2.347,52
0.0, -8.43, 87.9, -5.8, 88.0, -10.0, -8.4, -9.0, -10.0, 0.0, 0.0,2020-12-23 06:00:00, 2.0, 2.307,52
0.0, -8.58, 88.9, -7.7, 89.0, -10.0, -8.6, -8.8, -10.0, 0.0, 0.0,2020-12-23 07:00:00, 2.0, 2.333,52
0.0, -8.35, 88.6, -7.7, 89.0, -10.0, -8.4, -9.0, -10.0, 0.0, 0.0,2020-12-23 08:00:00, 2.0, 2.426,52
0.0, None, None, -7.5, 84.0, -9.0, -7.4, -9.0, None, 0.0, 0.0,2020-12-23 09:00:00, 3.0, None,52
0.0, -6.211, 79.31, -6.2, 79.0, -9.0, -6.2, -9.0, -9.0, 0.0, 0.0,2020-12-23 10:00:00, 2.0, 2.365,52
0.0, -5.686, 78.53, -5.6, 79.0, -8.0, -5.7, -9.0, -8.0, 0.0, 0.0,2020-12-23 11:00:00, 2.0, 2.467,52
0.0, -5.078, 77.3, -4.8, 77.0, -8.0, -5.1, -9.0, -8.0, 0.0, 0.0,2020-12-23 12:00:00, 2.0, 2.466,52
0.0, -4.071, 79.55, -3.9, 80.0, -7.0, -4.1, -9.0, -7.0, 0.0, 0.0,2020-12-23 13:00:00, 2.0, 2.438,52
0.0, -4.194, 82.2, -3.8, 82.0, -6.0, -4.2, -9.0, -6.0, 0.0, 0.0,2020-12-23 14:00:00, 2.0, 2.447,52
0.0, -4.091, 82.7, -3.8, 83.0, -6.0, -4.1, -9.0, -6.0, 0.0, 0.0,2020-12-23 15:00:00, 2.0, 2.381,52
0.0, -4.515, 83.6, -3.8, 84.0, -6.0, -4.5, -9.0, -6.0, 0.0, 0.0,2020-12-23 16:00:00, 2.0, 2.349,52
0.0, -5.969, 88.4, -3.8, 88.0, -7.0, -6.0, -9.0, -7.0, 0.0, 0.0,2020-12-23 17:00:00, 3.0, 2.5,52
0.0, -6.263, 89.7, -3.8, 90.0, -8.0, -6.3, -9.0, -8.0, 0.0, 0.0,2020-12-23 18:00:00, 2.0, 2.31,52
0.0, -7.274, 91.4, -6.3, 91.0, -9.0, -7.3, -7.5, -9.0, 0.0, 0.0,2020-12-23 19:00:00, 3.0, 2.545,52
