AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
4.3,0.0,5.1, None,2018-01-08 00:00:00,294.0,100.0,2
4.2,0.0,4.2, None,2018-01-08 00:15:00,297.0,100.0,2
4.0,0.508,3.5, None,2018-01-08 00:30:00,294.0,100.0,2
4.0,0.254,3.7, None,2018-01-08 00:45:00,303.0,100.0,2
4.2,0.254,0.9, None,2018-01-08 01:00:00,342.0,100.0,2
4.2,0.254,3.8, None,2018-01-08 01:15:00,297.0,100.0,2
3.9,0.254,4.1, None,2018-01-08 01:30:00,294.0,100.0,2
4.1,0.254,5.5, None,2018-01-08 01:45:00,297.0,100.0,2
4.0,0.508,3.3, None,2018-01-08 02:00:00,280.0,100.0,2
4.1,0.254,4.4, None,2018-01-08 02:15:00,295.0,100.0,2
4.1,0.254,3.5, None,2018-01-08 02:30:00,289.0,100.0,2
4.1,0.254,3.8, None,2018-01-08 02:45:00,301.0,100.0,2
4.4,0.0,4.7, None,2018-01-08 03:00:00,301.0,100.0,2
4.4,0.508,3.6, None,2018-01-08 03:15:00,289.0,100.0,2
4.7,0.254,3.3, None,2018-01-08 03:30:00,280.0,100.0,2
4.6,0.508,1.8, None,2018-01-08 03:45:00,287.0,100.0,2
4.7,0.508,0.0, None,2018-01-08 04:00:00,197.0,100.0,2
4.6,0.254,1.2, None,2018-01-08 04:15:00,91.0,100.0,2
4.3,0.508,3.6, None,2018-01-08 04:30:00,275.0,100.0,2
4.1,0.254,3.4, None,2018-01-08 04:45:00,275.0,100.0,2
3.9,0.254,2.7, None,2018-01-08 05:00:00,289.0,100.0,2
3.8,0.254,3.1, None,2018-01-08 05:15:00,266.0,100.0,2
3.9,0.254,3.8, None,2018-01-08 05:30:00,270.0,100.0,2
3.9,0.254,4.1, None,2018-01-08 05:45:00,278.0,100.0,2
4.0,0.0,4.1, None,2018-01-08 06:00:00,292.0,100.0,2
4.0,0.254,2.7, None,2018-01-08 06:15:00,265.0,100.0,2
4.1,0.0,1.2, None,2018-01-08 06:30:00,281.0,100.0,2
4.1,0.0,2.3, None,2018-01-08 06:45:00,293.0,100.0,2
4.1,0.0,0.6, None,2018-01-08 07:00:00,295.0,100.0,2
4.1,0.0,3.3, None,2018-01-08 07:15:00,310.0,100.0,2
3.8,0.0,4.1, None,2018-01-08 07:30:00,283.0,100.0,2
3.8,0.254,3.7, None,2018-01-08 07:45:00,299.0,100.0,2
3.8,0.0,4.2, None,2018-01-08 08:00:00,302.0,100.0,2
3.8,0.254,5.4, None,2018-01-08 08:15:00,281.0,100.0,2
3.8,0.0,3.1, None,2018-01-08 08:30:00,295.0,100.0,2
3.9,0.254,1.8, None,2018-01-08 08:45:00,270.0,100.0,2
4.0,0.0,0.5, None,2018-01-08 09:00:00,261.0,100.0,2
4.2,0.0,2.5, None,2018-01-08 09:15:00,263.0,100.0,2
4.5,0.0,0.0, None,2018-01-08 09:30:00,294.0,100.0,2
4.6,0.0,1.8, None,2018-01-08 09:45:00,285.0,100.0,2
4.8,0.0,0.0, None,2018-01-08 10:00:00,96.0,100.0,2
5.2,0.0,0.0, None,2018-01-08 10:15:00,34.0,100.0,2
5.4,0.0,0.0, None,2018-01-08 10:30:00,286.0,100.0,2
5.3,0.0,1.9, None,2018-01-08 10:45:00,284.0,100.0,2
5.2,0.0,2.4, None,2018-01-08 11:00:00,284.0,100.0,2
5.5,0.0,2.3, None,2018-01-08 11:15:00,279.0,100.0,2
5.8,0.0,2.9, None,2018-01-08 11:30:00,313.0,100.0,2
6.0,0.0,0.5, None,2018-01-08 11:45:00,275.0,100.0,2
6.0,0.0,0.0, None,2018-01-08 12:00:00,70.0,100.0,2
6.1,0.254,0.0, None,2018-01-08 12:15:00,2.0,100.0,2
6.2,0.0,0.0, None,2018-01-08 12:30:00,352.0,100.0,2
6.2,0.0,3.4, None,2018-01-08 12:45:00,321.0,100.0,2
6.3,0.0,3.4, None,2018-01-08 13:00:00,257.0,100.0,2
6.4,0.0,3.0, None,2018-01-08 13:15:00,255.0,100.0,2
6.4,0.0,2.7, None,2018-01-08 13:30:00,160.0,100.0,2
6.3,0.0,1.2, None,2018-01-08 13:45:00,89.0,100.0,2
6.5,0.0,0.1, None,2018-01-08 14:00:00,309.0,100.0,2
6.6,0.0,0.0, None,2018-01-08 14:15:00,270.0,100.0,2
6.2,0.0,4.5, None,2018-01-08 14:30:00,99.0,100.0,2
6.0,0.254,1.4, None,2018-01-08 14:45:00,116.0,100.0,2
6.0,0.0,3.0, None,2018-01-08 15:00:00,94.0,100.0,2
5.9,0.0,3.2, None,2018-01-08 15:15:00,98.0,100.0,2
5.9,0.0,1.5, None,2018-01-08 15:30:00,169.0,100.0,2
5.9,0.0,1.2, None,2018-01-08 15:45:00,182.0,100.0,2
5.8,0.254,2.2, None,2018-01-08 16:00:00,65.0,100.0,2
5.7,0.0,1.9, None,2018-01-08 16:15:00,56.0,100.0,2
5.6,0.0,2.2, None,2018-01-08 16:30:00,350.0,100.0,2
5.4,0.0,2.9, None,2018-01-08 16:45:00,256.0,100.0,2
5.4,0.0,2.6, None,2018-01-08 17:00:00,291.0,100.0,2
5.2,0.0,3.7, None,2018-01-08 17:15:00,281.0,100.0,2
5.2,0.0,3.5, None,2018-01-08 17:30:00,98.0,100.0,2
5.1,0.0,3.4, None,2018-01-08 17:45:00,133.0,100.0,2
5.1,0.0,1.2, None,2018-01-08 18:00:00,42.0,100.0,2
5.1,0.0,0.0, None,2018-01-08 18:15:00,316.0,100.0,2
5.0,0.0,0.0, None,2018-01-08 18:30:00,230.0,100.0,2
